Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026306/1,1100260306,770.00,Cornerstones Barristers,01359100,,Legal Sals&Overheads,Legal Fees,D01AR000044002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026307/1,1100260307,2708.00,Bevan Brittan LLP,01096600,,Land Review,Professional Fees,D40PSTON144001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026309/2,1100260309,399.94,iHub UK Limited,01287000,,General Admin Telephones,Telephones - Call Costs,D24GT000045006
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026318/3,1100260318,691.11,Kent County Council Commercial Services,00054200,,Buildings,Electricity,D21FEDD5021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026319/4,1100260319,666.00,Prosec General Security Ltd,00810600,,Cleaning & Security,Office Security,D21FD000044047
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026319/5,1100260319,2484.00,Prosec General Security Ltd,00810600,,Tonbridge Gateway,Office Security,D23TG000044047
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026330/1,1100260330,2300.00,PPS Group,01393300,,Land Review,Professional Fees,D40PSTON144001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026331/1,1100260331,750.00,Mark Westmoreland Smith,01342300,,Legal Sals&Overheads,Legal Fees,D01ARDR0444002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0011026332/2,1100260332,510.00,Nathaniel Lichfield & Partners Ltd,00070000,,Legal Sals&Overheads,Peters Pit - Legal Costs,D01ARDR0044148
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0012005106/1,1200050106,295.00,Frontier Software Plc,00231900,,General IT Developments,Initial Furniture & Equipment,P06DA000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0012005108/3,1200050108,2261.68,Tunbridge Wells Borough Council,00844600,,I T Sals&Overheads,Temporary Staff,D01ANDN0011300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0015005312/1,1500050312,2000.00,West Kent YMCA,00244300,,Grants & Payments to Vol Orgn,Community Enhancement Fund,D37PA000047023
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029005/1,2100290005,260.00,REDACTED PERSONAL DATA,01415600,,Open Spaces & Amenity Areas,Maintenance of Grounds,B22LE000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029006/1,2100290006,774.45,Pace Fuelcare Ltd,00057100,,Golf Centre-Leisure Management,Fuel Oil,B21KE000021001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029007/1,2100290007,3495.81,Kent County Council Commercial Services,00054200,,Golf Centre-Leisure Management,Electricity,B21KE000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029008/1,2100290008,826.58,Kent County Council Commercial Services,00054200,,Cemetery,Grounds Maintenance Contract,B26MP000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029013/1,2100290013,3300.00,Headland Garden Services,00324800,,Leybourne Lakes Country Park,Maintenance of Grounds,B22LK000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029018/1,2100290018,250.00,Nikki Dennington,00973800,,Arts Programme,West Kent Arts Group,B41TJ000044040
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029020/1,2100290020,400.00,Tonbridge & Malling Safer Towns,00103900,,Sports Grounds-Ground Mtnce,Maintenance of Grounds,B13ET000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029024/1,2100290024,1169.00,Chroma Vision Ltd,00891600,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0509906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029026/1,2100290026,3654.00,KCC Landscape Services,00184300,,Cemetery,Grounds Maintenance Contract,B26MP000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029028/1,2100290028,2925.00,Trojan Tree Care,01400400,,Open Spaces & Amenity Areas,Maintenance of Grounds,B22LE000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029029/1,2100290029,750.00,Trojan Tree Care,01400400,,Open Spaces & Amenity Areas,Maintenance of Grounds,B22LE000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0021029030/1,2100290030,400.00,Trojan Tree Care,01400400,,Open Spaces & Amenity Areas,Maintenance of Grounds,B22LE000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013938/1,2200130938,345.00,Grosvenor Removals,01412600,,Homelessness,Storage of Furniture,C01AA000044052
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013954/1,2200130954,4829.27,Roy C Taylor & Assoc. Bldng Contractors,01306900,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013955/1,2200130955,2680.01,Gasmark Heating Services Ltd,01141500,,Housing Assistance,Other Expenses,P03AD000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013957/1,2200130957,7155.00,Excel Interior,01234400,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013958/1,2200130958,950.46,IN TOUCH,01326100,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013959/1,2200130959,10000.00,Elite Modular Solutions LTD,01385200,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013960/1,2200130960,6863.29,Britplas Commercial Windows LTD,01357800,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013961/1,2200130961,2484.00,TLC Stairlifts Ltd,01044000,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013964/1,2200130964,1206.28,IN TOUCH,01326100,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013965/1,2200130965,4813.00,Acorn Maintenance Services,01036000,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013966/1,2200130966,1897.00,TLC Stairlifts Ltd,01044000,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013967/1,2200130967,787.20,IN TOUCH,01326100,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013968/1,2200130968,1050.00,The Letting Co,01155200,,Homelessness,Rent Deposit / Rent in Advance,C01AAC63944093
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013969/1,2200130969,695.00,Hicks & CO,01415700,,Homelessness,Rent Deposit / Rent in Advance,C01AA000044093
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013972/1,2200130972,3462.84,Rentokil Pest Control,01111200,,Pest Control,Contract Payments,H24SE000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013973/1,2200130973,1000.00,Dartford Borough Council,00026000,,Recycling,Other Expenses,H34SR000048010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013974/1,2200130974,8290.02,Sevenoaks District Council,00626100,,Public Conveniences,Contract Payments,H22SC000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013975/1,2200130975,29378.30,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013975/2,2200130975,4365.31,Veolia ES [UK) Ltd,00020800,,Street Scene,Contract Payments,H23SD000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013976/1,2200130976,165304.79,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013976/2,2200130976,88821.50,Veolia ES [UK) Ltd,00020800,,Street Scene,Contract Payments,H23SD000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013977/1,2200130977,165304.79,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013977/2,2200130977,88821.50,Veolia ES [UK) Ltd,00020800,,Street Scene,Contract Payments,H23SD000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013978/1,2200130978,9078.09,Viridor Waste Management Ltd,00682900,,Recycling,Plastic Recycling,H34SR000054019
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013982/1,2200130982,27154.92,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013982/2,2200130982,4249.42,Veolia ES [UK) Ltd,00020800,,Street Scene,Contract Payments,H23SD000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013984/1,2200130984,1980.00,Pitstop Motel and Cafe,00127100,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013986/1,2200130986,1160.00,Pitstop Motel and Cafe,00127100,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013988/1,2200130988,1040.00,Pitstop Motel and Cafe,00127100,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013990/1,2200130990,1083.75,Sevenoaks District Council,00089300,,Food & Safety - General,Choosing Health,H35SW000048145
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022013993/1,2200130993,405.00,ESG,01284300,,Environmental Protection,Air Quality Monitoring,H32SN000054016
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022014002/1,2200140002,977.50,Health Edco,01406900,,Food & Safety - General,Health Education,H35SW000044044
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0022014003/1,2200140003,4879.27,Roy C Taylor & Assoc. Bldng Contractors,01306900,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012700/1,3100120700,1997.50,UBM Information Ltd,01101600,,Parking Off-Street,Car Park Season Tickets,E10HAE04591201
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012701/1,3100120701,500.61,REDACTED PERSONAL DATA,01414600,,Parking Off-Street,Car Park Season Tickets,E10HAE04591201
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012708/1,3100120708,331.38,Chroma Vision Ltd,00891600,,Security Services Management,CCTV Monitoring Station,E09GA000051020
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012710/1,3100120710,1280.00,Enterprise,01324000,,Boro Highways & Emergency Oper,Repair & Mtce of Fixed Plant,E01AAE90920501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012711/1,3100120711,291.50,Kent Messenger Ltd,00053900,,Parking Off-Street,Advertising General,E10HA000044216
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012712/1,3100120712,1249.92,Enterprise,01324000,,Boro Highways & Emergency Oper,Repair & Mtce of Fixed Plant,E01AAE90920501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012715/1,3100120715,416.00,PSR Lighting & Signs Ltd,01265400,,Parking Off-Street,Premises Repairs & Maintenance,E10HA000020601
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012721/1,3100120721,9370.00,Chroma Vision Ltd,00891600,,Security Services Management,CCTV Monitoring Station,E09GA000051020
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0031012723/1,3100120723,990.85,Sevenoaks District Council,00089300,,Civil Contingencies,Out of Hours Service,D33NA000045025
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0032006760/3,3200060760,300.00,Rural Planning Limited,00723600,,Development Control,Professional Fees,A01AB000044001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020002/1,4100200002,1500.00,Martin Square Traders Association,00904000,,Econ Dev - Bor Christmas Light,Contribution from Other Bodies,D52TE000095001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020004/3,4100200004,2109.87,Gravesham Borough Council,01106000,,Finance Sals&Overheads,Temporary Staff,D01AFDF0611300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,09/01/2013,0041020004/4,4100200004,2296.36,Gravesham Borough Council,01106000,,Finance Sals&Overheads,Temporary Staff,D01AFDF0811300
