Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,07-Mar-2011,Supervisor,Stadium - Supervisor,Sport Concepts Design Ltd,53312,34202.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,53312,6840.40,2
DCMS,ODA,07-Mar-2011,Delivery Partner Performance Payments,Delivery Partner Performance Payments,CLM Delivery Partner Ltd,53323,1324904.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,53323,264980.80,2
DCMS,ODA,07-Mar-2011,Delivery Partner Performance Payments,Delivery Partner Performance Payments,CLM Delivery Partner Ltd,53324,299172.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,53324,59834.40,2
DCMS,ODA,07-Mar-2011,Delivery Partner Performance Payments,Delivery Partner Performance Payments,CLM Delivery Partner Ltd,53325,85478.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,53325,17095.60,2
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,167.00,1
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,56.55,2
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,53703.43,3
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Berwin Leighton Paisner,53331,9408.00,4
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,-53703.43,6
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,70.00,7
DCMS,ODA,07-Mar-2011,Legal - Contract Negotiations,Olympic Village,Berwin Leighton Paisner,53331,53633.43,8
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Berwin Leighton Paisner,53331,-12.25,9
DCMS,ODA,07-Mar-2011,Other Professional Fees,Transport,Steer Davies Gleave,53338,22615.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Steer Davies Gleave,53338,3957.63,2
DCMS,ODA,07-Mar-2011,Other Professional Fees,Transport,Steer Davies Gleave,53343,24053.95,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Steer Davies Gleave,53343,4209.44,2
DCMS,ODA,07-Mar-2011,Project Manager,Angel Lane Freight Loop & Plat 10A,Fitzpatrick Contractors Ltd,53518,88156.85,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,53518,17631.37,2
DCMS,ODA,07-Mar-2011,Project Manager,Stratford Regional Station Re-Development,Fitzpatrick Contractors Ltd,53519,67720.20,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,53519,13544.04,2
DCMS,ODA,07-Mar-2011,Consultants,Olympic Client Design Advisor,EDAW Limited,53524,103626.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,53524,20725.20,2
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,7256.98,1
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,14287.95,2
DCMS,ODA,07-Mar-2011,Consultants,EM - Atkins,Atkins Limited,53570,7216.40,3
DCMS,ODA,07-Mar-2011,Consultants,TID SC & C - Atkins - Site Operations,Atkins Limited,53570,6585.93,4
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,1933.05,5
DCMS,ODA,07-Mar-2011,Designers,SBH - Lifeline Works,Atkins Limited,53570,5226.09,6
DCMS,ODA,07-Mar-2011,Designers,EM - Atkins,Atkins Limited,53570,16017.24,7
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,5998.44,8
DCMS,ODA,07-Mar-2011,Designers,Atkins EM survey / Inspection / Ecologist,Atkins Limited,53570,1665.38,9
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,1498.79,10
DCMS,ODA,07-Mar-2011,Designers,TID SD & C - Atkins,Atkins Limited,53570,1105.54,11
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,6455.40,12
DCMS,ODA,07-Mar-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,53570,9.50,13
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53570,13169.92,14
DCMS,ODA,07-Mar-2011,Consultants,SBH SP CDM Co-Ordinator South Park post 01/04/07,Ove Arup & Partners Limited,53622,15275.61,1
DCMS,ODA,07-Mar-2011,Consultants,SBH SP CDM Co-Ordinator South Park post 01/04/07,Ove Arup & Partners Limited,53622,9293.64,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,53622,4913.85,3
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53640,453.96,1
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53640,15158.25,2
DCMS,ODA,07-Mar-2011,Rates,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53640,12195.70,3
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,DTZ Debenham Tie Leung Ltd,53640,3122.43,4
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53641,5.30,1
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53641,30774.70,2
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53643,3927.90,1
DCMS,ODA,07-Mar-2011,Service Charges,17th Floor Running Costs,DTZ Debenham Tie Leung Ltd,53643,88296.00,2
DCMS,ODA,07-Mar-2011,Consultants,SBH SP - Engineering Mgt South Park (post 01/04/07),Ove Arup & Partners Limited,53665,62103.83,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,53665,12420.77,2
DCMS,ODA,07-Mar-2011,Project Manager,Stratford Regional Station Re-Development,Eurostar International Limited,53723,23538.95,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Eurostar International Limited,53723,4707.79,2
DCMS,ODA,07-Mar-2011,Other Professional Fees,Venue Transport Operations,Atkins Limited,53726,24498.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53726,4899.60,2
DCMS,ODA,07-Mar-2011,Legal - Other,Olympic Village Sales and Marketing,Berwin Leighton Paisner,53745,390.00,1
DCMS,ODA,07-Mar-2011,Legal - Other,Olympic Village Sales and Marketing,Berwin Leighton Paisner,53745,144345.42,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Berwin Leighton Paisner,53745,28869.08,4
DCMS,ODA,07-Mar-2011,Legal - Other,Property SVDL Costs,Berwin Leighton Paisner,53747,22564.44,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Berwin Leighton Paisner,53747,4512.89,2
DCMS,ODA,07-Mar-2011,Seminars and Conferences,Chief Executive,Urban Land Institute,53781,24500.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Urban Land Institute,53781,4287.50,2
DCMS,ODA,07-Mar-2011,Consultants,Construction Tech Support - SBH North Park,Atkins Limited,53798,51713.17,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53798,10342.63,2
DCMS,ODA,07-Mar-2011,Consultants,PTP Works,Atkins Limited,53799,56772.61,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53799,11354.52,2
DCMS,ODA,07-Mar-2011,Holding Cost Payments,Triathlon Holding Costs Payment,Triathlon Homes LLP,53807,658657.31,1
DCMS,ODA,07-Mar-2011,Grant Payable,ORN Inside London Opex,Transport For London,53875,3721800.00,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,53916,101589.71,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,53916,7295.30,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53916,1459.06,4
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,53917,226122.81,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,53917,16238.19,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53917,3247.64,4
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53918,300711.04,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53918,6136.96,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53918,1227.39,4
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53920,367688.65,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53920,7503.85,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53920,1500.77,4
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,53921,182646.00,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53921,36529.20,2
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53922,259960.81,1
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,53922,5305.32,2
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,53922,1061.06,4
DCMS,ODA,07-Mar-2011,Legal - Planning (Authority),Development Control,Pinsent Mason,53942,36810.30,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Pinsent Mason,53942,7362.07,2
DCMS,ODA,07-Mar-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,53987,34505.02,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,53987,6038.38,2
DCMS,ODA,07-Mar-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,53988,81246.48,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,53988,14218.13,2
DCMS,ODA,07-Mar-2011,Tier 1 Contractors,Water Polo Building Services,Balfour Beatty Engineering Services (HY) Limited,54097,113407.20,1
DCMS,ODA,07-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Engineering Services (HY) Limited,54097,22681.44,2
DCMS,ODA,10-Mar-2011,Construction contractor,Village Vertical Development,Lend Lease Europe Ltd,54329,291475.39,1
DCMS,ODA,10-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,54329,58295.08,2
DCMS,ODA,10-Mar-2011,Construction contractor,Village Vertical Development,Lend Lease Europe Ltd,54330,13706497.48,1
DCMS,ODA,10-Mar-2011,Construction contractor,Village Vertical Development,Lend Lease Europe Ltd,54330,279724.44,2
DCMS,ODA,10-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,54330,55944.89,4
DCMS,ODA,10-Mar-2011,Construction contractor,Academy Building,Lend Lease Europe Ltd,54331,2161784.00,1
DCMS,ODA,10-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,54331,432356.80,2
DCMS,ODA,14-Mar-2011,Consultants,Supervisor North Park,Capita Symonds Limited,1951,-25744.69,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Capita Symonds Limited,1951,-5148.94,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,East London Logistics Facility,Exel Europe Ltd,1997,-63035.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Exel Europe Ltd,1997,-12607.00,2
DCMS,ODA,14-Mar-2011,Consultants,East London Logistics Facility,Exel Europe Ltd,1998,-47911.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Exel Europe Ltd,1998,-9582.20,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,Olympic Village Sales and Marketing,Lend Lease Europe Ltd,2019,-42107.66,1
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,Olympic Village Sales and Marketing,Lend Lease Europe Ltd,2019,-859.34,2
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,2019,-171.87,4
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,50839,10249.00,1
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,50839,27994.23,2
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atos Origin IT Services UK Ltd,50839,6692.57,3
DCMS,ODA,14-Mar-2011,Consultants,NRL ODA Professional Fees,Ove Arup & Partners Limited,52275,28855.90,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,52275,5049.78,2
DCMS,ODA,14-Mar-2011,Consultants,Supervisor North Park,Capita Symonds Limited,52426,25744.69,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Capita Symonds Limited,52426,4505.32,2
DCMS,ODA,14-Mar-2011,Consultants,Enabling Works ATKINS work streams close out,Atkins Limited,52963,88015.29,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,52963,15402.68,2
DCMS,ODA,14-Mar-2011,Consultants,Supervisor South Park,Atkins Limited,53186,24632.48,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53186,4310.68,2
DCMS,ODA,14-Mar-2011,Events,ER Stakeholder Relations,Media Control (Europe) Ltd,53266,23178.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Media Control (Europe) Ltd,53266,4056.15,2
DCMS,ODA,14-Mar-2011,Events,ER Stakeholder Relations,Media Control (Europe) Ltd,53266,200.00,3
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Media Control (Europe) Ltd,53266,35.00,4
DCMS,ODA,14-Mar-2011,Events,ER Stakeholder Relations,Media Control (Europe) Ltd,53266,-23178.00,5
DCMS,ODA,14-Mar-2011,Events,ER Stakeholder Relations,Media Control (Europe) Ltd,53266,22978.00,6
DCMS,ODA,14-Mar-2011,Events,ER Stakeholder Relations,Media Control (Europe) Ltd,53266,200.00,7
DCMS,ODA,14-Mar-2011,Consultants,JLARS,London Borough Of Hackney,53278,536341.03,1
DCMS,ODA,14-Mar-2011,Other Professional Fees,Venue Transport Operations,AECOM Ltd,53404,101596.81,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,AECOM Ltd,53404,20319.36,2
DCMS,ODA,14-Mar-2011,Consultants,M11 LC - M11 Logistics Facility - Services,Exel Europe Ltd,53550,76815.16,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Exel Europe Ltd,53550,15363.03,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,East London Logistics Facility,Exel Europe Ltd,53552,414584.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Exel Europe Ltd,53552,82916.80,2
DCMS,ODA,14-Mar-2011,Consultants,Supervisor North Park,Capita Symonds Limited,53597,23324.22,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Capita Symonds Limited,53597,4664.84,2
DCMS,ODA,14-Mar-2011,Consultants,Risk & Audit,Ernst & Young LLP,53642,36666.66,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ernst & Young LLP,53642,7333.33,2
DCMS,ODA,14-Mar-2011,Supervisor,North Park Project Supervisor - Capita Symonds,Capita Symonds Limited,53700,41531.25,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Capita Symonds Limited,53700,8306.25,2
DCMS,ODA,14-Mar-2011,Construction contractor,Rail Fees - Network Rail Fees & Charges,Network Rail Infrastructure,53718,134133.94,1
DCMS,ODA,14-Mar-2011,Third party monitoring,Village Vertical Development,Network Rail Infrastructure,53718,12547.73,2
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Network Rail Infrastructure,53718,29336.33,3
DCMS,ODA,14-Mar-2011,Other Professional Fees,Venue Transport Operations,Parsons Brinckerhoff Ltd,53739,201880.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Parsons Brinckerhoff Ltd,53739,35329.00,2
DCMS,ODA,14-Mar-2011,Designers,Inside Out Phase 2,UP Project Ltd,53742,29166.67,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,UP Project Ltd,53742,5833.33,2
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,53789,44287.68,1
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,53789,15871.57,2
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,53789,10227.00,3
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,53789,12301.84,4
DCMS,ODA,14-Mar-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,53789,57638.93,5
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atos Origin IT Services UK Ltd,53789,28065.40,6
DCMS,ODA,14-Mar-2011,Legal - Disputes,Legal,Institution of Civil Engineers,53795,33150.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Institution of Civil Engineers,53795,5801.25,2
DCMS,ODA,14-Mar-2011,Consultants,SBH Legacy Atkins,Atkins Limited,53805,25673.53,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,53805,5134.71,2
DCMS,ODA,14-Mar-2011,Construction contractor,Electrical Network Own&Operate - Construction,Lea Valley Utilities,53924,846453.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lea Valley Utilities,53924,169290.60,2
DCMS,ODA,14-Mar-2011,Consultants,CLM Delivery Partner,CLM Delivery Partner Ltd,54028,38746.73,1
DCMS,ODA,14-Mar-2011,Consultants,CLM Delivery Partner,CLM Delivery Partner Ltd,54028,68122.45,2
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,54028,21373.85,3
DCMS,ODA,14-Mar-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,54030,108234.68,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,54030,21646.94,2
DCMS,ODA,14-Mar-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,54031,4143800.67,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,54031,828760.13,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,TTW Mis - Miscellaneous,Taylor Woodrow Construction,54070,2298.11,1
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,IT works for enrolment and passes,Taylor Woodrow Construction,54070,53530.04,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,Maintenance - Logistics,Taylor Woodrow Construction,54070,75369.85,3
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Taylor Woodrow Construction,54070,26239.60,4
DCMS,ODA,14-Mar-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,54100,25250.21,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,54100,5050.04,2
DCMS,ODA,14-Mar-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,54101,1603922.70,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,54101,320784.54,2
DCMS,ODA,14-Mar-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,54103,48288.14,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,54103,8450.42,2
DCMS,ODA,14-Mar-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,54104,54980.18,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,54104,9621.53,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,LDA Costs,BAM Nuttall Ltd,54223,6010789.00,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,BAM Nuttall Ltd,54223,1202157.80,2
DCMS,ODA,14-Mar-2011,Tier 1 Contractors,Legacy Statutory Payments,EDF Energy Contracting Ltd,54238,43450.62,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDF Energy Contracting Ltd,54238,8690.12,2
DCMS,ODA,14-Mar-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,54245,21353.12,1
DCMS,ODA,14-Mar-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,54245,4270.62,2
