Department Of Health,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Amount,Month
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,GE MEDICAL SYSTEMS,"45,600.01",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,HAEMOPHILLIA BLOOD PRODUCTS,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"52,743.90",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"114,400.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"26,762.64",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"25,354.08",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"78,879.36",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"135,850.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"68,640.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,HEALTHCARE AT HOME,DIAGNOSTICS PAN TRUST,HEALTHCARE AT HOME,"34,320.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,HEALTHCARE PRODUCT SERVICES,"31,449.60",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,HEALTHCARE PRODUCT SERVICES,"52,884.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,HEALTHCARE PRODUCT SERVICES,"31,449.60",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,HEALTHCARE PRODUCT SERVICES,"27,896.40",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,HEALTHCARE PRODUCT SERVICES,"31,449.60",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,HIRE OF CLINICAL EQUIPMENT,PLANNED CARE - PILGRIM,HUNTLEIGH HEALTHCARE,"41,168.40",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,STRUCTURE,CAPITAL PROGRAM,INTERSERVE PROJECT SERVICES LTD,"25,242.93",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,J T FRISKNEY LTD,"31,800.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,STAFF COSTS NON NHS BODIES,EMERGENCY CARE - PILGRIM,LINCOLNSHIRE COUNTY COUNCIL,"37,550.58",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,EXTERNAL CONTRACTS,DIRECTOR OF FINANCE,LINCOLNSHIRE PARTNERSHIP NHS TRUST,"41,314.25",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,EXTERNAL CONTRACTS,DIRECTOR OF FINANCE,LINCOLNSHIRE PARTNERSHIP NHS TRUST,"41,313.75",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,EXTERNAL CONTRACTS,DIRECTOR OF HR,LINCOLNSHIRE PARTNERSHIP NHS TRUST,859.5,Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,EXTERNAL CONTRACTS,DIRECTOR OF HR,LINCOLNSHIRE PARTNERSHIP NHS TRUST,859,Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,MAINTENANCE CONTRACTS AND MATS,DIAGNOSTICS PAN TRUST,M.A.S. MEDICAL LIMITED,"45,022.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,03/03/2011,FINANCIAL LEDGER,INFORMATION TECHNOLOGY,MCKESSON INFORMATION SOLUTIONS,"72,306.75",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,CLINICAL SERVICE CONTRACT,DIAGNOSTICS PAN TRUST,MEDICA GROUP,"36,766.95",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,MEDTRONIC LTD,"42,242.40",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,METALRAX STORAGE LTD,"49,760.88",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,STRUCTURE,CAPITAL PROGRAM,MOWBRAY & SON LTD,"75,436.13",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,STRUCTURE,CAPITAL PROGRAM,MOWBRAY & SON LTD,"32,068.73",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"40,630.79",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"43,968.14",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"126,691.44",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"101,449.09",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"122,148.96",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"252,435.26",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"257,660.16",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"49,930.21",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"277,425.02",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"98,170.05",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"242,177.27",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"217,376.93",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,EQUIPMENT MAINT CONTRACT,DIAGNOSTICS PAN TRUST,NHS SUPPLY CHAIN (MAIDSTONE),"29,708.70",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,22/03/2011,XRAY MAINTENANCE,DIAGNOSTICS PAN TRUST,NHS SUPPLY CHAIN (MAIDSTONE),"47,830.42",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,PATHOLOGY SERVICES,DIAGNOSTICS PAN TRUST,NORTHERN LINCOLNSHIRE & GOOLE HOSPITALS,"758,560.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,EXECUTIVE DIRECTOR,CHIEF EXECUTIVE,NOTTINGHAM CITY PRIMARY CARE TRUST,"33,991.14",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"26,718.12",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"29,540.52",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"26,718.12",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"51,497.60",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"26,718.12",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"54,252.20",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"53,436.24",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,PHARMACY PILGRIM,DIAGNOSTICS PAN TRUST,NOVARTIS PHARMACEUTICALS,"39,415.92",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,OLYMPUS KEYMED LTD,"36,137.67",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,PHILIPS HEALTHCARE,"215,136.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,DESKTOP HARD/W,INFORMATION TECHNOLOGY,PRO AV LTD,"45,038.70",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,OCCUPANCY GUARANTEE,FACILITIES / ESTATES,PROGRESS CARE HOUSING ASSOCIATION LTD,"26,083.43",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,ENGIN & MAINT DAY TO DAY,FACILITIES / ESTATES,R J COLEMAN ELECTRICAL,"54,384.08",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,R J URMSON COMMISSIONING ENGINEERS LTD,"26,940.00",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,ROCHE PRODUCTS LTD,"41,911.20",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,ROCHE PRODUCTS LTD,"42,013.44",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,ROCHE PRODUCTS LTD,"41,911.20",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,Miscellaneous Non NHS Recharge,CHARITABLE FUNDS,SONOSITE LTD,"78,121.80",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,ELECTRICITY,FACILITIES / ESTATES,SOUTHERN ELECTRIC/GAS PLC,"78,606.98",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,ELECTRICITY,FACILITIES / ESTATES,SOUTHERN ELECTRIC/GAS PLC,"25,413.40",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,ELECTRICITY,FACILITIES / ESTATES,SOUTHERN ELECTRIC/GAS PLC,"38,468.47",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,ELECTRICITY,FACILITIES / ESTATES,SOUTHERN ELECTRIC/GAS PLC,"41,559.59",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,STRYKER,"73,473.60",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,STRYKER,"36,736.80",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,STRYKER,"110,210.40",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,CLEANING EQUIPMENT MATERIALS,FACILITIES / ESTATES,THE SUNLIGHT SERVICE GROUP LTD,"29,973.52",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,21/03/2011,CLEANING EQUIPMENT MATERIALS,FACILITIES / ESTATES,THE SUNLIGHT SERVICE GROUP LTD,"43,891.70",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,10/03/2011,EXTERNAL LAUNDRY CONTRACT,FACILITIES / ESTATES,THE SUNLIGHT SERVICE GROUP LTD,"20,730.57",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,24/03/2011,EXTERNAL LAUNDRY CONTRACT,FACILITIES / ESTATES,THE SUNLIGHT SERVICE GROUP LTD,"45,197.89",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,07/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"51,684.01",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,07/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"51,684.01",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"51,684.01",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,EQUIPMENT >#5K,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"49,200.03",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,OIL,FACILITIES / ESTATES,TOTAL GAS & POWER LTD,"26,598.12",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,07/03/2011,OIL,FACILITIES / ESTATES,TOTAL GAS & POWER LTD,"34,565.25",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,17/03/2011,COMPUTER HARDWARE,CAPITAL PROGRAM,TRACLINE UK LTD,"34,395.99",Mar-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,29/03/2011,PHARMACY,DIAGNOSTICS PAN TRUST,UDG LTD,"47,977.02",Mar-11
