,,,,,abcefgh,,,,,,,,,n,,,,,
West Midlands,197,0,0,0,0,197,0,0,0,176,21,102,93,125,72,,,,
,9%,0%,0%,0%,0%,100%,0%,0%,0%,9%,7%,8%,9%,9%,9%,,,,
,,,,,,abcdfgh,,,,,,,,,,,,,
East of England,210,0,0,0,0,0,210,0,0,169,42,127,82,149,61,,,,
,9%,0%,0%,0%,0%,0%,100%,0%,0%,9%,14%,10%,8%,11%,8%,,,,
,,,,,,,abcdegh,,,,i,,,n,,,,,
London,280,280,0,0,0,0,0,0,0,280,0,163,114,94,186,,,,
,12%,100%,0%,0%,0%,0%,0%,0%,0%,14%,0%,13%,12%,7%,23%,,,,
,,bcdefgh,,,,,,,,j,,,,,m,,,,
South East,307,0,307,0,0,0,0,0,0,267,40,184,123,226,81,,,,
,14%,0%,100%,0%,0%,0%,0%,0%,0%,14%,14%,15%,13%,16%,10%,,,,
,,,acdefgh,,,,,,,,,,,n,,,,,
South West,186,0,0,186,0,0,0,0,0,143,44,95,91,151,36,,,,
,8%,0%,0%,100%,0%,0%,0%,0%,0%,7%,15%,8%,9%,11%,4%,,,,
,,,,abdefgh,,,,,,,i,,,n,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 2,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
REGION,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3474,247,249,251,240,264,240,252,240,2458,1016,1659,1799,1983,980,,,,
Effective Weighted Sample,2281,235,229,238,228,251,227,239,223,1892,443,1094,1265,1407,761,,,,
Total,2256,280,307,186,163,197,210,187,354,1964,292,1260,983,1382,812,,,,
Wales,111,0,0,0,0,0,0,0,0,88,23,61,50,78,33,,,,
,5%,0%,0%,0%,0%,0%,0%,0%,0%,4%,8%,5%,5%,6%,4%,,,,
,,,,,,,,,,,i,,,,,,,,
Scotland,197,0,0,0,0,0,0,0,0,164,33,100,96,100,96,,,,
,9%,0%,0%,0%,0%,0%,0%,0%,0%,8%,11%,8%,10%,7%,12%,,,,
,,,,,,,,,,,,,,,m,,,,
Northern Ireland,62,0,0,0,0,0,0,0,0,39,23,32,30,0,0,,,,
,3%,0%,0%,0%,0%,0%,0%,0%,0%,2%,8%,3%,3%,0%,0%,,,,
,,,,,,,,,,,i,,,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 3,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
URBANITY,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3474,1679,1795,460,540,1204,1270,697,383,408,596,784,1014,701,975,1983,487,493,511
Effective Weighted Sample,2281,1110,1171,296,342,813,864,445,236,273,437,524,671,466,629,1719,330,329,470
Total,2256,1082,1174,327,408,781,740,378,217,280,472,566,669,413,608,1886,197,111,62
Urban,1964,946,1018,299,371,681,613,338,193,248,413,485,581,349,549,1673,164,88,39
,87%,87%,87%,91%,91%,87%,83%,89%,89%,89%,88%,86%,87%,84%,90%,89%,83%,79%,63%
,,,,ef,f,f,,,,,,,,,km,pqr,r,r,
Rural,292,136,156,28,37,100,127,40,24,32,59,81,88,64,59,213,33,23,23
,13%,13%,13%,9%,9%,13%,17%,11%,11%,11%,12%,14%,13%,16%,10%,11%,17%,21%,37%
,,,,,,c,cde,,,,,n,,n,,,o,o,opq
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 3,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
URBANITY,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3474,247,249,251,240,264,240,252,240,2458,1016,1659,1799,1983,980,,,,
Effective Weighted Sample,2281,235,229,238,228,251,227,239,223,1892,443,1094,1265,1407,761,,,,
Total,2256,280,307,186,163,197,210,187,354,1964,292,1260,983,1382,812,,,,
Urban,1964,280,267,143,138,176,169,167,334,1964,0,1106,848,1123,802,,,,
,87%,100%,87%,77%,85%,89%,80%,89%,94%,100%,0%,88%,86%,81%,99%,,,,
,,bcdefgh,c,,c,cf,,cf,bcdfg,j,,,,,m,,,,
Rural,292,0,40,44,25,21,42,21,21,0,292,155,136,259,10,,,,
,13%,0%,13%,23%,15%,11%,20%,11%,6%,0%,100%,12%,14%,19%,1%,,,,
,,,ah,abdegh,ah,a,aegh,ah,a,,i,,,n,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 4,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
CABLE AREA,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3474,1679,1795,460,540,1204,1270,697,383,408,596,784,1014,701,975,1983,487,493,511
Effective Weighted Sample,2281,1110,1171,296,342,813,864,445,236,273,437,524,671,466,629,1719,330,329,470
Total,2256,1082,1174,327,408,781,740,378,217,280,472,566,669,413,608,1886,197,111,62
TELEWEST,463,224,239,76,97,151,139,75,47,51,94,132,140,73,117,406,57,0,0
,21%,21%,20%,23%,24%,19%,19%,20%,22%,18%,20%,23%,21%,18%,19%,22%,29%,0%,0%
,,,,,,,,,,,,m,,,,qr,oqr,,
NTL,741,357,384,121,144,234,242,143,57,100,176,181,216,137,207,699,18,13,12
,33%,33%,33%,37%,35%,30%,33%,38%,26%,36%,37%,32%,32%,33%,34%,37%,9%,12%,19%
,,,,e,,,,h,,h,h,,,,,pqr,,,pq
NEITHER,1052,501,551,130,167,396,359,160,112,129,202,253,313,203,283,782,122,98,51
,47%,46%,47%,40%,41%,51%,49%,42%,52%,46%,43%,45%,47%,49%,47%,41%,62%,88%,81%
,,,,,,cd,cd,,gj,,,,,,,,o,opr,op
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 4,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
CABLE AREA,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,3474,247,249,251,240,264,240,252,240,2458,1016,1659,1799,1983,980,,,,
Effective Weighted Sample,2281,235,229,238,228,251,227,239,223,1892,443,1094,1265,1407,761,,,,
Total,2256,280,307,186,163,197,210,187,354,1964,292,1260,983,1382,812,,,,
TELEWEST,463,96,47,38,0,112,16,32,64,461,1,249,207,237,225,,,,
,21%,34%,15%,21%,0%,57%,8%,17%,18%,23%,*%,20%,21%,17%,28%,,,,
,,bcdfgh,df,df,,abcdfgh,d,df,df,j,,,,,m,,,,
NTL,741,110,159,16,71,24,102,61,154,706,35,410,329,441,288,,,,
,33%,39%,52%,9%,43%,12%,49%,33%,44%,36%,12%,33%,33%,32%,36%,,,,
,,ce,aceg,,ceg,,aceg,ce,ceg,j,,,,,,,,,
NEITHER,1052,74,101,131,92,61,92,94,136,797,255,601,447,703,298,,,,
,47%,26%,33%,71%,57%,31%,44%,50%,38%,41%,87%,48%,46%,51%,37%,,,,
,,,,abdefgh,abefh,,abe,abeh,a,,i,,,n,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                                Table 5,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
DEPRIVATION LEVEL,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : All respondents,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,3474,1679,1795,460,540,1204,1270,697,383,408,596,784,1014,701,975,1983,487,493,511
Effective Weighted Sample,2281,1110,1171,296,342,813,864,445,236,273,437,524,671,466,629,1719,330,329,470
Total,2256,1082,1174,327,408,781,740,378,217,280,472,566,669,413,608,1886,197,111,62
Low,1382,665,717,170,219,506,487,175,125,169,335,416,437,246,282,1204,100,78,0
,61%,62%,61%,52%,54%,65%,66%,46%,58%,61%,71%,74%,65%,60%,46%,64%,51%,70%,0%
,,,,,,cd,cd,,g,g,ghi,lmn,mn,n,,pr,r,opr,
Medium,782,372,410,140,170,248,224,179,78,97,122,134,203,149,296,660,88,33,0
,35%,34%,35%,43%,42%,32%,30%,47%,36%,35%,26%,24%,30%,36%,49%,35%,45%,30%,0%
,,,,ef,ef,,,hij,j,j,,,k,kl,klm,r,oqr,r,
High,30,14,16,7,7,6,11,8,4,4,7,4,11,4,11,22,8,0,0
,1%,1%,1%,2%,2%,1%,1%,2%,2%,1%,1%,1%,2%,1%,2%,1%,4%,0%,0%
,,,,,,,,,,,,,,,,qr,oqr,,
Undefined,62,30,32,10,13,21,18,16,10,10,9,11,18,14,19,0,0,0,62
