OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020560,Bank Transactions,WME - JUNE -  WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,28/10/2016,"1,389.47 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,05/10/2016,823.84 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020518,Bank Transactions,WME - MAY/JUN / JULY & AUGUST - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,24/10/2016,625.33 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,17/10/2016,761.39 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,CBH Intercompany Account,10020397,Bank Transactions,Internet Escrow Services - CBH Domain name,R4538-HLD101,IT - Enhancements,12/10/2016,"5,616.42 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,10020522,Bank Transactions,CHELTENHAM  BID0003,R4974-HLD160,Reimbursement to other L.A.'s,12/10/2016,"143,480.52 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020470,Bank Transactions,SOUTHERN ELECTRIC,R2100-HRA110,Electricity,17/10/2016,"1,197.36 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020459,Bank Transactions,WME DD - JULY - GOLDFOOT HOUSE,R2101-HRA110,Gas,05/10/2016,502.24 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020531,Bank Transactions,WME - AUGUST - COOPERS COURT,R2101-HRA110,Gas,17/10/2016,663.92 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020388,Bank Transactions,GLOUCESTERSHIRE CC - 1000  2001492343,R4420-HRA110,Legal Expenses And Court Costs,06/10/2016,"-7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020454,Bank Transactions,GLOUCESTERSHIRE CC 1000 20014446059  16/06/2016,R4420-HRA110,Legal Expenses And Court Costs,18/10/2016,"7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020454,Bank Transactions,GLOUCESTERSHIRE CC 1000 2001458982  14/07/2016,R4420-HRA110,Legal Expenses And Court Costs,18/10/2016,"7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020454,Bank Transactions,GLOUCESTERSHIRE CC 2001471859  11/08/2016,R4420-HRA110,Legal Expenses And Court Costs,18/10/2016,"7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020454,Bank Transactions,GLOUCESTERSHIRE CC 20014799990   08/09/2016,R4420-HRA110,Legal Expenses And Court Costs,18/10/2016,"7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10020454,Bank Transactions,GLOUCESTERSHIRE CC 2001492343  06/10/2016,R4420-HRA110,Legal Expenses And Court Costs,18/10/2016,"7,201.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Rents, Rates, Taxes and Other Charges",10020459,Bank Transactions,WME DD - JULY - WALLACE HOUSE,R2101-HRA120,Gas,05/10/2016,759.29 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10020459,Bank Transactions,WME DD - MAY & JUNE - PIIVILLE PUMP ROOMS,R2101-OPS002,Gas,05/10/2016,585.85 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10020459,Bank Transactions,WME - MAY & JUNE - ARLE NURSERIES,R2101-OPS101,Gas,05/10/2016,"1,609.83 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10020459,Bank Transactions,WME DD - MAY - ARLE NURSERIES,R2101-OPS101,Gas,05/10/2016,"-1,351.16 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10020459,Bank Transactions,WME DD - JULY - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,05/10/2016,"1,491.09 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10020459,Bank Transactions,WME DD - JUNE - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,05/10/2016,"1,422.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10020531,Bank Transactions,WME - AUGUST - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,17/10/2016,"1,399.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY - LEISURE CENTRE TOMMY TAYLORS LANE,R2100-REC111,Electricity,05/10/2016,"2,485.62 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY -LEISURE CENTRE TOMMY TAYLORS LANE,R2100-REC111,Electricity,05/10/2016,"3,590.77 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - LEISURE CENTRE - TOMMY TAYLORS LANE,R2100-REC111,Electricity,17/10/2016,"5,949.38 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020518,Bank Transactions,WME - JULY & AUGUST - LEISURE CENTRE TOMMYS LANE,R2101-REC111,Gas,24/10/2016,585.72 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - LEISURE CENTRE - TOMMY TAYLORS LANE,R2101-REC111,Gas,17/10/2016,"7,539.59 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020560,Bank Transactions,SEVERN TRENT WATER  DD 4060021498,R2401-REC111,Water Services - Metered,28/10/2016,"1,008.82 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10020560,Bank Transactions,SEVERN TRENT WATER  DD 4060021498,R2402-REC111,Sewerage and Environmental Services,28/10/2016,"1,281.59 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10020347,Bank Transactions,VIRGIN MEDIA DD 506761601005,R4436-SUP006,CCTV Line Rental,04/10/2016,"2,068.69 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10020347,Bank Transactions,VIRGIN MEDIA DD 506761601005,R4515-SUP006,Comms - Telephone Call Charges,04/10/2016,"1,389.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10020347,Bank Transactions,VIRGIN MEDIA DD 510828101501,R4515-SUP006,Comms - Telephone Call Charges,04/10/2016,694.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Insurances,10020568,Bank Transactions,ZURICH MANAGEMENT REFUND - INV 1800002265,R4531-SUP035,IT - Purchase of Software,20/10/2016,"-2,000.00 ",,
,,,,,,,,,,,
Procurement Card Data,,,,,,,,,,,
,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10020538,Procurement Card,BUS CHG CARD - SEPT - REDACTED - HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,27/10/2016,"1,095.00 ",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
