Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Forum 28,Gas,20-Apr-2016,200029569,British Gas Business,"4,473.43"
Barrow Borough Council,Barrow town hall,Gas,20-Apr-2016,200029569,British Gas Business,"1,565.42"
Barrow Borough Council,VOCE - 9.4.15,Admissions,13-Apr-2016,200029455,Mayors Relief Fund,"3,379.50"
Barrow Borough Council,Barrow town hall,Gas,20-Apr-2016,200029569,British Gas Business,-812.75
Barrow Borough Council,Forum 28,Publicity,13-Apr-2016,200029454,Bay Radio Ltd,"1,475.00"
Barrow Borough Council,Comedy Club Nights - 24.4.15 - 1.4.16,Professional fees,20-Apr-2016,200029648,Just Fair Laughs,800.00
Barrow Borough Council,Pollution,Conferences and seminars,13-Apr-2016,200029468,Ricardo-AEA Ltd,627.50
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029724,AB Mitchell Developments,944.80
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,27-Apr-2016,200029699,Diseno Associates Ltd,"1,418.28"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Apr-2016,200029606,Optech Fibres,"9,368.50"
Barrow Borough Council,Barrow town hall,Gas,20-Apr-2016,200029569,British Gas Business,"2,882.61"
Barrow Borough Council,Local land charges,Search fees/stamp duties,20-Apr-2016,200029622,Cumbria County Council,"2,790.60"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,27-Apr-2016,200029706,Procure Plus Ltd,"1,523.20"
Barrow Borough Council,Leasehold flats - HRA,Property insurance - BBC Properties,13-Apr-2016,200029503,Zurich Insurance Group Ltd,"16,305.91"
Barrow Borough Council,Cemeteries,Grounds maintenance,13-Apr-2016,200029429,Continental Landscapes Ltd,"15,265.86"
Barrow Borough Council,Development control,Professional fees,20-Apr-2016,200029653,The Conservation Studio,"4,617.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,27-Apr-2016,200029673,Plumbing Trade Supplies,"1,089.33"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Apr-2016,200029505,Plumbing Trade Supplies,"3,152.12"
Barrow Borough Council,Current assets - stocks,Postage stock,27-Apr-2016,200029736,Royal Mail,"1,107.41"
Barrow Borough Council,Parish precepts,Parish precepts,20-Apr-2016,200029586,Dalton with Newton Town Council,"67,140.10"
Barrow Borough Council,General grants,BDA grant,13-Apr-2016,200029448,Barrow & District Disability Assoc,"14,660.00"
Barrow Borough Council,Waste collection,Refuse collection,20-Apr-2016,200029584,Biffa Waste Services Ltd,"65,541.92"
Barrow Borough Council,HRA Property inspectors,Professional fees,20-Apr-2016,200029654,Diseno Associates Ltd,"1,454.45"
Barrow Borough Council,Finance Department,Software maintenance,20-Apr-2016,200029520,Bottomline Technologies Ltd,875.00
Barrow Borough Council,Major works maintenance - HRA,Windows,27-Apr-2016,200029701,Top Notch Contractors Ltd,673.79
Barrow Borough Council,Major works maintenance - HRA,Doors,27-Apr-2016,200029696,SBP Ltd - Permadoor,"1,266.23"
Barrow Borough Council,Crematorium,Professional fees,13-Apr-2016,200029444,Stuart Brahney Assoc,604.00
Barrow Borough Council,The park leisure centre,Equipment maintenance,20-Apr-2016,200029623,Correct Flow Engineering Ltd,516.66
Barrow Borough Council,Coastal Communities Fund,Professional fees,13-Apr-2016,200029490,Goldscript Administration Support,"2,612.29"
Barrow Borough Council,Development control,Professional fees,13-Apr-2016,200029469,UDREP,648.00
Barrow Borough Council,Homeless families and dispersed accommodation - HRA,Furniture - dispersed accommodation,20-Apr-2016,200029554,Furniture Resource Centre,"3,555.90"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029733,Howdens Joinery Ltd,955.46
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Apr-2016,200029546,H Wicks (Lindal) Ltd,525.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,27-Apr-2016,200029703,Rexel UK Ltd,711.23
Barrow Borough Council,Major works maintenance - HRA,Adaptations,27-Apr-2016,200029724,AB Mitchell Developments,968.36
Barrow Borough Council,Local land charges,Search fees/stamp duties,13-Apr-2016,200029425,Cumbria County Council,"1,830.70"
Barrow Borough Council,Street fittings,Bus shelter maintenance,13-Apr-2016,200029464,Vinci Construction UK Ltd,554.19
Barrow Borough Council,Barrow town hall,Water - other,20-Apr-2016,200029625,United Utilities Water Plc,"7,541.28"
Barrow Borough Council,Dock museum,Gas,20-Apr-2016,200029569,British Gas Business,"2,807.08"
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Apr-2016,200029700,Dolphin Stairlifts Cumbria,"3,345.00"
Barrow Borough Council,Licensing,Equipment purchase,13-Apr-2016,200029456,VIP Systems Ltd,"2,092.32"
Barrow Borough Council,Disabled Facilities Grant,Grants,13-Apr-2016,200029423,AB Mitchell Developments,"3,383.95"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,20-Apr-2016,200029608,Liberata Uk Ltd,"66,453.10"
Barrow Borough Council,HRA Property inspectors,Professional fees,13-Apr-2016,200029485,Diseno Associates Ltd,582.77
Barrow Borough Council,Public Conveniences,Landscaping,13-Apr-2016,200029459,Red Syke Ground Care,750.00
Barrow Borough Council,Homeless families and dispersed accommodation - HRA,Maintenance contracts - TSU,20-Apr-2016,200029594,ADW Testing Ltd,503.25
Barrow Borough Council,Development control,Professional fees,20-Apr-2016,200029528,UDREP,810.00
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,27-Apr-2016,200029672,Rixonway Kitchens (Cum) Ltd,948.45
Barrow Borough Council,Dock museum,Equipment purchase,20-Apr-2016,200029525,ERCO Lighting Ltd,949.13
Barrow Borough Council,The park leisure centre,Equipment purchase,20-Apr-2016,200029598,JP Lennard Ltd,"1,991.03"
Barrow Borough Council,The park leisure centre,Equipment purchase,20-Apr-2016,200029598,JP Lennard Ltd,607.07
Barrow Borough Council,Emlyn Hughes house,Water - other,20-Apr-2016,200029625,United Utilities Water Plc,"1,621.64"
Barrow Borough Council,The markets,Buildings repairs and maintenance,13-Apr-2016,200029464,Vinci Construction UK Ltd,"2,595.67"
Barrow Borough Council,Housing Benefits Admin,Professional fees,13-Apr-2016,200029435,Liberata Uk Ltd,"1,044.20"
Barrow Borough Council,The park leisure centre,Advertising,20-Apr-2016,200029538,Zest Publications Ltd,525.00
Barrow Borough Council,Suspense accounts,Income suspense account,13-Apr-2016,200029499,Barrow Rugby League Aux Assoc,"2,414.00"
Barrow Borough Council,Public conveniences,Electricity,20-Apr-2016,200029523,NPower,-621.69
Barrow Borough Council,Off street car parking,Water - other,13-Apr-2016,200029422,United Utilities Water Plc,"1,621.64"
Barrow Borough Council,Emlyn Hughes house,Gas,20-Apr-2016,200029569,British Gas Business,803.42
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Apr-2016,200029619,AB Mitchell Developments,"6,794.48"
Barrow Borough Council,Cost of collection,Business rates collection,20-Apr-2016,200029608,Liberata Uk Ltd,"20,728.83"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,27-Apr-2016,200029688,DLP Services (Northern) Ltd,"13,600.94"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Apr-2016,200029619,AB Mitchell Developments,550.00
Barrow Borough Council,Dock museum,Equipment purchase,27-Apr-2016,200029666,DonationBoxes.co.uk,"1,187.50"
Barrow Borough Council,The park leisure centre,Gas,20-Apr-2016,200029569,British Gas Business,"5,150.38"
Barrow Borough Council,Disabled Facilities Grant,Grants,13-Apr-2016,200029460,Benchmark Building Serv UK Ltd,"3,024.00"
Barrow Borough Council,A590 Seniors,Recoverable charges,27-Apr-2016,200029684,A590 Youth Theatre Group,-591.00
Barrow Borough Council,Craven House,Incidental costs,13-Apr-2016,200029464,Vinci Construction UK Ltd,752.66
Barrow Borough Council,Craven house,Electricity,20-Apr-2016,200029523,NPower,"6,781.32"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,27-Apr-2016,200029724,AB Mitchell Developments,"21,862.46"
Barrow Borough Council,Cost of collection,Council tax collection,20-Apr-2016,200029608,Liberata Uk Ltd,"67,855.93"
Barrow Borough Council,HRA Estates,Cleaning - other,20-Apr-2016,200029643,Associated Cleaning Contractors,"3,212.85"
Barrow Borough Council,Recycling,Greenwaste recycling,20-Apr-2016,200029510,Sinkfall Recycling,652.72
Barrow Borough Council,Voids maintenance - HRA,Void repairs,20-Apr-2016,200029619,AB Mitchell Developments,"4,553.27"
Barrow Borough Council,Barrow town hall,Building cleaning,20-Apr-2016,200029643,Associated Cleaning Contractors,"3,794.46"
Barrow Borough Council,Forum 28,Removal of refuse,27-Apr-2016,200029742,FCC Recycling (UK) Ltd,"3,626.70"
Barrow Borough Council,Off street car parking,Water - other,13-Apr-2016,200029422,United Utilities Water Plc,"3,391.91"
Barrow Borough Council,Northern Ballet - 16.3.16 & 8.4.16,Professional fees,20-Apr-2016,200029533,Northern Ballet Theatre Ltd,"2,537.50"
Barrow Borough Council,The park leisure centre,Equipment purchase,20-Apr-2016,200029598,JP Lennard Ltd,804.44
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,27-Apr-2016,200029708,SIG Trading Ltd,"2,973.95"
Barrow Borough Council,Kennels,Removal of refuse,27-Apr-2016,200029742,FCC Recycling (UK) Ltd,545.20
Barrow Borough Council,Emlyn Hughes house,Removal of refuse,27-Apr-2016,200029742,FCC Recycling (UK) Ltd,703.04
Barrow Borough Council,Major works maintenance - HRA,Fencing Exmouth,13-Apr-2016,200029442,Greaves Tree Services Ltd,750.00
Barrow Borough Council,Information technology,Data Line Rental,13-Apr-2016,200029435,Liberata Uk Ltd,784.46
Barrow Borough Council,The park leisure centre,Chemicals,20-Apr-2016,200029623,Correct Flow Engineering Ltd,959.28
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,20-Apr-2016,200029547,PSS Consulting,"4,210.25"
Barrow Borough Council,Information technology,Professional fees,20-Apr-2016,200029564,CAE Technology Services,"1,900.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Apr-2016,200029663,SIG Trading Ltd,986.75
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Apr-2016,200029505,Plumbing Trade Supplies,"6,394.48"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,27-Apr-2016,200029724,AB Mitchell Developments,"8,170.62"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,27-Apr-2016,200029703,Rexel UK Ltd,534.64
Barrow Borough Council,The markets,Electricity,27-Apr-2016,200029718,NPower,808.92
Barrow Borough Council,The park leisure centre,Professional fees,20-Apr-2016,200029553,Ulverston Health Club,"2,178.00"
Barrow Borough Council,Building control fee earning,Subscriptions,13-Apr-2016,200029458,District Surveyors Assoc Ltd,"1,035.52"
Barrow Borough Council,Playground,Equipment purchase,13-Apr-2016,200029488,EXECAST,539.00
Barrow Borough Council,Emlyn Hughes house,Electricity,27-Apr-2016,200029718,NPower,516.79
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,20-Apr-2016,200029505,Plumbing Trade Supplies,"1,180.48"
Barrow Borough Council,Forum 28,Cleaning materials,20-Apr-2016,200029535,Elior UK Ltd,"1,049.85"
Barrow Borough Council,Off street car parking,Water - other,13-Apr-2016,200029422,United Utilities Water Plc,"2,433.41"
Barrow Borough Council,Development control,Professional fees,27-Apr-2016,200029727,WYG Environment Planning Transport Ltd,"6,393.00"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,20-Apr-2016,200029595,EE Ltd,"1,050.86"
Barrow Borough Council,Public conveniences,Building cleaning,20-Apr-2016,200029567,Growing Concerns,"2,400.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029724,AB Mitchell Developments,550.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Apr-2016,200029619,AB Mitchell Developments,"1,100.00"
Barrow Borough Council,Suspense accounts,Income suspense account,20-Apr-2016,200029638,Marks & Spencer PLC,"9,640.00"
Barrow Borough Council,Public conveniences,Electricity,20-Apr-2016,200029523,NPower,-568.62
Barrow Borough Council,Major works maintenance - HRA,Environmental enhancements,13-Apr-2016,200029442,Greaves Tree Services Ltd,850.00
Barrow Borough Council,Housing Benefits Admin,Professional fees,13-Apr-2016,200029435,Liberata Uk Ltd,"5,608.61"
Barrow Borough Council,Major works maintenance - HRA,Doors,27-Apr-2016,200029701,Top Notch Contractors Ltd,"29,806.85"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Apr-2016,200029663,SIG Trading Ltd,"1,173.60"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,20-Apr-2016,200029634,Coral Products PLC,"3,887.50"
Barrow Borough Council,Barrow town hall,Buildings repairs and maintenance,13-Apr-2016,200029439,Bill Caulfield Electrical,665.16
Barrow Borough Council,HRA Estates,Professional fees,13-Apr-2016,200029465,Pearson & Johnson Solicitors,"1,448.00"
Barrow Borough Council,The park leisure centre,Metered water,20-Apr-2016,200029625,United Utilities Water Plc,"6,393.02"
Barrow Borough Council,Parish precepts,Parish precepts,20-Apr-2016,200029532,Lindal & Marton Parish Council,"3,469.35"
Barrow Borough Council,Occupational health,Professional fees,13-Apr-2016,200029474,Your Best Option,"1,677.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029694,EnviroVent Ltd,520.00
Barrow Borough Council,Forum catering,Sales - Forum catering,13-Apr-2016,200029472,Elior UK Ltd,"2,398.78"
Barrow Borough Council,Public conveniences,Electricity,20-Apr-2016,200029523,NPower,-625.67
Barrow Borough Council,Dock museum,Programme support - museum,20-Apr-2016,200029646,Wild Dog Outdoors,808.35
Barrow Borough Council,Police elections,Postage,13-Apr-2016,200029496,Democracy Counts Ltd,"20,948.44"
Barrow Borough Council,Emlyn Hughes house,Electricity,27-Apr-2016,200029718,NPower,560.55
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,27-Apr-2016,200029667,Rexel UK Ltd,567.74
Barrow Borough Council,Estates management,Electricity,27-Apr-2016,200029671,E.ON UK Plc,666.58
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029664,Hughes Brothers,"6,491.32"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,27-Apr-2016,200029673,Plumbing Trade Supplies,970.00
Barrow Borough Council,Major works maintenance - HRA,Doors,27-Apr-2016,200029696,SBP Ltd - Permadoor,"41,262.93"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,20-Apr-2016,200029619,AB Mitchell Developments,"7,407.58"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,20-Apr-2016,200029506,Keith Wilson Elec Con Ltd,"2,517.53"
Barrow Borough Council,The park leisure centre,Equipment maintenance,20-Apr-2016,200029623,Correct Flow Engineering Ltd,554.48
Barrow Borough Council,Crematorium,Gas,20-Apr-2016,200029569,British Gas Business,"3,107.81"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,20-Apr-2016,200029619,AB Mitchell Developments,"5,667.04"
Barrow Borough Council,Street fittings,Building cleaning,20-Apr-2016,200029567,Growing Concerns,684.50
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,20-Apr-2016,200029506,Keith Wilson Elec Con Ltd,"1,235.52"
Barrow Borough Council,The markets,Removal of refuse,27-Apr-2016,200029742,FCC Recycling (UK) Ltd,"9,066.75"
Barrow Borough Council,Forum 28,Electricity,20-Apr-2016,200029523,NPower,"4,624.41"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029733,Howdens Joinery Ltd,"1,239.64"
Barrow Borough Council,Licensing,Professional fees,13-Apr-2016,200029484,Ark Givendale Ltd,996.40
Barrow Borough Council,Registration of electors,Postage,13-Apr-2016,200029496,Democracy Counts Ltd,"1,459.48"
Barrow Borough Council,Photocopiers Holding A/C,Photocopier charges paid,13-Apr-2016,200029467,Ricoh UK Ltd,"1,268.54"
Barrow Borough Council,Regeneration,Publicity and promotion,13-Apr-2016,200029454,Bay Radio Ltd,"2,998.13"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,27-Apr-2016,200029724,AB Mitchell Developments,"3,810.58"
Barrow Borough Council,Pollution,Publications,13-Apr-2016,200029468,Ricardo-AEA Ltd,627.50
Barrow Borough Council,Recycling,Greenwaste recycling,20-Apr-2016,200029510,Sinkfall Recycling,"5,005.39"
Barrow Borough Council,Human Resources,Management training,20-Apr-2016,200029661,M Taylor Associates Ltd,915.80
Barrow Borough Council,Crematorium,Professional fees,20-Apr-2016,200029574,Chris Bugler,"1,000.00"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,13-Apr-2016,200029442,Greaves Tree Services Ltd,650.00
Barrow Borough Council,General grants,Parish Council Tax Support Grant,20-Apr-2016,200029529,Askam & Ireleth Town Council,"1,662.99"
Barrow Borough Council,HRA administration,Software maintenance,20-Apr-2016,200029524,SoftCat Ltd,"1,332.00"
Barrow Borough Council,Finance Department,Professional fees,20-Apr-2016,200029562,Selima Software Ltd,973.10
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Apr-2016,200029619,AB Mitchell Developments,550.00
Barrow Borough Council,Housing market renewal team,Professional fees,20-Apr-2016,200029649,Gerald Eve LLP,"4,661.27"
Barrow Borough Council,Coastal Communities Fund,Professional fees,27-Apr-2016,200029705,S&T Klosinski Economic Dev Conulstants Ltd,"5,038.16"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029694,EnviroVent Ltd,520.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Apr-2016,200029650,SBP Ltd - Permadoor,"3,250.85"
Barrow Borough Council,HRA Property inspectors,Professional fees,20-Apr-2016,200029573,The Riverside Group Ltd,"1,285.14"
Barrow Borough Council,IT Equipment & Development,Purchase of software,20-Apr-2016,200029524,SoftCat Ltd,"7,826.40"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,13-Apr-2016,200029473,Andrew Thompson,"2,080.00"
Barrow Borough Council,Police elections,Printing and stationery,20-Apr-2016,200029630,Democracy Counts Ltd,"2,627.27"
Barrow Borough Council,Dance nights - Recurring,Professional fees,13-Apr-2016,200029450,Jason Parkinson,"1,054.00"
Barrow Borough Council,Public conveniences,Building cleaning,20-Apr-2016,200029567,Growing Concerns,"1,508.00"
Barrow Borough Council,Information technology,Computer hardware maintenance,20-Apr-2016,200029564,CAE Technology Services,"1,895.00"
Barrow Borough Council,The park leisure centre,Equipment purchase,13-Apr-2016,200029427,JP Lennard Ltd,540.82
Barrow Borough Council,Playground,Equipment purchase,13-Apr-2016,200029488,EXECAST,"1,748.70"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,27-Apr-2016,200029696,SBP Ltd - Permadoor,"1,310.66"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,27-Apr-2016,200029696,SBP Ltd - Permadoor,"5,233.26"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,27-Apr-2016,200029724,AB Mitchell Developments,"12,430.50"
Barrow Borough Council,The park leisure centre,Electricity,20-Apr-2016,200029523,NPower,"5,652.17"
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Apr-2016,200029710,ThyssenKrupp Encasa Ltd,"3,910.00"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,20-Apr-2016,200029522,Redacted Information,975.00
Barrow Borough Council,HRA Estates,Tenants content insurance,13-Apr-2016,200029477,Thistle Tenant Risks,"2,179.08"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Apr-2016,200029656,Wrekin Windows,"1,094.72"
Barrow Borough Council,Salthouse Road Depot,Electricity,20-Apr-2016,200029523,NPower,"1,406.68"
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Apr-2016,200029740,Ocean Construction UK Ltd,"3,842.00"
Barrow Borough Council,Dock museum,Equipment purchase,27-Apr-2016,200029709,Broxap Ltd,"1,551.70"
Barrow Borough Council,General grants,CAB grants,13-Apr-2016,200029471,Barrow Citizens Advice Bureau,"99,280.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029679,H Wicks (Lindal) Ltd,724.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Apr-2016,200029663,SIG Trading Ltd,"10,601.22"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,27-Apr-2016,200029694,EnviroVent Ltd,774.47
Barrow Borough Council,Estates management,Buildings repairs and maintenance,27-Apr-2016,200029675,Bill Caulfield Electrical,"1,979.95"
Barrow Borough Council,Current assets - stocks,Postage stock,20-Apr-2016,200029604,Royal Mail,"1,535.63"
Barrow Borough Council,Barrow town hall,Gas,20-Apr-2016,200029569,British Gas Business,"1,790.15"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Apr-2016,200029619,AB Mitchell Developments,"12,328.68"
Barrow Borough Council,Northern Ballet - 16.3.16 & 8.4.16,Recoverable charges,20-Apr-2016,200029533,Northern Ballet Theatre Ltd,-826.13
Barrow Borough Council,Regeneration,Other grants,27-Apr-2016,200029692,Kolek Consulting,"3,303.20"
