Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,14/09/2015,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£690.31,
DFID,DFID,14/09/2015,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£549.50,
DFID,DFID,07/09/2015,Hotels - Accommodation only ,Internal Audit ,Foreign & Commonwealth Office ,100121-101 ,£694.25,
DFID,DFID,14/09/2015,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£552.00,
DFID,DFID,24/09/2015,Air fares ,Economic Development Division ,Corporate Travel Provider ,100124-101 ,£596.07,
DFID,DFID,14/09/2015,Air fares ,Communications Division ,Corporate Travel Provider ,100154-101 ,"£1,714.11",
DFID,DFID,24/09/2015,Air fares ,Communications Division ,Corporate Travel Provider ,100177-101 ,£623.22,
DFID,DFID,14/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,100191-101 ,£610.86,
DFID,DFID,01/09/2015,Training - Course Fees ,Finance and Corporate Performance Division ,Chartered Institute of Procurement and Supply,100201-101 ,£792.00,
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£2,968.02",
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,306.66",
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,306.66",
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£3,068.36",
DFID,DFID,24/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,£509.60,
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,710.30",
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,710.30",
DFID,DFID,24/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-107 ,"£4,357.88",
DFID,DFID,24/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-107 ,"£4,357.88",
DFID,DFID,14/09/2015,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,£726.60,
DFID,DFID,24/09/2015,Air fares ,International Relations Division ,Corporate Travel Provider ,100262-103 ,£799.86,
DFID,DFID,14/09/2015,Hotels - Accommodation only ,Human Resources ,Corporate Travel Provider ,100269-158 ,£641.79,
DFID,DFID,14/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,£544.11,
DFID,DFID,24/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,100307-101 ,"£1,157.36",
DFID,DFID,30/09/2015,Hotels - Accommodation only ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,100307-101 ,£966.15,
DFID,DFID,30/09/2015,Office Equipment - Maintenance ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,100307-101 ,"£1,556.86",
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,£908.66,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,697.44",
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,164.00",
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,£928.67,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,680.35",
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,632.86",
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,£808.19,
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,589.98",
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,£844.17,
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,838.25",
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£2,451.45",
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101601-110 ,"£1,731.00",
DFID,DFID,16/09/2015,Contract Catering Services ,Western Asia Division ,Foreign & Commonwealth Office ,101601-110 ,"£1,990.24",
DFID,DFID,16/09/2015,Contract Catering Services ,Western Asia Division ,Foreign & Commonwealth Office ,101601-110 ,"£1,278.05",
DFID,DFID,18/09/2015,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£746.42,
DFID,DFID,23/09/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£618.74,
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,078.70",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£583.87,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£856.86,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,"£1,181.12",
DFID,DFID,24/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,101619-101 ,£709.80,
DFID,DFID,30/09/2015,Travel - Subsistence ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,£592.94,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£522.14,
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,"£1,296.20",
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£770.97,
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£848.92,
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£848.92,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£727.10,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£707.75,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,"£1,041.72",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-103 ,£779.82,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,"£1,006.53",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,"£1,464.86",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,£731.66,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,"£1,314.82",
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-108 ,£682.96,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101630-101 ,£869.74,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101630-101 ,£732.06,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£964.05,
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£652.06,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101633-101 ,£628.61,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101633-101 ,£534.00,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,£639.82,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101635-101 ,"£1,199.01",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101635-101 ,£629.31,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101635-101 ,"£1,189.67",
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101637-101 ,£939.20,
DFID,DFID,16/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,756.10",
DFID,DFID,16/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,626.02",
DFID,DFID,16/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,300.81",
DFID,DFID,16/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,626.02",
DFID,DFID,16/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£2,276.42",
DFID,DFID,07/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,729.44",
DFID,DFID,07/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,601.33",
DFID,DFID,07/09/2015,Research and development costs - supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,281.07",
DFID,DFID,01/09/2015,Training - Course Fees ,Business Solutions Division Level ,QA Training,200001-101 ,"£1,772.40",
DFID,DFID,24/09/2015,Air fares ,Business Solutions Division Level ,Corporate Travel Provider ,200005-116 ,£511.37,
DFID,DFID,24/09/2015,Air fares ,Business Solutions Division Level ,Corporate Travel Provider ,200005-116 ,£511.37,
DFID,DFID,14/09/2015,Air fares ,Business Solutions Division Level ,Corporate Travel Provider ,200005-121 ,£746.77,
DFID,DFID,14/09/2015,Air fares ,Business Solutions Division Level ,Corporate Travel Provider ,200005-121 ,£746.77,
DFID,DFID,24/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,201701-101 ,"£1,157.36",
DFID,DFID,14/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,201705-101 ,£645.68,
DFID,DFID,24/09/2015,Air fares ,International Relations Division ,Corporate Travel Provider ,201711-101 ,£583.71,
DFID,DFID,07/09/2015,Secure Staff Accommodation ,Economic Development Division ,Foreign & Commonwealth Office ,201723-102 ,"£3,421.37",
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-101 ,£815.52,
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-102 ,"£1,227.60",
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-102 ,£900.86,
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-103 ,"£1,088.36",
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-103 ,"£1,048.46",
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-103 ,"£1,048.46",
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-104 ,"£1,008.66",
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-106 ,£615.91,
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-106 ,£599.61,
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-106 ,£568.62,
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-110 ,"£1,050.04",
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-110 ,£610.31,
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-110 ,£627.91,
DFID,DFID,24/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202402-107 ,"£1,866.11",
DFID,DFID,24/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202402-107 ,£719.56,
DFID,DFID,14/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202402-107 ,"£1,621.71",
DFID,DFID,14/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202419-101 ,£900.36,
DFID,DFID,14/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202419-101 ,£580.50,
DFID,DFID,24/09/2015,Air fares ,Policy Division ,Corporate Travel Provider ,202419-101 ,£954.36,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,252.45",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,072.06",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£569.99,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£922.96,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£504.65,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£895.04,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,025.46",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£897.20,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,202623-114 ,"£1,006.42",
DFID,DFID,16/09/2015,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,202913-104 ,£591.29,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,202913-104 ,£664.10,
DFID,DFID,24/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,203001-105 ,"£1,159.60",
DFID,DFID,14/09/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,203001-105 ,"£1,005.96",
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,203439-102 ,£791.70,
DFID,DFID,24/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,203439-102 ,£731.96,
DFID,DFID,23/09/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,447.51",
DFID,DFID,23/09/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£4,859.50",
DFID,DFID,23/09/2015,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,£568.90,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,203603-105 ,"£1,203.24",
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,203603-105 ,£604.56,
DFID,DFID,01/09/2015,Training - Course Fees ,Group Operations ,British Red Cross,203717-101 ,£698.40,
DFID,DFID,14/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,203874-102 ,£511.96,
DFID,DFID,24/09/2015,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,203874-102 ,£678.66,
DFID,DFID,24/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,203944-104 ,£951.96,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,204033-104 ,£605.18,
DFID,DFID,14/09/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,204033-104 ,£640.89,
DFID,DFID,24/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,204055-101 ,£629.26,
DFID,DFID,24/09/2015,Air fares ,Global Funds ,Corporate Travel Provider ,204452-101 ,£704.90,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,204619-102 ,£864.37,
DFID,DFID,01/09/2015,Training - Course Fees ,Regional Directorate ,Kaplan Finincial Ltd,204832-101 ,£664.00,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£580.70,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£696.22,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£766.46,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£973.00,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£746.26,
DFID,DFID,14/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£673.60,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,078.10",
DFID,DFID,24/09/2015,Hotels - Accommodation only ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£796.89,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£985.77,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£985.77,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£627.10,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,116.60",
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£580.86,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£702.71,
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,"£1,214.10",
DFID,DFID,24/09/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,204892-101 ,£702.61,
DFID,DFID,14/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,204982-101 ,£988.56,
DFID,DFID,14/09/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,204982-101 ,£615.91,
DFID,DFID,14/09/2015,Air fares ,International Relations Division ,Corporate Travel Provider ,205081-101 ,£570.49,
DFID,DFID,14/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,205093-102 ,£542.08,
DFID,DFID,24/09/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,205093-102 ,£714.56,
DFID,DFID,07/09/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,204273-103 ,"£2,818.34",
DFID,DFID,16/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,202656-103 ,"£1,154.47",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,100083-102 ,"£1,297.31",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,100083-102 ,"£2,564.97",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,100083-102 ,"£1,733.15",
DFID,DFID,23/09/2015,Hostile Environment Training ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£662.28,
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£3,635.84",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£5,589.68",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£955.34,
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£1,790.93",
DFID,DFID,16/09/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£994.06,
DFID,DFID,30/09/2015,Computer Consumables ,Business Solutions Division Level ,Kelway Ltd ,200002-153 ,£651.18,
DFID,DFID,01/09/2015,Computer Consumables ,Business Solutions Division Level ,Kelway Ltd ,200002-153 ,£736.42,
DFID,DFID,30/09/2015,Computer Consumables ,Business Solutions Division Level ,Kelway Ltd ,200002-153 ,"£2,375.04",
DFID,DFID,30/09/2015,Computer Consumables ,Business Solutions Division Level ,Kelway Ltd ,200002-153 ,£506.87,
DFID,DFID,01/09/2015,Other passenger transport ,West and Southern Africa ,Europcar ,101631-101 ,£659.60,
DFID,DFID,24/09/2015,Other passenger transport ,West and Southern Africa ,Corporate Travel Provider ,204497-104 ,£637.88,
DFID,DFID,11/09/2015,Aid Programme - Humanitarian Material Relief Assistance and Services ,Western Asia Division ,Foreign & Commonwealth Office ,204973-104 ,"£1,549.33",
DFID,DFID,17/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,201098-102 ,"£340,340.49",
DFID,DFID,21/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202112-102 ,"£688,273.90",
DFID,DFID,04/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202190-105 ,"£4,751.28",
DFID,DFID,17/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203161-103 ,"£540,555.22",
DFID,DFID,29/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203161-103 ,"£500,324.97",
DFID,DFID,21/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,203309-101 ,"£283,043.35",
DFID,DFID,01/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202657-102 ,"£71,467.00",
DFID,DFID,01/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202657-102 ,"£30,629.00",
DFID,DFID,14/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202697-105 ,"£16,555.00",
DFID,DFID,08/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-104 ,"£151,650.63",
DFID,DFID,24/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-106 ,"£127,393.16",
DFID,DFID,07/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202974-101 ,"£72,499.00",
DFID,DFID,02/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202974-101 ,"£229,582.00",
DFID,DFID,19/09/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202974-113 ,"£369,865.00",
DFID,DFID,03/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202311-102 ,"£309,652.00",
DFID,DFID,22/09/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£255,360.35",
DFID,DFID,23/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-106 ,"£236,938.22",
DFID,DFID,18/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-106 ,"£24,815.10",
DFID,DFID,18/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-108 ,"£122,526.00",
DFID,DFID,23/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-108 ,"£125,343.68",
DFID,DFID,23/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202541-106 ,"£383,033.00",
DFID,DFID,03/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202584-106 ,"£195,867.00",
DFID,DFID,16/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203719-101 ,"£137,350.90",
DFID,DFID,23/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203839-101 ,"£197,187.00",
DFID,DFID,09/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203839-101 ,"£192,561.00",
DFID,DFID,16/09/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203839-101 ,"£98,691.00",
