Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129473,4720,CUMBRIA CVS,CUM080,Communities Manager,2079,Grants and contributions,EDC GRANT CORE FUNDING CVS,TWNCEN,Town Centres,01091,Eden Cumbria Voluntary Service
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129474,5230.14,GORDON CORRIE JOINERY AND BUILDING,COR004,Environmental Services,5524,Decent Homes Grants,FINAL PAYMENT ,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129489,2000,JARDINE LLOYD THOMPSON UK LTD,JAR003,Financial Services Manager,2045,Professional fees,BROKER SERVICE FEE 13/14,INSURA,Insurance,01098,Insurance
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129514,21666.67,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,3600,Recycling - Bag & Box,GW-001,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129515,19202.78,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,3600,Recycling - Bag & Box,GB-001,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129516,7250,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,3601,Recycling  - Bring Sites,BS-001,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/06/2013,129518,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,2054,Postages,FRANKING MACHINE REFILL,CENTRA,Central Expenses,00205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129741,4085,BROXAP LTD,BRO036,Communities Manager,2079,Grants and contributions,LOCKERS/INSTALLATION,EDEVPR,Economic Development and Promotion,02627,Rural Development Programme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129487,868.01,WICKSTEED LEISURE LTD,WIC001,Engineering Manager,1080,GM External Contractors,BARROWMOOR ROAD PLAY AREA APPLEBY,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129490,2160,OFFICE ESSENTIALS LTD,OFF002,Human Resources Manager,2047,Other charges for services,CHAIRS,CENTRA,Central Expenses,00209,Welfare
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129491,2140,OFFICE ESSENTIALS LTD,OFF002,Human Resources Manager,2047,Other charges for services,CHAIRS,CENTRA,Central Expenses,00209,Welfare
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129517,954.44,AMEY LG LTD,AME002,Engineering Manager,5502,Building works,LAB COSTS ROAD CORES,CENTRA,Central Expenses,06002,Gilwilly Extension Eden Business park
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129530,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,2045,Professional fees,POLE 5 WATERSIDE BROUGH,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129532,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,2045,Professional fees,POLE 47 SOUTH TER TEBAY,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129534,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,2045,Professional fees,POLE 9 THE CHAPEL KIRKLAND ROAD,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129376,5955,A J FORSTER LTD,AJF001,Engineering Manager,5502,Building works,PENRITH FOOTBALL CLUB LIGHTING POWER PACK,LEICEN,Eden Leisure Centre & Appleby Swimming P,06124,Frenchfield New Football Stadium
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129377,-5955,A J FORSTER LTD,AJF001,Engineering Manager,5502,Building works,CREDIT FOR INV 542,LEICEN,Eden Leisure Centre & Appleby Swimming P,06124,Frenchfield New Football Stadium
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129378,3200,A J FORSTER LTD,AJF001,Engineering Manager,5502,Building works,PENRITH FOOTBALL CLUB LIGHTING POWER PACK,LEICEN,Eden Leisure Centre & Appleby Swimming P,06124,Frenchfield New Football Stadium
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129401,830.12,CABLE & WIRELESS UK,CAB001,Information Technology Manager,2055,Telephone,RENTAL/CALLS,CENTRA,Central Expenses,00104,Telephones
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129408,5416,ENTERPRISE PROSPECTS LTD,ENT004,Chief Executive's,0003,Agency Staff,ROBIN HOOPER MAY 13,CHIEXE,Chief Executive,00050,Chief Executive
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129506,1759.5,CAPITA SYMONDS LIMITED,CAP002,Planning Services,2045,Professional fees,ARBORICULTURAL CONSULTANCY MAY 13,CONSER,Environmental Enhancement & Conversation,03012,Aboricutural Advice
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129523,14671.48,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,1040,Window cleaning,2013-BC-2,PUBCON,Public Conveniences,02630,Disabled Toilet Moot Hall Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129526,1036,Denise Calvert Ltd,CAL019,Revenue/Benefits Manager,0004,Staff Contingency,BENEFIT ASSESSMENT WORK 15/16/22/23-05-1,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129531,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,2045,Professional fees,POLE 38 WOODVILLE TERRACE,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129538,11046.36,NORTH COUNTRY LEISURE,NCL001,Communities Manager,1154,NCL Castletown Rec Grounds,VALUATION APRIL 2013,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129542,833.76,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,1032,Water charges – metered,PCS BLUEBELL LANE FEB/MAY 13,PUBCON,Public Conveniences,02267,Penrith Bluebell Lane Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129545,569.28,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,1032,Water charges – metered,MANSION HOUSE FEB/MAY 2013,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129680,4800,LAZONBY & DISTRICT SWIMMING POOL ASSOC,LAZ005,Communities Manager,6003,Balance Sheet entry BS,RIF FUND GRANT FINAL PAYMENT,EDEVPR,Economic Development and Promotion,10401,Rural Infrastructure Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129687,624,LIBERTY SERVICES LIMITED,LIB001,Engineering Manager,2015,Supplies general,REPAY INVOICE NO:84762 BACS FAILURE,OFFSTR,Vehicle Parking Off Street,02167,Vehicle parking
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129693,1676.3,APPLEBY TOWN COUNCIL,APP002,Financial Services Manager,6003,Balance Sheet entry BS,APPLEBY IN BLOOM/JUBILEE CAR PARK,HOLD A/C'S,Holding Accounts,10190,FawcettBeq Revenue
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,128586,2477.25,IMPACT HOUSING ASSOCIATION,IMP001,Environmental Services,2079,Grants and contributions,"AT HOME IN EDEN PROJECT JAN,FEB,MAR13",HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129703,691.87,HEWLETT PACKARD LTD,HEW005,Information Technology Manager,2059,Printers Contract,BILLING PERIOD 01.05.13 - 31.05.13,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/06/2013,129746,733.76,GATESTRAVEL,GAT004,Environmental Services,1503,Public transport,RAIL TICKETS/ROOM BOOKINGS,SUSPAC,Suspense Account,09420,District Councils Network
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129019,646.5,CODAIR DESIGN & PUBLICITY LIMITED,COD001,Communities Manager,2086,Advertising,AGREEMENT2205829,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129873,12000,PENRITH PARTNERSHIP LIMITED,PEN031,Communities Manager,2084,Promotional activity,GRANT EDEN FOOD/FARMING FESTIVAL,TWNCEN,Town Centres,02636,Signature Events
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129880,1708.24,THE LETTERBOX CONSULTANCY LTD,THE008,Communities Manager,2037,Printing and stationary,DISTRIBUTION OF ITEMS,COMMSV,Communications Services,01055,Council Magazine  was BV Perfce Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129883,1575,IT PROFESSIONAL SERVICES LTD,ITP001,Information Technology Manager,2061,Computer equipment,SATA DISKS,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129886,770,CUMBRIA WASTE MANAGEMENT LTD,CUM105,Engineering Manager,2013,Oil collection,SUPPLY & ADMIN OF HAZ NOTE x 2,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129754,850,METCALFE PLANT & TOOL HIRE LTD,MET002,Environmental Services,1007,Abnormal maintenance,INSATLL RAMP APPLEBY HORSE FAIR,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,128752,723.55,ENTERPRISE MANAGED SERVICES LTD,TFE001,Legal Services Manager,1003,Caretaking/security (contract),BUILDING CLEANING ADDITIONAL SERVICES,COMMEM,Committee and Member Costs,01078,Servicing Committees
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129305,33000,CARLISLE & EDEN CITIZENS ADVICE BUREAU,EDE018,Director of Corporate and Legal Services,2079,Grants and contributions,GRANT TO EDEN CAB 13/14,COMSAF,Community Safety & Legal Services,02311,CAB
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129505,11519,IT PROFESSIONAL SERVICES LTD,ITP001,Information Technology Manager,2062,IT Contracts & Maintenance,ITPS DATA CENTRE EDC,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129511,1000,EDEN COMMUNITY ALARMS,EDE005,Environmental Services,2079,Grants and contributions,ANNUAL GRANT,OHOUSG,Other Housing,02295,Community alarms
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129681,2900,C W COX & SONS (KENDAL)  LTD,COX001,Environmental Services,5505,Capital grants,FINAL PAYMENT,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129682,1845.6,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,5505,Capital grants,"INTERIM PAYMENT , ALSTON",MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129683,6510.44,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,5505,Capital grants,FINAL PAYMENT ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129688,626,HALAROSE LIMITED,HAL013,Legal Services Manager,2092,Miscellaneous,WORKSHOP/USER GROUP MEETING JUNE 2013,REGELE,Register of Electors,01174,Individual Elector Registration
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129689,2100,DOLPHIN STAIR LIFTS,DOL001,Environmental Services,5505,Capital grants,FINAL PAYMENT ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129690,1186.13,CARRIER DIRECT,CAR010,Communities Manager,2051,Distribution,MAY 2013 FULFILMENT COSTS,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129812,609,Denise Calvert Ltd,CAL019,Revenue/Benefits Manager,0004,Staff Contingency,BENEFIT ASSESSMENT WORK 5/6/13 & 6/6/13,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129815,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,0004,Staff Contingency,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129816,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,0004,Staff Contingency,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129817,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,0004,Staff Contingency,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129825,1750,CIVICA UK LTD,CIV002,Revenue/Benefits Manager,2143,Training Costs,BIDS TRAINING 20 & 21/3/13,REVBEN,Revenue & Benefits,08108,Penrith BID Cash
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129830,1391.94,ROYAL MAIL NW,ROY001,Revenue/Benefits Manager,2054,Postages,POSTAGE 15/05/13 - 24/05/13,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129908,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,0004,Staff Contingency,11314154/07.06.13 ,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129694,1744.8,TWEDDELL & SLATER CUNSULTING ENGINEERS,TWE002,Environmental Services,5505,Capital grants,120011/TL,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129708,500,THE MIDLAND HOTEL,MID004,Communities Manager,2079,Grants and contributions,GRANT - BEER & CUMBRIA FOOD FESTIVAL,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129709,2965.2,K L VENNING SLATERS LTD,KLV001,Environmental Services,5524,Decent Homes Grants,120017/,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129711,3501.36,E.ON ENERGY,EON001,Engineering Manager,1022,Electricity,STREET LIGHTING,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129726,3190,HANDICARE,FRE002,Environmental Services,5505,Capital grants,120084 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129727,912,VENN GROUP LIMITED,VEN003,Legal Services Manager,2015,Supplies general,redacted information,LEGSER,Legal Services,00232,Community Right To Bid
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129737,600,RETOX DIGITAL,RET001,Human Resources Manager,0050,Advertising,ANUAL HOSTING OF CUMBRIAN PORTAL,CENTRA,Central Expenses,00208,Staff Recruitment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129751,1788,WALTON GOODLAND LTD,WAL008,Engineering Manager,2126,Land Management Contract,PERIOD MAY 2013 RATE FOR SURVEYOR,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129820,1752.1,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,8000,Charges for services,SEARCHES APRIL 2013,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129824,1050,AUDIT COMMISSION FOR LOCAL AUTHORITIES IN ENG & WALES,AUD001,Financial Services Manager,2185,National Fraud Initiative,NFI FEE 2012-13 INSTALLMENT 2 OF 2,CORPOR,Corporate Costs,01065,Audit Fee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129829,3480,EIBS LTD,EIB001,Information Technology Manager,2065,Web Services,EASYSITE SUPPORT/MAINTENANCE 2013/14,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129855,14721.52,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,1040,Window cleaning,2013-BC-3,PUBCON,Public Conveniences,02630,Disabled Toilet Moot Hall Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129860,640.2,ROYAL MAIL NW,ROY001,Financial Services Manager,6003,Balance Sheet entry BS,RESPONSE PLUS POSTAL VOTING,HOLD A/C'S,Holding Accounts,10305,Cumbria CC Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129861,600,EDEN RECYCLING,EDE025,Environmental Services,2106,Transit Sites,4 BUILDERS SKIP HIRE APPLEBY FAIR,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129870,12774,CUMBRIA COUNTY COUNCIL,COU004,Engineering Manager,5502,Building works,EBP HARTNESS RD ADOPTION FEE 1,LANDMA,Land Management,06002,Gilwilly Extension Eden Business park
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129879,1120,VENN GROUP LIMITED,VEN003,Legal Services Manager,2015,Supplies general,redacted information,LEGSER,Legal Services,00232,Community Right To Bid
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129889,900,ALSTON TOWN HALL TRUSTEES,ALS003,Engineering Manager,1028,Rent,LOCAL LINKS RENT JAN/FEB/MAR 13,TOINCE,Tourist Information Centres,02064,Alston TIC Building
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/06/2013,129890,612.34,ALSTON TOWN HALL TRUSTEES,ALS003,Engineering Manager,1023,Gas,ENERGY CHARGES V/E MARCH 13,TOINCE,Tourist Information Centres,02064,Alston TIC Building
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,130042,700,RAY'S MARQUEES LTD,RAY003,Communities Manager,2047,Other charges for services,HIRE OF MARQUEE,ARTLEI,Arts and Leisure,02116,Sports lesiure develop fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,130060,1084.68,AMEY LG LTD,AME002,Engineering Manager,5502,Building works,LAB COSTS ROAD CORES,LANDMA,Land Management,06002,Gilwilly Extension Eden Business park
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,130093,700,RICARDO-AEA LTD,RIC021,Environmental Services,2045,Professional fees,2013/14 EMAQ SUBS 3 SEMINAR PLACES TECH,INVNUI,Investigation Of Nuisances,03037,Investigating Complaints
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129087,1674.44,PLAYDALE PLAYGROUNDS LTD,PLA007,Engineering Manager,1080,GM External Contractors,NORTH TERRACE TEBAY,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129088,1207.39,PLAYDALE PLAYGROUNDS LTD,PLA007,Engineering Manager,1080,GM External Contractors,SOULBY PLAY AREA,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129237,780,CHRIS WAKEFIELD TREE SVCS,CHR001,Engineering Manager,1080,GM External Contractors,HOWARD PARK GREYSTOKE,PARKOS,Parks and Open Spaces,02127,Dangerous trees
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129461,700,IAN CANNON LTD,CAN004,Engineering Manager,1080,GM External Contractors,REPAIR FOOTPATH AT WETHERIGGS,PARKOS,Parks and Open Spaces,02129,Open spaces
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129678,2167,WICKSTEED LEISURE LTD,WIC001,Engineering Manager,1080,GM External Contractors,SHAP PLAY AREA,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129684,1935.15,WICKSTEED LEISURE LTD,WIC001,Engineering Manager,1080,GM External Contractors,CASTLE PARK/SHAP PLAY AREA,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/06/2013,129734,1404.1,SMP PLAYGROUNDS,SMP003,Engineering Manager,1080,GM External Contractors,REPAIRS TO PLAY AREA MAIN ST KIRKBY THORE,PARKOS,Parks and Open Spaces,02143,Play Areas
