Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,439002066,"-35,918.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,439002074,"-46,956.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,439002079,"-27,630.30"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,OUT OF HOURS - OOHDF,PRIMARY CARE FINANCE,NORTHERN DOCTORS URGENT CARE,452,"440,177.74"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ST ANDREWS HEALTHCARE,50065841,"115,554.30"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,TAX AND SOCIAL SECURITY COSTS < ONE YEAR,NONE,HM REVENUE AND CUSTOMS,504PT00150304 YR12MTH2,"72,351.42"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,525145,"31,254.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526000,"1,456,562.00"
Department of Health,NORTH TYNESIDE PCT (COMM),07/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526003,"3,997,540.00"
Department of Health,NORTH TYNESIDE PCT (COMM),19/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526039,"125,210.24"
Department of Health,NORTH TYNESIDE PCT (COMM),19/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526167,"62,605.12"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,SERVICES FROM PCTS,CENTRAL FINANCE,NEWCASTLE PCT,64001542,"28,003.42"
Department of Health,NORTH TYNESIDE PCT (COMM),26/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,71651,"29,268.71"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,71754,"11,272,504.00"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,90983,"-175,448.00"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE - PCTS,CENTRAL FINANCE,NW SPECIAL SERVICES COMMISSIONING TEAM,9132753,"112,584.00"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001256,"40,309.80"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001266,"28,200.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001332,"41,653.46"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001352,"34,350.00"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBSAC1051,"91,890.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBSAC1060,"91,890.00"
Department of Health,NORTH TYNESIDE PCT (COMM),26/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBSAC1066,"55,106.00"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,N.H.S. CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA0327 GP YR12MTH,"295,368.06"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,N.H.S. CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA6645 YR12MTH2,"44,811.07"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,FNC MAY 12,"170,000.00"
Department of Health,NORTH TYNESIDE PCT (COMM),22/06/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,ALLIED HEALTHCARE GROUP LTD,G2558380,"29,377.46"
Department of Health,NORTH TYNESIDE PCT (COMM),12/06/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,MERSEY CARE NHS TRUST,I0027691,"61,083.00"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005489460,"88,803.41"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005497603,"79,919.53"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005522862,"125,626.00"
Department of Health,NORTH TYNESIDE PCT (COMM),26/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005523702,"133,958.08"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005524714,"45,805.20"
Department of Health,NORTH TYNESIDE PCT (COMM),26/06/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005552661,"58,000.00"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PRIORY GROUP LTD,MSGMAY12(1),"48,639.00"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PRIORY GROUP LTD,MSGMAY12(1A),"85,250.00"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,INDEPENDENT ADVOCACY (NORTH TYNESIDE),NOT12/13-1,"27,865.50"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PARTNERSHIPS IN CARE LTD,PCO0000148988,"413,824.80"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0184749,"5,727,866.67"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0187119,"6,156,591.67"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0187136,"107,671.42"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0187141,"15,545,108.33"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,FINANCE LEASE INTEREST,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S86,"25,609.09"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,LEASE RENTS,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S86,"22,507.99"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,LEASE RENTS,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S86,"8,803.12"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,OBLIGATIONS UNDER PFI/LIFT > ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S86,"7,602.70"
Department of Health,NORTH TYNESIDE PCT (COMM),01/06/2012,PREPAYMENTS < ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S86,"2,901.04"
Department of Health,NORTH TYNESIDE PCT (COMM),22/06/2012,HEALTHCARE FROM VOLUNTARY SECTOR,CENTRAL FINANCE,TAKING PART WORKSHOPS CIC,TPWNTSPH01F,"38,900.00"
Department of Health,NORTH TYNESIDE PCT (COMM),07/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0088241,"63,190.48"
Department of Health,NORTH TYNESIDE PCT (COMM),08/06/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0088284,"55,054.44"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Collingwood Surgery,,"158,984.49"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Priory MG,,"111,624.56"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Portugal Place HC,,"107,323.06"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Forest Hall MG,,"97,294.12"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Woodlands Park HC,,"95,291.12"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Bewicke MC,,"92,899.75"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Olsburgh & Partners,,"88,814.24"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Dr Abraham & Partners,,"84,706.44"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Page & Partners,,"83,224.31"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Lane End Surgery,,"82,119.49"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Dr Westgarth & Partners,,"74,182.35"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Gandy Pearson,,"72,840.31"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Beaumont Park MG,,"67,861.31"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Dr Ferriman & Partners,,"67,392.87"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Wellspring MG,,"66,978.95"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,B Critchlow C Robson,,"63,169.22"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Appleby Surgery,,"57,132.11"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Rose & Partners,,"55,394.55"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Wideopen MG,,"54,440.10"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Dr Kenny & Partners,,"53,832.97"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,49 Marine Avenue,,"52,131.81"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,PMS,EV - Exeter,Dr Smith & Partners,,"50,924.08"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Swarland Avenue,,"46,427.22"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Morrison & Partners,,"45,895.53"
Department of Health,NORTH TYNESIDE PCT (COMM),15/06/2012,PMS,EV - Exeter,Dr Smith & Partners,,"45,607.88"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr Nair Bowman,,"44,299.97"
Department of Health,NORTH TYNESIDE PCT (COMM),29/06/2012,GMS,EV - Exeter,Dr MR Preston,,"40,946.25"
