Entity,GL Date,Merchant name,Amount,Description
CEFAS,10/09/2016,BENN'S AUTO RENTAL,1111.86,Car hire for 15 days in St Vincent to deliver science for the Commonwealth Marine Economies Programme. Cost recovered from Prosperity Fund project. 
CEFAS,10/09/2016,Radisson BLU Saga hot,772.92,"Accommodation for one person for four nights to attend Cooperation in Fisheries, Aquaculture and Seafood Processing (COFASP) governing board Meeting; UK partner in this programme. This cost will be refunded by COFASP. "
CEFAS,11/09/2016,Fosshotel Baron,1068.63,Accommodation for one person for six nights to attend data-limited stock assessment course in Reykjavik. 
CEFAS,12/09/2016,HOTEL SCT THOMAS,840.06,Accommodation for one person for three nights to attend H2020 Parafish control annual meeting in Copenhagen. Cost covered by the European Commission. 
CEFAS,14/09/2016,Lisbon Serviced Apt,721.4,"Accommodation for one person for five nights to attend Sixth Workshop on the Development of Quantitative Assessment Methodologies based on Life-history traits, exploitation characteristics and other relevant parameters for the International Council for the Exploration of the Sea Data-limited Stocks, in Lisbon. "
CEFAS,15/09/2016,ROYAL DUTCH AIRLINES (KLM),1046.71,Return economy flight for one person from Norwich to Denmark to attend The North Atlantic Salmon Conservation Organisation Project Planning Meeting
CEFAS,16/09/2016,WWW.GONATIVE.COM,1106.5,Accommodation for two people for four nights to attend the London Convention/Protocol Governing Bodies meeting. 
CEFAS,17/09/2016,HOLIDAY INNS,757.61,Accommodation for one person for five nights to attend aquaculture industry conference. 
CEFAS,17/09/2016,HOLIDAY INN EXPRESS -,756.66,Accommodation for one person for five nights to attend aquaculture industry conference
CEFAS,19/09/2016,BRITISH A,792.95,Return economy flight for one person for five nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,20/09/2016,ICES,662.87,International Council for the Exploration of the Sea training course for one person on broadband acoustics.
CEFAS,21/09/2016,HOLIDAY INNS,719.31,Accommodation for one person for five nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,22/09/2016,IVG INVITROGENTLDGBP,758.16,Three real-time probes needed for urgent Gyrodactylus salaris case.
CEFAS,24/09/2016,RADISSONBLU HOTEL LATV,968.27,Accommodation for one person for eight nights to attend the International Council for the Exploration of the Seas Annual Science Conference in Latvia. 
CEFAS,24/09/2016,IN  EXOPRISE SYSTEMS I,631.89,Microsoft Office 365 licence/monitoring. 
CEFAS,24/09/2016,RADISSONBLU HOTEL LATV,581.96,Accommodation for one person for six nights to attend and present at International Council for the Exploration of the Sea Annual Science Conference in Latvia.
NE,02/09/2016,MURLEY AGRICULTURAL SU,998.77,Repair of tractor at Wyre Forest National Nature Reserve
NE,02/09/2016,IBIS,1020,Hotel bed and breakfast accommodation for four people for three nights to attend three day induction training on Countryside Stewardship User Acceptance Testing for Siti Agri - 18-21 July 2016
NE,05/09/2016,HARDY CRASKE,593.15,Diesel for use in Agricultural Vehicles at Collyweston Great Wood National Nature Reserve
NE,05/09/2016,BRISTOL ZOO PAVILLION,1390.93,"Room hire, lunch and refreshments for 84 people for two days to attend Specialist Services and Programmes event - 12-13 July 2016"
NE,05/09/2016,BRISTOL ZOO PAVILLION,919.58,"Deposit for room hire, lunch and refreshments for 84 people for two days to attend Specialist Services and Programmes event - 12-13 July 2016"
NE,06/09/2016,H M LAND REGISTRY,526.2,Land registry search for owners and occupiers within the proposed SPA (Special Protection Area) in the Outer Thames Estuary.  
NE,06/09/2016,JAMES HUTTON LTD,2468.04,Outer Thames Estuary SPA (Special Protection Area) project to create appropriate at sea foraging protection in accordance with the Birds Directive for common terns and other seabirds.
NE,06/09/2016,WHITEHALL & INDUSTRY,540,Staff training and subsistence for one person for one day for  Enhancing Personal Impact and Presence training - 19 April 2016
NE,07/09/2016,NORFOLK BROADS DIRECT,1300,Part payment for hire of boat for four people to carry out survey work at Hoveton Great Broad and surround Broads area - 12-23 September 2016.
NE,07/09/2016,NORFOLK BROADS DIRECT,1300,Part payment for hire of boat for four people to carry out survey work at Hoveton Great Broad and surround Broads area - 12-23 September 2016.
NE,08/09/2016,FRANCOTYP,524,Franking machine top-up - Norwich office (11 July 2016)
NE,09/09/2016,FRANCOTYP,1048,Franking machine top-up - Crewe office (8 August 2016)
NE,09/09/2016,INVESTEC ASSET FINANCE       ABINGDON     ,1469.44,Lease rental and annual service for franking machine at Crewe office - 1 August-31 October 2016 
NE,09/09/2016,ASPECT SIGNS,1720.8,200 metal National Trail Acorn signs for England Coast Path
NE,12/09/2016,LW ADV SALE(SENTINEL1),596.16,Newspaper notice for notification process of Pen Park Hole SSSI (Site of Special Scientific Interest) - 4 August 2016
NE,12/09/2016,CONTENT DESIGN CENTRE,720,Staff training and subsistence for one person for two days for Content Design training for GOV.UK - 10-11 October 2016
NE,12/09/2016,ROYAL MAIL GROUP,1398.84,Postage costs for Newcastle office - 17 June-21 July 2016
NE,13/09/2016,WWW.NEOPOST.CO.UK,2452.04,Maintenance and service of franking machine at Peterborough office 
NE,13/09/2016,CORNISH COTTAGE HOLIDAYS,1625.88,"Accommodation for four people for five days (15-19 August 2016) and two people for four days (22-25 August 2016) to carry out survey work in the Falmouth Bay, Falmouth Estuary, Helford Estuary and Gerrans Bay"
NE,13/09/2016,WWW.ESRIUK.COM,2094,Staff training for one person for two days for Deploying your Geographic Data using ArcGIS Online and ArcGIS for Server - 15-16 September 2016; staff training for one person for three days for Introduction to Geoprocessing Scripts using Python 10.x software - 26-28 September 2016
NE,13/09/2016,VIKING OPTICAL,1114.67,Staff training for two people for four days for tractor and loader training - 8-11 August 2016
NE,13/09/2016,PAYPAL  WILDSERVICE,2500,Two bat detectors and security equipment for The Forest of Dean as part of the HLF (Heritage Lottery Fund) Batscape Project - amount to be claimed back from the Forestry Commission
NE,13/09/2016,CONTENT DESIGN CENTRE,720,Staff training and subsistence for one person for two days for Content Design training for GOV.UK - 10-11 October 2016
NE,13/09/2016,NORFOLK BROADS YACHT CLUB,525,Staff training for three people for two days for Royal Yachting Association Power Boat Level 2 training for Hoveton Great Broad Restoration Project - 2-3 August 2016
NE,13/09/2016,ROYAL MAIL GROUP,944.4,Post collection from Ashford office - 2016-17
NE,13/09/2016,ONLINE-ERGONOMICS.,1453.82,Specialist office equipment and furniture for specific health and safety requirements
NE,14/09/2016,HOWFIELD RESPONSE LIMITED,984,Annual service and subscription for alarm system for the workshop at Blean National Nature Reserve - 2016-17 
NE,14/09/2016,EAST KENT TIMBER,985.05,Timber to repair bridge at Stodmarsh National Nature Reserve
NE,14/09/2016,SAC COMMERCIAL LTD,1095.59,"Staff training and subsistence for one person for five days for FACTS (Fertiliser Advisers Certification and Training Scheme) course - 23, 24, 30, 31 January 2016 for training and 6 February 2016 for examination"
NE,14/09/2016,PORTHKERRIS LIMITED,1650,Deposit for dive boat for six people including one dive supervisor to carry out condition monitoring of circa littoral reef at the Fal and Helford SAC (Special Area of Conservation)
NE,14/09/2016,WWW.DONATIONBOXES.CO.UK,720,Purchase and installation of extra secure donation box for Golitha Falls National Nature Reserve
NE,14/09/2016,HARDY CRASKE,998.76,Red diesel for use in Agricultural Vehicles at the Suffolk Coast National Nature Reserves
NE,14/09/2016,HARRISON CLARK RICKERBYS,1008,Negotiation between Natural England and fisheries tenant over implementation of fisheries management plan - 13 May 2016
NE,15/09/2016,BOURNEMOUTHCANOES,650.41,One inflatable kayak with paddles to carry out saltmarsh condition monitoring on the Solent which cannot be accessed by land or boat due to shallow creeks and channels
NE,15/09/2016,PLANTLIFE,600,HLF (Heritage Lottery Fund) volunteer training events on Dartmoor - Fly Identification Workshop for six people on 10 May 2016; Fern Identification Workshop for 15 people on 15 June 2016; Bryophyte Identification Workshop for 15 people on 22 June 2016
NE,16/09/2016,BROOK STREET (BUREAU),80831.36,Agency staff costs
NE,16/09/2016,BROOK STREET (BUREAU),78093.96,Agency staff costs
NE,16/09/2016,BROOK STREET (BUREAU),78318.6,Agency staff costs
NE,16/09/2016,BROOK STREET (BUREAU),82621.58,Agency staff costs
NE,16/09/2016,WWW.MY.CHUBB.CO.UK,866.09,Fire and Security Alarm servicing at Goss Moor NNR work base and office
NE,16/09/2016,SHIELD ENVIRONMENTAL SERVICES,639.6,Removal of fly-tipped asbestos from Goss Moor National Nature Reserve
NE,16/09/2016,HANTS & ISLE OF WIGHT,1018,Contribution to Hampshire and Isle of Wight Wildlife Trust for feasibility study on Local Nature Partnership
NE,19/09/2016,MATFORD LAND ROVER,553.61,Repair of landrover for Yarner Wood National Nature Reserve
NE,19/09/2016,HAWK HIRE LTD,2184.2,"Plastic pipes to go under track ways and dams to conduct storm water away from restored raised bogs in Fenns, Whixall and Bettisfield Mosses National Nature Reserve"
NE,19/09/2016,CYCLE GEAR,704.98,Cyclo-cross bicycle for English Coast Parth delivery - used to facilitate faster route determinations on both banks of the Humber stretch.
NE,19/09/2016,TRAFFIC TECHNOLOGY LTD,2113.56,11 GSM Eco-Combo battery packs and 6 ZELT & GSM Eco-Combo battery packs all with a minimum of ten years life for automated people counters on National Trails.
NE,20/09/2016,H ARMER & SON,711.75,"Annual service of one quad bike, two trailers and a mower at Roudsea National Nature Reserve - 2016-17"
NE,20/09/2016,WWW.ADT.CO.UK,545.21,Annual rental and maintenance of alarm system in barn at Gait Barrows National Nature Reserve - 2016-17
NE,20/09/2016,AK WILDLIFE CRUISES,545,Team time and training for 11 people for one day to Falmouth Bay and Estuaries - 6 September 2016
NE,20/09/2016,WWW.BONDSOLON.COM,1840.8,Legal training for NNR staff for ongoing case
NE,20/09/2016,VALE ENGINEERING (YORK) LIMITED,587.88,Herbicide to treat Rhododendron regrowth following cutting for large scale habitat restoration at Humberhead Peatlands National Nature Reserve
NE,20/09/2016,TAXI BOOKINGS,510,"Deposit for mini-bus hire for 75 people attending the European Union LIFE Project Making Moor Space workshop, return travel from Thorne Rugby Club to Thorne Moors, part of Humberhead Peatlands National Nature Reserve - 27 September 2016 "
NE,20/09/2016,TAXI BOOKINGS,560,"Mini-bus hire for 32 people attending the Mid Term Event for European LIFE Project, return travel from Crowle to Thorne Moors - 16 September 2016"
NE,20/09/2016,IZ  VALE TRAINING SERVICES,780,Staff training for two people for two days for online module on Fertiliser Application Certification Training Scheme on Nutrient Management Planning - 21-22 November 2016
NE,21/09/2016,LEXXIC,706.86,Specialist office equipment and furniture for specific health and safety requirements
NE,21/09/2016,CARDIFF UNIVERSITY,1000,Annual corporate membership fee for the Association of Severn Estuary Relevant Authorities - 2016
NE,22/09/2016,ENTERPRISE RENT-A-CAR,528.8,Repair damage to hire car which occurred while attending Natural England meeting - 2 June 2016
NE,23/09/2016,CASTLE GROUP LTD,972,"Bed, breakfast and evening meal accommodation for three people for three nights to attend Hand Arm and Whole Body Vibration training course - 27-29 June 2016"
NE,26/09/2016,COVERS ALDERSHOT12,680.4,Timber to carry out essential repairs to the boardwalk at Thursley National Nature Reserve to ensure good health and safety standards
NE,26/09/2016,EB  THE CHALLENGE OF SCIENCE LEADERSHIP,660,Staff training and subsistence for one person for three days for Challenge of Science Leadership training - 4-6 January 2017
NE,26/09/2016,BROOK STREET (BUREAU),30492.66,Agency staff costs
NE,26/09/2016,WHITEHALL & INDUSTRY,1900,Part payment for Whitehall and Industry Group annual membership and training - 1 May 2016-30 April 2017
NE,26/09/2016,BROOK STREET (BUREAU),33018.53,Agency staff costs
NE,26/09/2016,WHITEHALL & INDUSTRY,1900,Part payment for Whitehall and Industry Group annual membership and training - 1 May 2016-30 April 2017
NE,26/09/2016,BROOK STREET (BUREAU),78868.72,Agency staff costs
NE,26/09/2016,BROOK STREET (BUREAU),67016.84,Agency staff costs
NE,27/09/2016,HINGLEY & CALLOW OIL,661.08,Red diesel for use in Agricultural Vehicles at Wyre Forest National Nature Reserve
NE,29/09/2016,NEW FOREST FARM MACHINERY,521.71,Annual service and repair of two-wheel tractor at North Solent National Nature Reserve
NE,29/09/2016,DREWS OF DINTON LTD,855.4,Repair of tractor at Martin Down National Nature Reserve
EA,01/09/2016,ACORN ENGINEERING,2266.32,"Fabricate and install pallisade gates and fencing at Moses Gate gauging station, Bolton"
EA,01/09/2016,ACUMEN WASTE SERVI,2478,"Disposal of fly tipped waste, including asbestos"
EA,01/09/2016,ARCO LTD,503.59,"Disposable strim suits to be worn for personal protection when strimming,"
EA,01/09/2016,D A PAK LTD,1717.8,"Two hundred 2-tonne heavy duty bulk bags for the safe storage and easy access of the areas filled sandbags, and fifty vented one tonne bulk bags to be used on the watercourse maintenance programme via debris clearance"
EA,01/09/2016,EDMUNDSON ELECTRICAL L,569.06,Parts to replace faulty pump 1 fused isolator switch and contact blocks at the Till washland site
EA,01/09/2016,FEJ LTD,2574,Repairs to ducting on Thames Barrier Pier 5
EA,01/09/2016,FEJ LTD,1644,Painting of car park areas at Thames Barrier
EA,01/09/2016,HEWARD & DEAN (BD) LTD,967.34,"Assorted hand tools including hammer, spanner set, screwdriver set, allen key set, wire brush, socket set tool box, adjustable spanner, drill bit set, had saw, hack saw, and pliers, and twenty tubes Sika flex expansion filler."
EA,01/09/2016,IBIS STYLES CREWE - H9,759,Accommodation for 11 flood warning system project team members for one night whilst attending team meeting in Crewe
EA,01/09/2016,IET SERVICES LTD,604.8,Meeting room hire and associated refreshments for 18 people for a fire prevention plan assessment team meeting.
EA,01/09/2016,INSTITUTION OF CHEMICA,1776,Two days training course for one person in Manchester including lunch for Layers of Protection Analysis
EA,01/09/2016,K INTERNATIONAL LTD,682.2,Police and Criminal Evidence interview tape transcription
EA,01/09/2016,LANTERN RENTAL SER,1710,Hire of two grab lorries for one day during incident response to failed embankment at Dover's Corner
EA,01/09/2016,MAINTENANCE SUPPLIES L,4200,"Supply of Resin concrete and adhesive to repair asset failure walls on the River Irwell, Fredrick Road, Manchester"
EA,01/09/2016,MAY GURNEY LTD,1033.45,Repairs to Octuator
EA,01/09/2016,MID KENT COLLEGE V/T,3345,Ongoing Level 3 Construction and the Built Environment course for one member of staff
EA,01/09/2016,MSP LIFTINGGEARSHOP.CO,513.02,Lifting equipment to enable the lifting and lowering of gate 1 at Burgh sluice while the gate mechanism is repaired
EA,01/09/2016,QUALITY ASSURED INDUST,766.9,Rebuild and service of the areas heavy duty pressure washer after breakdown incurred.
EA,01/09/2016,ROSSENDALE GROUP L,816,Annual service of the overhead crane at Black Sluice Pump Station
EA,01/09/2016,RYEDALE DISTRICT COUNC,1717.89,Planning Application fees to Ryedale District Council for the straightened Derwent project
EA,01/09/2016,SCREWFIX DIRECT,599.99,Honda Mountfield 53cm Rotary lawn mower for grass and vegetation maintenance on EA structures
EA,01/09/2016,SHEPSHED AGGREGATES,734.4,6m of readymix concrete for Pioneer Mill telemetry station emergency repairs.
EA,01/09/2016,SOUTHSTEP LTD,1262.8,"Eight quick release scraper heads, six stiff broom heads, eight telescopic handles, four 90 degree drag rake heads, and four T-bar 1.1m steel valve keys for use in incident response and structure maintenance."
EA,01/09/2016,SOUTHSTEP LTD,847.13,"Ten dash cams for EA vehicles, one fridge, one microwave and one kettle for Fyfield depot"
EA,01/09/2016,SOUTHSTEP LTD,606.48,"Six litter pickers, two rolls black sacks, four scraper heads, four broom heads, four rolls paper towels and two cases of centre feed paper rolls"
EA,01/09/2016,STEPS & STILLAGES,2115.6,11 sheet steel stillages for national pump Project
EA,01/09/2016,TRS LTD,578.04,Servicing waterless urinals in all areas at Thames Barrier site
EA,01/09/2016,WORLD OF TRAVEL,574.46,One day room hire for 15 people in London including lunch and refreshments for facilities management team meeting
EA,01/09/2016,WWW.ARCO.CO.UK,3668.69,Galaxy GX2 calibration station for gas detection monitors
EA,01/09/2016,WWW.BBOFFICESUPPLIES.C,834.3,Ergonomic chair and footstool for member of staff following a workplace health assessment.
EA,01/09/2016,WWW.SURE-GREEN.COM,875.74,18 rolls of barrier fencing mesh and electroplated steel fencing pins for the national pump project
EA,02/09/2016,ACTAVO DIRECT,780,Fence stillage for placing haris fencing into for transportation in emergency .
EA,02/09/2016,BIFFA WASTE SERVICES L,685.8,Collection and disposal of general waste at Richard Fairclough House on three occasions
EA,02/09/2016,BOSTON BC,2641.6,Removal of debris from various watercourses in Boston area
EA,02/09/2016,CAMBRIDGE PROFESSI,1068,"Registration for one person to study Chartered Institute of Marketing Level 3, including a workshop and course text books. For communications officer working on rod licence marketing and angling participation"
EA,02/09/2016,DICK LEIGH CHAINSAW SP,724.61,Chainsaw for use in emergency callout during flooding incidents.
EA,02/09/2016,FEJ LTD,626.4,Repairs to concrete on piers and north bank at the Thames Barrier site
EA,02/09/2016,GREENHAM TRADING LTD,683.52,Janitorial supplies for Thames Barrier and associated gates in-house cleaning team.
EA,02/09/2016,HI LANCASTER - REC,525,One day room hire in for 19 people in Lancaster including lunch and refreshments for Customers and Engagement team meeting
EA,02/09/2016,IMPACT FACTORY LIMITED,558.36,Negotiation skills training course for EA chief prosecutor
EA,02/09/2016,JEWSON LTD,573.36,Timber sheets for road protection on gravel removal work in Kendal
EA,02/09/2016,K INTERNATIONAL LTD,576,Transcription services in relation to Operation Calcium
EA,02/09/2016,KINGSLEY AUTO SUPPLIES,999,Spray paint order for street artwork on 2 kiosks and outlet structure constructed as part of the new flood storage basin in Salford
EA,02/09/2016,LOCKSECURE&PREMIER ALA,572.4,50 Yalding lifting bridge keys for re-sale.
EA,02/09/2016,REED CHILL CHEATER,615,Dry suit for use during environmental monitoring work
EA,02/09/2016,RS COMPONENTS,1067.81,Replacement back-up batteries for tide gauges installations along the tidal Thames
EA,02/09/2016,RS COMPONENTS,629.64,Materials required for in-house maintenance at the Thames Barrier.
EA,02/09/2016,SRCL LTD,1646,"Disposal of biological waste at National Fisheries Laboratory, Brampton"
EA,02/09/2016,TEMP FENCE SUPPLIES LT,1389.9,3 Stillages for Heras fence panels for use for storage and transporting
EA,02/09/2016,TEMP FENCE SUPPLIES LT,959.4,2 Stillages for storing and transporting heras fence panels on various sites
EA,02/09/2016,USB2U,535.76,Payment for USB data keys for the Transport and Works Act submission for the Boston Barrier.
EA,02/09/2016,WORLD OF TRAVEL,504.42,One day room hire in London for 7 people including lunch and refreshments for National Catchment and Coastal Engineering team meeting
EA,02/09/2016,WORLD OF TRAVEL,759.81,One day room hire for 45 Environment Management staff including lunch and refreshments for annual training event in Yalding
EA,02/09/2016,WWW.CIMAGLOBAL/BPP,646.8,Activity based costing training relevant to finance transformation programme for one person
EA,02/09/2016,WWW.IOA.ORG.UK,4000,"Tuition fees for Diploma in Acoustics and Noise Control, distance learning course for one technical advisor to build on noise specialism within the team"
EA,04/09/2016,WWW.BBOFFICESUPPLIES.C,1206.31,Ergonomic chair and desk for one person following Display Screen Equipment assessment
EA,04/09/2016,WWW.FTA.CO.UK,990,Registration fees for 3 people to attend the one day transport management seminar.
EA,05/09/2016,ACTION FOR BLIND P,654.2,One day room hire in Birmingham for 20 people with refreshments for Separate Collection workshop
EA,05/09/2016,AIR FORCE PNEUMATI,685.78,"Lubricants and battery pack for pump stations within Derbyshire, Nottinghamshire and Leicestershire catchment."
EA,05/09/2016,AIR GREENLAND 2CI52V 3,1362.51,Return flights to Greenland and Maniitsoq for sampling work of monitoring Atlantic salmon
EA,05/09/2016,ANDREWS SYKES HIRE LTD,896.97,Service and repair of the 6 inch de-watering dry dock pump at Osney Depot.
EA,05/09/2016,CIWEM (3042),2332.8,Two days room hire for 28 people and one day room hire for 14 people in London including lunch and refreshments for Creating Asset Management Capacity workshop
EA,05/09/2016,CK SPECIAL GASES LTD.,552.44,"Pure Methane gas standard for the analytical quantification of this contaminant in environmental samples, carried out at the EA laboratory, Nottingham"
EA,05/09/2016,COPTHORNE HOTEL BI,1148,Two days room hire for 24 people in Birmingham including lunch for all and overnight stay with breakfast for one employee for Enforcement Team Leader meeting
EA,05/09/2016,D S BENNETT UK LTD,536.1,"6 hearing protectors, 6 visors and repairs to chainsaw for use in Field Services Central area"
EA,05/09/2016,DARCY PRODUCTS LTD,649.99,Two large spill kits and six vehicle spill kits for site at Lunt Meadows
EA,05/09/2016,EAGLE PLANT,1267.2,2 poker drive units and shafts for use in Field Services Central Team area
EA,05/09/2016,EDF ENERGY-CUST' F,688.48,Installation of a new electricity meter at Rye Scots Float
EA,05/09/2016,ELECTRAFISH LIMITE,600,Quarterly servicing of electro-fishing equipment
EA,05/09/2016,ELECTRAFISH LIMITE,540,Quarterly servicing of electro-fishing equipment
EA,05/09/2016,H M LAND REGISTRY,1104,Land registry search for consultant carrying out work for Environment Agency relating to a Flood Defence scheme in the South West. GIS files and address data required so we can notify landowners/householders if we need to access their property.
EA,05/09/2016,Hilti (Gt. Britain) Lt,1837.86,"Hilti hammer drill kit, angle grinder and impact wrench for use in Field Services Central Team area"
EA,05/09/2016,Hilti (Gt. Britain) Lt,3759.48,"Hammer drill, impact wrench and accessories, and consumables for general use in Field Services West Team area"
EA,05/09/2016,INAVATA,660,Supply of one solar powered pump for Stormer Hall Farm to clear the waters project
EA,05/09/2016,INAVATA,660,Supply of one solar powered pump for Twitchen Farm to clear the waters project
EA,05/09/2016,INAVATA,1320,Supply of two solar powered pumps for Little Brampton farm for clearing the waters project
EA,05/09/2016,J DAVIDSON PIPES,1344.19,6 plastic pipes for Coffer dam
EA,05/09/2016,JOINTING TECHNOLOGIES,1448.4,1000 stainless steel bands to attach kee klamp safety fencing to galvanised mesh at Prestbury stream
EA,05/09/2016,K INTERNATIONAL LTD,1591.14,Translation of evidence from Swedish to English as part of Operation Chromite
EA,05/09/2016,KEYLINE,974.46,900mm twin wall culvert pipe for Great Ryburgh
EA,05/09/2016,MYTUM & SELBY,1113.12,Collection and safe disposal of tyres from Environment Agency land 
EA,05/09/2016,NHBS LTD,550.44,Various items such as bat and bird boxes in order to improve wildlife habitats around Ipswich office
EA,05/09/2016,NUCLEAR INSTITUTE,780,Two days training course for one person on nuclear plant chemistry as part of continued professional development.
EA,05/09/2016,OPEN UNIVERSITY MOTO,1393,3 months module on Engineering framework analysis and products for one person
EA,05/09/2016,OPEN UNIVERSITY MOTO,1393,3 months module on Engineering origins methods and context  for one person
EA,05/09/2016,PETER SAVAGE LTD,514.8,"Twin hinged, lockable, galvanised steel manhole covesr for Cookham Lock"
EA,05/09/2016,PHENOMENEX LTD,936.59,"Gas chromatography analytical column, for the analysis of the chemical composition of environmental samples, carried out at the EA laboratory, Nottingham"
EA,05/09/2016,PHENOMENEX LTD,624.59,"Analytical clean up column, for the analysis of the chemical composition of environmental samples, carried out at the EA laboratory, Nottingham"
