Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,ACM-PD-North & East Sensory Team,Staff Travel  Expenses - General,03.08.2011,2207647632,597.38,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-Phys Dis-Sensory Impairment-S/East,Car Leasing Business Rentals,10.08.2011,2900013535,1799.82,R,LEX AUTOLEASE LTD
Hampshire County Council,ADULT SERVICES,ACM-Phys Dis-Sensory Impairment-S/East,Dual Sensory Loss,15.08.2011,2207669475,588.74,R,TEAM COMMUNICATIONS LTD
Hampshire County Council,ADULT SERVICES,ACM-PPH MH-Bas,Administrative Staff - Basic Pay,17.08.2011,2207674799,2530.50,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,ACM-PPH MH-Bas,Administrative Staff - Basic Pay,17.08.2011,2207674799,2530.50,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-10.1.1-DIP Service,Purch Care-Indep Sector-Block Purchase SP Only,17.08.2011,9400024112,65205.48,R,THE SOCIETY OF ST JAMES
Hampshire County Council,ADULT SERVICES,DAAT-3.1.3-Infrastructr-Serv User Groups,Other Hired & Contracted Servs,17.08.2011,2207675058,500.00,R,ACORN INDEPENDENT SERVICES USER GRO
Hampshire County Council,ADULT SERVICES,DAAT-3.1.3-Infrastructr-Serv User Groups,Other Hired & Contracted Servs,09.08.2011,2207662549,500.00,R,BASINGSTOKE VOLUNTARY SERVICES
Hampshire County Council,ADULT SERVICES,DAAT-4.1.1-Support-Carer Support Line,Purch Care-Vol Sector-Block Purchase,17.08.2011,9400023818,1917.81,R,PARENT SUPPORT LINK
Hampshire County Council,ADULT SERVICES,DAAT-4.2.3-Carer Grp Set Up/Dev Training,Other Hired & Contracted Servs,04.08.2011,2207649994,1000.00,R,PARENT SUPPORT LINK
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,17.08.2011,9400024219,185852.03,R,SOUTHAMPTON CITY PCT
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,17.08.2011,9400024219,256337.54,R,SOUTHAMPTON CITY PCT
Hampshire County Council,ADULT SERVICES,DAAT-8.2.6-Shared Care Cont-GP Contracts,Drugs & Medical supplies,08.08.2011,2207655011,1425.00,R,SOUTHAMPTON CITY PCT
Hampshire County Council,ADULT SERVICES,DAAT-9.1.1-Patient Detox,Payments to Health Authorities,17.08.2011,9400023817,4595.07,R,SOUTHAMPTON CITY PCT
Hampshire County Council,ADULT SERVICES,DAAT-YP-Specialist Treatment,Purch Care-Vol Sector-Block Purchase,17.08.2011,9400023981,38356.16,R,CATCH 22
Hampshire County Council,ADULT SERVICES,JF Mulfords Hill Social Worker - Basing,Administrative Staff - Basic Pay,17.08.2011,2207674799,2530.50,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,JF-Gore Grange DC-NFCombWest,Purch Care-Vol Sector,11.08.2011,2207667035,10454.30,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-Gore Grange DC-NFCombWest,Purch Care-Vol Sector,11.08.2011,2207665522,2516.75,R,NEW FOREST DISTRICT COUNCIL
Hampshire County Council,ADULT SERVICES,JF-Gore Grange DC-NFCombWest,Purch Care-Vol Sector-Block Purchase,11.08.2011,2207665522,4434.82,R,NEW FOREST DISTRICT COUNCIL
Hampshire County Council,ADULT SERVICES,JF-KingfisherTrustDC-DeaneSupp,Purch Care-Vol Sector,18.08.2011,2207677871,8555.81,R,THE KINGFISHER TRUST
Hampshire County Council,ADULT SERVICES,LD Day  Serv-Gosport-Non Del,Major Electrical Works,01.08.2011,3400111788,2194.50,C,PLANNED MAINTENANCE
Hampshire County Council,ADULT SERVICES,LD Day  Services Cap Res Team HQ,Catering Equipment-Replacement,08.08.2011,3400111928,643.75,R,RJS COOLING LTD
Hampshire County Council,ADULT SERVICES,LD Day  Services Cap Res Team HQ,Drugs & Medical supplies,04.08.2011,2207651955,543.00,R,BRISTOL MAID
Hampshire County Council,ADULT SERVICES,LD Day  Services Cap Res Team HQ,Maint Of Grounds-Client,09.08.2011,3400112019,1725.00,R,ARBORCARE UK LTD
Hampshire County Council,ADULT SERVICES,LD Day  Services Cap Res Team HQ,Maint Of Grounds-Client,16.08.2011,3400112148,580.49,R,OCS HORTICULTURE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,12.08.2011,2207667890,1450.80,R,CRANSTOCK DAY SERVICES
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,04.08.2011,2207649477,1484.44,R,LOCKWOOD DAY CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,04.08.2011,2207649492,1941.60,R,LOCKWOOD DAY CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,16.08.2011,2207674192,921.36,R,SARUM ADULT TRAINING CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,16.08.2011,2207674192,1113.31,R,SARUM ADULT TRAINING CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,23.08.2011,2207681668,2034.67,R,SARUM ADULT TRAINING CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Payments to Other LocalAuthorities,23.08.2011,2207681668,1689.16,R,SARUM ADULT TRAINING CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,10.08.2011,2207663213,818.89,R,GRANGE CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,10.08.2011,2207663215,826.06,R,GRANGE CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666794,669.27,R,HIGH HURLANDS NURSING HOME
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666806,665.91,R,HIGH HURLANDS NURSING HOME
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666855,1164.24,R,PARITY FOR DISABILITY
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666868,1261.26,R,PARITY FOR DISABILITY
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666713,1283.80,R,RAKELANDS
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662279,889.31,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662289,1111.68,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662294,1106.55,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662310,1111.68,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662318,1106.55,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662352,1111.68,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662361,1111.68,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207662384,1114.94,R,YATELEY INDUSTRIES FOR THE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,09.08.2011,2207660351,1654.78,R,OLD MILL DAY CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,09.08.2011,2207660400,2182.95,R,OLD MILL DAY CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,11.08.2011,2207666861,1137.50,R,PARITY FOR DISABILITY
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,11.08.2011,2207666872,588.00,R,PARITY FOR DISABILITY
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,11.08.2011,2207666874,1243.45,R,PARITY FOR DISABILITY
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Contract Cleaning,22.08.2011,2207680028,1156.29,R,MITIE CLEANING & ENVIRONMENTAL
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Sewerage - metered,26.08.2011,1100166117,1067.59,R,SOUTHERN WATER SERVICES LTD
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,"Vehicle Fuel inc petrol, diesel, etc",10.08.2011,2207663995,979.92,R,LOADERS GARAGE LTD
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Water - metered,24.08.2011,1100166053,690.47,R,SEMBCORP BOURNEMOUTH WATER LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Hire Of Transport & Plant,04.08.2011,2207650985,986.00,R,A1 RUSHMOOR RADIO TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Hire Of Transport & Plant,04.08.2011,2207650873,2895.90,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Hire Of Transport & Plant,04.08.2011,2207650880,2729.79,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Andover,Contract Cleaning,15.08.2011,2207670535,1238.57,R,HAYWARD SERVICES LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Andover,Hire Of Transport & Plant,16.08.2011,2207674097,1900.00,R,PIKES COACHES LIMITED
Hampshire County Council,ADULT SERVICES,LD Day Services-Andover,Hire Of Transport & Plant,16.08.2011,2207674106,1311.00,R,PIKES COACHES LIMITED
Hampshire County Council,ADULT SERVICES,LD Day Services-Basingstoke,Contract Cleaning,12.08.2011,2207668937,1090.30,R,INTEGRATED CLEANING MANAGEMENT LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Aided Transport - Home to School,05.08.2011,2207654259,614.67,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Contract Cleaning,15.08.2011,2207669938,1534.27,R,INTEGRATED CLEANING MANAGEMENT LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,23.08.2011,2207681903,720.00,R,THE PAVILION ON THE PARK
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Non Del,Day To Day Maint - General,22.08.2011,3400112276,560.00,R,GRUBB & BANKS (BUILDING SERVICES) L
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Non Del,Vandalism,01.08.2011,3400111789,1312.66,R,PLANNED MAINTENANCE
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Contract Cleaning,15.08.2011,2207669332,624.50,R,INTEGRATED CLEANING MANAGEMENT LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,04.08.2011,2207650597,2200.00,R,HAVANT COUNCIL OF COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,04.08.2011,2207650622,508.50,R,HAVANT COUNCIL OF COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,12.08.2011,2207667910,2100.00,R,HAVANT COUNCIL OF COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,12.08.2011,2207667921,1183.52,R,HAVANT COUNCIL OF COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,12.08.2011,2207667518,1806.00,R,PETE'S AIRLINK LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,11.08.2011,2207666353,1154.00,R,SWIFT
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Rent - General,04.08.2011,2207650003,1090.74,R,SPRINGWOOD COMMUNITY PARTNERSHIP
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Rent - General,04.08.2011,2207650059,1194.62,R,SPRINGWOOD COMMUNITY PARTNERSHIP
Hampshire County Council,ADULT SERVICES,LD Day Services-Park View Alton,Electricity,18.08.2011,1100165474,551.60,R,BRITISH GAS
Hampshire County Council,ADULT SERVICES,LD Day Services-Reading Road,Hire Of Transport & Plant,12.08.2011,2207667482,736.00,R,A1 RUSHMOOR RADIO TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Reading Road,Hire Of Transport & Plant,18.08.2011,2207676775,724.00,R,A1 RUSHMOOR RADIO TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Romsy & Watersde-Non Del,Day To Day Maint - General,25.08.2011,3400112379,995.00,R,SHIELD ENVIRONMENTAL SERVICES LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Romsy & Watersde-Non Del,Strategic Grounds Maintenance,09.08.2011,3400112019,1725.00,C,ARBORCARE UK LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,04.08.2011,2207650231,743.18,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,04.08.2011,2207650231,5116.85,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,23.08.2011,2207683335,3529.76,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207667050,1829.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207667074,1613.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649468,635.63,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649518,579.04,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649550,1056.62,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649734,5096.57,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649734,796.35,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207649734,2070.48,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651039,1033.08,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651039,1025.50,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651039,3492.19,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651039,2235.47,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651105,2989.13,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651105,844.14,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,04.08.2011,2207651105,964.77,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207660386,928.32,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207660393,969.41,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,09.08.2011,2207660405,920.12,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.08.2011,2207686063,1613.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,03.08.2011,2207648232,2573.10,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,03.08.2011,2207648232,877.98,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,19.08.2011,2207679498,2741.96,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,19.08.2011,2207679498,945.52,R,IN CHORUS DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,05.08.2011,2207652733,1667.49,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,01.08.2011,2207642349,1613.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666870,1120.00,R,LIFESTYLE CARE SUPPORT LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207666870,3324.16,R,LIFESTYLE CARE SUPPORT LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,03.08.2011,2207648361,1251.76,R,LOGA CARE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,18.08.2011,2207677760,1251.76,R,LOGA CARE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,03.08.2011,2207647674,2612.99,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.08.2011,2207685891,2528.70,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.08.2011,2207686057,1717.80,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.08.2011,2207665654,6872.00,R,MAC CARING AGENCY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,18.08.2011,2207678405,7400.84,R,MAC CARING AGENCY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.08.2011,2207685706,1958.10,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,08.08.2011,2207655184,1497.28,R,AFFINITY TRUST
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,09.08.2011,2207661824,1261.08,R,BELLS PIECE CHESHIRE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,17.08.2011,2207674997,6861.49,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,16.08.2011,2207674331,1219.76,R,ELIZABETH FITZROY SUPPORT
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207663950,2020.76,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,10.08.2011,2207663950,2540.38,R,MCCH SOCIETY
