Entity,GL Date,Merchant name,Amount,Description
FERA,23/07/2014,Invopak,"£1,033.76","200 black plastic buckets and lids to store chemicals, and 170 white plastic buckets and lids for the storage of honey in the bee unit - funded project, cost will be reimbursed."
FERA,24/07/2014,WWW.RQA.COM/,£991.00,"Registration of two people to attend a course on Good Laboratory Practice (GLP) for study directors, principle investigators, study staff and management in Madingly Hall, Cambridge - 23-24 September 2014"
FERA,25/07/2014,Avis,£911.44,"Car hire for two people in Portugal and Spain for the Vertigeen Sampling Meeting about reducing crop losses due to pathogens  - funded project, cost will be reimbursed"
FERA,25/07/2014,broadbandbuyer,£554.45,"Purchase of additional Netgear access points to increase the speed and coverage of wireless connections across the York site, incorporating newly refurbished blocks"
FERA,25/07/2014,NYS CORPORATE,£839.77,"Return flights for one person from Heathrow to Raleigh Durham, North Carolina  to attend the European and Mediterranean Plant Protection Organisation  meeting on Commission Phytosanitary Measures (CPM) Affairs - 1-5 September 2014"
FERA,28/07/2014,NYS,"£2,381.20","Return flights for two people from London Heathrow to Indianapolis, USA to attend the International Association for Food Protection (IAFP) conference - 1-8 August-2014"
FERA,31/07/2014,UKTI,£504.00,UK Trade and Investment services for a special UK National Contact Point Bulletin
FERA,01/08/2014,Mann Lake UK,£625.00,"Purchase of 25 national queen traps for the early removal of varroa mites - funded project, cost will be reimbursed"
FERA,06/08/2014,NYS CORPORATE,£521.69,"Return train tickets for one person from London to Angers, France to attend the annual Meeting of Agriculture Experts to be held by the Community Plant Variety Office - 6-7 October 2014"
CEFAS,13/08/2014, BATH SPA,"£1,419.00","Deposit for a workshop which is a key deliverable of the UK-Japan project on Endocrine Disrupters.  Held over two days for 30 delegates.  Funded project, cost will be reimbursed"
CEFAS,11/08/2014, STERNER AQUATECH U,£700.00,A power cable for the provision of electricity to a pump and filtration system as part of a programme to determine the survivability of species of fish in certain fisheries. The tanks and pumps were set up in Swansea for a number of weeks. This is part of a programme to aid the fishing industry in adopting a land all catch policy
CEFAS,05/08/2014, BRITISH A   1258514,"£1,479.84",Return flight for one person from United Kingdom to British Virgin Islands to complete the Darwin survey project
CEFAS,11/08/2014, DHL (BVI) LIMITED,"£2,605.52",Shipping of scientific equipment from British Virgin Islands to UK on completion of Darwin Survey project
CEFAS,26/08/2014, KARL VELLA,£889.15,Repairs on company vehicle. Includes £500 insurance excess and £389.15 VAT. This is in the process of being reclaimed.
CEFAS,21/08/2014, WWW.FLYBE.COG71MFV,£643.52,Flight for three people from Isle of Man to Norwich to return from Cefas Endeavour Sea Trip
CEFAS,22/08/2014, JARDIN STE ANNE,£668.14,"Accommodation for one person for seven nights to attend American Fisheries Society Symposium in Quebec City, Canada"
CEFAS,20/08/2014, CWMSHONCOTTAGESWAL,£515.00,"Accommodation for one person for two nights, three people for one night and two people for four nights for the welsh survival trials"
CEFAS,14/08/2014, PAYPAL  GROUPBINC,£710.33,Under water lights and housings to be used on Cefas Endeavour Pelagic survey. This company are the only company that manufacture and modify the lights for our specific needs
CEFAS,25/08/2014, JOHN WILEY & SONS P,"£2,246.05",Open Access Article Publication Charge for Journal: Transboundary and Emerging Diseases; Article: Epidemiology and Economics Support Decisions About Freedom From Aquatic Animal Disease.
CEFAS,08/08/2014, UNIVERSITY OF ST A,£675.00,Distance Sampling training course for one person. The purpose of course was to model population densities of animals from sample transects - 19-22 August 2014
CEFAS,08/08/2014, Nomachine,£803.68,High performance computer cluster software for data analysis 
CEFAS,21/08/2014, Amazon EU,£706.18,Hard drives for delivering data to the Joint Nature Conservation Committee and Natural England for the Marine Protected Area programme
CEFAS,06/08/2014, WWW.WELSH-COTTAGES.,"£1,331.95",Accommodation for two people for two weeks during remote fieldwork
CEFAS,08/08/2014, STERNER AQUATECH U,£840.00,Dissolved oxygen meter to measure water quality in shore fish storage tanks
CEFAS,18/08/2014, AIR FRANCE  0575263,£828.06,Flight for one person from United Kingdom to United States to deliver keynote lecture at Atlantic and Gulf Shellfish conference in North Carolina plus a lecture in South Carolina
CEFAS,05/08/2014, BRITISH A   1258514,£989.06,Flight for one person from United Kingdom to Dubai for the Blue Technology Workshop and Business Development visits
CEFAS,12/08/2014, IADR-INTERN. A. FOR,£815.14,"Conference fee for one person for the International Symposium on Halogenated Persistent Organic Pollutants (Dioxin) 2014 in Madrid, Spain - To chair a special session on ""Sources, transport, bioaccumulation and fate of legacy and emerging organic pollutants in the marine environment: From coastal regions to the global oceans"" - 31 August-5 September 2014"
KEW,11/08/2014,WWW CANOPYANDSTARS CO UK,£510.00,"A Canopy and Stars voucher for a Grow Wild summer competition to drive engagement with the programme, and in particular, to incentivise sign up to our e-newsletter"
KEW,25/08/2014,HOTEL CC,"£1,951.85",Accommodation for three people to visit nurseries and growers to research and select plants in Holland for next spring’s Orchid Festival and the Temperate House Restoration Project.  
KEW,29/08/2014,UK PRINT PRICE,"£1,105.80","Conference bags, notebooks and mugs for the Flora of Thailand Conference. Funded from income received in registration fees for the conference"
JNCC,08/08/2014,Lochaline Dive Centre,£765.50,Full board accommodation for one person for ten days and Air Refills for dive survey
JNCC,25/08/2014,Aberdeen Journals Ltd,£885.60,Publication of  IT Support Officer job vacancy in press and journals
JNCC,13/08/2014,Asension Island Government,£969.00,Flight for one person to attend South Atlantic Regional Workshop on Ascension Island
JNCC,22/08/2014,ILX Group plc,"£1,445.99",PRINCE2 (Projects IN Controlled Environment) Foundation and Practitioner four days and exams for one person - 22-26 September 2014
JNCC,28/08/2014,WelcomEurope,"£1,548.55",Training fees for two people to attend a two day course on 'European Union funds 2014-20 from the European Commission: how to apply?'.  Includes training manual Euro funding Comprehensive Guide
NE,04/08/2014,GES LIMITED,£588.67,"Electricity cost for joint Defra agency stand at livestock show for two days, this is the total cost and will be split over six partners that attended the event"
NE,07/08/2014,IMPERIAL HOTEL,£504.00,"Subsistence costs for overnight bed, breakfast and evening meal for four people for one night for Board meeting"
NE,07/08/2014,INVESTEC ASSET FINANCE       ABINGDON     ,"£1,377.46",Postage costs and rental of franking machine - Worcester office -1 August-31 October 2014
NE,07/08/2014,PERTEMPS LTD,"£55,825.16",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£55,511.08",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£46,825.44",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£41,317.03",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£10,461.35",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£4,331.99",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,761.02",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,424.63",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,337.63",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,294.52",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,173.00",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£3,137.63",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£2,977.08",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£2,307.65",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,"£2,024.40",Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£959.22,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£859.94,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£823.78,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£818.53,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£813.29,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£812.72,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£799.69,Agency staff costs
NE,07/08/2014,PERTEMPS LTD,£771.31,Agency staff costs
NE,07/08/2014,PITBITZ LIMITED,£766.58,Final payment for three pop-up gazebos purchased for training event for farmers to reduce diffuse water pollution from agriculture under 'Catchment Sensitive Farming'
NE,07/08/2014,ROYAL MAIL GROUP,"£1,203.34",Postage costs - Newcastle office - 9 May-12 June 2014
NE,11/08/2014,PERTEMPS LTD,£788.76,Agency staff costs
NE,11/08/2014,PERTEMPS LTD,£742.03,Agency staff costs
NE,11/08/2014,PERTEMPS LTD,£612.94,Agency staff costs
NE,13/08/2014,AGRICENTRE,£936.36,Silage wrap and livestock feed
NE,13/08/2014,BVSC ENTERPRISE LIMITED,"£1,787.50",Staff training and subsistence costs for 20 people for two days for Senior Leadership Programme
NE,13/08/2014,HAYMARKET PUBLISHING SERVICES LTD,£660.00,14 day online advertisement for recruitment to External Field Unit
NE,13/08/2014,ROYAL MAIL GROUP,£688.23,Reduction of account balance relating to three years of Response Services (e.g. printing of free post envelopes)
NE,13/08/2014,WWW.GARSTONVETS.CO.UK,£521.39,Veterinary costs
NE,15/08/2014,EB  LANDSCAPES FOR LIF,£623.66,Staff training and subsistence costs for two people for two days for Landscape for Life conference
NE,15/08/2014,PURPLE GRIFFON LTD,"£1,428.00",Staff training and subsistence costs for two people for three days for Information Technology Infrastructure Library Service Operations
NE,19/08/2014,ARCO LTD,"£2,071.94",Staff training and subsistence costs for five people for one day for Breathing Apparatus training and 12 people for one day for Respirator Instruction training. Four face masks and equipment servicing also included.
NE,19/08/2014,FP LTD,"£1,266.72",Postage costs - July 2014-July 2015
NE,19/08/2014,FRANCOTYP,"£1,048.00",Franking machine Top-Up - Crewe office - 8 July 2014
NE,19/08/2014,THE MINERS ARMS,£514.50,Staff training and subsistence costs for 30 people for one day for Conservation Strategy and Innovation team meeting
NE,27/08/2014,CAMERAS UNDERWATER,£564.99,Underwater camera and housing
NE,27/08/2014,PALACE HOTEL TORQUAY,"£1,680.00",Staff training and subsistence for 21 people for one night for team meeting
NE,29/08/2014,BROADS AUTHORITY,"£1,690.00",Planning application fee for Hoveton Great Broad Project
EA,09/07/2014,RICHARD DEWICK TRANSPO," £1,312.96 ",Asphalt for Bridgewick pumping station access track repairs
EA,10/07/2014,SGI INDUSTRIES LTD," £1,220.82 ",Concrete repair mix (Grano crete) for structure repairs plus anti-bacterial hand wash
EA,22/06/2014,RS COMPONENTS," £1,152.00 ",Hilton Pumping Station - Mitsubishi human machine interface module for Tewkes tidal/evacuation sluices monitoring
EA,14/07/2014,GAMART ENGINEERING, £564.00 ,"Emergency repair to door of a flood warning site to stop any vandalism to site gauging equipment, plus repair to fencing as per safety report"
EA,21/07/2014,SPEEDY ASSET SRVCS, £522.00 ,Hire of three confined space gas monitors and a pack of gloves
EA,08/07/2014,HEALEY AND LORD, £622.80 ,Inflatable pipe stoppers for use in well flushing in gauging station wells
EA,25/07/2014,EAST ANGLIAN ELECTRICA, £618.00 ,Repairs to electro-fishing anodes and control boxes
EA,27/06/2014,MIDDLETON AGGREGATES L," £1,611.60 ",Eighty tonnes of screeded topsoil for flood bank repair at Holme
EA,24/07/2014,INFORM (UK) LTD," £1,335.60 ",Joint sealant and primer for new sea wall wave slabs for Eccles sea wall repair - Happisburgh to Winterton
EA,24/07/2014,POWER TOOLS UK, £644.38 ,110v drill to replace old drill for works on Eccles sea wall repair - Happisburgh to Winterton
EA,24/07/2014,SIG," £1,418.05 ","Reinforcement mesh, spacers and hychair for concreting sea wall toe for Eccles sea wall repair. Happisburgh to Winterton"
EA,09/07/2014,MIDDLETON AGGREGATES L, £932.64 ,Forty tonnes of reject gravel and stones for River Riffles and features on River Tat
EA,23/07/2014,WWW.CERTASENERGY.C, £570.31 ,Diesel for weedcutting boats and their activities on the River Bure 
EA,23/06/2014,CEMEX UK OPS EASTERN, £597.38 ,Concrete for cattle drinker to improve habitat and keep cattle out of the river
EA,26/06/2014,WOBURN CHEMICALS LTD," £1,334.76 ",Hydrogen Peroxide to support Ouse washes incident
EA,16/07/2014,BUMPKIN NOTTING HILL," £1,551.38 ",Dinner on the occasion of the departure of the Chairman for 27 people in London including Board members and Executive Directors as well as external guests
EA,30/06/2014,JEWSON LTD," £1,039.56 ","Fencing top rails for chestnut fencing on sea defences, used between Mablethorpe and Skegness"
EA,08/07/2014,Hilti (Gt. Britain) Lt, £522.00 ,New cordless angle grinder and accessories - replaced old end-of-life equipment.  Used by Field Team operatives to carry out work on defences and structures.
EA,27/06/2014,KASS STEEL STK HLDR LT, £930.24 ,Metal walkway and materials for repairing walkways on the intake screens at Short Ferry - health and safety works to replace corroded existing structure
EA,01/07/2014,KASS STEEL STK HLDR LT," £1,052.34 ","Steel handrailing for Buck Beck outfall, Cleethorpes"
EA,30/06/2014,DRUCK LTD, £609.60 ,Calibration costs for the service/calibration of pressure flood warning instrument calibrators
EA,30/06/2014,SGI INDUSTRIES LTD," £1,244.39 ",One hundred aerosols of bite and sting relief for Essex Field Team members
EA,07/07/2014,SGI INDUSTRIES LTD," £1,962.00 ",One hundred bottles of insect repellent for Essex Field Team members
EA,22/07/2014,SGI INDUSTRIES LTD, £673.19 ,Black heavy-duty sacks for  Essex team members
EA,23/07/2014,HIRESTATION, £624.00 ,Service charge for recalibrating eight gas detectors
EA,01/07/2014,OXBORROW ENGINEERING, £603.60 ,Metal mesh panels for site safety at Boxted and safety box for Lower Lower Basin Sluice
EA,03/07/2014,WWW.LEBOAT.CO.UK, £836.00 ,Yearly mooring fees for River Bure Broads sampling boat
EA,23/07/2014,CITY ELECTRICAL FA," £1,146.35 ",Replacement category 2 light fittings - special design for explosive areas.  Original fittings damaged during tidal surge.
EA,11/07/2014,RESOURCE ENGINEERING S, £526.37 ,"Four boxes of nine wypall wipes for use both in the office and in all operational vehicles for general cleaning and any spillages, plus 24 bottles of five-litre screen wash for use in operational vehicles only"
EA,15/07/2014,LINCOLN SECURITY LTD, £763.97 ,Uttons Drove Project - to secure lock gates on all access ramps to stop public from riding horses/quads etc. and damaging the flood banks
EA,15/07/2014,PEACOCK & BINNINGT," £1,124.60 ","Purchase of tools and equipment required for use by operatives - one hedge trimmer, one earth auger and one shaft extension for auger"
EA,23/07/2014,WALSALL ELECTRICAL DIS, £521.69 ,Replacement flood lighting at the Till Washlands
EA,04/07/2014,RS COMPONENTS, £528.00 ,South Ferriby Sluices uninterruptible back-up power supply to maintain tidal sluices operation
EA,23/07/2014,WHITBY HYDRAULICS LTD, £942.00 ,Short Ferry Coarse weedscreen hydraulic ram repair
EA,22/07/2014,TNT UK LTD, £971.69 ,Collection and delivery of 52 consignments of samples from National Laboratory
EA,09/07/2014,TNT UK LTD, £574.97 ,Collection and delivery of 38 consignments of samples from National Laboratory
EA,03/07/2014,TNT UK LTD, £554.30 ,Collection and delivery of 38 consignments of samples from National Laboratory
EA,11/07/2014,IET SERVICES LTD, £673.02 ,"Hire of four rooms and equipment, plus lunch for seven people carrying out assessments for Executive Co-ordination Manager roles"
EA,11/07/2014,IET SERVICES LTD, £828.00 ,"Hire of give rooms and equipment, plus lunch for ten people carrying out assessments for Executive Co-ordination Manager roles"
EA,11/07/2014,IET SERVICES LTD, £828.00 ,"Hire of give rooms and equipment, plus lunch for ten people carrying out assessments for Executive Co-ordination Manager roles"
EA,23/07/2014,WWW.NEOPOST.CO.UK, £515.00 ,"Credits for franking machine at Goldcrest House, Surrey "
EA,11/07/2014,ENVIRONMENTAL MONITORI, £740.84 ,Spare parts for Isco autosampler for use at Fobney Mead laboratory and sites across the UK
EA,23/07/2014,HACH LANGE LTD, £876.00 ,Chemicals for laboratory calibration work to maintain water quality monitoring equipment
EA,04/07/2014,AT ENGINEERING, £678.00 ,Base for water quality monitoring equipment at Carpenters Road on the River Lee
EA,21/07/2014,AT ENGINEERING, £534.60 ,Modifications to the water quality monitoring kiosks at Carpenters Road on the River Lee
EA,21/07/2014,AT ENGINEERING, £534.60 ,Modifications to the water quality monitoring kiosks at Lee Bridge Weir on the River Lee
EA,10/07/2014,BRITTANIA LEATHERBARRO, £525.36 ,"Off-site storage of essential documents for various departments at Rivers House, Blandford"
EA,04/07/2014,COMFORT INNS, £600.00 ,Accommodation for four people for one night attending a Business Analysis and Management Information meeting
EA,17/07/2014,INSYS MICRO ELECTRONIC," £2,896.80 ",Ten GSM (Global System for Mobile communications) routers for installation of cameras at trash screen sites in Cumbria and Lancashire
EA,11/07/2014,PPL AUSTIN COURT, £604.80 ,"Room hire, lunch and refreshments for 21 people attending Water Quality Technical Team meeting"
EA,01/07/2014,OLD JOINT STOCK, £574.00 ,Room hire plus evening meal for 31 people attending Flood Coastal Risk Management Team Leaders strategic overview meeting in Birmingham
EA,03/07/2014,STREET WORKS TEAM, £950.00 ,Application for temporary road closure of footpath for  Whittlesey Washes
EA,17/07/2014,ROCHESTER HOTEL," £1,124.91 ",Accommodation for nine people for one night in advance of national Environment Agency-Coastal Group Chairmen liaison meeting at Defra
EA,04/07/2014,PERSONNEL HYGIENE SERV, £660.00 ,Disposal of redundant smoke detectors equipped with radioactive elements
EA,21/07/2014,ARUN DC ELMS, £975.00 ,"Planning application for the welfare unit project at Ford Depot.  The project is to install welfare facilities, with toilet, kitchen and drying room for the operations team based on site."
EA,04/07/2014,SYM SECURE SITE SSL, £949.00 ,Two-year license to secure web portal for Geomatics Network
EA,15/07/2014,WWW.FURNITUREATWORK.CO," £1,740.00 ",Ten workbench/storage units in Fisheries storage building to comply with health and safety audit at Orchard House
EA,18/07/2014,CBR ELECTRICAL SUPPLIE," £1,861.20 ",Orchard House - replacement LED light fittings to replace failed units that are beyond repair
EA,25/07/2014,WWW.NEOPOST.CO.UK, £618.00 ,Orchard House - credit for franking machine
EA,03/07/2014,THAMES RESTEK UK LTD, £620.64 ,Inlet liners - consumable part used in gas chromatograms for analysis of organic determinands in fresh waters and final effluents
EA,18/07/2014,ARMADA HOUSE, £588.00 ,Venue and equipment hire plus lunch and refreshments for eighteen people attending Evidence Leadership Team Meeting
EA,27/06/2014,LINCOLN SECURITY LTD, £675.36 ,Ten long-shackle padlocks for Hydrometry and Telemetry department at Brampton
EA,01/07/2014,EEF WOODLAND GRANGE, £970.92 ,Room hire plus lunch for 45 people attending an Environment and Business Strategic Reviews Response Programme Support Workshop
EA,02/07/2014,BVSC ENTERPRISE LIMITE, £936.00 ,Room hire plus lunch for thirty people attending a Planning and Performance Programme Managers Meeting
EA,11/07/2014,WWW.FPMAILING.CO.UK," £1,572.00 ",Re-credit the franking machine in the Post Room at Sentinel House
EA,01/07/2014,WAVENEY DISTRICT C, £559.00 ,24 nights' harbour dues and mooring fees for survey boat undertaking fieldwork - hydrographic survey
EA,03/07/2014,WWW.NEOPOST.CO.UK," £1,030.00 ",Postage for franking machine at Ghyll Mount
EA,27/06/2014,WORLD OF TRAVEL, £502.03 ,"Room and equipment hire plus lunch and refreshments for twelve people attending a joint Environment Agency, Defra and International Business Machines (IBM) Commercial Workshop"
EA,09/07/2014,NCVO, £619.88 ,"Meeting room and equipment hire plus lunch and refreshments for sixteen people attending Assessing, Capturing and Utilising Methane from Closed and Non-operational landfill (ACUMEN) project meeting"
EA,10/07/2014,SPECIALIZED WELD," £1,500.00 ","Fabrication of benthic survey equipment (hopper and sieve shoot), to allow safe sediment sorting into different size classes"
EA,02/07/2014,ARMADA HOUSE, £556.92 ,Room and equipment hire plus lunch and refreshments for eighteen people attending Flooding and Communities Team meeting
EA,17/07/2014,SRCL LTD, £680.62 ,Incineration of fish waste - May 2014
EA,17/07/2014,SRCL LTD, £680.62 ,Incineration of fish waste - June 2014
EA,17/07/2014,SRCL LTD, £680.62 ,Incineration of fish waste - July 2014
EA,17/07/2014,DIGITALID.CO.UK, £989.40 ,Six thousand white plastic cards used for issuing trapping and netting authorisation tags
EA,01/07/2014,NLI SHAREFILE," £3,366.27 ",Monthly service charge for Sharefile file sharing system
EA,11/07/2014,COTSWOLD SEEDS LTD," £1,329.00 ",Grass seed for bank repair work on the River Mersey at Sale park
EA,30/06/2014,THISTLE DESIGN MMC, £745.20 ,Shaft encoder weights and floats for shaft encoders for Central and Southern team use
EA,23/07/2014,ADLER & ALLAN LTD, £678.00 ,Charges for annual inspection of diesel tank at Teesdale House Depot
EA,26/06/2014,DESURVEY PLC, £806.56 ,Temporary staff
EA,10/07/2014,DESURVEY PLC, £693.72 ,Temporary staff
EA,03/07/2014,DESURVEY PLC, £818.27 ,Temporary staff
EA,17/07/2014,DESURVEY PLC, £865.06 ,Temporary staff
EA,03/07/2014,DESURVEY PLC, £702.07 ,Temporary staff
EA,24/07/2014,DESURVEY PLC, £748.04 ,Temporary staff
EA,01/07/2014,FARNELL INTERNET, £687.92 ,Replacement lead acid batteries for on-site battery-backed power supplies
EA,17/07/2014,DESURVEY PLC," £1,060.40 ",Temporary staff
EA,10/07/2014,DESURVEY PLC," £1,004.59 ",Temporary staff
EA,26/06/2014,ARCO LTD, £643.74 ,Part of respirator unit used to clean up minor chemical spills safely
EA,21/07/2014,JACKSONS FENCING," £2,447.22 ","Bow top double gates and four fence panels to be installed after clearance work on the Yeading Brook, Slough to provide permanent safe access into the site for inspection and trash clearance"
EA,17/07/2014,ASD METAL SERVICES, £636.10 ,"Galvanised steel tubing and fittings for the erection of a safety handrail, approximately thirty metres in length, at a weedscreen site on the River Rythe at Molesey"
EA,01/07/2014,ASD METAL SERVICES, £507.20 ,"Four chequer plates and six folded step plates for step and walkway improvements at Cobham Mill Weir, River Mole"
EA,24/07/2014,ASD METAL SERVICES," £1,629.75 ",Three radial gate skin plates to suit existing gate frames at Penton Hook Weir site on the River Thames
EA,24/07/2014,PORTMERE RUBBER LTD," £1,964.47 ","Seven three-metre lengths of neoprene seals and three tubes of jointing sealant to replace worn seals on the vertical flood gates at Fieldes Weir, River Lee"
EA,01/07/2014,KNOWLTON & NEWMAN," £2,199.05 ",Dartford Creek Barrier - installation and commissioning of new sensor
EA,08/07/2014,FAIRFIELD CONTRACT," £3,592.80 ",Supply and fitting of new treads including yellow edging and sheets fitted to landings - Thames Barrier South Abutment
EA,30/06/2014,GLADE PEST CONTROL SER," £2,442.00 ","Pest control services at sites showing evidence of pest damage on the flood defence structure. Failure to respond means that the structure could fail, resulting in serious damage to the environment, property or even human life."
EA,23/07/2014,DARCY PRODUCTS LTD," £2,718.31 ",Pollution clean-up materials for incident response in Hertfordshire and North London
EA,14/07/2014,BRADSTOCK POWER TOOLS," £1,738.76 ","Purchase of Husqvarna lawn mower, two-stroke mixer petrol cans and additional spouts, heavy-duty brushcutter cord, chainsaw chains, guidebars, faceguards and visors, all for routine maintenance on watercourses"
EA,05/07/2014,DORMAR PRODUCTS," £4,127.70 ",Lightweight aluminium access steps and handrails purchased to improve access/egress where possible and also provide access/egress where none exists at all which improves health and safety
EA,23/07/2014,HEAVYHAUL /CHELMSF, £795.60 ,Flatbed lorry to transport weed rake and weed cutting  boat for training
EA,23/07/2014,HEAVYHAUL /CHELMSF, £795.60 ,Flatbed lorry to transport weed rake and weed cutting  boat for training
EA,23/07/2014,HEAVYHAUL /CHELMSF, £795.60 ,Flatbed lorry to transport weed rake and weed cutting  boat for training
EA,23/07/2014,HEAVYHAUL /CHELMSF, £795.60 ,Flatbed lorry to transport weed rake and weed cutting  boat for training
EA,11/07/2014,SURVITEC GRIMSBY, £733.80 ,Fifty spare auto capsules for lifejackets for field staff in the West Thames area
