,2009,2008,2007,2006,,,,,,,,,,
London,60.50%,61.11%,63.30%,63.26%,,,,,,,,,,
Midlands & East,7.30%,6.66%,5.69%,5.87%,,,,,,,,,,
Northern England,15.30%,17.40%,17.31%,17.56%,,,,,,,,,,
Southern England,10.50%,10.20%,9.59%,8.94%,,,,,,,,,,
Scotland,3.60%,2.50%,2.57%,2.62%,,,,,,,,,,
Wales,2.20%,1.71%,1.30%,1.53%,,,,,,,,,,
Northern Ireland,0.60%,0.32%,0.25%,0.22%,,,,,,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.15: Volume of out-of-London production,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2009,2008,2007,2006,,,,,,,,,,
London,62.70%,64.61%,64.26%,66.00%,,,,,,,,,,
Midlands & East,9.50%,8.88%,4.44%,4.83%,,,,,,,,,,
Northern England,11.30%,12.70%,17.92%,14.54%,,,,,,,,,,
Southern England,11.40%,11.00%,10.79%,12.01%,,,,,,,,,,
Scotland,3.30%,1.83%,1.68%,1.62%,,,,,,,,,,
Wales,1.70%,0.91%,0.74%,0.86%,,,,,,,,,,
Northern Ireland,0.18%,0.14%,0.17%,0.15%,,,,,,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.16: Breakdown of expenditure on production by broadcaster,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2006,2007,2008,2009,,2006,2007,2008,2009,,,,,
London,67.58%,67.37%,65.14%,62.30%,,54.36%,55.66%,50.06%,55.30%,,,,,
Midlands & East,5.15%,4.10%,3.80%,3.80%,,8.43%,9.23%,13.43%,14.40%,,,,,
Northern England,9.74%,10.20%,8.90%,8.20%,,30.75%,29.38%,31.00%,25.50%,,,,,
Southern England,10.53%,11.95%,14.24%,14.00%,,4.60%,3.66%,4.01%,4.10%,,,,,
Scotland,3.46%,3.33%,3.72%,6.10%,,1.67%,1.96%,1.42%,0.60%,,,,,
Wales,3.22%,2.62%,3.54%,4.40%,,0.00%,0.00%,0.08%,0.09%,,,,,
Northern Ireland,0.33%,0.43%,0.62%,1.20%,,0.19%,0.10%,0.01%,0.00%,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.17: Breakdown of production volume, by broadcaster",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2006,2007,2008,2009,,2006,2007,2008,2009,,,,,
London,69.93%,68.05%,66.46%,64.70%,,49.70%,46.88%,49.70%,48.00%,,,,,
Midlands & East,5.85%,5.79%,5.58%,5.50%,,4.19%,2.89%,21.00%,25.50%,,,,,
Northern England,9.66%,6.60%,5.73%,5.10%,,26.03%,43.73%,24.35%,20.50%,,,,,
Southern England,9.96%,14.59%,16.96%,15.70%,,19.26%,5.97%,4.35%,5.70%,,,,,
Scotland,2.87%,3.18%,3.40%,6.50%,,0.59%,0.44%,0.33%,0.15%,,,,,
Wales,1.46%,1.45%,1.54%,2.20%,,0.00%,0.00%,0.17%,0.18%,,,,,
Northern Ireland,0.26%,0.35%,0.26%,0.40%,,0.22%,0.09%,0.03%,0.00%,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.18: Non-network output in Wales, 2005-2009",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,BBC non-network output in Wales,,,,,,ITV non-network output in Wales,,,,,,,
,2005,2006,2007,2008,2009,,2005,2006,2007,2008,2009,,,
News,445,424,393,365,368,,287,278,270,279,266,,,
Current Affairs,55,54,64,49,52,,41,41,38,40,39,,,
Other,324,343,311,302,276,,169,168,173,158,35,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
Note: Figures exclude repeats ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.19: ITV Wales performance against original production quotas,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,
Quota,65%,65%,65%,65%,,85%,85%,85%,85%,,,,,
Achieved 2009,81%,80%,83%,80%,,92%,95%,95%,95%,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.20: ITV Wales performance against the independent quota ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,
Quota,25%,25%,25%,25%,,,,,,,,,,
Achieved 2009,40%,45%,50%,45%,,25%,28%,29%,28%,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.21 Proportion of repeats broadcast by ITV Wales, 2009 ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STV,ITV Wales,UTV,ITV Network ,,STV,ITV Wales,UTV,ITV Network ,,,,,,
30%,32%,29%,33%,,13%,9%,9%,9%,,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.22,,,,,,,,,,,,,,
Take-up digital TV,,,,,,,,,,,,,,
,UK,Wales,England,Scotland,N Ireland,,Wales urban,Wales rural,,SE Wales,SW Wales,North/ Mid Wales,,
DTV,92,97,92,91,87,,97,99,,94,99,100,,
,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,
"Base: All adults aged 15+ with a TV in household (n = 8858 UK, 1060 Wales, 5600 England, 1452 Scotland, 746 Northern Ireland, 796 Wales urban, 264 Wales rural, 340 South East Wales, 356 South West Wales, 364 North/ Mid Wales)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.23,,,,,,,,,,,,,,
Main TV set share by platform,,,,,,,,,,,,,,
TV by platform / no TV in home,UK,Wales,England,Scotland,Northern Ireland,,Urban Wales,Rural Wales,,South East Wales,South West Wales,North / Mid Wales,,
Satellite TV (pay or free),39,45,38,39,43,,43,52,,40,46,52,,
Freeview (pay of free),35,41,35,37,28,,40,43,,37,41,45,,
Cable TV,15,8,15,13,12,,10,2,,14,9,0,,
DTV via broadband DSL line,1,2,1,1,1,,2,2,,2,1,2,,
Only terrestrial TV (channels 1-4/1-5),6,1,6,7,13,,2,0,,3,1,0,,
No TV in home,2,2,2,2,2,,2,0,,3,1,1,,
QH1a. And which of these do you consider is your main type of television?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Wales, 5709 England, 1468 Scotland, 761 Northern Ireland, 810 Wales urban, 265 Wales rural, 348 South East Wales, 360 South West Wales, 367 North/ Mid Wales)Note: Figures may not add to 100% due to rounding, also an element of survey respondents who may own a digital TV platform but still selected terrestrial TV as their primary viewing platform.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.24,,,,,,,,,,,,,,
Proportion of homes with free and pay television,,,,,,,,,,,,,,
,UK,Wales,England,Scotland,N Ireland,,Wales urban,Wales rural,,SE Wales,SW Wales,North/ Mid Wales,,
Free,46,47,46,48,45,,47,49,,46,44,51,,
Pay,54,53,54,52,55,,53,51,,54,55,49,,
,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,
"Base: All adults aged 15+ with a TV in household (n = 8858 UK, 1060 Wales, 5600 England, 1452 Scotland, 746 Northern Ireland, 796 Wales urban, 264 Wales rural, 340 South East Wales, 356 South West Wales, 364 North/ Mid Wales)",,,,,,,,,,,,,,
"QH1a. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fig 2.25,"Share of the five terrestrial networks, all homes, 2009",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,BBC1,BBC2,ITV1,C4 (+ S4C),Five,,,,,,,,,
UK,20.90%,7.50%,17.80%,6.80%,4.90%,,,,,,,,,
London,19.60%,7.20%,15.00%,6.90%,4.90%,,,,,,,,,
Midlands,20.90%,7.50%,18.30%,6.60%,5.60%,,,,,,,,,
North West,19.30%,6.40%,19.60%,6.70%,4.60%,,,,,,,,,
Yorkshire,20.40%,7.80%,19.50%,7.30%,4.90%,,,,,,,,,
North East,20.70%,7.30%,18.70%,6.70%,5.00%,,,,,,,,,
Scotland,19.70%,6.40%,17.10%,6.80%,6.00%,,,,,,,,,
Meridian,23.30%,8.10%,17.60%,6.60%,3.60%,,,,,,,,,
East of England,22.50%,9.30%,17.50%,7.50%,4.30%,,,,,,,,,
South West,26.20%,8.60%,17.90%,6.90%,4.30%,,,,,,,,,
N. Ireland,19.10%,6.90%,20.80%,7.40%,4.50%,,,,,,,,,
Border,14.40%,5.00%,23.20%,7.00%,4.90%,,,,,,,,,
West,23.80%,8.30%,16.40%,6.90%,5.00%,,,,,,,,,
Wales,22.30%,7.40%,17.60%,5.30%,4.40%,,,,,,,,,
,,,,,,,,,,,,,,
Source: BARB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fig 2.26,"Reduction in combined share of the main PSB channels, 2004 - 2009",,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Scotland,Meridian,East of England,South West,N. Ireland,Border,West,Wales
Share of the main PSB channels in 2009,58,54,59,57,60,58,56,59,61,64,59,54,60,57
Share loss since 2004,16,16,17,18,17,16,19,16,11,18,9,18,15,12
,,,,,,,,,,,,,,
Source: BARB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.27,"Net change in the audience share of the main PSB channels and the PSB portfolio channels in multichannel homes, 2004 – 2009",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Scotland,Meridian,East of England,South West,N. Ireland,Border,West,Wales
Change in total share of five main PSB channels since 2004,-1.9,-2.5,-1.6,-4.2,0.6,-1.5,-4.3,-3.8,1.4,-4.3,1.8,-1.1,2.3,-2.4
Change in total share of the PSB portfolio channels since 2004,8.9,10.1,9.3,9,8.7,10.3,10.5,8.3,7.4,10.2,8.4,8.9,7.2,8.6
,,,,,,,,,,,,,,
Source: BARB. ,,,,,,,,,,,,,,
Note: PSB portfolio channels include all PSB channels except for the main channels.,,,,,,,,,,,,,,
"Note: Labels refer to the ITV region where the audiences are resident, as defined by BARB",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fig 2.28,"Combined total hours of viewing per person of early evening regional/national news bulletins, all homes, 2004 to 2009",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,UK,Scotland,Wales,N.Ireland,,,,,,,,,,
2004,19.8,22.9,21.3,23.3,,,,,,,,,,
2005,18.7,21,19.4,22.6,,,,,,,,,,
2006,17.4,20.3,16.9,22.9,,,,,,,,,,
2007,18.1,21.9,17.4,24.1,,,,,,,,,,
2008,18.2,22.4,17.3,23.6,,,,,,,,,,
2009,17.9,22,16.8,20.6,,,,,,,,,,
,,,,,,,,,,,,,,
Source: BARB ,,,,,,,,,,,,,,
"Note: Analysis done on genre Regional News, start time 17:55-18:35, 10mins+ duration, channels BBC1 and ITV1 combined, M-F",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fig 2.29,"BBC One and ITV1/STV/UTV/ITV1 Wales early evening news bulletin shares, 2009",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,UK,London,Midlands,North West,Yorkshire,North East,Meridian,East of England,South West,Border,ITV West,,,
2004,19.8,12.2,19.7,18.7,20.4,20.9,20.5,20.2,26.5,22.6,16.6,,,
2003,19.1,12.5,18.7,16.8,20.2,17.6,20.3,20,24.2,21.9,18.9,,,
2005,18.7,11.3,17.9,18.7,18.9,19.6,21.3,22.6,23.8,20.9,14.2,,,
2006,17.4,9.6,16.3,17.1,17.1,18,17.5,20.3,22,18.8,14.3,,,
2007,18.1,9.8,17.5,16.9,19.2,19.1,18.3,21.3,22.4,19.7,13.7,,,
,,,,,,,,,,,,,,
2009,17.9,10.8,17.2,15.9,19.9,19.7,18.7,19.2,22.8,20.3,17.1,,,
2008,18.2,10.2,17.2,17,19.9,19.7,19.3,19.5,23.4,20.2,16.6,,,
,,,,,,,,,,,,,,
Source: BARB ,,,,,,,,,,,,,,
"Note: Analysis done on genre Regional News, start time 17:55-18:35, 10mins+ duration, channels BBC1 and ITV1 combined, M-F",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fig 2.30,"Sources of local news in each nation, 2009% of respondents",,,,,,,,,,,,,
,,,,,,,,,,,,,,
  ,  UK, England, Scotland,  Wales, N Ireland,,,,,,,,,
Television,49%,48%,64%,44%,50%,,,,,,,,,
Any newspaper,22%,24%,17%,12%,15%,,,,,,,,,
Radio,11%,10%,7%,16%,20%,,,,,,,,,
Talking to people,7%,6%,6%,7%,9%,,,,,,,,,
Internet ,5%,5%,3%,3%,1%,,,,,,,,,
Other,2%,2%,0%,5%,1%,,,,,,,,,
Do not get/watch news,2%,2%,1%,8%,1%,,,,,,,,,
Don't know,1%,1%,0%,3%,1%,,,,,,,,,
,,,,,,,,,,,,,,
Source: Ofcom Media Tracker Survey 2009 ,,,,,,,,,,,,,,
"Base: All adults 15+. n = 2044 (UK), 1713 (Eng) 180 (Sc), 113 (Wa), 108 (NI)",,,,,,,,,,,,,,
Only responses ? 5% labelled ,,,,,,,,,,,,,,
