Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,CORPORATE PROJECT OFFICE,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204745,17.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,24 HOUR SUBSISTENCE ALLOWANCE,CORPORATE PROJECT OFFICE,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000204874,25.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2013,HOTEL ACCOMMODATION,CORPORATE PROJECT OFFICE,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000204874,51.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2013,FARES - RAIL,CORPORATE PROJECT OFFICE,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000204938,159.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,OPRTNL GOODS&SERV-ELEC MNTRING,ENVIRONMENTAL SCIENTIFICS,0000200756,320.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,OPRTNL GOODS&SERV-ELEC MNTRING,ENVIRONMENTAL SCIENTIFICS,0000200756,320.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/06/2013,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NATIONAL COAL MINING MUSE,0000201212,3075.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,ENTECH USB LIMITED,0000202317,497.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2013,IT-APPLICATIONS MANAGEMENT,ENVIRONMENT,ICT-SOFTWARE,CONJECT LIMITED,0000202664,396.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2013,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000202722,2359.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/08/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000203099,6778.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203122,947.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203124,417.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203124,4412.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203124,99.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203126,1022.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000203484,3334.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2013,CONSULTANTS OPERATIONS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000203485,67.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2013,M/W LANDSCAPING,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,LOWTHER FORESTRY GROUP LI,0000203789,1568.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2013,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000203795,8909.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVI,0000203805,11474.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/06/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203828,604.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203829,367.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/04/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203830,383.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/03/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203831,346.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203832,374.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/01/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203833,515.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/09/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000203834,378.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203855,1848.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/09/2013,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203857,6959.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W WATER CHARGES,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203864,1033.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,LIABILITY SITE COSTS,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203865,5355.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203865,5355.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203866,8418.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203868,10915.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,LIABILITY SITE COSTS,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203869,9908.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203870,6417.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203871,155.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203871,915.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203871,2927.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203871,2951.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203872,525.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203872,1882.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203872,156.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203872,99.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2013,M/W CNTRCTR-OPRTNL MNTLY TSKS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000203872,287.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,749.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,1887.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,4720.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,786.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,786.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203873,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,786.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,209.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,39.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,39.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,2516.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000203874,629.12
