Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,BVACOP,Extended Description
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.00,ESPO,437615,Cultural & Related Services,Office Stationery,40204,Sports Development, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.20,ESPO,437615,Cultural & Related Services,Office Stationery,40204,Sports Development, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,20.90,ESPO,437615,Environment Team Leader,Equipment Purchase,40003,Environmental Services, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,10.88,ESPO,437615,Environment Team Leader,Equipment Purchase,40003,Environmental Services, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,10.95,ESPO,437615,Waste Services Manager,Office Stationery,40204,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.05,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.55,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,147.56,ESPO,437615,Horncastle Pool Manager,Cleaning Materials,20701,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.24,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,6.64,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.29,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.29,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,8.13,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,4.40,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.50,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,19.96,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Outdoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,14.95,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,33.20,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,15.80,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,4.43,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,5.39,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.00,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.30,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,0.49,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.10,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.25,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.82,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.84,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.85,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.50,ESPO,437615,Housing Support TL,Office Stationery,40204,Housing Support, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.85,ESPO,437615,TL Partnerships & Grants,Office Stationery,40204,"Statement of Accts, BVPP etc", 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.17,ESPO,437615,TL Partnerships & Grants,Office Stationery,40204,Community Safety/CCTV, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.70,ESPO,437615,TL Partnerships & Grants,Office Stationery,40204,Community Safety/CCTV, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.55,ESPO,437615,Housing Support TL,Office Stationery,40204,Housing Support, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,20.30,ESPO,437615,TL Partnerships & Grants,Office Stationery,40204,Community Safety/CCTV, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,2.24,ESPO,437615,TL Partnerships & Grants,Office Stationery,40204,"Statement of Accts, BVPP etc", 
