Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,M&C SAATCHI (UK) Limited,62263,12660.00,2
DCMS,ODA,03-Oct-2011,Consultants,South Park Project Supervisor - Atkins,Atkins Limited,62447,26130.28,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62447,5226.06,2
DCMS,ODA,03-Oct-2011,Consultants,South Park Project Supervisor - Atkins,Atkins Limited,62447,-26130.28,3
DCMS,ODA,03-Oct-2011,Consultants,South Park Project Supervisor - Atkins,Atkins Limited,62447,26130.23,4
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62447,-0.01,5
DCMS,ODA,03-Oct-2011,Consultants,CPSS Technical Assurance,Ove Arup & Partners Limited,62464,77305.38,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62464,15461.08,2
DCMS,ODA,03-Oct-2011,Consultants,ODA systems Integration staff,Ove Arup & Partners Limited,62466,42714.31,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62466,8542.86,2
DCMS,ODA,03-Oct-2011,Consultants,SI Arup from 1 April 2009,Ove Arup & Partners Limited,62468,27342.53,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62468,5468.51,2
DCMS,ODA,03-Oct-2011,Consultants,Systems Support Activities,EDAW Limited,62530,28565.84,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,62530,5713.16,2
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62555,1879534.02,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,62555,375906.80,2
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62555,-1879534.02,3
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62555,1879534.02,4
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62556,23600.52,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,62556,4720.10,2
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62556,-23600.52,3
DCMS,ODA,03-Oct-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,62556,23600.52,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Archaeology,Wessex Archaeology Ltd,62566,31653.61,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Wessex Archaeology Ltd,62566,6330.72,2
DCMS,ODA,03-Oct-2011,Consultants,Construction tech Support - SBH South Park,Ove Arup & Partners Limited,62639,93757.37,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62639,18751.47,2
DCMS,ODA,03-Oct-2011,Consultants,SBH SP - Engineering Mgt South Park (post 01/04/07),Ove Arup & Partners Limited,62640,61254.39,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62640,12250.88,2
DCMS,ODA,03-Oct-2011,Consultants,SBH NP - Engineering Mgt  NP ( post 01/04/07),Atkins Limited,62688,55453.97,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62688,11090.79,2
DCMS,ODA,03-Oct-2011,Consultants,Construction Tech Support - SBH North Park,Atkins Limited,62698,43484.15,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62698,8696.83,2
DCMS,ODA,03-Oct-2011,Consultants,Employers Rep Contract,Turner & Townsend Ltd,62737,30124.25,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Turner & Townsend Ltd,62737,6024.85,2
DCMS,ODA,03-Oct-2011,Filming & Photography,Media Filming,SMS Media,62741,23394.00,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,SMS Media,62741,4678.80,2
DCMS,ODA,03-Oct-2011,Construction contractor,Water Polo Pools,A&T Europe SpA,62742,31860.00,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Internal bussing - PMS Managed,E and HCT Ltd,62744,250263.00,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,E and HCT Ltd,62744,50052.60,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Internal bussing - PMS Managed,E and HCT Ltd,62744,-250263.00,3
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Internal bussing - PMS Managed,E and HCT Ltd,62744,250263.00,4
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,E and HCT Ltd,62744,-50052.60,6
DCMS,ODA,03-Oct-2011,Site security,Guarding - G4S,G4S Security Services (UK) Limited,62805,2444982.62,1
DCMS,ODA,03-Oct-2011,Site security,Village Access Control Costs,G4S Security Services (UK) Limited,62805,19715.53,2
DCMS,ODA,03-Oct-2011,Site security,Water Polo Guarding,G4S Security Services (UK) Limited,62805,15064.10,3
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Security Services (UK) Limited,62805,495952.45,4
DCMS,ODA,03-Oct-2011,Construction contractor,Aquatic Centre Balfour Beatty M&E works,Balfour Beatty Construction Ltd,62806,305392.00,1
DCMS,ODA,03-Oct-2011,Construction contractor,Aquatic Centre Balfour Beatty Specialist & Consultants works,Balfour Beatty Construction Ltd,62806,122525.00,2
DCMS,ODA,03-Oct-2011,Construction contractor,Aquatic Centre Balfour Beatty Building works,Balfour Beatty Construction Ltd,62806,227495.00,3
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Construction Ltd,62806,131082.40,4
DCMS,ODA,03-Oct-2011,Construction contractor,BAM Nuttall Prelims North Park,BAM Nuttall Ltd,62807,2057415.00,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,BAM Nuttall Ltd,62807,411483.00,2
DCMS,ODA,03-Oct-2011,Other Professional Fees,Waterborne Passenger Transport Capex,Collins River Enterprises Ltd T/A Thames Clippers,62829,26000.00,1
DCMS,ODA,03-Oct-2011,Consultants,SBH NP - Engineering Mgt  NP ( post 01/04/07),Atkins Limited,62844,81921.73,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62844,16384.35,2
DCMS,ODA,03-Oct-2011,Designers,TID FW & WW - Atkins,Atkins Limited,62885,7505.90,1
DCMS,ODA,03-Oct-2011,Designers,TID DCR & HJ - Arup,Atkins Limited,62885,9342.16,2
DCMS,ODA,03-Oct-2011,Designers,EM - Atkins,Atkins Limited,62885,9263.56,3
DCMS,ODA,03-Oct-2011,Designers,Temporary Bridge Inspection,Atkins Limited,62885,449.85,4
DCMS,ODA,03-Oct-2011,Designers,SBH - Lifeline Works,Atkins Limited,62885,2620.00,5
DCMS,ODA,03-Oct-2011,Designers,EM - Atkins,Atkins Limited,62885,25052.47,6
DCMS,ODA,03-Oct-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,62885,6008.74,7
DCMS,ODA,03-Oct-2011,Designers,TID EL - Atkins,Atkins Limited,62885,3310.28,8
DCMS,ODA,03-Oct-2011,Designers,SBH - Lifeline Works,Atkins Limited,62885,17992.87,9
DCMS,ODA,03-Oct-2011,Designers,Temporary Bridge Inspection,Atkins Limited,62885,4347.08,10
DCMS,ODA,03-Oct-2011,Designers,TID SD & C - Atkins,Atkins Limited,62885,1916.43,11
DCMS,ODA,03-Oct-2011,Designers,"Atkins works in connection with TW 42"" mains repairs",Atkins Limited,62885,5187.59,12
DCMS,ODA,03-Oct-2011,Designers,SBH - Lifeline Works,Atkins Limited,62885,3103.66,13
DCMS,ODA,03-Oct-2011,Designers,TID SD CP - Detailed Design Plan of Zone 4,Atkins Limited,62885,8078.53,14
DCMS,ODA,03-Oct-2011,Consultants,EM - Atkins,Atkins Limited,62885,2278.84,15
DCMS,ODA,03-Oct-2011,Designers,Nth Retail L/L north CAPEX - CPSS,Atkins Limited,62885,411.85,16
DCMS,ODA,03-Oct-2011,Designers,Nth Retail L/L north CAPEX - CPSS,Atkins Limited,62885,801.29,17
DCMS,ODA,03-Oct-2011,Consultants,EM - Atkins,Atkins Limited,62885,17.36,18
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62885,21537.69,19
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,WM - Infrastructure to WCC Complex,Fitzpatrick Contractors Ltd,62886,38000.00,1
DCMS,ODA,03-Oct-2011,Construction contractor,SBH - Logistics,Fitzpatrick Contractors Ltd,62886,632266.99,2
DCMS,ODA,03-Oct-2011,Construction contractor,SBH - Lifeline Works,Fitzpatrick Contractors Ltd,62886,300000.00,3
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,SBH - Aquatics,Fitzpatrick Contractors Ltd,62886,91228.33,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,South Site Civils Works,Fitzpatrick Contractors Ltd,62886,18034.00,5
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Logistics Road Widening (CRF 4303),Fitzpatrick Contractors Ltd,62886,12093.36,6
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,TB - Fitzpatrick,Fitzpatrick Contractors Ltd,62886,93224.96,7
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,TU CW -Fitzpatrick,Fitzpatrick Contractors Ltd,62886,90702.31,8
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,BELC - Volker,Fitzpatrick Contractors Ltd,62886,53824.77,9
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,SHM SHMC - Fitzpatrick,Fitzpatrick Contractors Ltd,62886,145333.50,10
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,WM - Work To River immediately adjacent to wharves,Fitzpatrick Contractors Ltd,62886,131230.60,11
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,North Phase Production Logistics,Fitzpatrick Contractors Ltd,62886,178000.00,12
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Maintenance - Logistics,Fitzpatrick Contractors Ltd,62886,15000.00,13
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Polytunnels,Fitzpatrick Contractors Ltd,62886,9000.00,14
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,PA System,Fitzpatrick Contractors Ltd,62886,145548.50,15
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Logistics Costs OPEX,Fitzpatrick Contractors Ltd,62886,73356.00,16
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,62886,405368.66,17
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Polytunnels,Fitzpatrick Contractors Ltd,62886,-9000.00,18
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Polytunnels,Fitzpatrick Contractors Ltd,62886,90000.00,19
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,62886,16200.00,20
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,62886,-0.02,21
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,62887,105347.00,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62887,21069.40,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,62888,63813.37,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62888,12762.67,2
DCMS,ODA,03-Oct-2011,Construction contractor,SBH - Lifeline Works,Fitzpatrick Contractors Ltd,62895,534475.65,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,SHM SHMC - Fitzpatrick,Fitzpatrick Contractors Ltd,62895,172790.32,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,North Phase Production Logistics,Fitzpatrick Contractors Ltd,62895,127473.50,3
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Polytunnels,Fitzpatrick Contractors Ltd,62895,150625.64,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,SHM SHMC - Fitzpatrick,Fitzpatrick Contractors Ltd,62895,858480.03,5
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,62895,368769.03,6
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Event Continuation and completion works,ISG Interior Service Group UK Plc,62898,46174.70,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ISG Interior Service Group UK Plc,62898,9234.94,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,62899,440074.64,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,62899,31602.36,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62899,6320.47,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62902,784916.20,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62902,16018.70,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62902,3203.74,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62903,1171290.12,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62903,23903.88,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62903,4780.78,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62904,367688.65,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62904,7503.85,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62904,1500.77,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62905,300711.04,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,62905,6136.96,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62905,1227.39,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,62906,37674.22,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62906,7534.84,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,62908,66439.67,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,62908,4771.12,2
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,62908,954.22,4
DCMS,ODA,03-Oct-2011,Consultants,SBH Highways North Park,Atkins Limited,62912,164560.70,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62912,32912.14,2
DCMS,ODA,03-Oct-2011,Consultants,SBH Highways North Park,Atkins Limited,62914,211472.21,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62914,42294.44,2
DCMS,ODA,03-Oct-2011,Consultants,SBH Highways North Park,Atkins Limited,62915,181966.13,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62915,36393.23,2
DCMS,ODA,03-Oct-2011,Consultants,Enabling Works ATKINS work streams close out,Atkins Limited,62919,21051.82,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62919,4210.36,2
DCMS,ODA,03-Oct-2011,Consultants,PTP Works,Atkins Limited,62922,24454.03,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62922,4890.81,2
DCMS,ODA,03-Oct-2011,Consultants,Stage K Construction Support - Atkins,Atkins Limited,62926,87710.35,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62926,17542.07,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Office FM,Taylor Woodrow Construction,62967,171905.83,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Taylor Woodrow Construction,62967,34381.17,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities - PMS Managed,Wingate Electrical Plc,62987,16741.45,1
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities,Wingate Electrical Plc,62987,48384.05,2
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities,Wingate Electrical Plc,62987,3588.34,3
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities,Wingate Electrical Plc,62987,7777.41,4
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities,Wingate Electrical Plc,62987,7823.04,5
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Wingate works funded by LOCOG,Wingate Electrical Plc,62987,1036.38,6
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Works on Accreditation Centre (South Plaza) - Delivered by Logistics,Wingate Electrical Plc,62987,2646.00,7
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,HVM Capital Works,Wingate Electrical Plc,62987,9240.15,8
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,North Phase Production Logistics,Wingate Electrical Plc,62987,5671.53,9
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,North Phase Production Logistics,Wingate Electrical Plc,62987,5671.26,10
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Polytunnels,Wingate Electrical Plc,62987,800.00,11
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Control Room Upgrade SOC to POC & MPS,Wingate Electrical Plc,62987,2161.34,12
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Search and Screen Enclosure Portals,Wingate Electrical Plc,62987,13385.53,13
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,South Production Logistics,Wingate Electrical Plc,62987,9500.00,14
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Utilities Transfers,Wingate Electrical Plc,62987,2355.20,15
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities - PMS Managed,Wingate Electrical Plc,62987,44235.28,16
DCMS,ODA,03-Oct-2011,Tier 1 Contractors,Temporary Utilities,Wingate Electrical Plc,62987,108477.50,17
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Wingate Electrical Plc,62987,57898.94,18
DCMS,ODA,03-Oct-2011,Consultants,SBH NP - Engineering Mgt  NP ( post 01/04/07),Atkins Limited,62996,92956.67,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,62996,18591.33,2
DCMS,ODA,03-Oct-2011,Construction contractor,Seating,Slick Seating Systems Ltd,63023,447076.61,1
DCMS,ODA,03-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Slick Seating Systems Ltd,63023,89415.32,2
DCMS,ODA,07-Oct-2011,Construction contractor,Electrical Network Own&Operate - Construction,Lea Valley Utilities Limited,62730,180892.00,1
DCMS,ODA,07-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lea Valley Utilities Limited,62730,36178.40,2
DCMS,ODA,07-Oct-2011,Construction contractor,Electrical Network Own&Operate - Construction,Lea Valley Utilities Limited,62731,1077362.00,1
DCMS,ODA,07-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lea Valley Utilities Limited,62731,215472.40,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Heavy Rail Performance & Industry Costs,Ove Arup & Partners Limited,61199,93757.83,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,61199,18751.57,2
DCMS,ODA,10-Oct-2011,Construction contractor,Logistics DT for South Park,British Waterways Board,61900,60000.00,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,British Waterways Board,61900,12000.00,2
DCMS,ODA,10-Oct-2011,Legal - Other,Utilities ODA Costs,Berwin Leighton Paisner LLP,62051,176636.36,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Berwin Leighton Paisner LLP,62051,35327.27,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,West Ham Station,London Underground Ltd,62241,132681.75,1
DCMS,ODA,10-Oct-2011,Water,TU WC- Thames Water,Thames Water Utilities Ltd,62243,281555.00,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Thames Water Utilities Ltd,62243,56311.00,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,62413,319187.25,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,62413,63837.45,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,62415,736515.96,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,62415,147303.20,2
DCMS,ODA,10-Oct-2011,Consultants,LOCOG Transition,Intelligent Risks Pty Ltd,62421,94337.97,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Intelligent Risks Pty Ltd,62421,16113.18,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Venue Shuttle/Park & Ride Opex,Mott MacDonald Ltd,62550,22015.06,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Mott MacDonald Ltd,62550,4403.01,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Venue Shuttle/Park & Ride Opex,Mott MacDonald Ltd,62551,33031.96,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Mott MacDonald Ltd,62551,6606.39,2
DCMS,ODA,10-Oct-2011,Software annual licencing,ODA/CLM Software Licensing,CLM Delivery Partner Ltd,62560,40200.00,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,62560,8040.00,2
DCMS,ODA,10-Oct-2011,Other Professional Fees,Heavy Rail Performance & Industry Costs,Ove Arup & Partners Limited,62590,83769.00,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,62590,16753.80,2
DCMS,ODA,10-Oct-2011,Grant Payable,Heavy Rail Compensation Costs,Department for Transport,62611,1000000.00,1
DCMS,ODA,10-Oct-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Department for Transport,62611,200000.00,2
DCMS,ODA,10-Oct-2011,Grant Payable,Heavy Rail Compensation Costs,Department for Transport,62611,-1000000.00,3
DCMS,ODA,10-Oct-2011,Grant Payable,Heavy Rail Compensation Costs,Department for Transport,62611,1000000.00,4
