Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,532.47,FACILITIES MANAGEMENT NON CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,589.65,FACILITIES MANAGEMENT CORE SERVICES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,2103.72,FACILITIES MANAGEMENT CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,1303.48,FACILITIES MANAGEMENT NON CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,3270.81,FACILITIES MANAGEMENT CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,589.16,FACILITIES MANAGEMENT NON CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,2803.42,FACILITIES MANAGEMENT CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,298.09,FACILITIES MANAGEMENT NON CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,2039.82,FACILITIES MANAGEMENT CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,831.7,FACILITIES MANAGEMENT NON CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,4515.21,FACILITIES MANAGEMENT CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,225.94,FACILITIES MANAGEMENT NON CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,6283.88,FACILITIES MANAGEMENT CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,197.73,FACILITIES MANAGEMENT NON CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,13983.27,FACILITIES MANAGEMENT CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,389.97,FACILITIES MANAGEMENT NON CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,20021.5,FACILITIES MANAGEMENT CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,513.35,FACILITIES MANAGEMENT NON CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,214.3,FACILITIES MANAGEMENT CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/08/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,6000027256,39.6,FACILITIES MANAGEMENT NON CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/08/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,CLSH MANAGEMENT LTD,6000026791,153000,RENT ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,29/08/2014,EXP - PURCHASE OF GOODS/SERVICES - PUBLICITY,COMMUNICATIONS DIRECTORATE,DEFINE RESEARCH & INSIGHT LTD,6000027563,40000,ASBESTOS CAMPAIGN
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,5200.18,SERVICE CHARGE BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,1807.49,ELECTRICITY BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCHASE OF G & S - GAS NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,390.73,GAS BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCH OF G & S - WATER NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,139.25,WATER BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,26352.18,RENT BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,6000026549,10202.01,RATES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,EDF ENERGY,6000027363,46436.52,ELECTRICITY BOOTLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,28/08/2014,EXP - G & S - ACCOM & BLDNG MANAGEMENT VAT RECOV,BUSINESS SERVICES DIRECTORATE,GVA GRIMLEY CLIENT A/C ASHFORD BOROUGH COUNCIL,6000027486,11154.14,SERVICE CHARGE ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,28/08/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,GVA GRIMLEY CLIENT A/C ASHFORD BOROUGH COUNCIL,6000027486,37516.84,RENT ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/08/2014,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS DIRECTORATE,HILL DICKINSON LLP,6000026693,215.32,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,07/08/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,HILL DICKINSON LLP,6000026693,18829.2,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,07/08/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,HILL DICKINSON LLP,6000026693,43663.2,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,06/08/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,HRJ FOREMAN LAWS,6000026632,35637.12,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,06/08/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,HRJ FOREMAN LAWS,6000026632,1277.5,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,01/08/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,MAJESTIC BELFORD LTD,6000026335,125700,RENT EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,29/08/2014,EXP - PURCHASE OF GOODS/SERVICES - PUBLICITY,COMMUNICATIONS DIRECTORATE,NUDGE DIGITAL,6000027535,24325,ASBESTOS CAMPAIGN
DWP,HEALTH AND SAFETY EXECUTIVE,28/08/2014,EXP - G & S - OTHER- NON CAPITAL SCIENCE EQUIPMENT,FIELD OPERATIONS DIRECTORATE,PENNINE INSTRUMENT SERVICES,6000027471,36738.85,PENNINE MANAGEMENT FEE
DWP,HEALTH AND SAFETY EXECUTIVE,19/08/2014,EXP - PURCHASE OF GOODS/SERVICES - PUBLICATIONS,COMMUNICATIONS DIRECTORATE,PROMOTIONAL LOGISTICS LTD,6000027202,57184.92,HSE DISTRIBUTION SERVICE
DWP,HEALTH AND SAFETY EXECUTIVE,04/08/2014,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,SEFTON METROPOLITAN BOROUGH COUNCIL,6000026409,99613,RATES BOOTLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/08/2014,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES,PLANNING FINANCE AND PROCUREMENT DIR,SHARED SERVICES CONNECTED LTD,6000026691,115966.21,SHARED SERVICES COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,19/08/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027204,23733.04,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,21/08/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027308,349846.58,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - G & S - ICT OUTSOURCING & MAINT/SUPPORT VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027339,65046.21,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - G & S - ICT OUTSOURCING & MAINT/SUPPORT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027339,16067.66,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027339,153128.31,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - G & S - OTHER ICT COSTS NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,6000027339,30602.02,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,06/08/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,TAYLOR HALDANE BARLEX SOLICITORS,6000026683,55764.34,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,06/08/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,TAYLOR HALDANE BARLEX SOLICITORS,6000026683,22068.72,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,27/08/2014,EXP - PURCHASE OF G & S - NON TFM PREMISES COSTS,BUSINESS SERVICES DIRECTORATE,THE COAL AUTHORITY,6000027447,25400,STORAGE OF UK MINES MAPS
DWP,HEALTH AND SAFETY EXECUTIVE,19/08/2014,EXP-G & S -OTHER- CHEMICAL REGS PROG NON VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,6000027160,6409.2,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,19/08/2014,EXP - G & S - OTHER- PURCHASE OF SAMPLES PROG NON VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,6000027160,186856.8,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,19/08/2014,EXP-G & S -OTHER- CHEMICAL REGS PROG NON VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,6000027160,82596,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,29/08/2014,EXP - G & S - ACCOM & BLDNG MANAGEMENT VAT RECOV,BUSINESS SERVICES DIRECTORATE,UNITED KINGDOM BORDERS AGENCY,6000027567,9564.62,SERVICE CHARGE SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,29/08/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,UNITED KINGDOM BORDERS AGENCY,6000027567,44837.5,RENT SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,29/08/2014,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,UNITED KINGDOM BORDERS AGENCY,6000027567,18965.5,RATES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,12/08/2014,EXP-PURCH OF G & S -OTHER-RESEARCH AND DEVELOPMENT,CHEMICAL REGULATIONS DIRECTORATE,UNIVERSITY OF MANCHESTER,6000026860,183281.75,PRJ500 THE HEALTH AND OCCUPATIONAL REPORTING NETWORK 2012 - 2016
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS RENTAL,BUSINESS SERVICES DIRECTORATE,VODAFONE,6000026573,8679.6,TELECOMS RENTAL
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCHASE OF GOODS/SERVICES - CALLS,BUSINESS SERVICES DIRECTORATE,VODAFONE,6000026573,1321.61,TELECOMS
DWP,HEALTH AND SAFETY EXECUTIVE,05/08/2014,EXP - PURCHASE OF G & S - DATACOMMUNICATIONS,BUSINESS SERVICES DIRECTORATE,VODAFONE,6000026573,21492.48,TELECOMS
DWP,HEALTH AND SAFETY EXECUTIVE,12/08/2014,EXP - PURCHASE OF GOODS/SERVICES - CALLS,BUSINESS SERVICES DIRECTORATE,VODAFONE LTD,6000026861,90234.47,TELECOMS
DWP,HEALTH AND SAFETY EXECUTIVE,21/08/2014,EXP - PURCHASE OF G & S - HOTEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000027301,38833.07,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,21/08/2014,EXP - PURCHASE OF G & S - TRAVEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000027301,73645.92,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - PURCHASE OF G & S - HOTEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000027329,25592.6,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,22/08/2014,EXP - PURCHASE OF G & S - TRAVEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000027329,65080.37,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,11/08/2014,PFI UNITARY CHARGE,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),0000119578,878781.96,PFI UNITARY CHARGE FOR AUGUST 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,26/08/2014,PFI ADDITIONAL WORKS/CHARGES,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),0000119676,33046.9,PFI ADDITIONAL WORKS JULY 2014 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,26/08/2014,ELECTRICITY,HEALTH AND SAFETY LABORATORY,EDF ENERGY                         ,0000119682,60149.4,ELECTRIC - JULY 2014 - BUXTON
