Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000026055,"£36,370.56",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000026059,"£27,398.22",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000026061,"£93,432.50",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000026064,"£66,594.49",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000026066,"£30,940.22",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000026071,"£57,249.14",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000026074,"£104,384.63",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000026080,"£93,858.99",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000026083,"£71,009.34",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000026090,"£137,339.27",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310009618,"£41,453.67",LOT 2 A SEPTEMBER 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,10034,"-£70,000.00",PARAMEDIC REBANDING CREDIT IN RESPECT OF 8 MONTHS APR - JUL 17,
Department of Health,03F,30/09/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010012115,"£2,800,476.89",SEPT 2017 MENTAL HEALTH BLOCK,
Department of Health,03F,30/09/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010012129,"£38,625.00",PROVISION OF CYP IAFT STAFF SUPPORT FUNDING JULY 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010052045,"£45,929.05",NCA JULY FLEX 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410076654,"£75,862.36",SEPT BLOCK 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810019419,"£78,750.00",PARAMEDIC REBANDING FUNDING 17/18 ,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810019983,"£844,473.00",SEPT BLOCK A&E 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust,COMMUNITY SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810020034,"£58,757.00",NHS 111 SEPT 2017,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810020159,"£44,157.43",NHS111 APR - SEPT 17 RECHARGE,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0010061,"£12,944,927.00",SEPT 17 BLOCK,
Department of Health,03F,30/09/2017,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0010404,"£26,637.00",NCA JUNE 2017,
Department of Health,03F,30/09/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000025897,"£126,262.20",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000025899,"£264,503.81",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR NAYAR J K,KHU000026068,"£51,310.43",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000026076,"£155,818.01",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW GREEN SURGERY,KHU000026077,"-£30,153.12",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW GREEN SURGERY,KHU000026078,"£30,463.68",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000026094,"£46,824.89",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HOLDERNESS HEALTH OPEN DOOR SURGERY,KHU000026097,"£25,827.36",CONTRACT PAYMENTS MONTH 6,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000026104,"£28,721.26",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000026107,"£84,664.10",LOCAL ENHANCED SERVICES,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,1132611,"£29,324.29",NON PTS SERVICES / PATHOLOGY FEE,
Department of Health,03F,30/09/2017,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60042644,"£232,876.19",AUG 2017/18 VOID SPACE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITIZENS ADVICE BUREAU,1,"£41,736.25",SERVICES FOR JULY 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITIZENS ADVICE BUREAU,2,"£41,736.25",SERVICES FOR AUGUST 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITIZENS ADVICE BUREAU,3,"£41,736.25",SERVICES FOR SEPTEMBER 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171806,"£704,028.00",ANNUAL CONTRACT SEPT 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171803,"£129,580.63",SAC ACTIVITY JUNE 2017,
Department of Health,03F,30/09/2017,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790220343,"£38,289.16",ACCOUNTCHARGES JULY 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Othe Public Sector,SAFEGUARDING,HULL CITY COUNCIL,1000251385,"£85,000.00",SAFEGUARDING CHILDREN BOARD,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800099352,"£244,541.56",ICON ACTIVITY AUGUST 2017,
Department of Health,03F,30/09/2017,Cont Care- Children,Children's Continuing Care,THAMES AMBULANCE SERVICE LTD,19495,"£58,333.33",CHC ID CYP081 22 TO 28 MAY 2017,
Department of Health,03F,30/09/2017,Cont Care- Children,Children's Continuing Care,THAMES AMBULANCE SERVICE LTD,19496,"£26,501.08",CHC ID CYP127 22 TO 28 MAY 2017,
Department of Health,03F,30/09/2017,Public Relations Expenses,COMMUNICATIONS & PR,MODALITY PARTNERSHIP,3687,"£111,825.00",ARTWORK FOR STAY WELL BUS ADVERTISING,
Department of Health,03F,30/09/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,39325446,"£79,420.43",CHC RECHARGE PERIODS 12 AND 13,
Department of Health,03F,30/09/2017,Other Gen Supplies & Srv,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,581,"£36,669.20",FACE TO FACE INTERPRETING SERVICES,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410021610,"£36,229.40",CHC RECHARGE PHB JUNE 2017,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410021611,"£61,986.02",RECHARGE CHC PHB JUNE 17,
Department of Health,03F,30/09/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410021706,"£48,087.90",JULY 17 NIGHT SITS,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021708,"£300,300.00",SEPT 2017 CONTRACTUAL INCOME URGENT CARE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021710,"£1,626,625.00",SEPT 2017 CONTRACTUAL INCOME URGENT CARE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021711,"£233,559.92",SEPT 2017 INTEGRATED COMMUNITY ,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021714,"£54,220.83",SEPT 2017 SEXUAL HEALTH SERVICE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021716,"£183,108.58",SEPT 2017 OUT OF SCOPE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410021725,"£204,006.33",SEPT 17 COMMUNITY PAEDIATRICS OUT OF SCOPE,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410021735,"£292,740.96",SEPT 2017 DEPRESSION AND ANXIETY SERVICE,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410022208,"£82,569.15",RECHARGE CHC PHB JULY 2017,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410022209,"£44,655.80",RECHARGE CHC PHB JULY 2017,
Department of Health,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410022212,"£49,522.84",WESTBOURNE HC TRUE UP COSTS 2016/17,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410022452,"£54,287.59",RECHARGE FOR CHC FUNDED PERSONAL HEALTH BUDGET TAXED,
Department of Health,03F,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410022453,"£25,438.82",CHC FUNDED PERSONAL HEALTH BUDGET AUGUST 2017,
Department of Health,03F,30/09/2017,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90230391,"£112,336.80",PROFESSIONAL SERVICES SEPT 2017,
Department of Health,03F,30/09/2017,Other Gen Supplies & Srv,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,921,"£29,568.17",PROVISION OF FACE TO FACE INTERPRETING SERVICES,
Department of Health,03F,30/09/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR299,"£42,716.67",CONTRACT FUNDING 17/18,
,03F,30/09/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000025893,105993.53,CONTRACT PAYMENTS MONTH 6,
,03F,30/09/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000025895,128769.95,CONTRACT PAYMENTS MONTH 6,
,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000026100,44144.57,LOCAL ENHANCED SERVICES,
,03F,30/09/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GOODHEART SURGERY,KHU000026110,46155.13,CONTRACT PAYMENTS MONTH 6,
,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000026112,30243.02,LOCAL ENHANCED SERVICES,
,03F,30/09/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000026114,30442.96,LOCAL ENHANCED SERVICES,
,03F,30/09/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT17HCCGHS0055,136924.91,FIXED PAYMENT MONTH 6 17/18,
