Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Craven house,Electricity,41899,200021984,NPower,5530.02
Barrow Borough Council,Major works maintenance - HRA,Adaptations,41906,200022001,AB Mitchell Developments,3497.07
Barrow Borough Council,Voids maintenance - HRA,Routine Maintenance,41906,200022001,AB Mitchell Developments,1189.03
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,41899,200021920,AB Mitchell Developments,5609.01
Barrow Borough Council,Major works maintenance - HRA,Adaptations,41899,200021920,AB Mitchell Developments,3376.04
Barrow Borough Council,Major works maintenance - HRA,Communal entrances,41906,200022015,Security Surveillance Systems Ltd,3150
Barrow Borough Council,The park leisure centre,Gas,41892,200021794,British Gas Business,-2190.23
Barrow Borough Council,Miscellaneous Properties,Professional fees,41899,200021971,South Lakes Ecology,585
Barrow Borough Council,Voids maintenance - HRA,Routine Maintenance,41906,200022001,AB Mitchell Developments,812.31
Barrow Borough Council,Borough Treasurer's,Software maintenance,41899,200021981,Bottomline Technologies Ltd,816.89
Barrow Borough Council,Town Hall,Building and construction works,41899,200021890,Cox & Allen (Kendal) Ltd,38950
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021920,AB Mitchell Developments,2574
Barrow Borough Council,Cast - Avenue Q - Nov 14,Hire of halls,41906,200022016,Cast Youth Theatre,-1217.62
Barrow Borough Council,Rural Regeneration Coastal Protection,Professional fees,41885,200021743,Capita Symonds Ltd,1263.43
Barrow Borough Council,Street Lighting,Footpath lighting - maintenance,41899,200021937,Optech Fibres,517
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021920,AB Mitchell Developments,4882.15
Barrow Borough Council,Street cleansing,Beach cleaning,41892,200021786,Growing Concerns,1140
Barrow Borough Council,Voids maintenance - HRA,Routine Maintenance,41906,200022001,AB Mitchell Developments,691.67
Barrow Borough Council,Private Sector Housing Condition Survey,Professional fees,41899,200021979,Opinion Research Services,-850
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021934,Howdens Joinery Ltd,841.79
Barrow Borough Council,Phoenix Business Centre,Professional fees,41906,200022071,FC Business Services Ltd,2054.36
Barrow Borough Council,Homelessness,Homeless support funding,41899,200021948,Accent Foundation Ltd,20866
Barrow Borough Council,Suspense accounts,Income suspense account,41906,200022063,Rogans Masonry Services Ltd,865.44
Barrow Borough Council,Town Hall,Specialised work,41899,200021887,FTS Fire & Secuirty Ltd,3860
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41892,200021828,Plumbing Trade Supplies,2655.33
Barrow Borough Council,Legal,Solicitors fees,41899,200021955,Brown Barron Solicitors,1232
Barrow Borough Council,The park leisure centre,Equipment purchase,41899,200021965,Roche Audio Visual,724
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41892,200021828,Plumbing Trade Supplies,4896.04
Barrow Borough Council,Disabled Facilities Grant,Grants,41899,200021987,NB Plastering,2800
Barrow Borough Council,Borough Treasurer's,Professional fees,41899,200021917,Selima Software Ltd,935.2
Barrow Borough Council,Recycling,Refuse & Recycling Bins Boxes & Bags,41892,200021870,Straight Plc,18433.8
Barrow Borough Council,Grimethorpe Colliery - 20.9.14,Professional fees,41906,200022089,Arena Entertainment (UK) Ltd,6500
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021934,Howdens Joinery Ltd,858.18
Barrow Borough Council,Major works maintenance - HRA,Adaptations,41906,200022001,AB Mitchell Developments,3590.94
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,41906,200022077,Farrer Huxley Associates,5122.09
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,41899,200021951,Plumbing Trade Supplies,1240.59
Barrow Borough Council,Crematorium,Memorials,41899,200021929,Hilton Studio,690.7
Barrow Borough Council,Barrow town hall,Building cleaning,41906,200022081,Associated Cleaning Contractors,2866.8
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022027,Howdens Joinery Ltd,1253.32
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021934,Howdens Joinery Ltd,841.79
Barrow Borough Council,Market Hall & Offices,Specialised work,41899,200021887,FTS Fire & Secuirty Ltd,3584
Barrow Borough Council,Coast protection,CAPITA dbs fees,41892,200021808,Capita Symonds Ltd,2622
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,41892,200021812,Liberata Uk Ltd,17490.28
Barrow Borough Council,Major works maintenance - HRA,Garages,41906,200022017,Cumbria Roofing Ulverston,16910.65
Barrow Borough Council,Forum 28,Metered water,41892,200021793,United Utilities Water Plc,2771.06
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,41892,200021796,Integral UK Ltd,780
Barrow Borough Council,The markets,Buildings repairs and maintenance,41892,200021844,Hydrojet Plumbing & Drainage,727.06
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021934,Howdens Joinery Ltd,783.06
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41899,200021951,Plumbing Trade Supplies,2139.35
Barrow Borough Council,Disabled Facilities Grant,Grants,41899,200021944,Ward Contracting Ltd,5418.28
Barrow Borough Council,Crematorium,Installation of plant and equipment,41885,200021782,PJ Combustions Solutions Ltd,24082
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021920,AB Mitchell Developments,5113.84
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,41899,200021951,Plumbing Trade Supplies,1468.82
Barrow Borough Council,Suspense accounts,Income suspense account,41899,200021897,Kingsfield Computer Products Ltd,639.59
Barrow Borough Council,Salthouse depot,Electricity,41899,200021984,NPower,1356.48
Barrow Borough Council,Licensing,Professional fees,41899,200021997,Your Best Option,3314.5
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41892,200021828,Plumbing Trade Supplies,1632.82
Barrow Borough Council,The Reunion & Great American Songbook,Hire of halls,41899,200021892,Yvonne Patterson,-659.87
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,41899,200021921,Edmundson Electrical Ltd,812.59
Barrow Borough Council,The park leisure centre,Equipment purchase,41885,200021769,Sandler Seating Ltd,637
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41899,200021920,AB Mitchell Developments,15295.28
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41892,200021828,Plumbing Trade Supplies,6396.29
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021958,Tunstall Healthcare (UK) Ltd,706.2
Barrow Borough Council,The park leisure centre,Buildings repairs and maintenance,41906,200022041,DD Solutions,820
Barrow Borough Council,Barrow town hall,Professional fees,41906,200022009,Chris Bugler,3395.63
Barrow Borough Council,Current assets - stocks,Postage stock,41899,200021936,Royal Mail,1029
Barrow Borough Council,Cylical maintenance - HRA,Painting,41906,200022039,George Jones & Son (Cum) Ltd,12277.98
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41892,200021799,AB Mitchell Developments,14209.84
Barrow Borough Council,Playground,Vehicles lease /rental,41885,200021751,Play Safe,695
Barrow Borough Council,Voids maintenance - HRA,Routine Maintenance,41906,200022001,AB Mitchell Developments,527.3
Barrow Borough Council,Miscellaneous Properties,Specialised work,41892,200021814,VEGA Environmental Con Ltd,965
Barrow Borough Council,Farm Street Barrow Island Recreation Area,Purchase of equipment,41899,200021963,Wicksteed Leisure Ltd,55456.79
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,41892,200021821,Schofield Construction Ltd,2560
Barrow Borough Council,Registration of electors,Computer hardware purchase,41906,200022055,MISCO,1984
Barrow Borough Council,Allotments,Allotments rents,41885,200021772,Holker Estates Company Ltd,1950
Barrow Borough Council,The Reunion & Great American Songbook,Admissions,41899,200021892,Yvonne Patterson,4941
Barrow Borough Council,Cavendish house - HRA,Property insurance - BBC Properties,41906,200022088,Lee Baron Ltd,669.66
Barrow Borough Council,Homeless families and dispersed accommodation - HRA,Furniture - dispersed accommodation,41892,200021819,Carpet Right,1155.9
Barrow Borough Council,Farm Street Barrow Island Recreation Area,Building and construction works,41899,200021963,Wicksteed Leisure Ltd,117549.72
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,41899,200021888,Redacted Information,5180
Barrow Borough Council,Market Hall & Offices,Incidental costs,41892,200021827,Bryan Moncur Ltd,3186
Barrow Borough Council,Market Hall & Offices,Specialised work,41885,200021759,FTS Fire & Secuirty Ltd,4016
Barrow Borough Council,Waste collection,Refuse collection,41892,200021792,Biffa Waste Services Ltd,115692.68
Barrow Borough Council,Development control,Professional fees,41885,200021777,UDREP,1190
Barrow Borough Council,Cylical maintenance - HRA,Painting,41899,200021953,George Jones & Son (Cum) Ltd,750
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41892,200021799,AB Mitchell Developments,1637.9
Barrow Borough Council,Forum 28,Equipment purchase,41892,200021823,T Ward and Son Ltd,704.62
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022027,Howdens Joinery Ltd,888.91
Barrow Borough Council,Market Hall & Offices,Specialised work,41885,200021750,Schofield Construction Ltd,5908
Barrow Borough Council,Forum 28,Maintenance contracts - venue,41885,200021765,Specialists in Seating Ltd,729
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41892,200021848,Alpha Electrics & Building Serv Ltd,2559.48
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,41899,200021980,EE Ltd,910.82
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,41892,200021867,GEZE UK Ltd,1580
Barrow Borough Council,Disabled Facilities Grant,Grants,41899,200021920,AB Mitchell Developments,3351.39
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021934,Howdens Joinery Ltd,939.76
Barrow Borough Council,Forum 28,Professional fees,41899,200021910,Spektrix Ltd,783.19
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,41906,200022048,PSS Consulting,2076
Barrow Borough Council,Cost of collection,Business rates collection,41892,200021812,Liberata Uk Ltd,20543.93
Barrow Borough Council,Internal audit,Internal audit contract,41906,200022056,Furness Audit Ltd,11925
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022001,AB Mitchell Developments,1474.26
Barrow Borough Council,HRA Estates,Professional fees,41906,200022022,Pearson & Johnson Solicitors,1086
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41892,200021800,Edmundson Electrical Ltd,734.63
Barrow Borough Council,Crematorium,Equipment maintenance,41906,200022084,IFZW Maintenance UK,512.5
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41892,200021800,Edmundson Electrical Ltd,737.73
Barrow Borough Council,Public conveniences,Metered water,41892,200021793,United Utilities Water Plc,802.57
Barrow Borough Council,Craven house,Removal of refuse,41892,200021822,FCC Recycling (UK) Ltd,2662.5
Barrow Borough Council,Forum 28,Equipment purchase,41892,200021823,T Ward and Son Ltd,714.4
Barrow Borough Council,Human Resources,Agency staff,41892,200021877,Hays Senior Finance,1036.8
Barrow Borough Council,Information technology,Software maintenance,41899,200021916,Alterian Technology Ltd,1125
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41899,200021920,AB Mitchell Developments,17528.18
Barrow Borough Council,Crematorium,Equipment maintenance,41899,200021882,The Phoenix Partnership,986
Barrow Borough Council,HRA Estates,Professional fees,41906,200022022,Pearson & Johnson Solicitors,1264
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,41892,200021812,Liberata Uk Ltd,65860.36
Barrow Borough Council,The markets,Professional fees,41906,200022081,Associated Cleaning Contractors,1677.18
Barrow Borough Council,Billy Ocean - 31.8.14,Professional fees,41899,200021913,Linney PA Systems,534.5
Barrow Borough Council,HRA Estates,Furniture,41899,200021949,Bryan Moncur Ltd,980
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41899,200021920,AB Mitchell Developments,1393
Barrow Borough Council,Cast - Avenue Q - Nov 14,Recoverable charges,41906,200022016,Cast Youth Theatre,-557.49
Barrow Borough Council,Recycling,Greenwaste recycling,41892,200021833,Sinkfall Recycling,8551.62
Barrow Borough Council,Registration of electors,Printing and stationery,41899,200021983,Democracy Counts Ltd,7877.54
Barrow Borough Council,Information technology,Software maintenance,41885,200021767,Cetus Solutions Ltd,750
Barrow Borough Council,Farm Street Barrow Island Recreation Area,Incidental costs,41899,200021963,Wicksteed Leisure Ltd,5237
Barrow Borough Council,Major works maintenance - HRA,Stock condition survey,41906,200022012,Michael Dyson Associates Ltd,17500
Barrow Borough Council,Barrow town hall,Planned Building repairs and maintenance,41892,200021869,Abbey Blinds,508
Barrow Borough Council,Forum 28,Removal of refuse,41892,200021822,FCC Recycling (UK) Ltd,2650
Barrow Borough Council,Rural Regeneration Roa Island Jetty,Incidental costs,41899,200021982,Cumbria Design Scaffold Ltd,2664.2
Barrow Borough Council,Major works maintenance - HRA,Adaptations,41906,200022001,AB Mitchell Developments,3217.15
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,41892,200021842,Richard Coates Quantity Surveyors Ltd,1018.8
Barrow Borough Council,Market Hall & Offices,Incidental costs,41892,200021791,Lumier,6076.58
Barrow Borough Council,Forum 28,Planned Building repairs and maintenance,41906,200022085,1 Stop Floor Care,6510
Barrow Borough Council,The park leisure centre,Professional fees,41906,200022083,Pulse Fitness Limited,8354.28
Barrow Borough Council,Development control,Professional fees,41906,200022072,UDREP,1040
Barrow Borough Council,The park leisure centre,Gas,41892,200021794,British Gas Business,3645.68
Barrow Borough Council,Cast - Avenue Q - Nov 14,Admissions,41906,200022016,Cast Youth Theatre,2166
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,41899,200021920,AB Mitchell Developments,4836.51
Barrow Borough Council,Barrow town hall,Electricity,41899,200021984,NPower,2139
Barrow Borough Council,Insurance holding account,Insurance claims,41892,200021787,Zurich Insurance Group Ltd,1641.88
Barrow Borough Council,HRA Estates,Cleaning - other,41906,200022081,Associated Cleaning Contractors,3089.28
Barrow Borough Council,Cylical maintenance - HRA,Painting,41892,200021830,George Jones & Son (Cum) Ltd,12692.77
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,41899,200021976,Edesix Ltd,1000
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41899,200021921,Edmundson Electrical Ltd,659.17
Barrow Borough Council,Market Hall & Offices,Specialised work,41899,200021941,Schofield Construction Ltd,16899
Barrow Borough Council,Forum 28,Building cleaning,41906,200022075,Elior UK Ltd,2719.91
Barrow Borough Council,Estates management,Professional fees,41906,200022061,NPS North West Ltd,1428
Barrow Borough Council,Playground,Maintenance contracts - venue,41885,200021751,Play Safe,2360.81
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022026,DC Contracting,842
Barrow Borough Council,Private Sector Housing Condition Survey,Professional fees,41899,200021979,Opinion Research Services,18800
Barrow Borough Council,Internal audit,Internal audit contract,41885,200021761,Furness Audit Ltd,11925
Barrow Borough Council,Forum 28,AquaFund Fees,41906,200022074,Advanced Demand Side Management Ltd,985.81
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,41899,200021952,Keith Wilson Elec Con Ltd,1587.6
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022028,Paul Cutcliffe,1733
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,41899,200021920,AB Mitchell Developments,5776.05
Barrow Borough Council,Forum 28,Professional fees,41899,200021910,Spektrix Ltd,578.98
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41892,200021829,Keith Wilson Elec Con Ltd,2197.85
Barrow Borough Council,Cavendish house - HRA,Building cleaning,41906,200022081,Associated Cleaning Contractors,543.66
Barrow Borough Council,Forum catering,Catering contract - Forum,41885,200021778,Elior UK Ltd,1103.8
Barrow Borough Council,Barrow park,Professional fees,41899,200021922,JC Blyth,1084.68
Barrow Borough Council,Streetcare Team,Grounds maintenance,41885,200021768,Dalton with Newton Town Council,500
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,41892,200021796,Integral UK Ltd,920
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,41892,200021812,Liberata Uk Ltd,53695.27
Barrow Borough Council,The park leisure centre,Chemicals,41885,200021738,Correct Flow Engineering Ltd,682.1
Barrow Borough Council,Capitalised Planned Maintenance,Heating,41892,200021799,AB Mitchell Developments,5754
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,41899,200021952,Keith Wilson Elec Con Ltd,3338.45
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,41892,200021800,Edmundson Electrical Ltd,1065.28
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,41906,200022038,Plumbing Trade Supplies,786.42
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,41906,200022014,Baker Mallett,4388.45
Barrow Borough Council,Cavendish house - HRA,Property rents,41906,200022088,Lee Baron Ltd,10750
Barrow Borough Council,Allotments,Buildings repairs and maintenance,41892,200021821,Schofield Construction Ltd,1699
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,41906,200022027,Howdens Joinery Ltd,902.75
Barrow Borough Council,Local land charges,Search fees/stamp duties,41892,200021802,Cumbria County Council,540
Barrow Borough Council,Recycling,Refuse & Recycling Bins Boxes & Bags,41899,200021903,Weir & Carmichael Ltd,8010
Barrow Borough Council,Corporate Costs,Professional fees,41883,DD010914,Security Plus Ltd,836.09
Barrow Borough Council,Admin,Postage Stock,41890,DD080914,Neopost,1000
Barrow Borough Council,Corporate Costs,Bank Charges,41892,DD100914,HSBC,550.48
Barrow Borough Council,Technical Services,Telephone Charges ,41892,DD100914,BT,814.14
Barrow Borough Council,HR,Childcare Vouchers,41897,DD150914,Sodexo,1602
Barrow Borough Council,Admin,Postage Stock,41898,DD160914,Neopost,1000
Barrow Borough Council,Corporate Costs,Insurance ,41898,DD160914,Asons Solicitors,7386.4
Barrow Borough Council,Corporate Costs,Insurance,41901,DD190914,Asons Solicitors,2533.72
Barrow Borough Council,Admin,Postage Stock,41906,DD240914,Neopost,1000
Barrow Borough Council,General Fund,Homeless support funding,41907,DD250914,Furness Prop Letting & Mangement,530
Barrow Borough Council,Corporate Costs,Professional fees,41908,DD260914,Allpay,4588.95
Barrow Borough Council,Corporate Costs,Professional fees,41908,DD260914,Capita Business Services,1694.58
