Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,East of England SHA,28/04/2010,Lease Rents,Workforce Running Costs,C & C MANAGEMENT,6239818,31609.55,NULL
Department of Health,East of England SHA,26/04/2010,Lease Rents,Workforce Running Costs,WORKMAN LLP,6106009,56155.31,744322253
Department of Health,East of England SHA,28/04/2010,Lease Rents,Victoria House,C & C MANAGEMENT,6239819,27658.35,NULL
Department of Health,East of England SHA,01/04/2010,Legal / Prof Fees,Next Steps Projects,WRAGGE&CO,6084384,64400,NULL
Department of Health,East of England SHA,06/04/2010,Miscellaneous Expenditure,Ad Hoc Programmes,WEST HERTFORDSHIRE PRIMARY CARE TRUST,6073140,-381650,654437426
Department of Health,East of England SHA,06/04/2010,Miscellaneous Expenditure,Ad Hoc Programmes,WEST HERTFORDSHIRE PRIMARY CARE TRUST,6073144,381650,654437426
Department of Health,East of England SHA,16/04/2010,Miscellaneous Expenditure,Business Case Support,NORTH EAST ESSEX PROVIDER SERVICES,6169301,-30000,654974785
Department of Health,East of England SHA,16/04/2010,Miscellaneous Expenditure,Business Case Support,NORTH EAST ESSEX PROVIDER SERVICES,6177271,30000,654974785
Department of Health,East of England SHA,16/04/2010,Miscellaneous Expenditure,Clinical Academia,UNIVERSITY OF CAMBRIDGE,6177259,375000,214222124
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,BEDFORD HOSPITALS NHS TRUST,6063681,117324.84,654912424
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,CAMBRIDGESHIRE PCT,6041309,103195.41,654438717
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,HINCHINGBROOKE HEALTH CARE NHS TRUST,6052110,77171.73,654925215
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6041338,330079.36,654929007
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,MID ESSEX HOSPITALS SERVICES NHS TRUST,6052085,175610.16,654930128
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Clinical Excellence Awards,WEST SUFFOLK HOSPITALS NHS TRUST,6041329,44993.71,654950806
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Eastern Development Centre,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,6094275,81511,654407732
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Improving Access to Psychological Thereapies (IAPT) - Economic Recession,GREAT YARMOUTH AND WAVENEY PCT,6063621,110000,654437916
Department of Health,East of England SHA,01/04/2010,Miscellaneous Expenditure,Improving Access to Psychological Thereapies (IAPT) - Economic Recession,NHS NORFOLK,6063642,454319,654436527
Department of Health,East of England SHA,15/04/2010,Miscellaneous Expenditure,NHS Direct: The Appointments Line,NHS DIRECT,6125321,631199,654434239
Department of Health,East of England SHA,15/04/2010,Miscellaneous Expenditure,NHS Direct: The Appointments Line,NHS DIRECT,6125362,682094,654434239
Department of Health,East of England SHA,08/04/2010,Prepayments - Current,(SOFP) Balance Sheet,KPMG LLP,6073080,-67813.95,791788859
Department of Health,East of England SHA,26/04/2010,Prepayments - Current,(SOFP) Balance Sheet,NHS DIRECT,6235370,10132666.67,654434239
Department of Health,East of England SHA,01/04/2010,Rates,Workforce Running Costs,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,6052021,82311.51,NULL
Department of Health,East of England SHA,01/04/2010,Rates,Victoria House,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,6041333,160912.42,NULL
Department of Health,East of England SHA,15/04/2010,Secndd staff frm othr org,Education & Training,SOUTH WEST STRATEGIC HEALTH AUTHORITY,6115015,40225,654902134
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,End of Life - Marie Curie,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,5992545,-85000,654407732
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,End of Life - Marie Curie,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,6041390,135000,654407732
Department of Health,East of England SHA,07/04/2010,Secndd staff frm othr org,Knowledge Management,MINISTRY OF JUSTICE,6115017,29001.93,888818055
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,Medical Sessional,DEPARTMENT OF HEALTH,6073102,21297.16,888815064
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,Medical Sessional,DEPARTMENT OF HEALTH,6094331,29368.86,888815064
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,Public Health Training,DEPARTMENT OF HEALTH,6073102,26618.31,888815064
Department of Health,East of England SHA,01/04/2010,Secndd staff frm othr org,Public Health Training,DEPARTMENT OF HEALTH,6094331,36644.59,888815064
Department of Health,East of England SHA,19/04/2010,Training Expenses,Academic Research Fellows,ADDENBROOKES CHARITABLE TRUST,6161363,52500,NULL
Department of Health,East of England SHA,01/04/2010,Training Expenses,Acute Physician Model - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094256,98435.77,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Acute Physician Model - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094261,65564.23,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Aspiring Directors Programme,KINGS FUND,6025776,47450,907874391
Department of Health,East of England SHA,15/04/2010,Training Expenses,Business Improvement Techniques Training - Basildon & Thurrock University Hospital,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6052138,180000,654911917
Department of Health,East of England SHA,15/04/2010,Training Expenses,Business Improvement Techniques Training - Basildon & Thurrock University Hospital,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6052145,-180000,654911917
Department of Health,East of England SHA,15/04/2010,Training Expenses,Business Improvement Techniques Training - Basildon & Thurrock University Hospital,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6115031,134000,654911917
Department of Health,East of England SHA,07/04/2010,Training Expenses,Clinical Psychology,UH HEALTH LIMITED,6125326,155125,NULL
Department of Health,East of England SHA,01/04/2010,Training Expenses,Clinical Tutors,BEDFORD HOSPITALS NHS TRUST,6051978,1295,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Clinical Tutors,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,1727,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,1295,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,1295,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,1295,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Clinical Tutors,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,3453,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Clinical Tutors,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,1727,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Clinical Tutors,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6032519,864,654942902
Department of Health,East of England SHA,01/04/2010,Training Expenses,Community Specialist Practitioners,HERTFORDSHIRE COMMUNITY HEALTH SERVICES,6094311,28792.16,654437328
Department of Health,East of England SHA,15/04/2010,Training Expenses,Community Specialist Practitioners,HERTFORDSHIRE COMMUNITY HEALTH SERVICES,6094394,93710.74,654437328
Department of Health,East of England SHA,01/04/2010,Training Expenses,Community Specialist Practitioners,SOUTH EAST ESSEX PCT,6052094,101045,654436723
Department of Health,East of England SHA,01/04/2010,Training Expenses,Continuing Professional Development,BEDFORDSHIRE PCT,6094307,31124.18,654435334
Department of Health,East of England SHA,15/04/2010,Training Expenses,Continuing Professional Development,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,6169315,1500000,654919501
Department of Health,East of England SHA,01/04/2010,Training Expenses,Continuing Professional Development,WEST HERTFORDSHIRE PRIMARY CARE TRUST,6105986,25722.3,654437426
Department of Health,East of England SHA,09/04/2010,Training Expenses,Centre for Interprofessional Learning,UNIVERSITY OF EAST ANGLIA,6140752,104129,595183505
Department of Health,East of England SHA,01/04/2010,Training Expenses,Comprehensive Elderly Assessment - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094256,114881.74,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Comprehensive Elderly Assessment - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094261,76518.26,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Continuing Professional Development,BEDFORD HOSPITALS NHS TRUST,6051978,1236,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Continuing Professional Development,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,456,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,651,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,651,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,651,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Continuing Professional Development,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,4939,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Continuing Professional Development,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,1676,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Tutors,BEDFORD HOSPITALS NHS TRUST,6051978,880,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Tutors,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,450,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,440,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,440,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,440,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Tutors,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,880,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Tutors,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,450,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Dental Vocational Training Scheme,BEDFORD HOSPITALS NHS TRUST,6051978,2000,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Vocational Training Scheme,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,2000,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Dental Vocational Training Scheme,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,2000,654936110
Department of Health,East of England SHA,07/04/2010,Training Expenses,Dietetics Tuition,UH HEALTH LIMITED,6125326,215913,NULL
Department of Health,East of England SHA,01/04/2010,Training Expenses,"Development, Delivery Evaluation of ET&D - Princess Alexandra Hospital",PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6094295,65952,654964985
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BEDFORD HOSPITALS NHS TRUST,6051978,5691,654912424
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,7971,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BEDFORD HOSPITALS NHS TRUST,6051978,1605,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,1605,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,1605,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,1605,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,1605,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,1605,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,1605,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6032519,1605,654942902
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BEDFORD HOSPITALS NHS TRUST,6051978,846,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,846,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,846,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,846,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,846,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,1692,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,846,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6032519,1692,654942902
Department of Health,East of England SHA,15/04/2010,Training Expenses,Genetics,NEWCASTLE UPON TYNE HOSPITALS FOUNDATION TRUST,6115028,42293,654968777
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,HILLINGDON PRIMARY CARE TRUST,6106013,59682.71,654974393
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,LINCOLNSHIRE PCT,6041347,30927.65,654437230
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,NHS SUFFOLK,6052109,182196.19,NULL
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,NORTH EAST ESSEX PROVIDER SERVICES,6041344,43855.05,654974785
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,NORTH EAST ESSEX PROVIDER SERVICES,6052108,-392467.82,654974785
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP Registrar Training Support,NORTH EAST ESSEX PROVIDER SERVICES,6052112,480022.94,654974785
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP StR Programme Support - Trusts,BEDFORD HOSPITALS NHS TRUST,6051978,637,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,GP StR Programme Support - Trusts,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,548,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP StR Programme Support - Trusts,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,803,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP StR Programme Support - Trusts,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,803,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP StR Programme Support - Trusts,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,803,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,GP StR Programme Support - Trusts,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,981,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,GP StR Programme Support - Trusts,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,688,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,GP StR Programme Support - Trusts,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6032519,726,654942902
Department of Health,East of England SHA,01/04/2010,Training Expenses,Grade A Scientists,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6094363,36244.16,654931321
Department of Health,East of England SHA,01/04/2010,Training Expenses,Graduate Training Events,NHS INSTITUTE FOR INNOVATION&IMPROVEMENT,5919553,116665,654434631
Department of Health,East of England SHA,01/04/2010,Training Expenses,Graduate Training Events,NHS INSTITUTE FOR INNOVATION&IMPROVEMENT,6073343,-46666,654434631
Department of Health,East of England SHA,01/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6073045,1548.75,654911917
Department of Health,East of England SHA,01/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6073068,3098.46,654911917
Department of Health,East of England SHA,01/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),BEDFORD HOSPITALS NHS TRUST,6041339,15487,654912424
Department of Health,East of England SHA,15/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6125316,51472,654910528
Department of Health,East of England SHA,15/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6125394,-51472,654910528
Department of Health,East of England SHA,15/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6115019,435.96,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Healthcare Assistant Support (HCAS),PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6073117,6195,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,BEDFORD HOSPITALS NHS TRUST,6051978,7462,654912424
Department of Health,East of England SHA,27/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177241,6475,654926212
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094299,10607,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094303,10607,654929007
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6094305,10607,654929007
Department of Health,East of England SHA,27/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6177230,21028,654931321
Department of Health,East of England SHA,27/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6177233,8633,654936110
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6032519,11242,654942902
Department of Health,East of England SHA,01/04/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,6032472,1727,654969480
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improvement Programme,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,6052055,60200,654935994
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improving - Breast Cancer - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094256,227059.79,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improving - Breast Cancer - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094261,151757.21,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improving Patient Experience - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094256,6718.24,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improving Patient Experience - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094261,4474.76,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Improving Safety & Quality in the Acutely ill Patient Pathway,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6094319,100000,654910528
Department of Health,East of England SHA,01/04/2010,Training Expenses,Incentive Scheme for Newly Qualified Physios,NORFOLK PCT,6041336,40000,654436527
Department of Health,East of England SHA,01/04/2010,Training Expenses,Integrated Dementia Service - Mid-Essex Hospital Trust ,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094256,166380.45,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Integrated Dementia Service - Mid-Essex Hospital Trust ,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094261,110819.55,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Joint Investment Framework 2009/10,ANDERSON STOCKLEY ACCREDITED TRAINING LTD,6106008,26200,925531822
Department of Health,East of England SHA,01/04/2010,Training Expenses,Joint Investment Framework 2009/10,ANDERSON STOCKLEY ACCREDITED TRAINING LTD,6106022,35020,925531822
Department of Health,East of England SHA,07/04/2010,Training Expenses,Joint Investment Framework 2009/10,ANGLIA RUSKIN UNIVERSITY,6115040,80600,637150940
Department of Health,East of England SHA,01/04/2010,Training Expenses,Joint Investment Framework 2009/10,UNIVERSITY CAMPUS SUFFOLK,6106002,25280,919042431
Department of Health,East of England SHA,07/04/2010,Training Expenses,Joint Investment Framework 2009/10,UNIVERSITY OF BEDFORDSHIRE,6125356,70000,600498850
Department of Health,East of England SHA,01/04/2010,Training Expenses,Learning Support for Nursing Degree Students,UH HEALTH LIMITED,6073109,151382.53,NULL
Department of Health,East of England SHA,07/04/2010,Training Expenses,Learning Support for Nursing Degree Students,UNIVERSITY CAMPUS SUFFOLK,6125359,40000,919042431
Department of Health,East of England SHA,01/04/2010,Training Expenses,Learning Support for Nursing Degree Students,UNIVERSITY OF EAST ANGLIA,6073114,47709.53,595183505
Department of Health,East of England SHA,01/04/2010,Training Expenses,Less than full time - specialty,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6041358,43090.76,654910528
Department of Health,East of England SHA,01/04/2010,Training Expenses,Less than full time - specialty,MID ESSEX HOSPITALS SERVICES NHS TRUST,6094279,12834,654930128
Department of Health,East of England SHA,01/04/2010,Training Expenses,Less than full time - specialty,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6105993,57189.29,654931517
Department of Health,East of England SHA,01/04/2010,Training Expenses,Less than full time - specialty,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6106016,-57189.29,654931517
