Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076568,"4,184.38",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076616,"24,980.00",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076617,"13,995.00",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100077064,"4,132.25",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100077537,"4,495.00",SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Property & Equipment Maintenance,08/04/2015,5100076529,460.13,SOLUTIONS SK
TfGM,Transport,Training,08/04/2015,5100077471,"1,050.00",ST JOHN AMBULANCE
TfGM,Transport,Heavy Rail Support Services,08/04/2015,5100076704,"2,479.99",STEER DAVIES GLEEVE LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076736,630.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076738,840.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,08/04/2015,5100076739,"24,110.32",TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,08/04/2015,5100076741,"119,186.00",TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,08/04/2015,5100076742,"65,807.00",TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,08/04/2015,5100076743,"2,240.00",TDC SYSTEMS LTD
TfGM,Transport,Traffic Management and Monitoring Services,08/04/2015,5100076744,"4,668.54",TDC SYSTEMS LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076749,525.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic and Transportation Surveys,08/04/2015,5100076752,"3,255.00",TDC SYSTEMS LTD
TfGM,Transport,Cycle Training Scheme,08/04/2015,5100077576,500.00,THE NATIONWIDE CYCLING ACADEMY
TfGM,Transport,Print & Media,08/04/2015,5100076871,496.35,THOMAS FATTORINI LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,08/04/2015,5100076631,"2,312.00",TOTAL COMPUTERS LTD
TfGM,Transport,Property & Equipment Maintenance,08/04/2015,5100076654,"2,710.00",TOTAL COMPUTERS LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,08/04/2015,5100076700,"1,758.00",TOTAL COMPUTERS LTD
TfGM,Transport,Vehicle Repairs & Maintenance,08/04/2015,5100076793,517.66,TRUSTFORD
TfGM,Transport,Cleaning,08/04/2015,5100077080,545.00,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,08/04/2015,5100077081,582.50,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/04/2015,5100076522,"4,725.00",TURNER & TOWNSEND PROJECT MANAGEMEN
TfGM,Transport,Technical Services,08/04/2015,5100077550,"2,858.63",WILDE LTD
TfGM,Corporate Services,Property & Equipment Maintenance,08/04/2015,5100077288,"1,960.00",XL OFFICE SOLUTIONS
TfGM,Corporate Services,Property & Equipment Maintenance,08/04/2015,5100077289,"2,200.00",XL OFFICE SOLUTIONS
TfGM,Transport,Property & Equipment Maintenance,08/04/2015,5100077290,"5,880.00",XL OFFICE SOLUTIONS
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,10/04/2015,5100076937,"7,193.06",AECOM INFRASTRUCTURE & ENVIRONMENT
TfGM,Transport,Community Engagement Services,10/04/2015,5100076944,"8,454.84",AECOM LTD
TfGM,Transport,Community Engagement Services,10/04/2015,5100076961,"17,472.18",AECOM LTD
TfGM,Transport,Capital Costs - Project Support Services,10/04/2015,5100077012,"2,878.00",AECOM LTD
TfGM,Transport,Capital Costs - Rail Support Services,10/04/2015,5100077017,"21,022.85",AECOM LTD
TfGM,Transport,Community Engagement Services,10/04/2015,5100077486,"15,427.50",AECOM LTD
TfGM,Transport,Heavy Rail Support Services,10/04/2015,5100077005,863.73,AMEY (CONSULTING & RAIL)
TfGM,Transport,Heavy Rail Support Services,10/04/2015,5100077006,"3,770.00",AMEY (CONSULTING & RAIL)
TfGM,Transport,Heavy Rail Support Services,10/04/2015,5100077007,"7,980.00",AMEY (CONSULTING & RAIL)
TfGM,Transport,Heavy Rail Support Services,10/04/2015,5100077008,"5,670.00",AMEY (CONSULTING & RAIL)
TfGM,Transport,Paper and Printing Consumables,10/04/2015,5100076892,776.37,ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,10/04/2015,5100076924,"1,475.68",ANTALIS LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,10/04/2015,5100076884,"4,220.00",ATKINS LTD
TfGM,Transport,Capital Costs - Project Support Services,10/04/2015,5100076983,"2,760.00",ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/04/2015,5100076990,"4,363.76",ATKINS LTD
TfGM,Corporate Services,Procurement Services,10/04/2015,5100077035,"5,150.00",ATKINS LTD
TfGM,Transport,Capital Costs - Legal Services,10/04/2015,5100077826,"16,200.00",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,10/04/2015,5100077827,"25,182.99",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,10/04/2015,5100077828,"22,348.66",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,10/04/2015,5100077829,"35,161.26",BIRCHAM DYSON BELL
TfGM,Transport,Programme and Project Management Services,10/04/2015,5100077688,"8,400.00",BLACC LLP
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039771,"2,328.00",BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039773,"8,565.88",BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039775,"1,047.63",BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039777,768.00,BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039779,"55,462.50",BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Corporate Services,IS Support & Maintenance,10/04/2015,5100077249,"11,877.48",BT ENGAGE IT
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039722,"9,792.00",BURY MBC
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039767,"9,551.88",BURY MBC
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039769,"2,440.35",BURY MBC
TfGM,Corporate Services,Computer Support and Licences,10/04/2015,5100076827,"9,363.00",BYTES SOFTWARE SERVICES LTD
TfGM,Transport,Capital Costs - Print & Media,10/04/2015,5100076934,"3,296.46",CARAT MEDIA UK LIMITED
TfGM,Transport,Capital Costs - Print & Media,10/04/2015,5100077118,"4,209.53",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/04/2015,5100077247,"1,585.58",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/04/2015,5100077413,"8,574.55",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/04/2015,5100077414,"4,527.18",CARAT MEDIA UK LIMITED
TfGM,Transport,Capital Costs - Project Support Services,10/04/2015,5100076922,"1,350.00",CDI ANDERSELITE LTD
TfGM,Corporate Services,Legal Services,10/04/2015,5100076895,895.00,CEDREC INFORMATION SYSTEMS LTD
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039717,"8,504.25",CITY OF SALFORD
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039719,"3,759.13",CITY OF SALFORD
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039738,"7,392.00",CITY OF SALFORD
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039740,"49,920.00",CITY OF SALFORD
TfGM,Transport,Postage Costs,10/04/2015,5100077776,441.34,CITY SPRINT UK
TfGM,Transport,"Rent, Rates & Service Charges",10/04/2015,1900039687,"3,000.00",COLLIERS CRE CLIENTS ACCOUNT
TfGM,Transport,Training,10/04/2015,5100076955,"1,350.00",CONTRACT DATA RESEARCH LTD
TfGM,Transport,Traffic and Transportation Surveys,10/04/2015,5100077751,"1,965.00",CTS TRAFFIC & TRANSPORTATION
TfGM,Transport,Capital Costs - Health & Safety Support Services,10/04/2015,5100077901,825.00,DIRECTION FIRE LIMITED
TfGM,Corporate Services,Maintenance,10/04/2015,5100077357,"18,000.00",DORMA UK LTD
TfGM,Transport,Print & Media,10/04/2015,5100077442,"2,156.00",DST OUTPUT (Nottingham) LTD
TfGM,Transport,Traffic Signal Works,10/04/2015,5100077061,"1,189.67",EASYNET GLOBAL SERVICES
TfGM,Transport,Traffic Signal Works,10/04/2015,5100077062,"1,785.92",EASYNET GLOBAL SERVICES
TfGM,Transport,Traffic Signal Works,10/04/2015,5100077063,887.93,EASYNET GLOBAL SERVICES
TfGM,Transport,Capital Costs -  Project Support Services,10/04/2015,5100076887,"3,000.00",EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/04/2015,5100076888,"9,000.00",EC HARRIS LLP
TfGM,Transport,Capital Costs - Project Support Services,10/04/2015,5100077036,"9,500.00",EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/04/2015,5100077042,"4,480.00",EC HARRIS LLP
TfGM,Transport,Cycle Training Scheme,10/04/2015,5100076988,"1,320.00",EDINBURGH BICYCLE COOPERATIVE LTD
TfGM,Transport,Cycle Training Scheme,10/04/2015,5100076989,"1,215.25",EDINBURGH BICYCLE COOPERATIVE LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,10/04/2015,5100077092,"7,656.25",ELECTRICITY NORTH WEST EHV
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,10/04/2015,5100077093,"45,937.50",ELECTRICITY NORTH WEST EHV
TfGM,Transport,Vehicle Repairs & Maintenance,10/04/2015,5100077195,813.17,EYE COMMERCIALS LTD
TfGM,Transport,Vehicle Repairs & Maintenance,10/04/2015,5100077196,662.00,EYE COMMERCIALS LTD
TfGM,Transport,Vehicle Repairs & Maintenance,10/04/2015,5100077198,745.14,EYE COMMERCIALS LTD
TfGM,Transport,Sustainable Travel Grant,10/04/2015,1900039694,"10,000.00",FIRST CHOICE HOMES OLDHAM
