Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,04/01/2018,Air fares ,International Relations Division ,Corporate Travel Provider ,100111-101 ,£766.81,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£753.50,
DFID,DFID,04/01/2018,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£767.72,
DFID,DFID,04/01/2018,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£752.17,
DFID,DFID,23/01/2018,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£91,235.68",Rental charge for telecommunication data links (WAN) for offices out with the European Union for November 2017 (1 of 2)
DFID,DFID,23/01/2018,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£91,235.68",Rental charge for telecommunication data links (WAN) for offices out with the European Union for November 2017 (2 of 2)
DFID,DFID,04/01/2018,Air fares ,International Relations Division ,Corporate Travel Provider ,100111-101 ,£766.81,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£608.51,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£650.10,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£738.45,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£897.42,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£738.45,
DFID,DFID,17/01/2018,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200005-138 ,"£1,800.00",
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£608.51,
DFID,DFID,04/01/2018,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£897.42,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Economic Development Division ,Corporate Travel Provider ,100124-101 ,£524.66,
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,013.00",
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,357.00",
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£772.68,
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£825.37,
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£616.50,
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,030.57",
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,157.57",
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,282.67",
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,194.17",
DFID,DFID,04/01/2018,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£605.70,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£575.00,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Communications Division ,Corporate Travel Provider ,100177-101 ,£500.57,
DFID,DFID,04/01/2018,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,£580.30,
DFID,DFID,04/01/2018,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,"£1,477.37",
DFID,DFID,04/01/2018,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,£580.30,
DFID,DFID,31/01/2018,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,UNIVERSITY OF CAMBRIDGE ,201884-107 ,"£72,494.50",
DFID,DFID,03/01/2018,Training - Course Fees ,Finance and Corporate Performance Division ,CRANFIELD MANAGEMENT DEVELOPMENT LTD ,204846-101 ,"£6,246.85",
DFID,DFID,09/01/2018,Hardware -Laptop PCs ,Business Solutions Division Level ,HP Inc UK Ltd ,200004-103 ,"£429,933.60",
DFID,DFID,03/01/2018,Legal costs ,Economic Development Division ,CABINET OFFICE ,202259-101 ,"£9,080.00",
DFID,DFID,04/01/2018,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,"£1,477.37",
DFID,DFID,04/01/2018,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100201-101 ,£954.33,
DFID,DFID,04/01/2018,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100201-101 ,£954.33,
DFID,DFID,25/01/2018,Conferences  Seminars & Meeting/Event Resource ,Finance and Corporate Performance Division ,Calder Conferences ,204846-101 ,"£12,638.16",
DFID,DFID,04/01/2018,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100201-101 ,£515.26,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,100212-101 ,£643.50,
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£1,113.70",
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£1,612.37",
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£925.81,
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£578.70,
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£2,207.30",
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£2,066.81",
DFID,DFID,09/01/2018,Air fares ,West and Southern Africa ,Foreign & Commonwealth Office ,101610-101 ,"£6,403.58",
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£2,207.30",
DFID,DFID,15/01/2018,Hotels - Accommodation only ,Top Management Group ,Foreign & Commonwealth Office ,100232-102 ,£800.47,
DFID,DFID,04/01/2018,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,£925.81,
DFID,DFID,25/01/2018,Training - Course Fees ,Human Resources ,Capita  Business Services ,100269-155 ,"£20,250.00",
DFID,DFID,22/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£4,309.84",
DFID,DFID,04/01/2018,Hotels - Accommodation only ,International Relations Division ,Corporate Travel Provider ,100240-101 ,£570.95,
DFID,DFID,16/01/2018,Data network- remote working ,West and Southern Africa ,Foreign & Commonwealth Office ,100254-101 ,"£9,422.67",
DFID,DFID,16/01/2018,Mobile telephones & accessories ,West and Southern Africa ,Foreign & Commonwealth Office ,100254-101 ,"£2,951.96",
DFID,DFID,16/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,205013-101 ,"£17,816.00",
DFID,DFID,03/01/2018,Training - Course Fees ,Finance and Corporate Performance Division ,CRANFIELD MANAGEMENT DEVELOPMENT LTD ,204846-101 ,"£6,246.85",
DFID,DFID,08/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Capita  Business Services ,101603-102 ,£739.23,
DFID,DFID,03/01/2018,Training - Course Fees ,Finance and Corporate Performance Division ,CRANFIELD MANAGEMENT DEVELOPMENT LTD ,204846-101 ,"£6,246.85",
DFID,DFID,15/01/2018,Mobile telephones & accessories ,West and Southern Africa ,Foreign & Commonwealth Office ,100254-101 ,"£2,951.96",
DFID,DFID,04/01/2018,Air fares ,International Relations Division ,Corporate Travel Provider ,100262-101 ,"£1,853.15",
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Policy Division ,Corporate Travel Provider ,100274-111 ,£569.64,
DFID,DFID,04/01/2018,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,"£1,443.69",
DFID,DFID,04/01/2018,Air fares ,Economic Development Division ,Corporate Travel Provider ,100276-101 ,£598.70,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£560.84,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£792.96,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£650.30,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£756.00,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£855.50,
DFID,DFID,09/01/2018,Mobile telephones & accessories ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£1,387.69",
DFID,DFID,09/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£33,485.56",Secure air transport costs for the period  Kabul for April 2017 to March 2018
DFID,DFID,09/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£3,828.14",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£943.57,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,161.30",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,759.50",
DFID,DFID,26/01/2018,Training Providers/Facilitation Services ,West and Southern Africa ,Capita  Business Services ,101613-101 ,"£1,319.15",
DFID,DFID,03/01/2018,Training - Course Fees ,Finance and Corporate Performance Division ,CRANFIELD MANAGEMENT DEVELOPMENT LTD ,204846-101 ,"£6,246.85",
DFID,DFID,26/01/2018,Training Providers/Facilitation Services ,West and Southern Africa ,Capita  Business Services ,101638-101 ,"£2,908.55",
DFID,DFID,30/01/2018,Training Providers/Facilitation Services ,West and Southern Africa ,Capita  Business Services ,101638-101 ,"£6,797.56",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£638.57,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,287.26",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£891.97,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£804.92,
DFID,DFID,31/01/2018,Training Providers/Facilitation Services ,Finance and Corporate Performance Division ,Capita  Business Services ,204846-101 ,"£9,390.24",
DFID,DFID,31/01/2018,Training Providers/Facilitation Services ,Finance and Corporate Performance Division ,Capita  Business Services ,204846-101 ,"£2,585.37",
DFID,DFID,16/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,CONCERN WORLDWIDE ,203264-102 ,"£294,899.73",
DFID,DFID,30/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,CONCERN WORLDWIDE ,203264-102 ,"£449,149.64",
DFID,DFID,30/01/2018,Aid Programme - Accountable Grant Payments ,Economic Development Division ,Royal Institute for Int. Affairs ,204250-110 ,"£50,000.00",
DFID,DFID,19/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,MINISTRY OF DEFENCE ,203627-106 ,"£25,945.67",
DFID,DFID,18/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Nathan Associates London Ltd ,202180-102 ,"£182,279.75",
DFID,DFID,17/01/2018,Aid Programme - Accountable Grant Payments ,Economic Development Division ,ETHICAL TRADING INITIATIVE ,203448-101 ,"£483,569.00",
DFID,DFID,15/01/2018,Property - Insurance charges ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£6,910.90",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,342.41",
DFID,DFID,16/01/2018,Further Education costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,£611.36,
DFID,DFID,22/01/2018,Contract Catering Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£1,055.37",
DFID,DFID,22/01/2018,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,£705.17,
DFID,DFID,25/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,203390-104 ,"£76,841.50",
DFID,DFID,10/01/2018,Oil - Other Utilities ,Group Operations ,Government Procurement Service ,203717-101 ,"£3,151.66",
DFID,DFID,10/01/2018,Oil - Other Utilities ,Group Operations ,Government Procurement Service ,203717-101 ,"£10,052.43",
DFID,DFID,10/01/2018,Oil - Other Utilities ,Group Operations ,Government Procurement Service ,203717-101 ,"£4,525.66",
DFID,DFID,04/01/2018,Project delivery costs â€“ supplier services ,Policy Division ,CENTRE FOR GLOBAL EDUCATION live ,201469-104 ,"£64,913.17",
DFID,DFID,09/01/2018,Recruitment costs ,Human Resources ,CABINET OFFICE ,100269-163 ,"£5,760.00",
DFID,DFID,16/01/2018,Project delivery costs â€“ supplier services ,Policy Division ,PLAN INTERNATIONAL UK ,203572-101 ,"£314,385.75",
DFID,DFID,26/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,114178-104 ,"£298,600.41",
DFID,DFID,26/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,114178-104 ,"£82,166.39",
DFID,DFID,25/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-103 ,"£86,854.79",
DFID,DFID,24/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-103 ,"£66,930.82",
DFID,DFID,24/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-103 ,"£3,985.81",
DFID,DFID,24/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-103 ,"£6,573.19",
DFID,DFID,31/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,PRICEWATERHOUSECOOPERS ,203161-104 ,"£54,302.80",
DFID,DFID,26/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,PRICEWATERHOUSECOOPERS ,203161-104 ,"£568,078.00",
DFID,DFID,26/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,203835-104 ,"£2,996.04",
DFID,DFID,24/01/2018,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,203835-104 ,"£46,575.56",
DFID,DFID,26/01/2018,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS ,203964-101 ,"£105,202.04",
DFID,DFID,29/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,204250-101 ,"£121,215.49",
DFID,DFID,22/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£33,485.55",Secure air transport costs for Kabul for the period April 2017 to March 2018
DFID,DFID,22/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£11,876.00",
DFID,DFID,22/01/2018,Vehicle Hire Charges ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101603-101 ,£796.53,
DFID,DFID,22/01/2018,Vehicle Hire Charges ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101603-101 ,£901.29,
DFID,DFID,29/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,204250-101 ,"£46,481.84",
DFID,DFID,29/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,204250-101 ,"£75,512.65",
DFID,DFID,29/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,204250-102 ,"£17,625.71",
DFID,DFID,23/01/2018,Project delivery costs â€“ supplier services ,Economic Development Division ,PRICEWATERHOUSECOOPERS ,204531-101 ,"£143,442.10",
DFID,DFID,25/01/2018,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101603-101 ,£801.57,
DFID,DFID,22/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101603-101 ,£588.59,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,"£2,134.57",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,"£1,221.17",
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,£977.57,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,£876.71,
DFID,DFID,03/01/2018,Relocation costs ,West and Southern Africa ,PICKFORDS LTD ,101610-101 ,"£13,264.63",
DFID,DFID,29/01/2018,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101618-101 ,£581.79,
DFID,DFID,25/01/2018,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101621-101 ,£744.68,
DFID,DFID,09/01/2018,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101624-101 ,£702.00,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,£551.61,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£568.00,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£621.00,
DFID,DFID,04/01/2018,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£603.00,
DFID,DFID,04/01/2018,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101604-101 ,"£1,149.20",
DFID,DFID,31/01/2018,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101624-101 ,£568.86,
DFID,DFID,15/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,PICKFORDS LTD ,101637-101 ,£730.21,
DFID,DFID,21/01/2018,Relocation costs ,West and Southern Africa ,PICKFORDS LTD ,101638-101 ,"£15,962.24",
DFID,DFID,25/01/2018,Storage & Distribution costs ,Middle East and North Africa Division ,PICKFORDS LTD ,201705-101 ,£568.86,
DFID,DFID,09/01/2018,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,202594-101 ,£979.00,
DFID,DFID,10/01/2018,Project delivery costs â€“ supplier services ,East and Central Africa ,POPULATION  SERVICES INTERNATIONAL ,300304-102 ,"£501,331.30",
DFID,DFID,31/01/2018,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,PRACTICAL ACTION (UK) ,204857-104 ,"£332,904.00",
DFID,DFID,29/01/2018,Aid Programme - Accountable Grant Payments ,Policy Division ,SCIAF ,203559-132 ,"£151,004.83",
DFID,DFID,10/01/2018,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,OXFAM ,202752-101 ,"£186,469.00",
DFID,DFID,26/01/2018,Training - Course Fees ,Human Resources ,CSL - KPMG LLP ,100269-155 ,"£5,000.00",
DFID,DFID,29/01/2018,Aid Programme - Accountable Grant Payments ,Policy Division ,SCIAF ,203559-169 ,"£28,833.28",
DFID,DFID,25/01/2018,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict  Humanitarian  Security & Stabilisation Division ,SAVE THE CHILDREN ,203044-103 ,"£11,654.00",
DFID,DFID,10/01/2018,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict  Humanitarian  Security & Stabilisation Division ,SAVE THE CHILDREN ,203044-101 ,"£1,548,435.00",
DFID,DFID,26/01/2018,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict  Humanitarian  Security & Stabilisation Division ,SAVE THE CHILDREN ,203044-102 ,"£1,091,704.00",
DFID,DFID,11/01/2018,Project delivery costs â€“ supplier services ,Policy Division ,Social Development Direct Ltd ,203245-106 ,"£23,458.68",
DFID,DFID,23/01/2018,Project delivery costs â€“ supplier services ,Policy Division ,Social Development Direct Ltd ,203245-106 ,"£1,242.00",
DFID,DFID,15/01/2018,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£855.93,
DFID,DFID,15/01/2018,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£892.53,
DFID,DFID,16/01/2018,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£790.11,
DFID,DFID,08/01/2018,Mobile telephones & accessories ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£500.38,
DFID,DFID,29/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,Social Development Direct Ltd ,203823-106 ,"£51,561.50",
DFID,DFID,30/01/2018,Project delivery costs â€“ supplier services ,West and Southern Africa ,Social Development Direct Ltd ,203823-106 ,"£115,372.80",
DFID,DFID,17/01/2018,Project delivery costs â€“ supplier services ,East and Central Africa ,Social Development Direct Ltd ,205144-103 ,"£3,129.12",
DFID,DFID,08/01/2018,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£90,626.75",Rental charge for telecommunication data links (WAN)  out with the European Union for October 2017 (1 of 2)
DFID,DFID,30/01/2018,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,SAVE THE CHILDREN UK ,205122-107 ,"£3,061,380.00",
DFID,DFID,09/01/2018,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,179.01",
DFID,DFID,09/01/2018,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£940.27,
DFID,DFID,09/01/2018,Vehicle Hire Charges ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£622.69,
