Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Hirst MG,,"165,953.79"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,GMS,Contractual ,Ponteland MG,,"134,737.50"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Brockwell MG,,"113,174.64"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Cleverley & Partners,,"104,800.11"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Murphy & Partners,,"101,301.21"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,GMS,Contractual ,White MG,,"86,839.47"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Coquet MG,,"85,977.18"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Smith & Partners,,"85,731.50"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Bondgate Practice,,"85,515.83"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Infirmary Drive MG,,"82,299.41"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Station MG,,"79,551.04"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Bedlingtonshire MG,,"73,277.11"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Dunbar & Partners,,"72,980.41"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Allen & Partners,,"72,166.61"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Cunningham & Partners,,"68,261.81"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Greystoke Surgery,,"67,930.29"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Guidepost MG,,"65,903.97"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Coquet MG,,"59,948.57"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Union Brae MG,,"58,682.98"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Dr Cunningham & Partners,,"52,791.12"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,GMS,Contractual ,Riversdale,,"49,901.28"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Tallantyre & Harrison,,"49,106.50"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Cameron & Hunt,,"48,623.75"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Drs Brown Holding & Quayle,,"47,806.24"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Quilliam & Partners,,"46,154.42"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Feeney Corbett,,"45,109.81"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,GMS,Contractual ,Sele MG,,"44,982.64"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Belford MG,,"44,562.77"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Haltwhistle MG,,"44,256.67"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Belford MG,,"42,942.83"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Humshaugh & Wark MG,,"42,268.61"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,Ophthalmic,Stand Alone,Aaron Ltd,,"41,657.47"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Collingwood Practice,,"40,682.52"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Widdrington MG,,"40,610.91"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Foster & Partners,,"40,023.08"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Bellingham Practice,,"36,668.59"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Colver & Partners,,"35,802.40"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Bondgate Practice,,"34,387.41"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Lambourn & Batley,,"32,532.72"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Drs Leith & Bourne,,"31,701.11"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Dr Feeney Corbett,,"30,583.17"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Infirmary Drive MG,,"29,981.57"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Humshaugh & Wark MG,,"29,301.54"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/30/11,PMS,Contractual ,Union Brae MG,,"28,863.96"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Widdrington MG,,"27,507.17"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),11/15/11,PMS,Contractual ,Dr Ford & Partners Haydon Bridge,,"26,557.31"
