Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,Knowsley PCT,01/07/2010,Personal Dental Services,Centre Dental Excellence,HALTON AND ST HELENS PCT,11157541,30675,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,District Nursing North,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,120.05,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,Human Resources,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,58.75,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,IAPT Team,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,257.5,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,IV Therapy,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,120.05,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,Infant Feeding Programme,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,198.75,NULL
Department of Health,Knowsley PCT,13/07/2010,Phone Instal & Maint,Sexual Health,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11207976,411.25,NULL
Department of Health,Knowsley PCT,22/07/2010,Rent,Site Overheads,WILLOWBROOK HOSPICE,11295539,2950,NULL
Department of Health,Knowsley PCT,15/07/2010,Services Received - NHSTs,Finance,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,11253915,19833,NULL
Department of Health,Knowsley PCT,06/07/2010,Services Received - NHSTs,Finance,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11176462,296500,NULL
Department of Health,Knowsley PCT,06/07/2010,Services Received - NHSTs,Finance,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11176463,72067,NULL
Department of Health,Knowsley PCT,06/07/2010,Services Received - NHSTs,Finance,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11199991,76375,NULL
Department of Health,Knowsley PCT,27/07/2010,Services Received - NHSTs,Human Resources,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11295534,94676,NULL
Department of Health,Knowsley PCT,01/07/2010,Services Received - NHSTs,Therapies Support Costs,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11167990,13717,NULL
Department of Health,Knowsley PCT,13/07/2010,Services Received - PCTs,Finance,LIVERPOOL PCT,11216353,91809.5,NULL
Department of Health,Knowsley PCT,06/07/2010,Services Received - PCTs,NHS Levies,WIRRAL PCT,11199975,131092,NULL
Department of Health,Knowsley PCT,06/07/2010,Services Received - PCTs,Public Health,WIRRAL PCT,11199975,37844,NULL
Department of Health,Knowsley PCT,22/07/2010,Voluntary Sector,Grants to Hospices,MARIE CURIE CANCER CARE,11295542,37415.75,NULL
Department of Health,Knowsley PCT,22/07/2010,Voluntary Sector,Grants to Hospices,WILLOWBROOK HOSPICE,11295539,42183.31,NULL
Department of Health,Knowsley PCT,01/07/2010,Voluntary Sector,Grants to Hospices,WOODLANDS HOSPICE CHARITABLE TRUST,11109205,25075,NULL
Department of Health,Knowsley PCT,15/07/2010,Voluntary Sector,Grants to Hospices,WOODLANDS HOSPICE CHARITABLE TRUST,11253956,25075,NULL
Department of Health,Knowsley PCT,15/07/2010,Water,Energy,PARTNERS 4 LIFT,11253939,1595.03,NULL
Department of Health,Knowsley PCT,01/07/2010,Water,Therapies Support Costs,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,11167990,7918,NULL
Department of Health,Knowsley PCT,16/07/2010,EAtPMC Practice Payments,Payments to GP's,LIVERPOOL PCT PROVIDER,JUL 10 FUNDING,175000,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR AHAMED,JUL 10 FUNDING,86635.71,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR ALEXANDER,JUL 10 FUNDING,50850.07,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR AUNG,JUL 10 FUNDING,34139.75,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR BEVAN,JUL 10 FUNDING,41208.09,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR DM HEATH,JUL 10 FUNDING,60146.1,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR F MAASSARANI,JUL 10 FUNDING,154303.72,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR FORD,JUL 10 FUNDING,117157.28,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR JAYARAM,JUL 10 FUNDING,39348.88,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR JG HEATH,JUL 10 FUNDING,378323.74,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR JONES,JUL 10 FUNDING,97543.18,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR KING,JUL 10 FUNDING,81027.34,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR KINLOCH,JUL 10 FUNDING,38511.12,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR MESSING,JUL 10 FUNDING,27892.22,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR PRYCE,JUL 10 FUNDING,111029.56,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR S SINGH,JUL 10 FUNDING,30929.53,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR SADIQ,JUL 10 FUNDING,31898.26,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR SUARES,JUL 10 FUNDING,46348.42,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR SWINHOE,JUL 10 FUNDING,37089.3,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR TEWARI,JUL 10 FUNDING,61993.3,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR THONG,JUL 10 FUNDING,26981.58,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR VERMA,JUL 10 FUNDING,49847.47,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR WINTERBURN,JUL 10 FUNDING,101891.5,NULL
Department of Health,Knowsley PCT,16/07/2010,GP Practice Payments,Payments to GP's,DOCTOR WYCHERLEY,JUL 10 FUNDING,39049.3,NULL
