Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,28-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402198771,169.80
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,28-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402198771,"25,662.60"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,28-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402198771,33.96
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,28-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402198771,"5,132.52"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217416,"28,761.30"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217416,"20,378.84"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217416,"5,752.26"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217416,"4,075.77"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217471,"49,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402217471,"9,800.00"
AIREDALE NHS FOUNDATION TRUST,INTERGRATED MEDICAL GROUP,PHARMACY,28-Aug-2015,DRUGS,PHARMACY,HEALTHCARE AT HOME LTD,OP/4949945,"41,470.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-Aug-2015,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,UTILITIES,INTERSERVE INVESTMENTS PLC,AIR0004,"123,545.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-Aug-2015,BUILDING AND ENGINEERING EQUIPMENT MAINTENANCE,UTILITIES,INTERSERVE INVESTMENTS PLC,AIR0004,"24,709.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,05-Aug-2015,STENTS,RADIOLOGY,MEDTRONIC LTD,1051172956,"133,920.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,05-Aug-2015,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051172956,"111,600.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,05-Aug-2015,STENTS,RADIOLOGY,MEDTRONIC LTD,1051172956,"-133,920.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,05-Aug-2015,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051172956,"22,320.00"
AIREDALE NHS FOUNDATION TRUST,CENTRAL INCOME,RESERVES AND PROVISIONS TECHNICAL,07-Aug-2015,MISCELLANEOUS EXPENDITURE,RESERVES AND PROVISIONS TECHNICAL,NHS AIREDALE WHARFEDALE CRAVEN CCG,7014200109,"65,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,21-Aug-2015,BLOOD PRODUCTS,PATHOLOGY,NHS BLOOD AND TRANSPLANT,844355,"58,206.75"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-Aug-2015,RENT,ESTATES,NHS PROPERTY SERVICES LTD,48360719,"84,257.34"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-Aug-2015,RENT,ESTATES,NHS PROPERTY SERVICES LTD,48360720,"87,022.58"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,07-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016078481,-713.87
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016078481,"77,595.25"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016078481,"15,519.05"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,07-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016078481,-142.77
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016078481,"-15,519.05"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,07-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016078481,142.77
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,14-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016084026,-837.86
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,14-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016084026,"91,071.80"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,21-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016090503,-738.89
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016090503,"80,314.68"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,28-Aug-2015,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1016095202,-689.44
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,28-Aug-2015,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1016095202,"74,939.32"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,14-Aug-2015,COMPUTER MAINTENANCE,FINANCE DEPARTMENT,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7510077796,"38,012.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"24,203.87"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"24,200.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"22,968.12"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"3,012.67"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"3,002.48"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"2,998.61"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"2,992.30"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"1,231.88"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"2,757.18"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,325.86
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,747.55
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"7,404.42"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"4,308.87"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"3,001.51"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"1,550.64"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,935.85
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,767.79
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,305.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,249.52
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,173.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,162.27
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,71.80
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-24,203.87"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-24,200.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-3,012.67"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-3,002.48"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-2,998.61"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-4,308.87"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,310.13
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,246.38
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,187.17
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,61.10
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,32.45
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-246.38
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-45.82
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,14.36
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,65.17
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,149.51
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,551.44
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,599.72
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,49.90
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"1,480.88"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-310.13
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-65.17
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"4,840.77"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-599.72
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-49.90
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,34.70
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-599.72
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,153.56
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,599.72
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,600.30
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-2.48
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,600.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-1.98
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-600.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-7.32
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-600.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-19.63
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-64.18
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,600.50
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-0.46
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-2.04
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,598.46
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-598.46
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-7.96
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-187.17
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,187.17
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-149.51
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,149.51
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,-551.44
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,551.44
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-1,480.88"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"1,480.88"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"-4,840.77"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,THERAPY SERVICES,05-Aug-2015,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,76,"4,840.77"
