Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Office Stationery,Finance Directorate,Buyabattery Co Uk,H57720160213seikliknd,12.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160210dlctccbdl,319.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160210nnfpoeled,272.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160210pplffdvxt,319.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160210zfryyxgpr,272.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/02/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160209pktvonzoj,140.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Career Development Services,People Places & Serv Direct,Paypal,H57720160213qfmmvptzy,24.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2016,Career Development Services,People Places & Serv Direct,Www.Theknowledgeacadem,H57720160202qtfdyjrun,-2465.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Career Development Services,People Places & Serv Direct,Bls*prezi Inc,H57720160203vmtcvjjoo,8.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Books,People Places & Serv Direct,British Standards,H57720160212bsczttqbl,380.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Perpetual Licences,People Places & Serv Direct,Jeffnet,H57720160226oenzusedh,1854.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Entertainment,People Places & Serv Direct,Asda Superstore 4928,H57720160205mbvlknpel,7.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Entertainment,People Places & Serv Direct,Tesco Store 2931,H57720160203djyrfhmcw,15.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Entertainment,People Places & Serv Direct,The Range,H57720160203mbspjoqwm,47.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Entertainment,People Places & Serv Direct,Sainsburys S/mkts,H57720160225bvmivppbs,11.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Entertainment,People Places & Serv Direct,Paypal,H57720160210wtqxqrrfn,7.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Books,People Places & Serv Direct,Pantone Llc Gbp,H57720160206vihnimzbs,261.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/02/2016,Office Stationery,People Places & Serv Direct,Ao Retail Limited,H57720160223ygoriejho,636.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160220qkutgeghm,28.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Office Stationery,People Places & Serv Direct,Applied Products(Wales,H57720160219bnkclldrt,690.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Office Stationery,People Places & Serv Direct,Argos Ltd,H57720160219cglrdvwqn,99.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160219cjrxwqfct,126.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160218fpqudmqzd,71.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Office Stationery,People Places & Serv Direct,Www.Dartscorner.Co.Uk,H57720160216ebxihuslu,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160216lohflxqgd,46.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Office Stationery,People Places & Serv Direct,Www.Dartscorner.Co.Uk,H57720160212pppsywyjl,24.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Office Stationery,People Places & Serv Direct,Www.Johnlewis.Com,H57720160210mnchmbzwt,79.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Office Stationery,People Places & Serv Direct,W T Laminates,H57720160206grkvfuixt,275.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160206vwxwhrjjs,33.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160203wyovibwlm,30.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2016,Office Stationery,People Places & Serv Direct,Selectamark,H57720160202jyarwbfqe,70.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160216xhpjwihez,89.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Office Stationery,People Places & Serv Direct,Rakuten Uk,H57720160301cmxrwposb,76.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Office Stationery,People Places & Serv Direct,Sig,H57720160227nsluigzyd,425.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Legal Consultancy,People Places & Serv Direct,Pmoconferencecouk,H57720160226tazmbjoqs,1440.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Career Development Services,People Places & Serv Direct,Media Training Ltd,H57720160203sveavaerg,414.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016, 2 Minute Smile,People Places & Serv Direct,Amazon UK Marketplace,H57720160220cyxjugnzv,2.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Other,People Places & Serv Direct,Argos Retail Group,H57720160210xnqvvggbi,10.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/02/2016,Other,People Places & Serv Direct,Paypal,H57720160209dflgaeezx,113.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Other,People Places & Serv Direct,Multisafepay.Com,H57720160203tqpviulin,-10.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Career Development Services,People Places & Serv Direct,Www.Computeraidrai,H57720160227ellncbuac,678.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Career Development Services,People Places & Serv Direct,Www.Computeraidrai,H57720160227igfcehqxa,678.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Career Development Services,People Places & Serv Direct,Www.Computeraidrai,H57720160227nfxtmohcr,678.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Career Development Services,People Places & Serv Direct,Www.Computeraidrai,H57720160227zsyqmmcws,678.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Career Development Services,People Places & Serv Direct,Www.Westminster-Briefi,H57720160226jchjkgmjj,1350.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/02/2016,Career Development Services,People Places & Serv Direct,Libero Learning,H57720160209qcmnlcmdc,118.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Career Development Services,People Places & Serv Direct,Int*worth Consulting Ltd,H57720160205bfjosryyp,1607.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160301itpegetiq,535.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160301cxfymuibn,60.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160227liwbsluar,55.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160226mebjqjfug,19.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160225thteoipmh,52.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/02/2016,Office Stationery,People Places & Serv Direct,Nukey,H57720160224pykwghtiw,8.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160220delbabbvs,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160216vhplcpyvw,26.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720160212ewegnuiqe,97.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Office Stationery,People Places & Serv Direct,South Wales Suppliers,H57720160212kmmiqvmyo,275.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720160212sxtsiglys,90.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/01/2016,Office Stationery,People Places & Serv Direct,"Amazon Svcs Europe,sar",H57720160202idagdejhy,149.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/01/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160202krjguprhr,12.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Other,People Places & Serv Direct,Sjasuplies,H57720160210rgvbrscyr,126.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Other,People Places & Serv Direct,Sjasuplies,H57720160203dozxvhwpn,126.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/02/2016,Office Stationery,People Places & Serv Direct,Www.Eurekadirect.Co.Uk,H57720160301mapdjcxjf,292.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Other,People Places & Serv Direct,Healthy Workstations Ltd,H57720160219gvflmhdke,222.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/02/2016,Office Stationery,People Places & Serv Direct,Timpson Ltd,H57720160219jabiskqed,6.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Office Stationery,People Places & Serv Direct,Hse Books (Mail Order),H57720160204dosbemqdp,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Office Stationery,People Places & Serv Direct,Ese Direct Limited,H57720160203bdduqhrtm,25.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/02/2016,Minor Works-Goods,People Places & Serv Direct,The Colour Centre,H57720160211uuylbcqsf,998.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Office Stationery,People Places & Serv Direct,Www.Nisbets.Com,H57720160206psqrdclge,64.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/02/2016,Office Stationery,People Places & Serv Direct,Newport Locksmiths Ltd,H57720160205ekxerxnls,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Minor Works-Goods,People Places & Serv Direct,Screwfix Direct,H57720160205vfqwegxmk,42.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Seminars and Confereces,People Places & Serv Direct,Coveritlive Scribbl,H57720160203byocqcvvi,35.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/02/2016,Office Stationery,People Places & Serv Direct,T C Group Ltd,H57720160203jmzskucsf,159.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/02/2016,Entertainment,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720160211bnymgmbzr,116.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,T&S UK,Patent Directorate,Amazon UK Marketplace,H57720160206jqjjaoyhj,43.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Career Development Services,Patent Directorate,Tickets,H57720160218bfmovtgfj,33.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/02/2016,Career Development Services,Patent Directorate,Eb The Wearable Techn,H57720160218vziujihdf,370.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,Overseas Patent Specifications,Patent Directorate,Support.Atypon.Com,H57720160227hlnsugtfc,18.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Overseas Patent Specifications,Patent Directorate,Highwire Press,H57720160206nlprdpqdz,7.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Overseas Patent Specifications,Patent Directorate,Rei,H57720160206woivkdubm,26.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Overseas Patent Specifications,Patent Directorate,Amazon UK Marketplace,H57720160213bimeuhgmp,2.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Overseas Patent Specifications,Patent Directorate,Sage Publications,H57720160212pbnbsfohr,28.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/02/2016,T&S O-seas excl EPOQUE,Projects,Nh Atlanta Brussels,H57720160301rhchzhssp,131.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Perpetual Licences,Projects,Cloudflare,H57720160227dkvcenwip,162.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/02/2016,Legal Consultancy,Projects,Www.Monitis.Com,H57720160216agclcohbq,17.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/02/2016,Legal Consultancy,Projects,Bugherd Pty Ltd,H57720160209mxbkkbpyc,34.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/01/2016,Career Development Services,Projects,Oracle UK Corporation,H57720160202jmgppcevh,2400.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,T&S O-seas excl EPOQUE,Trade Mark Directorate,Uscustoms Esta Appl Pmt,H57720160213pxetvbrfj,10.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/02/2016,T&S O-seas excl EPOQUE,Trade Mark Directorate,Www.Purpleparking.Com,H57720160223loypbvzhb,56.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/02/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160212bymkikjcj,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Accommodation,People Places & Serv Direct,Pro Investments Limited,85073,-18686.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/02/2016,Miscellaneous Expenses General,People Places & Serv Direct,Celtech Consultancy Ltd,FRA-0004-16-01,600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/02/2016,Staff Costs,People Places & Serv Direct,Cardinus Risk Management Ltd,INV-63075-KC93R1,1027.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/02/2016,Travel & Subsistence,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5128,71.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1902,1584.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1894,1980.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1941,1980.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/02/2016,Pay Costs,Finance Directorate,Accountancy Recruitment Wales,1950,1980.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/02/2016,Travel & Subsistence,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),5223,7.80,Not Applicable,
