Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,04/05/2016,5100092841,"7,894.38",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,04/05/2016,5100093526,"26,253.42",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,04/05/2016,5100094674,"(26,253.42)",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,04/05/2016,5100094675,"(26,253.42)",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Vehicle Costs,04/05/2016,5100094740,"2,443.35",WEST WAY MANCHESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,04/05/2016,5100094300,"5,922.50",WIGAN COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,04/05/2016,5100092566,"1,900.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Management Services,04/05/2016,5100092574,"3,236.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Project Support Services,04/05/2016,5100094113,"3,976.00",WSP UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Ancillary Construction Costs,04/05/2016,5100094095,"5,500.00",WYTHENSHAWE FORUM TRUST LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047120,984.60,2020 FLEET TRAINING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047132,984.60,A HOLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047164,656.40,A WOODWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Signage Costs,06/05/2016,5100094314,"3,360.00",ASTRA SIGNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047106,"1,094.00",B ASKHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Consumables,06/05/2016,5100094373,"1,029.25",BLUE NETWORK SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Consumables,06/05/2016,5100094836,"3,150.00",BLUE NETWORK SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047186,"10,001.00",BLUESTAR TAXIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047131,"1,750.40",C HIRST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Subscriptions,06/05/2016,1900047206,"15,450.00",CITYCO MANCHESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047118,"1,094.00",CRUISE DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047128,"1,197.31",D HEATHCOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047162,547.00,DAVID WALKER DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047163,984.60,D WALSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047154,547.00,D ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047152,547.00,DRIVER ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047117,656.40,DRIVERSKILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047158,875.20,DTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Software & Maintenance,06/05/2016,5100094308,"2,153.00",FULL CONTROL NETWORKS DIST LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,06/05/2016,5100094818,"24,753.90",GEZE UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,06/05/2016,5100094819,"20,494.65",GEZE UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047155,765.80,G ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,5100094817,765.80,G VANN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047116,"1,416.11",G CLIFFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,06/05/2016,5100094287,"9,267.20",HALCROW GROUP LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047130,"1,531.60",HOGHTON DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047121,547.00,I DUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,06/05/2016,5100094286,625.00,INTREPIDFISH  LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047147,"1,312.80",J MURPHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047109,869.11,J BOOTHROYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,06/05/2016,5100094554,473.26,JONES LIGHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Software & Maintenance,06/05/2016,5100094283,"3,960.00",KEYSOFT SOLUTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,5100094470,"1,591.05",MANCHESTER CITY COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047110,"1,094.00",MARK BRENNAN DRIVER TRAINING LIMITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,06/05/2016,5100093907,569.25,MARPOL SECURITY LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,06/05/2016,5100094844,680.34,MARPOL SECURITY LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047177,"1,779.00",METRO TAXIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Support Services,06/05/2016,5100094788,"81,108.61",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047108,"1,312.80",MICHAEL BOLTON DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047144,"1,154.76",MORRIS SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Design Support Services,06/05/2016,5100094781,"1,000.00",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,06/05/2016,5100094808,"5,154.54",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,06/05/2016,5100094809,"51,432.23",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,06/05/2016,5100094810,"1,088.78",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,06/05/2016,5100094811,"1,088.78",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,06/05/2016,5100094751,"1,042.00",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Equipment and Electrical Consumables,06/05/2016,5100094752,"12,750.00",MPACT THALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,06/05/2016,5100094151,"11,000.00",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,06/05/2016,5100094152,"1,500.00",NOVUS PROPERTY SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047142,799.40,O MAYSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047157,"2,218.38",PAS DRIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047114,"2,275.00",P CLARKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047126,765.80,P GLEADALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047159,519.34,P SUTCLIFFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047105,"1,014.98",P AINSWORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047111,984.60,P BROMLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047199,935.00,PHONE A CAB LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,06/05/2016,5100094805,"11,200.00",PMA GLOBAL MOBILITY RESOURCES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047191,"1,068.00",RAINBOW TAXIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047129,875.20,R HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,06/05/2016,5100094319,"2,500.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,06/05/2016,5100094360,"2,200.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,06/05/2016,5100094380,"1,590.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,06/05/2016,5100094382,701.63,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,06/05/2016,5100094598,841.01,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,06/05/2016,5100094660,"3,180.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Business Case Development,06/05/2016,5100094661,"3,975.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047127,"1,531.60",R GREENOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Postage Costs,06/05/2016,5100093964,787.00,ROYAL MAIL GROUP PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047149,875.20,SHELLIS SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047124,"1,859.78",SMJ SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047146,"1,738.22",S MUIRHEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047133,559.12,S HORSMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047139,"1,416.11",STEVEN LLOYD APPROVED SCHOOL OF MOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047204,"2,357.00",SUPERCABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047156,"1,641.00",S SHAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Printer Consumables,06/05/2016,5100094294,"4,448.85",TANGIBLE BENEFIT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Computer and Communications Equipment,06/05/2016,5100094041,"20,000.00",TOTAL COMPUTERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,06/05/2016,1900047203,"2,171.00",TRAFFORD CARS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Utilities & Energy,06/05/2016,5100094758,"4,788.80",TRAFFORD CENTRE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,06/05/2016,5100094802,"2,800.00",UNIQUE CREATIVE COMMUNICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047122,547.00,V EDWARDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047125,"1,525.51",VINCENT'S DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047135,875.20,WIRRAL DRIVING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,06/05/2016,1900047112,519.34,Z CHABDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,10/05/2016,5100094776,425.00,ACTIA UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Research Services,10/05/2016,5100094392,"7,735.27",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Paper and Printing Consumables,10/05/2016,5100094393,737.84,ANTALIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support & Maintenance,10/05/2016,5100094695,"3,774.68",APPLIED CARD TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,10/05/2016,5100094882,"11,300.00",APT BUSINESS CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094948,"8,566.75",ARK PROJECT MANAGEMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Planning Support Services,10/05/2016,5100094334,"4,825.00",ATKINS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Planning Support Services,10/05/2016,5100094335,"4,825.00",ATKINS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Emmission Control Equipment,10/05/2016,5100094928,"27,450.00",BAUMOT UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,10/05/2016,5100094904,"7,700.00",BLACC CONSULTING LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme and Project Management Services,10/05/2016,5100094982,"7,000.00",BLACC CONSULTING LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094885,"1,342.00",BLUETREE DESIGN AND PRINT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - LRT Vehicles,10/05/2016,5100094905,"209,500.00",BOMBARDIER TRANSPORTATION UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Consumables,10/05/2016,5100094364,"16,341.90",BYTES SOFTWARE SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094513,"3,949.13",CARAT MEDIA UK LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094331,525.00,CESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094950,"1,050.00",CESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Software & Maintenance,10/05/2016,5100094742,"99,617.56",CGI IT UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Payroll Support Services,10/05/2016,5100094923,860.61,CGI IT UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Employee Reimbursed Costs,10/05/2016,5100094914,"10,684.50",CHILDCARE VOUCHERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Procurement Services,10/05/2016,5100094858,"14,400.00",CNC PERFORMANCE CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,10/05/2016,5100094990,984.60,CPC TRAINING PROVIDER LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Capital Costs - Legal Services,10/05/2016,5100094852,"14,676.00",DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Capital Costs - Legal Services,10/05/2016,5100094878,"5,908.00",DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Capital Costs - Legal Services,10/05/2016,5100094960,846.00,DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Capital Costs - Legal Services,10/05/2016,5100094963,"1,104.50",DLA PIPER UK LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Legal Services,10/05/2016,5100094822,"29,786.84",EVERSHEDS LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - IS Support Services,10/05/2016,5100094136,"10,058.79",EXPERIS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094455,"5,168.17",FES FM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094456,"2,437.82",FES FM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094457,"3,233.26",FES FM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094458,"2,984.74",FES FM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094968,"9,718.48",FIELDWAY GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094973,"6,453.41",FIELDWAY GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,IS Support Services,10/05/2016,5100094943,"2,200.00",FIRCROFT ENGINEERING SERVICES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Supported Bus Services,10/05/2016,5100094677,"14,018.69",FIRST MANCHESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,10/05/2016,5100094693,"41,190.00",H JENKINSON & CO LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Research Services,10/05/2016,5100094377,"10,714.37",HALCROW GROUP LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,10/05/2016,5100094366,"4,860.00",JACOBS UK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,10/05/2016,1900047170,"300,000.00",KING STREET HOLDINGS (UK) LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094855,900.00,KREATIVE BOMB LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094884,840.00,KREATIVE BOMB LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,10/05/2016,5100094850,"4,393.08",LEX AUTOLEASE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,10/05/2016,5100094471,"1,005.66",MARPOL SECURITY LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Security Services,10/05/2016,5100094931,957.38,MARPOL SECURITY LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,10/05/2016,5100094937,"1,820.00",MCKENNA BROTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,10/05/2016,5100094924,"769,595.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094194,"1,331.20",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094395,"1,935.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,10/05/2016,5100094396,"6,000.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094397,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,10/05/2016,5100094399,"2,284.40",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094402,"1,591.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,10/05/2016,5100094371,530.00,PARAGON PRINT AND MARKETING SOLUTIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,10/05/2016,5100094883,984.60,PETERS DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,10/05/2016,5100094443,"5,034.49",PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,10/05/2016,5100094691,590.25,PLUSWORK LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/05/2016,5100094436,"1,842.50",PRACTICUS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,10/05/2016,5100094437,"3,180.00",PRACTICUS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,10/05/2016,5100093790,"4,480.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,10/05/2016,5100093930,"5,376.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,10/05/2016,5100093995,"4,928.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Temporary Vacancy Cover,10/05/2016,5100094348,"1,680.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Passenger Shelter Costs ,10/05/2016,5100094369,"15,065.72",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
