Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction,Amount,Additional Narrative
HMRC,VOA,13.08.13,Accommodation rent,Corporate,DWP,5100002552,"£79,990.53",Accommodation Charges
HMRC,VOA,01.08.13,Car Hire,Corporate,Enterprise Rent-a-Car,1900011245,"£27,749.07",VAT
HMRC,VOA,20.08.13,STEPS PFI Unitary Charges - VAT Recoverable,Corporate,HMRC,5100002656,"£734,376.80",Accommodation Charges
HMRC,VOA,08.08.13,VOA Other Legal Costs,Corporate,HMRC,1900014117,"£337,543.20",Legal Costs
HMRC,VOA,15.08.13,VAT Indemnity,Corporate,HMRC,5100002595,"£276,682.70",Accommodation Charges
HMRC,VOA,15.08.13,Electricity,Corporate,HMRC,5100002598,"£50,995.45",Accommodation Charges
HMRC,VOA,02.08.13,Accommodation rent,Corporate,HMRC,5100002378,"£18,191.76",Accommodation Charges
HMRC,VOA,02.08.13,Electricity,Corporate,HMRC,5100002378,"£3,380.69",Accommodation Charges
HMRC,VOA,02.08.13,Rates,Corporate,HMRC,5100002378,"£7,115.63",Accommodation Charges
HMRC,VOA,07.08.13,Telephones-Landline,Corporate,MAIN-TEL (NE) LTD,5100002459,"£51,249.09",Telephony Charges
HMRC,VOA,07.08.13,Input VAT (ST),Corporate,MAIN-TEL (NE) LTD,5100002459,£701.33,VAT
HMRC,VOA,29.08.13,Minor Works VAT Recoverable,Corporate,Mapeley Steps Contractor Ltd,5100002751,"£71,220.72",Accommodation Refurbishment
HMRC,VOA,29.08.13,Input VAT (ST),Corporate,Mapeley Steps Contractor Ltd,5100002751,£974.64,VAT
HMRC,VOA,21.08.13,I.T.-Hardware Maintenance,Corporate,OCSL,5100002601,"£23,877.25",Hardware Maintenance
HMRC,VOA,21.08.13,Input VAT (ST),Corporate,OCSL,5100002601,"£4,775.45",VAT
HMRC,VOA,08.08.13,Postage,Corporate,ROYAL MAIL,1900014115,"£81,613.78",Postage Charges
HMRC,VOA,08.08.13,Postage,Corporate,TNT UK LTD,5100002470,"£37,183.67",Postage Charges
HMRC,VOA,08.08.13,Input VAT (ST),Corporate,TNT UK LTD,5100002470,"£7,436.73",VAT
HMRC,POLAR,31.08.13,Non-domestic Rates,Diplomatic Properties,Belfast,1900000489,"£26,299.10",Payment of business rates for diplomatic properties
HMRC,POLAR,31.08.13,Non-domestic Rates,Diplomatic Properties,London Borough Of Camden,1900000502,"£29,614.70",Payment of business rates for diplomatic properties
HMRC,POLAR,31.08.13,Non-domestic Rates,Diplomatic Properties,Birmingham City Council,1900000499,"£33,676.50",Payment of business rates for diplomatic properties
HMRC,POLAR,31.08.13,Non-domestic Rates,Diplomatic Properties,Belfast,1900000487,"£37,827.47",Payment of business rates for diplomatic properties
