Department of Health,North Tyneside Primary Care Trust,28/09/2010,LEASE RENTS,ESTATES,NNT LIFT COMPANY (FUNDCO1) LTD,S66,60322.74
Department of Health,North Tyneside Primary Care Trust,28/09/2010,ELECTRICITY,ESTATES,NNT LIFT COMPANY (FUNDCO1) LTD,W65A,1957.53
Department of Health,North Tyneside Primary Care Trust,28/09/2010,GAS,ESTATES,NNT LIFT COMPANY (FUNDCO1) LTD,W65A,181.37
Department of Health,North Tyneside Primary Care Trust,28/09/2010,LEASE RENTS,ESTATES,NNT LIFT COMPANY (FUNDCO1) LTD,W65A,32635.64
Department of Health,North Tyneside Primary Care Trust,29/09/2010,TAX AND SOCIAL SECURITY COSTS < ONE YEAR,NONE,HM REVENUE AND CUSTOMS,504PT00150304 SEPT-10,1252880.62
Department of Health,North Tyneside Primary Care Trust,29/09/2010,OTHER CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA6645 SEPT-10,825261.63
Department of Health,NORTH TYNESIDE PCT (COMM),01/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,42301,104932.07
Department of Health,NORTH TYNESIDE PCT (COMM),01/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,517505,382514
Department of Health,NORTH TYNESIDE PCT (COMM),01/09/2010,NON - HEALTHCARE - PCTS,CENTRAL FINANCE,NEWCASTLE PCT,64000878,607949
Department of Health,NORTH TYNESIDE PCT (COMM),01/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,S28A MENTAL HEALTH 27-AUG-10,317529.64
Department of Health,NORTH TYNESIDE PCT (COMM),03/09/2010,UTILISATION - OTHER PROVISIONS/LIABILITIES,NONE,ONE TIME SUPPLIER,RESTITUTION PAYMENT 31-AUG-10,71360.25
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,141485,138683.18
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3935347,106947.58
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,518096,117804
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTHUMBERLAND CARE TRUST,63000394,263605
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,NON - HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE PCT (COMMISSIONING),64000816,39765.84
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,PCT PEC MEMBERS,CENTRAL FINANCE,NEWCASTLE PCT,64000876,27990.97
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,NON - HEALTHCARE - PCTS,CENTRAL FINANCE,NEWCASTLE PCT,640008793,791016
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,TRAVEL AND SUBSISTENCE,CENTRAL FINANCE,NEWCASTLE PCT,64000880,32466.16
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0063715,53350.56
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0064096,-26684.8
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0064423,-39774.5
Department of Health,NORTH TYNESIDE PCT (COMM),06/09/2010,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0065018,53350.56
Department of Health,NORTH TYNESIDE PCT (COMM),10/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,TAKING PART WORKSHOPS CIC,TPWD,36220
Department of Health,NORTH TYNESIDE PCT (COMM),13/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,PRIORY GROUP,2510000055,30624
Department of Health,NORTH TYNESIDE PCT (COMM),14/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,HEALTHWORKS NEWCASTLE,1543,82250
Department of Health,NORTH TYNESIDE PCT (COMM),14/09/2010,VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,33,76390.57
Department of Health,NORTH TYNESIDE PCT (COMM),14/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,MIDDLETON ST GEORGE HEALTHCARE LTD,3510000042,27342
Department of Health,NORTH TYNESIDE PCT (COMM),14/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,MIDDLETON ST GEORGE HEALTHCARE LTD,3510000043,27342
Department of Health,NORTH TYNESIDE PCT (COMM),14/09/2010,VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,98,76390.57
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,121710,71240
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,121712,118210
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,178966,1510810
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - NHS TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS TRUST,27695,470821
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - NHS TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS TRUST,27719,61749
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000259852,36508
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,NON - HEALTHCARE - PCTS,,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,44090,70533
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,46887,8908646
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - PCTS,CONTRACTING FINANCE,COUNTY DURHAM PCT,509723,292530
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - PCTS,CONTRACTING FINANCE,COUNTY DURHAM PCT,509726,1508956
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156329,25332
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156511,5593991.67
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156542,9446055.69
Department of Health,NORTH TYNESIDE PCT (COMM),15/09/2010,UTILISATION - OTHER PROVISIONS/LIABILITIES,NONE,ONE TIME SUPPLIER,RESTITUTION 31-AUG-10,35717.41
Department of Health,NORTH TYNESIDE PCT (COMM),16/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,35081279,11031998
Department of Health,NORTH TYNESIDE PCT (COMM),16/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,35312425,-107091
Department of Health,NORTH TYNESIDE PCT (COMM),16/09/2010,N.H.S. CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA6645 GP AUG 10,226168.35
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,GLOBAL SUM,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,33,91440
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,PREMISES - NOTIONAL RENTS,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,33,12048
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,QUALITY ASPIRATION,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,33,2478
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,MIDDLETON ST GEORGE HEALTHCARE LTD,3510000058,26460
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,MIDDLETON ST GEORGE HEALTHCARE LTD,3570000057,27342
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,MENTAL HEALTH CONCERN,NTPCT-IAPT11/Q02,27972
Department of Health,NORTH TYNESIDE PCT (COMM),17/09/2010,COMMERCIAL SECTOR,CONTRACTING FINANCE,SOUTHERN CROSS HEALTHCARE,NTYNE311210/C2,233853.12
Department of Health,NORTH TYNESIDE PCT (COMM),20/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3933561,61752.06
Department of Health,NORTH TYNESIDE PCT (COMM),20/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3934577,56898.57
Department of Health,NORTH TYNESIDE PCT (COMM),21/09/2010,VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,32A,32958.16
Department of Health,NORTH TYNESIDE PCT (COMM),21/09/2010,VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,34,31196.25
Department of Health,NORTH TYNESIDE PCT (COMM),21/09/2010,VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,37,27289.97
Department of Health,NORTH TYNESIDE PCT (COMM),21/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,MENTAL HEALTH CONCERN,NTPCT-IAPT 10/Q01 & Q02,55944
Department of Health,NORTH TYNESIDE PCT (COMM),23/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0153327/BAL1,260000
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,101451,-30907.5
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,NON - HEALTHCARE - PCTS,PRIMARY CARE FINANCE,SOUTH TYNESIDE PCT,2788,43710
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3934585,36741.83
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3934813,43209.21
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3935477,33113.21
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,45253,40000
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,46854,300996.69
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTHUMBERLAND CARE TRUST,4706,60000
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,516068,41210
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,SOUTH TYNESIDE NHS FOUNDATION TRUST,77000933,44307
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,903577,-40000
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0153014,69517.51
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0154625,55307.54
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156604,113340.97
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156614,114552.23
Department of Health,NORTH TYNESIDE PCT (COMM),24/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0156826,75186.48
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,DES- PRACTICE BASED COMMISSIONING,CENTRAL FINANCE,BEAUMONT PARK MEDICAL GROUP,20100720-ENGAGE HEALTH,36194.9
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,FNC,210000
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0004741295,75000
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,MENTAL HEALTH,107529.64
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,DES- PRACTICE BASED COMMISSIONING,CENTRAL FINANCE,NORTH WEST COMMISSIONING GROUP,PBC INCENTIVE SCHEME 27-AUG-10,60215.38
Department of Health,NORTH TYNESIDE PCT (COMM),28/09/2010,INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,S28A LEARNING DISABILITY,1103989.05
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3932229,51646.56
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3932925,52888.93
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3933061,61148.24
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,517239,40016.44
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,517714,29947
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,518152,39930
Department of Health,NORTH TYNESIDE PCT (COMM),29/09/2010,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,518246,40016.44
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Collingwood Surgery,,134950.87
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Priory MG,,119927.49
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Portugal Place HC,,111418.33
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Page & Partners,,106812.58
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Bewicke MC,,99104.84
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Olsburgh & Partners,,91547.04
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Lane End Surgery,,90921.1
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Forest Hall MG,,89763.66
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Gandy Dr Pearson,,74739.18
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Dr Ferriman & Partners,,74664.76
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Denton Turret MG,,68279.37
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,B Critchlow C Robson,,66256.05
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Woodlands Park HC,,64098.99
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Dr Abraham & Partners,,64006.5
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Wideopen MG,,63719.98
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,PMS,NTYNE,Dr Smith & Partners,,58659.84
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Beaumont Park MG,,55130.94
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Dr Westgarth & Partners,,53704.13
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Swarland Avenue,,51701.26
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Wellspring Medical Group,,49689.06
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Morrison & Partners,,49256.22
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Rose & Partners,,46560.31
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr MR Preston ,,43696.67
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,PMS,NTYNE,Dr Nair Bowman,,42250.18
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Appleby Surgery,,41336.13
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,,NTYNE,GBS Re N Tyneside,,40971.25
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Dr Kenny & Partners,,40096.42
NEFHSA,NORTH TYNESIDE PCT (COMM),15/09/2010,PMS,NTYNE,Dr Smith & Partners,,37558.59
NEFHSA,NORTH TYNESIDE PCT (COMM),30/09/2010,GMS,NTYNE,Dr Falconer & Partners,,36954.06
