Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Training,Innovation Directorate,G Kaiser,IPO/FRE/JTHOM/GK/2011-03,487.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-509,533.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-507,97.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-508,115,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-509,320,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-507,390.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-509,106.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-507,292.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-508,799,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Training,Finance Directorate,Personal expenses name witheld,49914,168,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/05/2011,Training,Business Support Directorate,Capital Law LLP,20016377,25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2011,Training,Business Support Directorate,Teamworks,1355/11/PATENTSOFFICE/SUP/2-11,67.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Training,Business Support Directorate,Teamworks,1409/11/PatentsOffice/SUP/4-11,67.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Training,Business Support Directorate,Business Language Services Ltd,10628,745.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Business Support Directorate,Palladium Training & Consultancy,110-11,2487,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2011,Training,Business Support Directorate,St John Cymru-Wales,65068,36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/05/2011,Training,Business Support Directorate,Hawksmere Ltd,214138/TM,1238,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-507,97.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Training,International Policy Directorate,Business Language Services Ltd,10628,230.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-509,319.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-508,458,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Training,International Policy Directorate,B Zhang,IPO/CHIN/IG/BZ/2011-02,525,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Training,International Policy Directorate,A Weale,AWEA/2011-01,562.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-507,97.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Training,Patents Directorate,Business Language Services Ltd,10628,82.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Training,Patents Directorate,Chartered Institute of Patent Attorneys,51496,36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Training,Patents Directorate,Personal expenses name witheld,49963,85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/05/2011,Training,Business Support Directorate,Worth Consulting Ltd,1076,12842.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/05/2011,Training,Business Support Directorate,Worth Consulting Ltd,1076,-6421.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2011,Training,Business Support Directorate,Cardiff & District Pre-Retirement Association,EMC/275,130,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49861,95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49968,140,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,49935,142,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN041199916,181.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Childcare costs,Business Support Directorate,Acorns Nurseries,AP201002PO/01,1530.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Childcare costs,Business Support Directorate,Computershare  Voucher Services,C0001168295,5645.78,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN040748872,6533.59,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2011,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,49922,40.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2011,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,49917,549.39,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2011,Recruitment Advertising,Business Support Directorate,ITSA Ltd,70988,1080,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,960289,-355.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49993,23.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49984,31.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49956,34.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49994,45,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49985,52,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49893,63.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49978,74.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,964482,93.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,954510,111.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,976990,127.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,977955,131.27,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,977843,135.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,975947,149.73,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,967826,154.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49942,164.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49992,181.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,977600,191.13,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,961448,203.08,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50004,298.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,962782,301.43,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,958523,373.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49924,789.85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,RHI00544140,119.52,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,976046,154.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/05/2011,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,RHI00551041,179.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49954,463.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49953,601.19,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,SABIP,Personal expenses name witheld,49865,1142.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2011,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,49922,25.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,977889,190.83,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,961409,-83.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,969425,21.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,956390,72.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,956389,105.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,954343,114.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49928,139.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49929,730.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49973,5.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49976,15.85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,973092,16.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00535514,41.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,954480,66.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,975026,69.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49970,78.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,958039,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,978594,83.37,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,954344,94.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49906,177.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49879,26.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Travel and subsistence UK,Innovation Directorate,DT Palmer,49964,27,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,960559,27.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49909,39.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,976833,40.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1016274600,64.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,960558,69.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00549916,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00546519,73.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50007,74.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,967487,93.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00539108,94.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,960978,94.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49891,139.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,975083,141.94,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50006,156.22,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00539105,156.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49904,195.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49892,227.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49930,264.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49890,318.87,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49982,334.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00551042,505.68,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI22539107,505.68,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49860,517.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49977,622.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49991,648.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49960,11.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,978640,14.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49945,14.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,965612,36.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,959480,42.19,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,978683,56.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,956973,79.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,957028,79.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,963719,79.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,964393,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,964972,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,959481,87.08,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,965560,138.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,970045,139.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49907,148.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,978641,152.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,978642,152.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,953834,154.71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49901,171.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49919,193.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50008,334.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,961503,-170.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49885,9.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50011,20.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49903,28.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49886,30.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49939,37.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49913,38.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49988,38.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,978337,48.17,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,971345,63.94,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49902,74.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00534160,78.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00546516,83.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00546517,83.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00539106,89.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,954470,102.93,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49910,132.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,954511,133.86,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,965389,145.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,976929,153.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49880,160.38,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/05/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50012,174.36,Not applicable
