Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Community,2518,Payment to Artistes,01/12/2011,0000165936,1055.15,Revenue,Thp Ltd,11939
Rushmoor Borough Council,Community,2548,Security Services,08/12/2011,0000165943,919.00,Revenue,Sitexorbis Limited,06771
Rushmoor Borough Council,Democratic Services,1323,Mobile Phones,01/12/2011,0000165945,891.82,Revenue,Vodafone Limited,08864
Rushmoor Borough Council,Community,2518,Payment to Artistes,01/12/2011,0000165947,542.10,Revenue,Entertainment Trade Mgt (Agencies)Ltd,09420
Rushmoor Borough Council,Community,2518,Payment to Artistes,01/12/2011,0000165949,6912.22,Revenue,A.I.R. Ltd,07358
Rushmoor Borough Council,Community,6502,Contract Costs,01/12/2011,0000165955,1015.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Community,6524,Contract Costs,01/12/2011,0000165955,4520.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Information Technology,7500,P Hall Website,01/12/2011,0000165956,5180.00,Capital,Cornucopia It Resourcing Ltd,11553
Rushmoor Borough Council,Community,6524,Contract Costs,01/12/2011,0000165957,695.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Community,2540,Remedial Highways,08/12/2011,0000165958,1190.00,Revenue,Signway Supplies,00884
Rushmoor Borough Council,Legal,1208,Routine Grounds Maintenance,01/12/2011,0000165965,2500.39,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1208,Grounds Maintenance Variance,01/12/2011,0000165965,909.79,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Democratic Services,1322,Routine Grounds Maintenance,01/12/2011,0000165965,1126.75,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2537,Grounds Maintenance Base,01/12/2011,0000165965,668.66,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Amenity Base,01/12/2011,0000165965,23974.15,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grounds Maintenance Base,01/12/2011,0000165965,14537.40,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grounds Variations,01/12/2011,0000165965,1597.98,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Maintenance Base,01/12/2011,0000165965,8906.64,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Variations,01/12/2011,0000165965,694.00,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Prospect Estate Base,01/12/2011,0000165965,2405.07,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance Base,01/12/2011,0000165965,31879.33,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Variations,01/12/2011,0000165965,17907.39,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Remedial Highways,22/12/2011,0000165968,1415.00,Revenue,Apg Traffic Limited,04992
Rushmoor Borough Council,Environmental Health and Housing,2203,Recruitment Advertising,01/12/2011,0000165973,700.00,Revenue,Cieh,00012
Rushmoor Borough Council,Community,2551,Replacement Commemorative Roses,08/12/2011,0000165979,1218.00,Revenue,Henry Street,00447
Rushmoor Borough Council,Democratic Services,1325,Photocopiers,08/12/2011,0000165985,598.32,Revenue,Datasharp Independent Solutions,00281
Rushmoor Borough Council,Community,2518,Payment to Artistes,08/12/2011,0000165986,4828.40,Revenue,Colin Fry Enterprises Ltd,11303
Rushmoor Borough Council,Community,2515,General Repairs and Maintenance,08/12/2011,0000165991,1375.00,Revenue,Ezyglide Ltd,10979
Rushmoor Borough Council,Information Technology,7500,P Hall Website,01/12/2011,0000165992,1785.00,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Holding Accounts,9404,Service Improvement Fund,01/12/2011,0000165992,4068.30,Holding Accounts,Uk Transform Ltd,11773
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,01/12/2011,0000165995,750.00,Revenue,B A Developments,10756
Rushmoor Borough Council,Community,2555,Water,08/12/2011,0000165996,934.57,Revenue,South East Water Plc,01850
Rushmoor Borough Council,Community,6546,Contract Costs,08/12/2011,0000166018,20468.96,Capital,Neilcott Construction Ltd,11099
Rushmoor Borough Council,Information Technology,3304,Computer Consumables,08/12/2011,0000166021,5214.94,Revenue,Phoenix Software,00724
Rushmoor Borough Council,Information Technology,7500,Server Virtual,08/12/2011,0000166022,3958.56,Capital,Phoenix Software,00724
Rushmoor Borough Council,Community,2552,Grounds Variations,08/12/2011,0000166034,3240.00,Revenue,Country Care (Southern) Ltd,09091
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,08/12/2011,0000166036,2316.00,Revenue,Country Care (Southern) Ltd,09091
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,08/12/2011,0000166039,871.00,Capital,Dalcour Maclaren,11943
Rushmoor Borough Council,Holding Accounts,9463,Roundabout Sponsorship,08/12/2011,0000166044,700.00,Holding Accounts,Wellington Signs,01092
Rushmoor Borough Council,Community,2518,Refreshment Purchases,08/12/2011,0000166049,1528.08,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Environmental Health and Housing,2203,Professional Associations,15/12/2011,0000166051,670.00,Revenue,Thomson Reuters,00955
Rushmoor Borough Council,Democratic Services,1323,Postages,08/12/2011,0000166061,1363.70,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2518,Payment to Artistes,22/12/2011,0000166066,4500.00,Revenue,Production Resource Group,11944
Rushmoor Borough Council,Holding Accounts,9486,Customer Insight 2,08/12/2011,0000166067,500.00,Holding Accounts,Cb Richard Ellis Limited,07466
Rushmoor Borough Council,Strategy and Communiations,1402,Admin Equipment,08/12/2011,0000166068,3450.00,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Information Technology,7500,Integra Open Enterprise Upgrade,08/12/2011,0000166074,750.00,Capital,Farndale Consulting Ltd,09284
Rushmoor Borough Council,Community,2517,Playground Apparatus,08/12/2011,0000166075,1125.52,Revenue,Fawns Recreational Services Ltd,02555
Rushmoor Borough Council,Community,2517,Playground Apparatus,08/12/2011,0000166076,692.00,Revenue,Record Rss Ltd,01252
Rushmoor Borough Council,Community,2517,Tree Survey Works,08/12/2011,0000166077,1140.00,Revenue,Sapling Arboriculture Limited,09448
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,08/12/2011,0000166084,1601.26,Capital,Cb Richard Ellis Limited,07466
Rushmoor Borough Council,Information Technology,3302,Uniform/Confirm,08/12/2011,0000166085,1645.00,Revenue,Pitney Bowes Software Ltd,09656
Rushmoor Borough Council,Democratic Services,1323,Postages,08/12/2011,0000166086,1349.62,Revenue,Royal Mail,00821
Rushmoor Borough Council,Environmental Health and Housing,2402,Step by Step,15/12/2011,0000166091,1083.33,Revenue,Step By Step,02660
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,15/12/2011,0000166096,1513.20,Capital,Hays,02287
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,08/12/2011,0000166099,1500.00,Revenue,Hays,02287
Rushmoor Borough Council,Strategy and Communiations,1404,Civic Cont Bill,15/12/2011,0000166100,9385.50,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Customer Services,3805,Software Maintenance,15/12/2011,0000166101,15591.84,Revenue,Gandlake Technology Limited,08721
Rushmoor Borough Council,Information Technology,7500,P Hall Website,08/12/2011,0000166102,1850.00,Capital,Cornucopia It Resourcing Ltd,11553
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,08/12/2011,0000166103,1064.86,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,08/12/2011,0000166105,819.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Democratic Services,1322,Electricity,15/12/2011,0000166107,5290.56,Revenue,Edf Energy,09831
Rushmoor Borough Council,Environmental Health and Housing,2402,Application Software,15/12/2011,0000166108,1768.00,Revenue,Abritas Ltd,08542
Rushmoor Borough Council,Community,2537,Electricity,15/12/2011,0000166109,1445.58,Revenue,Edf Energy,09831
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,08/12/2011,0000166113,700.00,Revenue,Ashbee Guest House,11542
Rushmoor Borough Council,Community,2517,Cove Brook,08/12/2011,0000166122,962.00,Revenue,Surrey Hedgelaying Group,11347
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,15/12/2011,0000166123,525.00,Revenue,Ashbee Guest House,11542
Rushmoor Borough Council,Strategy and Communiations,1411,Council Magazine,15/12/2011,0000166124,6059.00,Revenue,Deep South Media Ltd,08065
Rushmoor Borough Council,Democratic Services,1304,Hire of Transport,15/12/2011,0000166126,719.00,Revenue,Exclusive Cars,00353
Rushmoor Borough Council,Personnel & Payroll,3601,In-house Training,15/12/2011,0000166128,860.00,Revenue,Black Swan Training Solutions,05676
Rushmoor Borough Council,Democratic Services,1322,Canteen Subsidy,08/12/2011,0000166132,2212.61,Revenue,Baxterstorey,01207
Rushmoor Borough Council,Control Accounts,9373,Violent Crime Diversion,08/12/2011,0000166134,1916.67,Control Accounts,Baseline Training Ltd,11671
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,08/12/2011,0000166139,980.00,Revenue,The Court Company Uk Ltd,11949
Rushmoor Borough Council,Information Technology,7500,Server Virtual,08/12/2011,0000166143,600.00,Capital,Proximity Communications,05713
Rushmoor Borough Council,Customer Services,3805,Software Maintenance,15/12/2011,0000166145,6589.80,Revenue,Gandlake Technology Limited,08721
Rushmoor Borough Council,Community,2518,Publicity and Advertising,08/12/2011,0000166149,797.00,Revenue,Eagle Radio Limited,06575
Rushmoor Borough Council,Customer Services,3811,Contract Staff,08/12/2011,0000166151,962.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,08/12/2011,0000166153,1000.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,08/12/2011,0000166154,1112.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Community,2551,Memorial Expenses,15/12/2011,0000166156,510.00,Revenue,The Columbaria Company,00993
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,08/12/2011,0000166157,2381.00,Revenue,Public Sector Software Ltd,05171
Rushmoor Borough Council,Community,6546,Contract Costs,15/12/2011,0000166159,2000.00,Capital,E & C Design Services Ltd,09839
Rushmoor Borough Council,Community,2546,Equipment Maintenance,15/12/2011,0000166161,6800.00,Revenue,Chroma Vision Ltd,10402
Rushmoor Borough Council,Community,2518,Publicity and Advertising,08/12/2011,0000166168,1235.85,Revenue,Trinity Mirror Southern,00947
Rushmoor Borough Council,Community,2537,General Repairs and Maintenance,15/12/2011,0000166175,6991.73,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,15/12/2011,0000166176,1027.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Environmental Health and Housing,2212,Payment to Contractor,15/12/2011,0000166183,1474.91,Revenue,Brand Pest Control,03284
Rushmoor Borough Council,Community,2518,Payment to Artistes,15/12/2011,0000166184,3290.66,Revenue,Phil Mcintyre Entertainments Ltd,10690
Rushmoor Borough Council,Community,2518,Refreshment Purchases,15/12/2011,0000166185,716.00,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,15/12/2011,0000166192,1326.00,Revenue,Fawns Recreational Services Ltd,02555
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,15/12/2011,0000166193,1500.00,Capital,Cb Richard Ellis Limited,07466
Rushmoor Borough Council,Customer Services,3811,Contract Staff,15/12/2011,0000166201,1000.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,15/12/2011,0000166202,1062.50,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,15/12/2011,0000166203,1125.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Community,2551,Electricity,15/12/2011,0000166207,608.15,Revenue,British Gas Business,00194
Rushmoor Borough Council,Community,2555,Electricity,15/12/2011,0000166212,697.94,Revenue,British Gas Business,00194
Rushmoor Borough Council,Community,2518,Electricity,15/12/2011,0000166232,2035.34,Revenue,British Gas Business,00194
Rushmoor Borough Council,Community,2550,Grave Digging and Maintenance,15/12/2011,0000166238,5902.35,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Wheeled Bin Delivery/Assembly,15/12/2011,0000166242,888.29,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Bulky Waste Collection,15/12/2011,0000166242,1863.11,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Clinical Waste,15/12/2011,0000166242,820.24,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2554,Wheeled Bin Delivery/Assembly,15/12/2011,0000166242,1138.30,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Democratic Services,1302,Postages,15/12/2011,0000166248,823.57,Revenue,Electoral Reform Services,06506
Rushmoor Borough Council,Community,6595,Contract Costs,15/12/2011,0000166249,1593.75,Capital,Eleventh Hour Design,05122
Rushmoor Borough Council,Community,2549,Leasing Charges,15/12/2011,0000166265,500.00,Revenue,D K Autos,08837
Rushmoor Borough Council,Community,2553,Doman Road Lease,15/12/2011,0000166266,51125.54,Revenue,Surrey Heath Borough Council,06779
Rushmoor Borough Council,Community,2517,Playground Apparatus,15/12/2011,0000166268,1677.00,Revenue,Active Risk Management Services Ltd,11386
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,15/12/2011,0000166269,633.16,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,22/12/2011,0000166270,1500.00,Revenue,Hays,02287
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,22/12/2011,0000166271,1484.10,Capital,Hays,02287
Rushmoor Borough Council,Community,2517,Playground Apparatus,15/12/2011,0000166273,1254.00,Revenue,Record Rss Ltd,01252
Rushmoor Borough Council,Environmental Health and Housing,2402,Rent Deposits,15/12/2011,0000166277,725.00,Revenue,Nigel Worsfold,11954
Rushmoor Borough Council,Customer Services,3809,Computer Equipment and Software,22/12/2011,0000166282,3900.00,Revenue,Intecpublicsector,11485
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,22/12/2011,0000166282,915.00,Revenue,Intecpublicsector,11485
Rushmoor Borough Council,Environmental Health and Housing,2204,Kennel Feed Stray Dogs,15/12/2011,0000166284,852.50,Revenue,Bowenhurst Kennels,00167
Rushmoor Borough Council,Director of Resources,3106,Contractor,15/12/2011,0000166285,2750.00,Revenue,Julie Barker,10534
Rushmoor Borough Council,Community,2533,Fireworks Expenditure,15/12/2011,0000166289,2041.80,Revenue,Branded Concept Security,06117
Rushmoor Borough Council,Information Technology,3302,Application Software,15/12/2011,0000166291,10640.93,Revenue,Frontier Software Plc,00387
Rushmoor Borough Council,Community,2518,Refreshment Purchases,15/12/2011,0000166293,626.10,Revenue,Tchibo Coffee International Ltd,05547
Rushmoor Borough Council,Community,2518,Merchandising,15/12/2011,0000166295,4027.50,Revenue,Event Lights Ltd,05377
Rushmoor Borough Council,Legal,1202,Counsels Fees,15/12/2011,0000166296,1500.00,Revenue,K&L Gates Llp,10007
Rushmoor Borough Council,Legal,1202,Counsels Fees,15/12/2011,0000166297,8036.78,Revenue,K&L Gates Llp,10007
Rushmoor Borough Council,Strategy and Communiations,1411,Public Relations,22/12/2011,0000166299,6825.00,Revenue,Insight Photographers,01307
Rushmoor Borough Council,Community,2517,Playground Apparatus,15/12/2011,0000166300,1359.30,Revenue,Complete Weed Control,09056
Rushmoor Borough Council,Strategy and Communiations,1411,Public Relations,15/12/2011,0000166302,731.25,Revenue,Insight Photographers,01307
Rushmoor Borough Council,Democratic Services,1322,Repair and Maintenance of Fixed Plant,22/12/2011,0000166305,880.00,Revenue,P J S Building Services,08039
Rushmoor Borough Council,Community,2517,Playground Apparatus,15/12/2011,0000166306,1453.50,Revenue,Fawns Recreational Services Ltd,02555
Rushmoor Borough Council,Community,2543,Aldershot Promotions,15/12/2011,0000166321,700.00,Revenue,Jigsaw Promotions,09240
Rushmoor Borough Council,Democratic Services,1325,Photocopiers,22/12/2011,0000166325,1109.22,Revenue,Konica Minolta Business Solutions(Uk)Ltd,09612
Rushmoor Borough Council,Customer Services,3815,Training Expenses,15/12/2011,0000166327,1400.00,Revenue,Vanguard Consulting,09273
Rushmoor Borough Council,Customer Services,3815,Training Expenses,15/12/2011,0000166328,1400.00,Revenue,Vanguard Consulting,09273
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,15/12/2011,0000166339,780.00,Control Accounts,David Cottingham,11957
Rushmoor Borough Council,Control Accounts,9373,Violent Crime Diversion,15/12/2011,0000166343,1916.67,Control Accounts,Baseline Training Ltd,11671
Rushmoor Borough Council,Community,6543,Contract Costs,15/12/2011,0000166350,1240.00,Capital,A J Macphee Co Ltd,01267
Rushmoor Borough Council,Community,6543,Contract Costs,15/12/2011,0000166351,774.00,Capital,A J Macphee Co Ltd,01267
Rushmoor Borough Council,Community,2551,General Repairs and Maintenance,15/12/2011,0000166354,579.00,Revenue,Thor Lightning Protection Ltd,08245
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,15/12/2011,0000166355,638.00,Revenue,Thor Lightning Protection Ltd,08245
Rushmoor Borough Council,Community,6541,Contract Costs,15/12/2011,0000166359,1968.00,Capital,A J Macphee Co Ltd,01267
Rushmoor Borough Council,Community,2511,General Repairs and Maintenance,15/12/2011,0000166360,810.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,15/12/2011,0000166364,2650.00,Revenue,J K  Build Ltd,01239
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,15/12/2011,0000166365,1270.00,Revenue,Northgate Information Solutions,09422
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,15/12/2011,0000166367,988.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Community,2518,Refreshment Purchases,22/12/2011,0000166372,668.16,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Community,2518,Refreshment Purchases,22/12/2011,0000166373,1284.47,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Strategy and Communiations,1413,Consultancy,22/12/2011,0000166375,622.00,Revenue,J R Economix,10634
Rushmoor Borough Council,Customer Services,3811,Contract Staff,22/12/2011,0000166380,875.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,22/12/2011,0000166381,1118.75,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Customer Services,3811,Contract Staff,22/12/2011,0000166382,1125.00,Revenue,Morgan Hunt Uk Ltd,08445
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,22/12/2011,0000166383,525.00,Revenue,Ashbee Guest House,11542
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,22/12/2011,0000166384,525.00,Revenue,Ashbee Guest House,11542
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,22/12/2011,0000166386,700.00,Revenue,Ashbee Guest House,11542
Rushmoor Borough Council,Legal,1209,Miscellaneous Expenses,22/12/2011,0000166393,2976.00,Revenue,Costar Group,11483
Rushmoor Borough Council,Community,2546,Equipment Maintenance,22/12/2011,0000166400,2093.00,Revenue,Chroma Vision Ltd,10402
Rushmoor Borough Council,Financial Services,3401,Catering and Refreshments,22/12/2011,0000166404,628.58,Revenue,Cipfa Business,10642
Rushmoor Borough Council,Community,2517,Playground Apparatus,22/12/2011,0000166410,3671.04,Revenue,Fawns Recreational Services Ltd,02555
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,22/12/2011,0000166418,1500.00,Revenue,Hays,02287
Rushmoor Borough Council,Director of Resources,7103,Contract Costs,22/12/2011,0000166419,1396.80,Capital,Hays,02287
Rushmoor Borough Council,Community,2542,Electricity,22/12/2011,0000166421,1327.60,Revenue,Terry Electrics Ltd,06056
