Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,East of England SHA,28/06/2010,Prepayments - Current,(SOFP) Balance Sheet,NHS DIRECT,6606920,5000000,654434239
Department of Health,East of England SHA,11/06/2010,Prepayments - Current,(SOFP) Balance Sheet,UNIVERSITY CAMPUS SUFFOLK,6094395,-65890,919042431
Department of Health,East of England SHA,10/06/2010,Printing Costs,Maternity & Newborn Workforce Projects,CS INTERACTIVE LTD,6490714,51382.75,941669203
Department of Health,East of England SHA,10/06/2010,Printing Costs,Maternity & Newborn Workforce Projects,CS INTERACTIVE LTD,6490715,-51382.75,941669203
Department of Health,East of England SHA,16/06/2010,Secndd staff frm othr org,Provider Development,DEPARTMENT OF HEALTH,6518665,-32304.09,888815064
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Corporate Non-Pay Costs,ANGLIA SUPPORT PARTNERSHIP,6445902,12265,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Corporate Non-Pay Costs,ANGLIA SUPPORT PARTNERSHIP,6515074,2139,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Health Innovation Centre,ANGLIA SUPPORT PARTNERSHIP,6445902,798,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Health Innovation Centre,ANGLIA SUPPORT PARTNERSHIP,6515074,798,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Health & Social Care in Criminal Justice,ANGLIA SUPPORT PARTNERSHIP,6445902,1304.58,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Health & Social Care in Criminal Justice,ANGLIA SUPPORT PARTNERSHIP,6515074,13,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Research Ethics Committee (REC) Office 2,ANGLIA SUPPORT PARTNERSHIP,6445902,93,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Research Ethics Committee (REC) Office 2,ANGLIA SUPPORT PARTNERSHIP,6515074,93,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Research Ethics Committee (REC) Office 3,ANGLIA SUPPORT PARTNERSHIP,6445902,93,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Research Ethics Committee (REC) Office 3,ANGLIA SUPPORT PARTNERSHIP,6515074,93,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Workforce Running Costs,ANGLIA SUPPORT PARTNERSHIP,6445902,20349,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Workforce Running Costs,ANGLIA SUPPORT PARTNERSHIP,6515074,20349,654426433
Department of Health,East of England SHA,15/06/2010,Services Received - NHSTs,Victoria House,ANGLIA SUPPORT PARTNERSHIP,6515074,10128.08,654426433
Department of Health,East of England SHA,09/06/2010,Training Expenses,Biomedical Science,UNIVERSITY OF ESSEX,6490665,15777,594794865
Department of Health,East of England SHA,01/06/2010,Training Expenses,CGC Clinical Placement (CPS),WEST SUFFOLK HOSPITALS NHS TRUST,6394662,23691,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,CGC Clinical Placement (CPS),WEST SUFFOLK HOSPITALS NHS TRUST,6497453,11846,654950806
Department of Health,East of England SHA,01/06/2010,Training Expenses,CGC Facilities (FACS),WEST SUFFOLK HOSPITALS NHS TRUST,6394662,143991,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,CGC Facilities (FACS),WEST SUFFOLK HOSPITALS NHS TRUST,6497453,71996,654950806
Department of Health,East of England SHA,18/06/2010,Training Expenses,Clinical Psychology,UNIVERSITY OF EAST ANGLIA,6551572,82247,595183505
Department of Health,East of England SHA,28/06/2010,Training Expenses,Clinical Psychology,UNIVERSITY OF EAST ANGLIA,6606216,77567,595183505
Department of Health,East of England SHA,01/06/2010,Training Expenses,Clinical Tutors,BEDFORD HOSPITALS NHS TRUST,6362963,1295,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,BEDFORD HOSPITALS NHS TRUST,6497450,1295,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Clinical Tutors,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,863,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Clinical Tutors,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,920,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,6518648,1764,654950120
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497464,1727,654926212
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,1323,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,1323,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,1323,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,1764,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,882,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,3453,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,6518646,2205,654407732
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,6518647,1103,654407732
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,1727,654936110
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,863,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Clinical Tutors,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,2590,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,1295,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6497458,863,654942902
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6497447,2590,654974002
Department of Health,East of England SHA,01/06/2010,Training Expenses,Clinical Tutors,WEST SUFFOLK HOSPITALS NHS TRUST,6379117,1727,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,Clinical Tutors,WEST SUFFOLK HOSPITALS NHS TRUST,6497454,863,654950806
Department of Health,East of England SHA,18/06/2010,Training Expenses,Centre for Interprofessional Learning,UNIVERSITY OF EAST ANGLIA,6551572,26523,595183505
Department of Health,East of England SHA,28/06/2010,Training Expenses,Centre for Interprofessional Learning,UNIVERSITY OF EAST ANGLIA,6606216,25017,595183505
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Continuing Professional Development,BEDFORD HOSPITALS NHS TRUST,6362963,1236,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,BEDFORD HOSPITALS NHS TRUST,6497450,1236,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Continuing Professional Development,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,1415,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Dental Continuing Professional Development,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,-28,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497464,456,654926212
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,713,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,713,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,713,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,2802,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,1401,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,4939,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,1676,654936110
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,788,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Continuing Professional Development,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,1593,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Continuing Professional Development,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,796,654926995
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Tutors,BEDFORD HOSPITALS NHS TRUST,6362963,880,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,BEDFORD HOSPITALS NHS TRUST,6497450,880,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Tutors,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,880,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Dental Tutors,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,876,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497464,450,654926212
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,439,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,439,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,439,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,1758,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,879,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,880,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,450,654936110
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,880,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Tutors,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,900,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Tutors,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,450,654926995
Department of Health,East of England SHA,01/06/2010,Training Expenses,Dental Vocational Training Scheme,BEDFORD HOSPITALS NHS TRUST,6362963,2000,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Vocational Training Scheme,BEDFORD HOSPITALS NHS TRUST,6497450,2000,654912424
Department of Health,East of England SHA,24/06/2010,Training Expenses,Dental Vocational Training Scheme,HILLINGDON PRIMARY CARE TRUST,6586413,66331.36,654974393
Department of Health,East of England SHA,24/06/2010,Training Expenses,Dental Vocational Training Scheme,HILLINGDON PRIMARY CARE TRUST,6586447,-66331.36,654974393
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Vocational Training Scheme,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,2000,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Dental Vocational Training Scheme,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,2000,654936110
Department of Health,East of England SHA,01/06/2010,Training Expenses,Education Modernisation Development,ANGLIA RUSKIN UNIVERSITY,6404639,6008,637150940
Department of Health,East of England SHA,01/06/2010,Training Expenses,Education Modernisation Development,ANGLIA RUSKIN UNIVERSITY,6404640,6008,637150940
Department of Health,East of England SHA,23/06/2010,Training Expenses,Education Modernisation Development,ANGLIA RUSKIN UNIVERSITY,6559266,6008,637150940
Department of Health,East of England SHA,01/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BEDFORD HOSPITALS NHS TRUST,6362963,1143,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BEDFORD HOSPITALS NHS TRUST,6497450,1143,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,1714,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,1741,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,1281,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,1281,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,1281,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,2651,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,1325,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,1451,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,2725,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,1363,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6497458,1582,654942902
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6497447,2374,654974002
Department of Health,East of England SHA,01/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST SUFFOLK HOSPITALS NHS TRUST,6379117,2198,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST SUFFOLK HOSPITALS NHS TRUST,6497454,1099,654950806
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BEDFORD HOSPITALS NHS TRUST,6362963,1605,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BEDFORD HOSPITALS NHS TRUST,6497450,1605,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,1605,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,1674,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497464,1605,654926212
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,1628,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,1628,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,1628,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,3256,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,1628,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,1605,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,1605,654936110
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,1605,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,3211,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,1605,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6497458,1605,654942902
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6497447,1605,654974002
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST SUFFOLK HOSPITALS NHS TRUST,6379117,3211,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST SUFFOLK HOSPITALS NHS TRUST,6497454,1605,654950806
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BEDFORD HOSPITALS NHS TRUST,6362963,846,654912424
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BEDFORD HOSPITALS NHS TRUST,6497450,846,654912424
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6431996,1692,654921325
Department of Health,East of England SHA,25/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6586454,1909,654921325
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497464,846,654926212
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497470,882,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497471,882,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,6497472,882,654929007
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497460,3528,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,MID ESSEX HOSPITALS SERVICES NHS TRUST,6497468,1764,654930128
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6497463,1692,654931321
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6497459,846,654936110
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6497452,1692,654964985
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6362944,1692,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS TRUST (THE),6497456,846,654926995
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6497458,1692,654942902
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6497447,1692,654974002
Department of Health,East of England SHA,01/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST SUFFOLK HOSPITALS NHS TRUST,6379117,1692,654950806
Department of Health,East of England SHA,15/06/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST SUFFOLK HOSPITALS NHS TRUST,6497454,846,654950806
Department of Health,East of England SHA,01/06/2010,Training Expenses,GP Registrar Training Support,BEDFORDSHIRE PCT,6379115,211847.63,654435334
Department of Health,East of England SHA,15/06/2010,Training Expenses,GP Registrar Training Support,CAMBRIDGESHIRE PCT,6497455,540000,654438717
