"Figure 1.2 Communications infrastructure availability across the UK’s nations, 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DAB,38,39,36,29,22,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2009",,,,,,,,,,,,,,,,,,,
"Note: The DTV and DAB figures illustrated in this chart differ from those in the ‘Fast Facts’, because the bases used in this chart are, respectively, all of those with television at home and all of those who listen to radio.",,,,,,,,,,,,,,,,,,,
"Fixed line base: All adults aged 15+ (n = 6090 UK, 3437 England, 1014 Scotland, 987 Wales, 652 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Fixed line question: Is there a landline phone in your home that can be used to make and receive calls?,,,,,,,,,,,,,,,,,,,
"DTV base: Adults aged 15+ with a TV in the household (n= 6001 UK, 3389 England, 1002 Scotland, 970 Wales, 640 Northern Ireland)",,,,,,,,,,,,,,,,,,,
"DTV question. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,
"Broadband base: All adults aged 15+ (n = 6090 UK, 3437 England, 1014 Scotland, 987 Wales, 652 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Broadband question: Which of these methods does your household use to connect to the internet at home?,,,,,,,,,,,,,,,,,,,
"DAB base: Adults aged 15+ who listen to radio (n= 5016 UK, 2819 England, 780 Scotland, 848 Wales, 569 Northern Ireland)",,,,,,,,,,,,,,,,,,,
DAB question: How many DAB sets do you have in your household? Response represents those with one or more sets. ,,,,,,,,,,,,,,,,,,,
Note: Remaining percentages are Don’t know responsesf ,,,,,,,,,,,,,,,,,,,
"Mobile base: All adults aged 15+ (n = 6090 UK, 3437 England, 1014 Scotland, 987 Wales, 652 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Mobile question: Do you personally use a mobile phone?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.4 Adoption of communications technology/service in urban and rural locations,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Fixed,,Mobile,,Broadband,,Digital TV,,,,,,,,,,,,
,Urban,Rural,Urban,Rural,Urban,Rural,Urban,Rural,,,,,,,,,,,
UK,84,94,89,90,70,75,92,92,,,,,,,,,,,
England,85,93,89,90,70,75,92,92,,,,,,,,,,,
Scotland,77,88,93,80,61,60,91,89,,,,,,,,,,,
Wales,79,81,87,93,62,69,97,99,,,,,,,,,,,
Northern Ireland,79,87,87,90,69,72,87,87,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Fixed line base: All adults aged 15+ (n = 9013 UK, 5709 England, 1468 Scotland, 1075 Wales, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Fixed line question: Is there a landline phone in your home that can be used to make and receive calls?,,,,,,,,,,,,,,,,,,,
"DTV base: Adults aged 15+ (n= 9013 UK, 5709 England, 1468 Scotland, 970 Wales, 640 Northern Ireland)",,,,,,,,,,,,,,,,,,,
"DTV question. Which, if any, of these types of television does your household use at the moment?",,,,,,,,,,,,,,,,,,,
"Broadband base: All adults aged 15+ (n= 9013 UK, 5709 England, 1468 Scotland, 970 Wales, 640 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Broadband question: Which of these methods does your household use to connect to the internet at home?,,,,,,,,,,,,,,,,,,,
"DAB base: Adults aged 15+ who listen to radio (n= 7017 UK, 4476 England, 1034 Scotland, 854 Wales, 653 Northern Ireland)",,,,,,,,,,,,,,,,,,,
DAB question: How many DAB sets do you have in your household? Response represents those with one or more sets.,,,,,,,,,,,,,,,,,,,
Note: Remaining percentages are ‘Don’t know’ responses,,,,,,,,,,,,,,,,,,,
"Mobile base: All adults aged 15+ (n= 9013 UK, 5709 England, 1468 Scotland, 970 Wales, 640 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Mobile question: Do you personally use a mobile phone?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.5: Bundling take-up, by nation",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,,
Dual,56,55,57,54,65,,,,,,,,,,,,,,
Triple,34,35,35,27,30,,,,,,,,,,,,,,
Quad,1,1,1,3,,,,,,,,,,,,,,,
Other,7,7,5,12,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source:  Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ with a package of services regardless of whether or not these include a discount (n = 4167 UK, 2793 England, 605 Scotland, 437 Wales, 332 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Note: Remaining percentages are Don’t know responses,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.6: Proportion of customers buying bundled services, 2009-2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,Scotland urban,Scotland rural,"Glasgow, Clyde & Lanarkshire",Lothian & Forth," Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Discounted bundle,32,26,32,29,21,31,20,32,41,25,17,,,,,,,,
Bundle but no discount,10,9,11,7,16,7,7,3,6,13,7,,,,,,,,
Bundle but unsure if discounted,8,8,9,8,7,8,9,10,7,8,6,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QG1. Do you receive more than one of these services as part of an overall deal or package from the same supplier?/ QG3. Do you receive a discount or special deal for subscribing to this package of services?,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Wales, 5709 England, 1468 Scotland, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate total uptake of bundled service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.7: Spend per head on UK-originated content by broadcast by PSBs on TV and radio, 2010",,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,,
BBC/ITV1/STV/UTV network TV spend,29.15,32.56,12.5,13.3,5.58,,,,,,,,,,,,,,
BBC/ITV1/STV/UTV spend on TV content for the nations,4.14,2.96,9.57,9.16,14.12,,,,,,,,,,,,,,
"Welsh, Irish and Gaelic television programming",1.6,0,3.31,26.2,1.67,,,,,,,,,,,,,,
BBC Nations/Local radio,3.85,2.82,7.82,11.21,11.12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Operators, Annual Reports and Ofcom calculations",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.8: TV and Radio consumption,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,,England,,Scotland,,Wales,,Northern Ireland,,,,,,,,,,
,TV,Radio,TV,Radio,TV,Radio,TV,Radio,TV,Radio,,,,,,,,,
PSB,58%,55%,54%,56%,56%,45%,57%,61%,59%,48%,,,,,,,,,
Non-PSB,42%,45%,7%,44%,44%,55%,43%,39%,41%,52%,,,,,,,,,
Hours/person/day,3.8,3.1,3.4-3.9,3.1,4.2,3,3.6,3.2,3.5,3.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: BARB and RAJAR,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.9: Consumers’ use of converging platforms, 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK,,,England,,,Scotland,,,Wales,,,Northern Ireland,,,,,,,
TV over internet,Radio over internet,Data over mobile,TV over internet,Radio over internet,Data over mobile,TV over internet,Radio over internet,Data over mobile,TV over internet,Radio over internet,Data over mobile,TV over internet,Radio over internet,Data over mobile,,,,,
38,14,23,40,15,24,28,8,15,29,9,23,38,15,21,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Wales, 5709 England, 1468 Scotland, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"QD28A-B. Which, if any, of the following activities, other than making and receiving calls, do you use your mobile for?/ Includes  download free applications, download paid for applications, send/ receive emails, accessing the internet, connecting to the internet using Wi-fi,, using VoIP service, download a new video clip, video streaming, TV streaming, accessing/ receiving, sports/ team news/ scores, accessing/ receiving news, use IM/ Instant messaging",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.10 Items where consumers are most likely to cut back their spending ,,,,,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,"Personal care, toiletries, cosmetics",Household groceries,Broadband subscription,Home telephone calls ,Spend on mobile phones,Television subscriptions ,Newspapers and magazines,"Music, books, DVDs",Clothing or footwear,Health club membership or sports,New furniture or home improvements,Holidays/weekends away,Night/meals out,,,,,,
UK  ,5%,9%,10%,11%,14%,17%,22%,25%,30%,30%,38%,41%,49%,,,,,,
Scotland,6%,7%,14%,8%,16%,14%,16%,24%,25%,43%,43%,46%,40%,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom commissioned research,,,,,,,,,,,,,,,,,,,
Base: Total sample UK (n=2444) Scotland (n=285),,,,,,,,,,,,,,,,,,,
"Question: If you were forced to cut back on spending, which of the following items would you be most likely to spend less on?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.11 The communications service where consumers would be most likely to cut spend,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2009,2010,,,,,,,,,,,,,,,,,
Spend on mobile phone,38%,34%,,,,,,,,,,,,,,,,,
Television subscription,30%,37%,,,,,,,,,,,,,,,,,
Home telephone calls,19%,21%,,,,,,,,,,,,,,,,,
Broadband subscription,12%,8%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom-commissioned research,,,,,,,,,,,,,,,,,,,
Base: Those with all four communications services 2009 (n=84) 2010 (n=99),,,,,,,,,,,,,,,,,,,
Question: Which ONE of the following would you be most likely to cut back spending on?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.12 Consumer perceptions of communication service deals in the market place 2009 to 2010 ,,,,,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Mobile providers ,Broadband providers ,Home telephone providers ,Pay TV providers ,None of them ,,,,,,,,,,,,,,
Scotland (2009),21%,26%,17%,8%,25%,,,,,,,,,,,,,,
Scotland (2010),24%,29%,12%,5%,17%,,,,,,,,,,,,,,
UK,28%,27%,10%,7%,13%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom commissioned research ,,,,,,,,,,,,,,,,,,,
"Base: UK (n=2444) Scotland (2009 n=187, 2010 n=285)",,,,,,,,,,,,,,,,,,,
"Question: And which of the following providers, if any are offering better deals than they were 12 months ago?  ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.13 Consumers’ agreement/disagreement that they were more likely to take communications services in a bundle by nation,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,
Agree,51%,52%,45%,51%,55%,,,,,,,,,,,,,,
Disagree,29%,28%,40%,34%,25%,,,,,,,,,,,,,,
Neither ,16%,16%,12%,14%,15%,,,,,,,,,,,,,,
Don't know,4%,4%,3%,1%,5%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom-commissioned research,,,,,,,,,,,,,,,,,,,
Base: Total sample (n = 2444) England (n = 1727) Scotland (n =285) Wales (n = 203)  Northern Ireland (n = 229),,,,,,,,,,,,,,,,,,,
"Question: How much do you agree or disagree... I'm more likely to consider purchasing TV, broadband and phone services in a package from the same supplier as it offers better value for money ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.14 Consumers’ agreement/disagreement that they were more likely to take communications services in a bundle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2009,2010,,,,,,,,,,,,,,,,,
Agree,47,45,,,,,,,,,,,,,,,,,
Disagree,34,40,,,,,,,,,,,,,,,,,
Neither,15,12,,,,,,,,,,,,,,,,,
Don't know,4,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom-commissioned research,,,,,,,,,,,,,,,,,,,
Base: Total sample (n = 285),,,,,,,,,,,,,,,,,,,
"Question: How much do you agree or disagree... I'm more likely to consider purchasing TV, broadband and phone services in a package from the same supplier as it offers better value for money ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.15 Selected communication devices bought in the last 12 months,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,HD-ready TV set,Games console,Smartphone,DVR,HD enabled set top box,Blu-ray player,Don't know ,None of these,,,,,,,,,,,
UK,22%,15%,9%,8%,5%,5%,2%,59%,,,,,,,,,,,
Scotland,25%,17%,8%,11%,4%,3%,1%,57%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom commissioned research,,,,,,,,,,,,,,,,,,,
"Base: All adults (UK n=2444, Scotland n=285)",,,,,,,,,,,,,,,,,,,
"Question: Which, if any, of these products or services have you or your household bought in the last 12 months?  ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.16 Consumers’ agreement/disagreement with a range of statements exploring changes in behaviour over the last twelve months ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,UK,Scotland,UK,Scotland,UK,Scotland,,,,,,,,,,,
Agree,14%,6%,52%,42%,61%,54%,27%,24%,,,,,,,,,,,
Disagree,59%,74%,35%,39%,29%,40%,60%,64%,,,,,,,,,,,
Neither,21%,18%,13%,18%,10%,6%,11%,9%,,,,,,,,,,,
Don't know,6%,2%,0%,0%,0%,0%,1%,3%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom-commissioned research,,,,,,,,,,,,,,,,,,,
"Base: UK n=(1300, 1554, 1554, 2099) Scotland (137, 170, 170, 240)",,,,,,,,,,,,,,,,,,,
"Question: I am now going to read out a number of statements other people have made about how the recession has changed their spending on TV, broadband, mobile and home phone services.  For each statement please tell me how much you agree or disagree",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.17 Consumer attitudes towards the recession by nation ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,
5 - extremely worried,12%,13%,6%,12%,24%,,,,,,,,,,,,,,
4,17%,17%,16%,18%,16%,,,,,,,,,,,,,,
3,32%,32%,37%,31%,33%,,,,,,,,,,,,,,
2,16%,16%,18%,15%,15%,,,,,,,,,,,,,,
1 - not at all worried,20%,20%,23%,22%,12%,,,,,,,,,,,,,,
Don't know,2%,2%,1%,2%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom commissioned research,,,,,,,,,,,,,,,,,,,
Base: Total sample (n = 2444) England (n = 1727) Scotland (n =285) Wales (n = 203)  Northern Ireland (n = 229),,,,,,,,,,,,,,,,,,,
"Question: On a scale of 1 to 5, where 5 is extremely worried and 1 is not at all worried, how worried are you about being personally affected by the recession?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.21: Estimated average and maximum download speeds by nation, May 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Estimated average and maximum download speeds for all broadband connections by UK nation,,,,,,,,,,,,,,,,,,,
,ENG,SCO,WAL,NI,,,,,,,,,,,,,,,
Maximum speed,5.36,4.97,4.84,4.76,,,,,,,,,,,,,,,
Average speed,5.06,4.67,4.54,4.45,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: SamKnows measurement data for all panel members with a connection in May 2010, ",,,,,,,,,,,,,,,,,,,
Panel Base: 1506 ,,,,,,,,,,,,,,,,,,,
"Notes: (1) Data have been weighted by ISP package and LLU/non-LLU connections, Rural/Urban, Geographic Market classification and distance from exchange to ensure that they are representative of UK residential broadband consumers as a whole; (2) As sufficient sample sizes were not available for consumers on packages of ‘up to’ 2Mbit/s or less, data collected for these packages in April 2009 has been factored in, in proportion to share of all connections in May 2010 and an estimated split between nations; (3) Data collected from single-thread download speed tests",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.22: Overall satisfaction with fixed broadband service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Very satisfied,50,56,50,54,33,,57,53,,75,44,45,63,,,,,,
Fairly satisfied,40,36,41,37,50,,36,33,,21,46,46,28,,,,,,
Total satisfaction,90,92,90,91,83,,93,85,,96,90,90,91,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE8a. Thinking about your fixed broadband internet service, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a fixed broadband connection at home (n= 5410 UK, 778 Scotland, 3559 England, 604 Wales, 469 Northern Ireland, 612 Scotland urban, 166 Scotland rural, 154 Glasgow, Clyde & Lanarkshire, 233 Lothian & Forth, 216 Grampian Tayside & Fife, 175 Other Scotland)",,,,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ÔveryÕ or ÔfairlyÕ satisfied with their overall fixed broadband service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.23: 2G mobile phone geographic and population coverage,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
% living in districts with one or more operators,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
Geographic coverage,91.09636872,97.93911007,63.94557823,79.29292929,87.20930233,,100,100,97.84946237,98.5915493,99.543379,100,95.81395349,92.62295082,93.92857143,,,,
Population coverage,97.2,99,87.4,88.6,88.6,,100,100,98.6,98.5,99.9,100,97.4,95.6,98.2,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,NI,,London,SE England,SW England,East Midlands,West Midlands,East England,Y&H,NE England,NW England,,,,
One operator or more,97%,99%,87%,89%,89%,,100%,100%,99%,98%,100%,100%,97%,96%,98%,,,,
Three +,79%,84%,60%,42%,46%,,100%,87%,62%,78%,89%,78%,81%,86%,88%,,,,
All Four,42%,46%,28%,17%,15%,,92%,37%,21%,27%,52%,32%,38%,45%,51%,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q2 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of postcode districts and percentage of population within postcode districts where at least one operator had at least 90% 2G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 1.26: 3G mobile phone geographic and population coverage, by number of operators",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
% living in districts with one or more operators,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
Geographic coverage,75.66340782,86.79156909,41.0430839,48.98989899,39.53488372,,100,94.38502674,65.94982079,81.69014085,91.32420091,80.83333333,89.30232558,86.06557377,86.78571429,,,,
Population coverage,86.50991103,91.26530895,66.14110527,68.71645823,40.06361607,,100,95.8757492,72.2496536,86.61357448,94.94350434,86.6318799,91.82333415,90.79958384,93.46202493,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q2 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of postcode districts and percentage of population within postcode districts where at least one operator had at least 90% 3G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.28: Proportion of UK adults with a mobile phone experiencing problems with coverage,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Proportion of people with a mobile phone who have experienced problems with coverage,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,,
Any,56,56,58,57,59,,,,,,,,,,,,,,
Regular,33,32,41,30,36,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Mostly Mobile, Communications Consumer Panel report",,,,,,,,,,,,,,,,,,,
"Question: Which of the following problems, if any, have you had in the past in terms of your mobile reception…? Which of them, if any, do you experience regularly?",,,,,,,,,,,,,,,,,,,
"Base: All those who use a mobile for personal use (UK n = 1716, England n = 1439, Scotland n = 144, Wales n = 84, Northern Ireland n = 50.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 1.29: Overall satisfaction with mobile phone service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Very satisfied,61,69,61,61,50,,70,65,,83,56,60,73,,,,,,
Fairly satisfied,33,27,33,34,43,,26,28,,16,39,33,23,,,,,,
Total satisfaction,94,96,94,95,93,,97,93,,99,95,93,96,,,,,,
,,,,,,,,,,,,,,,,,,,
"QD21a. Thinking about your mobile phone service only, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who personally use a mobile phone (n = 7826 UK, 1237 Scotland, 5008 England, 923 Wales, 658 Northern Ireland, 1001 Scotland urban, 236 Scotland rural, 308 Glasgow, Clyde & Lanarkshire, 313 Lothian & Forth, 316 Grampian Tayside & Fife, 300 Other Scotland)",,,,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with their overall mobile service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.3: Spend on originated nations and regions output by the BBC, ITV1/STV/UTV",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2004,2005,2006,2007,2008,2009,,,,,,,,,,,,,
England,239,232,216,206,191,153,,,,,,,,,,,,,
Scotland,72,65,63,61,49,50,,,,,,,,,,,,,
Wales,49,36,32,36,33,28,,,,,,,,,,,,,
N Ireland,43,42,35,30,28,25,,,,,,,,,,,,,
,403,375,346,334,302,256,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be made with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 2.4: Spend by originated nations and regions output by the BBC, ITV1/STV/UTV, 2004 versus 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
£m,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,
2004,403,239,72,49,43,,,,,,,,,,,,,,
