Department of Health,NEWCASTLE PCT (COMMISSIONING),07/08/11,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,MIDDLETON ST GEORGE HEALTHCARE LTD,3510000192,27342
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,PRIORY GROUP LTD,3510000207,26460
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,DURHAM COUNTY COUNCIL,500672571,41750
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,TAX AND SOCIAL SECURITY COSTS < ONE YEAR,PAYROLL,HM REVENUE AND CUSTOMS,504PS00113964 YR11MONTH3,261479.3
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/08/11,SERVICES FROM NHS FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,521553,50000
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,521948,0
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,521948,510938
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,521994,3666829
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,56774,276603
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57021,116263
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTH TYNESIDE PCT,65001476,1796887
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTH TYNESIDE PCT,65001478,1201440
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/08/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,GATESHEAD COUNCIL,CB20629264 1,39085.05
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBN/00110,50570.86
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,NEWCASTLE BRIDGES COMMISSIONING CONSORTIUM,COM1/11,52241.74
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,NEWCASTLE BRIDGES COMMISSIONING CONSORTIUM,COM1/11/,65398.5
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,N.H.S. CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,EA0326GPS YR11MONTH3,375360.92
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,N.H.S. CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,EA6509 YR11MONTH3,98430.71
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,N.H.S. CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,EA6509 YR11MONTH3,47009.02
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,OTHER CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,EA6509 YR11MONTH3,2022.91
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,CARE MANAGEMENT SERVICES,GM121,54857
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0167948,188639.92
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/01/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0168469,292200
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0168754,92923.94
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0169827,226019.72
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0170226,14254850
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/22/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0170384,2000000
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0170549,3558942
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,COMPUTER SOFTWARE / LICENSE  FEES,CONTRACTING FINANCE,SCRIPTSWITCH LTD TA UNITEDHEALTH UK,SS01798,56328
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,TELEPHONE RENTAL AND CALL CHARGES,CENTRAL FINANCE,BRITISH TELECOMMUNICATIONS PLC,VP34988270Q01701,49014.79
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Saville MG,,246385.43
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Freeman Clinics Ltd,,210121.9
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Walker Medical,,149066.52
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Prospect House MG,,135289.46
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Thornfield MG,,126347.18
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,The Grove MG,,124680.88
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,AJ Smith & Partners,,110078.48
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Drs Turner Antoun,,106293.61
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Park Medical Group,,104557.82
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Holmside MG,,104126.64
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Betts Avenue MG,,94636.03
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Palmer & Partners,,89048.76
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Gosforth Memorial MG,,84948.62
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Denton Park MG,,81875.98
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,PMS,EV - Exeter,Biddlestone HC,,74613.89
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Lovedale & Partners,,70770.66
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Cogan & Partners,,70689.66
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Bookless,,70462.08
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Parkway MG,,67530.42
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Falcon House MG,,65351.13
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,St Anthony MG,,63248.95
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Heaton Road Surgery,,62120.2
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Scott & Partners,,60209.75
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Dilston MC,,59940.51
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Roseworth Surgery,,58995.57
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Dr Edmunds & Partners,,51998.38
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,University MG,,45169.49
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Drs Wadge Stack,,44767.52
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,OPT,S/Alone,Ncle Visionplus,,41629.07
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Elmfield HC,,39177.36
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,The Surgery,,34242.39
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/15/11,PMS,EV - Exeter,Broadway MG,,30385.48
Department of Health,NEWCASTLE PCT (COMMISSIONING),07/29/11,GMS,EV - Exeter,Avenue MG,,26122.37
