OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14053109,0254/17,Graham Harper Associates Limited,R1100-BUC001,Agency Staff,26/05/2017,"2,501.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Human Resources,14052743,8664044,Grant Thornton UK LLP,R4400-SUP003,Services - Professional Fees,12/05/2017,"4,278.75 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14052922,3843,Greenway Partnership Limited T/A GPL Building Services,R4401-ELE006,Services - Fees and Charges,19/05/2017,"8,374.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14053211,52998,Halcrow Group Limited,R5001-FRM101,TPP - Major External Contractors,26/05/2017,"2,595.64 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052642,146643,Hanman Split Limited,R4010-OPS002,Materials - Other Materials,05/05/2017,640.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14052776,ADJ TAX FOR ELECTIONS APRIL 2017,HMRC - CBC Election Staff,B6110-BAL100,Short term Creditors - PAYE and NI,12/05/2017,"4,253.40 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14052878,CISDEDUCT0604-050517,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),12/05/2017,"7,975.65 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Training & Development,14052772,214PE00152369 APLEVY,HMRC (CBH - PAYE & NIC),R1399-SUP020,Other employee expenses,26/05/2017,685.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Building Control - Fee Earning Work,14052178,90424065,I H S Global Limited,R4701-BUC001,Subscriptions,05/05/2017,"4,830.76 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Regulatory & Environmental Services Transformation,14053139,7015854,Idox Software Limited,R4531-SUP140,IT - Purchase of Software,26/05/2017,"18,000.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Shopmobility,14052626,25981337,Independent Commercial Broking Group Limited t/a ICB Group,R2801-PUT102,Insurances - Property All Risks,19/05/2017,"1,040.48 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14052905,DINV-2257,Inovem Limited,R4701-PLP101,Subscriptions,19/05/2017,"6,250.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Planning Policy,14052906,DINV-2258,Inovem Limited,R4701-PLP001,Subscriptions,19/05/2017,"6,440.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2b,14052692,007 IN022835,J Harper & Sons (Leominster) Limited,C1107-CAH054,Building Works,12/05/2017,"104,304.25 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052856,17/006,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,12/05/2017,"1,370.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14052855,17/007,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,12/05/2017,"2,500.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14052882,110,REDACTED - Planner,R4400-PLP101,Services - Professional Fees,12/05/2017,682.35 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053078,RND300117/comb-17,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053079,RND300217/comb-17,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053077,RND300317/comb-17,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053076,RND300417/comb-17,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053081,RND301016/comb-16,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053082,RND301116/comb-16,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14053080,RND301216/comb-16,John Gillman & Sons (Electrical) Limited (Gillmans Appliance),R4002-HRA110,Tools & Equipment - Lease/Rental,26/05/2017,"1,950.78 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053007,2073,Jupiter Play & Leisure,R4003-OPS002,Tools & Equipment - R & M,19/05/2017,"2,225.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053007,2073,Jupiter Play & Leisure,R4000-OPS002,Equipment Purchase,19/05/2017,"3,335.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053007,2073,Jupiter Play & Leisure,R4000-OPS002,Equipment Purchase,19/05/2017,556.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14053012,CBC12,REDACTED,R4400-TOU002,Services - Professional Fees,19/05/2017,"2,965.26 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14052940,435374986,Keston Boilers Limited,R2004-ADB103,R & M of Build Programmed,19/05/2017,"2,430.64 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14052827,31313,King Builders Gloucester Limited,R2004-REC112,R & M of Build Programmed,12/05/2017,"6,359.09 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Prince of Wales Stadium Repairs & Maintenance,14052825,31443,King Builders Gloucester Limited,R2004-REC112,R & M of Build Programmed,12/05/2017,"5,359.09 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14052714,31760,King Builders Gloucester Limited,R2004-CUL113,R & M of Build Programmed,05/05/2017,"6,990.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Play areas enhancement,14052717,SI221892,Kompan Limited,C4000-CAP102,Acquisition of Equipment,05/05/2017,"9,868.80 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,New Heating Installations,14053107,1188706,Liberty Gas Group,C1107-CAH009,Building Works,26/05/2017,"3,600.91 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14053108,1188707,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,26/05/2017,"34,853.75 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14053030,16000973,LinchPin Networks Limited,R4548-SUP005,IT - Cabling and Network,19/05/2017,"1,599.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,ICT,14053091,16000977,LinchPin Networks Limited,R4548-SUP005,IT - Cabling and Network,26/05/2017,"1,599.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Democratic Representation and Management,14053074,40153460,Local Government Association (LGA),R4611-DRM001,Conference Expenses,26/05/2017,545.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Urban Design,14052558,537,Mark Hazell Decorative Specialist,R4010-URB101,Materials - Other Materials,05/05/2017,585.00 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Urban Design,14052558,537,Mark Hazell Decorative Specialist,R4010-URB101,Materials - Other Materials,05/05/2017,"2,165.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14052820,11206,Massie Electrics Limited,R2062-REC111,R & M of Build Cyclical Electrical Remedials,12/05/2017,503.64 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14052837,REDACTED,Mears Home Improvements (Client Account),C1107-CAH028,Building Works,12/05/2017,"11,692.35 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14051740,1314,MHP Design Limited,C1107-CAH039,Building Works,05/05/2017,"7,775.20 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14052852,300417,REDACTED,R4401-CCM001,Services - Fees and Charges,12/05/2017,780.60 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Internal Improvements,14052849,10295,NKS Contracts (Central) Limited,C1107-CAH004,Building Works,12/05/2017,"39,235.67 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Fire Protection,14052853,10424,NKS Contracts (Central) Limited,C1107-CAH015,Building Works,19/05/2017,842.71 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14052864,D0166,Ogdens Drainage Services Limited,R5001-FRM101,TPP - Major External Contractors,19/05/2017,"1,615.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14053034,O0410720,Orbis Protect Limited,R2012-HRA100,R & M of Build Standby and Call Out,26/05/2017,769.97 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14052749,O0412010,Orbis Protect Limited,R2012-HRA100,R & M of Build Standby and Call Out,12/05/2017,660.52 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14052649,UK96676,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,12/05/2017,"1,820.92 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14052682,64293411,Parsons Brinckerhoff Limited,C1107-CAH039,Building Works,26/05/2017,"1,880.55 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Crematorium Scheme: New Build,14052998,PC1030,Perfect Circle JV Limited,C1005-CAP601,Surveyors Fees,19/05/2017,"11,182.93 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cemetery & Crematorium Repairs & Maintenance,14052374,64839922,Personnel Hygiene Services (PHS Group),R2083-CCM111,R&M of Build - Routine,19/05/2017,862.98 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences R&M,14052373,64839923,Personnel Hygiene Services (PHS Group),R2083-REG119,R&M of Build - Routine,12/05/2017,688.57 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,14052372,64839924,Personnel Hygiene Services (PHS Group),R2083-ADB101,R&M of Build - Routine,12/05/2017,"4,489.38 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences R&M,14052370,64839926,Personnel Hygiene Services (PHS Group),R2083-REG119,R&M of Build - Routine,12/05/2017,"1,088.56 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences R&M,14052369,64839927,Personnel Hygiene Services (PHS Group),R2083-REG119,R&M of Build - Routine,12/05/2017,"1,510.67 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences R&M,14052368,64839928,Personnel Hygiene Services (PHS Group),R2083-REG119,R&M of Build - Routine,12/05/2017,"1,057.61 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences R&M,14052358,64839938,Personnel Hygiene Services (PHS Group),R2083-REG119,R&M of Build - Routine,12/05/2017,"1,165.83 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Crematorium Scheme: New Build,14052704,44787,Pick Everard,C1005-CAP601,Surveyors Fees,05/05/2017,"10,958.85 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Postal Services,14052625,70440032,Pitney Bowes - Postage by Phone,R4521-SUP024,Postages - franking machine,05/05/2017,"5,000.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Night Time Levy,14053010,dbpa00006344,Police and Crime Commissioner for Gloucestershire,R4402-REG024,Services - General Licences,26/05/2017,"5,576.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14052716,461,PRG Roofing Contractors Limited,C1107-CAH017,Building Works,19/05/2017,"1,370.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Window & Door Renewals,14052716,461,PRG Roofing Contractors Limited,C1107-CAH017,Building Works,19/05/2017,"1,380.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14052518,477,PRG Roofing Contractors Limited,C1107-CAH003,Building Works,19/05/2017,"2,200.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14052518,477,PRG Roofing Contractors Limited,C1107-CAH003,Building Works,19/05/2017,"5,400.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14053073,8874S98884,Proludic Limited,R4000-OPS002,Equipment Purchase,26/05/2017,"2,019.19 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,War Memorials,14052829,20212,R F Gardiner Limited T/as Gardiners,R2004-CUL002,R & M of Build Programmed,12/05/2017,"2,331.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14052830,20213,R F Gardiner Limited T/as Gardiners,R2004-CUL117,R & M of Build Programmed,12/05/2017,"3,966.00 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14052936,20339,R F Gardiner Limited T/as Gardiners,R2008-CUL113,R & M of Build - Reactive Repairs,19/05/2017,679.57 
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14052798,9054317006,Royal Mail,R4521-ELE006,Postages - franking machine,12/05/2017,"7,714.70 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14052769,9054321485,Royal Mail,R4520-ELE006,Postages - stamps,12/05/2017,"1,097.50 "
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,County Elections,14052844,9054363534,Royal Mail,R4520-ELE006,Postages - stamps,12/05/2017,"3,460.72 "
