Cheltenham Borough Council Payments To Suppliers Between 2015-01-01 and 2015-01-31,,,,,,,,
,,,,,,,,
Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Type,Description,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034230,8000005491,GLOUCESTERSHIRE COUNTY COUNCIL (LGPS ONLY),R1301-SUP038,Enhanced Pension,30/01/2015,16621.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033756,800005368,GLOUCESTERSHIRE COUNTY COUNCIL (LGPS ONLY),R1301-COR001,Enhanced Pension,09/01/2015,129733.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034262,800005483,GLOUCESTERSHIRE COUNTY COUNCIL (LGPS ONLY),R4400-SUP104,Services - Professional Fees,30/01/2015,1420.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033728,10914,Gloucestershire Nightstop,R6280-HOM001,Grants,02/01/2015,5000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033528,239,Gooch Group Limited (Cleaning not Products),R2701-HRA110,Window Cleaning,16/01/2015,600.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034009,8283078,Grant Thornton UK LLP,R4430-COR001,Audit Fees,16/01/2015,900.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033881,2328,Greenway Partnership Limited T/A GPL Building Services,R2004-ADB103,R & M of Build Programmed,02/01/2015,2902.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033880,2329,Greenway Partnership Limited T/A GPL Building Services,R2004-ADB103,R & M of Build Programmed,02/01/2015,2414.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034145,2388,Greenway Partnership Limited T/A GPL Building Services,R4408-ECD101,Other Contractors Fees,16/01/2015,6850.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034383,2468,Greenway Partnership Limited T/A GPL Building Services,R2004-REC112,R & M of Build Programmed,23/01/2015,5791.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034384,2506,Greenway Partnership Limited T/A GPL Building Services,R2004-REC112,R & M of Build Programmed,23/01/2015,9276.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033872,2516,Greenway Partnership Limited T/A GPL Building Services,R2500-CPK101,Fixtures and Fittings - Purchases,02/01/2015,1650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034139,2525,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,16/01/2015,1353.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033708,8792,Halarose Limited,R4531-ELE001,IT - Purchase of Software,09/01/2015,8836.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034286,50017857,Haymarket Publishing Services Limited,R4701-DEV001,Subscriptions,30/01/2015,745.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034446,1004894040,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1089.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034447,1004928740,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,912.64
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034448,1004938923,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1074.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034449,1004960739,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1089.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034450,1004995157,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,920.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034451,1005011318,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1037.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034455,1005061558,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1118.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034457,1005077362,Hays Specialist Recruitment Limited,R1100-SUP025,Agency Staff,30/01/2015,1089.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034386,SIAL/00012877,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,23/01/2015,531.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034395,SIAL/00012909,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,23/01/2015,503.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034065,CIS Deduct0612-050115,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),13/01/2015,7977.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033697,21499,Hoge 100 Business Systems Limited,R4531-RYC002,IT - Purchase of Software,09/01/2015,20400.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033719,6444,Home Farm Nurseries (Pinvin) Limited,R5001-EMP001,TPP - Major External Contractors,09/01/2015,17550.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034240,150217AA9,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,16/01/2015,45487.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034053,150217AB1,Ian Williams Limited,C1107-CAH014,Building Works,16/01/2015,587.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034000,I52436,Ice Creates Limited,R4411-SUP040,Consultancy Fees,16/01/2015,3262.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033669,EVE9875,Institute of Licensing Events Limited,R1652-REG002,Training Fees (External),02/01/2015,660.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14029061,slinv2/00052623(a),IOM Consulting Limited,R2040-HRA100,R & M of Build Central Heating,08/01/2015,1112.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033715,3186,J & J Watkins Limited T/A Dudley Fencing,R4000-OPS002,Equipment Purchase,02/01/2015,590.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033715,3186,J & J Watkins Limited T/A Dudley Fencing,C4000-CAP101,Acquisition of Equipment,02/01/2015,759.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033716,14/071,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,09/01/2015,1100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034079,33683,Jadu Limited,R4531-SUP018,IT - Purchase of Software,16/01/2015,5400.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034445,33713,Jadu Limited,R4400-SUP018,Services - Professional Fees,30/01/2015,15000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033714,71,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,02/01/2015,679.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033586,2655,John Ryde Commercial,R2200-CPK001,Rent,02/01/2015,8875.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034197,5768,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,30/01/2015,3386.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034197,5768,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,30/01/2015,1274.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034194,5911,JS Facilities Group Limited,R4401-ADB103,Services - Fees and Charges,30/01/2015,1323.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034506,14-134,Just Ecology Limited,C1005-CAP401,Surveyors Fees,30/01/2015,824.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034281,1012307,Liberty Gas Group,C1107-CAH009,Building Works,30/01/2015,3485.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034281,1012307,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,30/01/2015,12292.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034281,1012307,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,30/01/2015,979.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034281,1012307,Liberty Gas Group,C1107-CAH020,Building Works,30/01/2015,620.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034282,102309,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,30/01/2015,25768.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034298,969962,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,23/01/2015,25768.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033690,985744,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,02/01/2015,10017.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033690,985744,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,02/01/2015,1889.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033690,985744,Liberty Gas Group,C1107-CAH020,Building Works,02/01/2015,1147.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033690,985744,Liberty Gas Group,C1107-CAH009,Building Works,02/01/2015,3485.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033705,985746,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,02/01/2015,25768.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034035,40139007,Local Government Association (LGA),R4426-BUC004,Legal Expenses,16/01/2015,1291.66
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034245,154,Low Carbon Exchange (LCX Solar Limited),C1107-CAH032,Building Works,30/01/2015,62838.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033689,4910,Mcdonnell Price Roofing Contractors Limited,C1107-CAH016,Building Works,16/01/2015,9935.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034239,523937,Meridian Options Systems Support Limited,R4534-SUP008,IT - Maint Agreements,16/01/2015,9119.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034486,CBC_0002,Monument Geomatics Limited,R4400-URB101,Services - Professional Fees,30/01/2015,1395.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033887,1700,MPL Wrought Iron LLP,C1107-CAH005,Building Works,16/01/2015,1055.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033947,301214,Mr J Sureda,R4401-CCM001,Services - Fees and Charges,09/01/2015,806.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034058,50115,N C Eldridge T/A Eldridge Tree Services,R2070-HRA110,Tree Work,16/01/2015,1800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034254,111,Nature First Limited,R2070-HRA110,Tree Work,30/01/2015,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034280,131,Nature First Limited,R2070-HRA110,Tree Work,30/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034279,132,Nature First Limited,R2070-PLP006,Tree Work,30/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033674,NW_KGV_GC2411,Nicky Whittenham,R4411-PUB101,Consultancy Fees,02/01/2015,675.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033907,7406,NKS Contracts (Central) Limited,C1107-CAH016,Building Works,16/01/2015,1305.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034296,5630,Oasis Environments Limited,R2005-REC112,R & M of Build Health & Safety,23/01/2015,2316.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033036,572592,OpenView Security Solutions Limited,R2705-CCT001,Security Systems,02/01/2015,1419.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034441,JAN301/PPC/RCS,P C Moleing Services Limited,C1107-CAH004,Building Works,30/01/2015,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033637,2098580,P W Commercial Co Limited T/A Printwaste,R2703-REC112,Waste Management,09/01/2015,738.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033746,UK75037,Parkeon Limited,R4400-CPK001,Services - Professional Fees,09/01/2015,2051.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033857,1244,Positive Environmental Limited,C1005-CAP401,Surveyors Fees,16/01/2015,7725.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14033764,PINF581232,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,09/01/2015,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14034033,PINF581233,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,16/01/2015,870.00
