Cheltenham Borough Council Payments To Suppliers Between 2014-10-01 and 2014-10-31,,,,,,,,
,,,,,,,,
Accounts Payable Data,,,,,,,,
,,,,,,,,
Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Type,Description,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032159,1408,D A Jones Landscapes,R2075-OPS002,Grounds Maintenance - Contract,24/10/2014,654.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031993,BD6568,Direct Publicity Limited,R4317-CUL102,Non Staff Advertising,17/10/2014,810.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031460,BD6569,Direct Publicity Limited,R4317-CUL102,Non Staff Advertising,03/10/2014,810.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032185,59172,Eurolink Security Installations Group Limited,R2085-CPK101,R&M of Fix & Fit - Internal,24/10/2014,544.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031986,16972,Evans Jones Limited,C1107-CAH003,Building Works,17/10/2014,650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032229,672425,Glasdon UK Limited,R4010-OPS001,Materials - Other Materials,24/10/2014,712.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032067,60461,Gooch Group Limited (Cleaning not Products),R4401-REC101,Services - Fees and Charges,17/10/2014,860.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031717,2117,Greenway Partnership Limited T/A GPL Building Services,R2705-CUL117,Security Systems,10/10/2014,620.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031265,2118,Greenway Partnership Limited T/A GPL Building Services,R2083-ADB103,R&M of Build - Routine,03/10/2014,799.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031719,2172,Greenway Partnership Limited T/A GPL Building Services,R2062-ADB103,R & M of Build Cyclical Electrical Remedials,10/10/2014,790.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032349,2336,Greenway Partnership Limited T/A GPL Building Services,R2062-CPK101,R & M of Build Cyclical Electrical Remedials,31/10/2014,599.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032262,9054446,Haymarket Publishing Services Limited,R2070-PLP006,Tree Work,24/10/2014,747.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031614,SIAL/00011211,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,17/10/2014,531.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031625,SIAL/00011266,Herefordshire Housing Limited,R4445-HRA110,Communal Alarms - Monitoring & Maintenance,17/10/2014,503.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031368,14/061,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,03/10/2014,500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031760,66,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,10/10/2014,677.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031812,66,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,01/10/2014,677.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031884,14,Joanne Maxwell Personal Training,R4446-REC101,Coaching Fees,17/10/2014,525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031811,240914,Jon Luby,R1652-CCM001,Training Fees (External),10/10/2014,795.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031649,59634306,Local World Limited (was Northcliffe Media),R4317-CUL102,Non Staff Advertising,10/10/2014,500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032169,30171 MS0514.163,Mace Sustain Limited,C1107-CAH005,Building Works,24/10/2014,910.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031570,10127,Massie Electrics Limited,R2062-REC111,R & M of Build Cyclical Electrical Remedials,10/10/2014,795.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031826,914,Miss Helen Whitfield,R4446-REC101,Coaching Fees,17/10/2014,609.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031824,20277,Morgan Lambert Limited,R2040-HRA100,R & M of Build Central Heating,17/10/2014,924.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031772,290914,Mr J Sureda,R4401-CCM001,Services - Fees and Charges,10/10/2014,780.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030716,AUG374/PPC/RCS,P C Moleing Services Limited,R5012-HRA100,Minor Neighbourhood Works - Oakley Areas,17/10/2014,595.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032251,OCT346/PPC/RCS,P C Moleing Services Limited,C1107-CAH004,Building Works,24/10/2014,500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031553,115,Paul Healey (Salsa Squad),R4322-CUL110,Artists Fees,03/10/2014,692.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032215,61731062,Personnel Hygiene Services (PHS Group),R4401-CCM001,Services - Fees and Charges,24/10/2014,679.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031451,I6303,Peter Dorrell & Company,R4401-REC101,Services - Fees and Charges,03/10/2014,665.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031755,22626,Phoenix Lifting Systems Limited,R2041-ADB101,R & M of Build Lifts,10/10/2014,683.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032097,3061,PJ Combustion Solutions Limited,R4003-CCM111,Tools & Equipment - R & M,24/10/2014,711.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031797,17355,Pro-Door Limited,R2004-ADB103,R & M of Build Programmed,10/10/2014,735.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031588,PINF514153,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,03/10/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031591,PINF517523,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,03/10/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031587,PINF517771,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,03/10/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031596,PINF539375,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,10/10/2014,652.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032249,PINF539376,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,24/10/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032192,PINF550616,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,24/10/2014,652.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032316,PINF557611,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,24/10/2014,870.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032266,INV-1305,Ridgetech Limited,R4003-CCM111,Tools & Equipment - R & M,24/10/2014,543.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031531,9048194173,Royal Mail,R4520-ELE001,Postages - stamps,03/10/2014,532.51
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031612,9048214930,Royal Mail,R4521-LTC001,Postages - franking machine,17/10/2014,619.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031612,9048214930,Royal Mail,R4520-SUP012,Postages - stamps,17/10/2014,841.53
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031613,9048263855,Royal Mail,R4521-ELE010,Postages - franking machine,10/10/2014,525.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031613,9048263855,Royal Mail,R4521-LTC001,Postages - franking machine,10/10/2014,925.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032569,9048317597,Royal Mail,R4520-ELE002,Postages - stamps,31/10/2014,613.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032287,9048357319,Royal Mail,R4521-LTC001,Postages - franking machine,31/10/2014,568.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032287,9048357319,Royal Mail,R4521-ELE010,Postages - franking machine,31/10/2014,800.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032399,1091,Show Services Group Limited,R4401-CUL102,Services - Fees and Charges,31/10/2014,898.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031972,971299363/0080,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,17/10/2014,529.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032030,1376,Stephen N Rogers t/a Custom Made Red Carpets,R4000-CUL103,Equipment Purchase,17/10/2014,579.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031432,23447,Streetmaster (South Wales) Limited,R2500-OPS001,Fixtures and Fittings - Purchases,03/10/2014,858.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031764,23473,Streetmaster (South Wales) Limited,R2500-OPS002,Fixtures and Fittings - Purchases,10/10/2014,689.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031707,4416,System Six Design & Build,R2079-CCM111,Sanitary and Plumbing,10/10/2014,587.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031708,4417,System Six Design & Build,R2085-CPK101,R&M of Fix & Fit - Internal,10/10/2014,514.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032189,4423,System Six Design & Build,R2078-CUL117,R&M of Build - external structures,24/10/2014,525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032457,4435,System Six Design & Build,R2081-CCM111,Roof Repairs,31/10/2014,598.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031840,REDACTED 07.10.14,T P G Disable Aids Limited (TPG),C5000-CAP221,Grants,10/10/2014,606.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031322,DEBT103374,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,03/10/2014,580.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031476,DEBT103407,Tewkesbury Borough Council,R4317-CPK001,Non Staff Advertising,03/10/2014,548.08
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031777,59702,Tewkesbury Printing Company Limited,R4014-REC007,Marketing,10/10/2014,518.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031882,18,Tina Short,R4446-REC101,Coaching Fees,17/10/2014,518.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031486,3IN/10248772,Tunstall Healthcare (UK) Limited,R4000-HRA110,Equipment Purchase,03/10/2014,772.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031481,16252,VIP-System Limited,R4011-REG002,Goods For Resale,03/10/2014,814.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032512,6640,Walden & Doyle Limited,R4003-OPS002,Tools & Equipment - R & M,31/10/2014,840.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031839,homelessness prevention 08.10.14,A R TOWERS,R6280-HOM001,Grants,17/10/2014,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032326,14/01766/CON,Greek Partnership LTD,R9303-DEV001,Fees - Planning Application,31/10/2014,770.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032309,211014,John Cave & Co,R6280-HOM001,Grants,24/10/2014,595.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031540,RGE/GR24/353381/905442,LYONS DAVIDSON SOLICITORS,R4964-PLP006,Insurance Excess,10/10/2014,889.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031805,4106003,REDACTED,R9910-HRA900,Refund of Overpiad Rent,10/10/2014,515.28
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032486,18591-7,REDACTED,R9910-HRA900,Refund of Overpiad Rent,31/10/2014,516.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031598,2014-0014,Playpen Management & Agency,R4322-CUL110,Artists Fees,10/10/2014,834.18
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032490,A010980,Print Image Network Limited,R4300-ELE010,Printing - Services,31/10/2014,621.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031886,REDACTED,Wales & West Utilities Limited,C1107-CAH009,Building Works,17/10/2014,622.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031887,REDACTED,Wales & West Utilities Ltd,C1107-CAH009,Building Works,17/10/2014,622.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032366,2067293/732531/1,WESTERN POWER DISTRIBUTION,C1107-CAH050,Building Works,24/10/2014,513.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032418,197016,WINNING MOVES UK LTD,R4308-SUP018,Stationery,31/10/2014,655.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032211,469756,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,24/10/2014,929.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032233,2464,Lushglen Exterior Furniture Renovation Services,R2075-OPS001,Grounds Maintenance - Contract,24/10/2014,930.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032318,23521,Streetmaster (South Wales) Limited,R4003-OPS002,Tools & Equipment - R & M,24/10/2014,936.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032317,2268,Greenway Partnership Limited T/A GPL Building Services,R4000-CUL107,Equipment Purchase,24/10/2014,940.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031636,517,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,10/10/2014,945.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031771,47SI 664027,Brenntag UK Limited,R4007-REC101,Materials - Chemicals,10/10/2014,958.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032301,860,Anderson Civil Engineering UK Limited,R5001-FRM101,TPP - Major External Contractors,24/10/2014,971.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14030656,1009763,Midlands Vehicle Rental Limited (MVR),R3203-REC007,Hire of Other Vehicles,03/10/2014,975.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031776,C/IC127990,Civica UK Limited (Burston Road),R4531-SUP104,IT - Purchase of Software,10/10/2014,985.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032329,171014,Art Playground CIC,R6280-GBD001,Grants,31/10/2014,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032162,105807,Corpstar Investments Limited T/A Logotech Systems,R4400-COR006,Services - Professional Fees,24/10/2014,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032433,DKR-KP,REDACTED,R6280-COM001,Grants,31/10/2014,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032335,BOND SCHEME PAYMENT 221014,REDACTED,R6280-HOM001,Grants,24/10/2014,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032027,4415,System Six Design & Build,R4401-DRM012,Services - Fees and Charges,17/10/2014,1005.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031612,9048214930,Royal Mail,R4521-ELE010,Postages - franking machine,17/10/2014,1016.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032250,329542,Springfield Business Papers Limited,R4306-SUP022,Photocopier Charges - Consumables,24/10/2014,1035.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031804,7752005,REDACTED,R9910-HRA900,Refund of Overpiad Rent,10/10/2014,1046.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032093,O0350620,Sitex Orbis Limited,R2012-HRA100,R & M of Build Standby and Call Out,24/10/2014,1047.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031366,13768,Playsafety Limited,R1652-OPS001,Training Fees (External),03/10/2014,1060.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031915,511298564/0036,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,17/10/2014,1084.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032313,PINF556049,Randstad Employment Bureau Limited,R4400-PLP101,Services - Professional Fees,24/10/2014,1087.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032442,4442,System Six Design & Build,R2500-CUL113,Fixtures and Fittings - Purchases,31/10/2014,1099.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032054,RETURN DEPOSIT -REDACTED,Spa Colour Limited,R9404-FIE040,Rents - Other Property,24/10/2014,1099.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032094,80444,Pro-AM Limited,R4400-SUP104,Services - Professional Fees,17/10/2014,1155.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032381,271300165/0041,SSE - Southern Electric (Bill payments),R2100-HRA110,Electricity,31/10/2014,1155.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031740,inv55818,Triangle Lift Services Limited,R4003-CUL113,Tools & Equipment - R & M,10/10/2014,1242.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031542,2014/22/09,REDACTED,R5001-EMP001,TPP - Major External Contractors,03/10/2014,1250.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031395,244171,Breedon Aggregates England Limited T/A Huntsmans Quarries,R2071-OPS002,Open Spaces and Grassed Areas,03/10/2014,1256.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031604,949755,Disclosure & Barring Service,R1601-REG002,CRB Police Checks,17/10/2014,1276.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032268,901119037,Dorma UK Limited,R2085-REC111,R&M of Fix & Fit - Internal,24/10/2014,1279.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032352,2436,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,31/10/2014,1281.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032187,4429,System Six Design & Build,R2078-OPS122,R&M of Build - external structures,24/10/2014,1303.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032016,952319,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,17/10/2014,1393.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031090,27378689-15,ADT Fire & Security plc,R2705-CUL117,Security Systems,03/10/2014,1407.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031444,569776,OpenView Security Solutions Limited,R4003-CCT001,Tools & Equipment - R & M,24/10/2014,1419.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032270,1251/2014,Corinium Fire Safety Consultancy Limited,R2004-FIE040,R & M of Build Programmed,24/10/2014,1440.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031630,61116,Alpha Colour Printers Limited,R4300-HBA001,Printing - Services,17/10/2014,1459.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032520,6639,Walden & Doyle Limited,R4000-OPS002,Equipment Purchase,31/10/2014,1460.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032273,5710,JS Facilities Group Limited,R4400-CPK001,Services - Professional Fees,24/10/2014,1470.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031439,Jul-14,Jill Brain t/a Headline Health and Safety,R4411-SUP019,Consultancy Fees,03/10/2014,1500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031416,Positive Activities 13,Cheltenham District Scout Association,R6280-GBD001,Grants,10/10/2014,1500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031710,4419,System Six Design & Build,R2077-OPS122,R&M of Build - internal structures,10/10/2014,1528.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14029785,20141238,Counting Solutions Limited t/a PFM,R4003-ECD001,Tools & Equipment - R & M,03/10/2014,1530.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031718,2185,Greenway Partnership Limited T/A GPL Building Services,R2078-ADB103,R&M of Build - external structures,10/10/2014,1588.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031753,CHL00204,Verrus (UK) Limited (Pay By Phone),R4401-CPK001,Services - Fees and Charges,10/10/2014,1590.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032406,UK73576,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,31/10/2014,1617.64
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031810,331,Nature First Limited,R2070-ENF101,Tree Work,10/10/2014,1650.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031808,CISDEDUCT0609-051014,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),10/10/2014,1700.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032227,4318,Basics Creative Design Limited,R4300-CUL107,Printing - Services,24/10/2014,1720.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14032435,8170257,BROMSGROVE DISTRICT COUNCIL,R4401-REG003,Services - Fees and Charges,31/10/2014,1720.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14031664,14364,Complete Climate Solutions,R2008-REC111,R & M of Build - Reactive Repairs,10/10/2014,1724.88
