Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No.,Amount
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"36,429.55"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"27,937.81"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"14,743.32"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"11,306.65"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"11,209.09"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"9,340.91"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"5,246.97"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"4,536.41"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"3,780.34"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"2,601.92"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"1,702.95"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,0.03
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,CAPITAL CREDITORS < ONE YEAR,BALANCE SHEET,INTERSERVE CONTRUCTION LTD,VY065297,"-1,702.95"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,SERVICES FROM NHS TRUSTS,PROVIDER PROVIDER,LEEDS TEACHING HOSPITALS NHS TRUST,379780,"40,364.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,SERVICES FROM NHS TRUSTS,PROVIDER PROVIDER,LEEDS TEACHING HOSPITALS NHS TRUST,379784,"37,418.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,ADVERTISING AND STAFF RECRUITMENT,AGENCY STAFF,MEDACS HEALTHCARE PLC,951428,"28,481.35"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ADVERTISING AND STAFF RECRUITMENT,AGENCY STAFF,MEDACS HEALTHCARE PLC,955963,"33,978.31"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,ADVERTISING AND STAFF RECRUITMENT,AGENCY STAFF,MEDACS HEALTHCARE PLC,958740,"31,487.25"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,BLOOD PRODUCTS,PATHOLOGY,NHS BLOOD AND TRANSPLANT,814324,"56,112.39"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,06/07/2012,N.H.S. CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1013038194,"58,614.67"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,N.H.S. CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1013042069,"65,952.46"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,N.H.S. CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1013046594,"62,086.76"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,N.H.S. CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1013048006,"79,911.64"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,"25,352.11"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,"5,070.42"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,"2,110.93"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,447.98
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,422.19
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,89.60
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,-99.40
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,A03266/43,-418.42
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"24,614.04"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"24,614.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"24,614.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"4,922.80"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"4,922.80"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,0.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"-4,922.80"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"-4,922.81"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"-24,614.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,27/07/2012,TELEPHONE INSTALLATION AND MAINTENANCE,TELECOMMUNICATIONS,SIEMENS ENTERPRISE COMMUNICATIONS LTD,6000831298,"-24,614.04"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,06/07/2012,X-RAY EQUIPMENT : PURCHASES,RADIOLOGY,SIEMENS PLC,1020381419,"108,507.51"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO HEALTHCARE SERVICES LTD,90002174,"143,687.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO HEALTHCARE SERVICES LTD,90002174,"128,704.92"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,OBLIGATIONS UNDER FINANCE LEASES AND HIRE PURCHASE CONTRACTS > ONE YEAR,BALANCE SHEET,SODEXO HEALTHCARE SERVICES LTD,90002174,"7,886.86"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,INTEREST EXPENSE ON FINANCE LEASE NON PFI NHSFT,CATERING,SODEXO HEALTHCARE SERVICES LTD,90002174,"7,095.22"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO HEALTHCARE SERVICES LTD,90002174,"-143,687.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO HEALTHCARE SERVICES LTD,9050944702,"128,705.39"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,OBLIGATIONS UNDER FINANCE LEASES AND HIRE PURCHASE CONTRACTS > ONE YEAR,BALANCE SHEET,SODEXO HEALTHCARE SERVICES LTD,9050944702,"7,886.86"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,13/07/2012,INTEREST EXPENSE ON FINANCE LEASE NON PFI NHSFT,CATERING,SODEXO HEALTHCARE SERVICES LTD,9050944702,"7,095.22"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"8,989.68"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"7,921.80"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"2,131.50"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"1,797.94"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"1,584.36"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"1,512.28"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"1,234.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,"1,117.00"
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,617.78
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,426.30
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,302.46
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,246.80
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,223.40
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,31/07/2012,COMPUTER SOFTWARE / LICENSE  FEES,INFORMATION MANAGEMENT & TECHNOLOGY,TRUSTMARQUE SOLUTIONS LTD,2173720,123.56
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.96
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,951.88
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,911.33
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,648.05
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,231.86
DEPARTMENT OF HEALTH,AIREDALE NHS FOUNDATION TRUST,20/07/2012,ORTHOPAEDIC IMPLANTS - HIPS,THEATRES,UNITED DRUG MEDICAL LTD TA NEWSPLINT,199397,231.86
