Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,7553
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,5850
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,850
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,7740
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,"7,553.00"
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,"25,272.00"
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,1800
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266284,5928
Commercial,Furn-Purc-Rep,Wagstaff Interiors Group           ,28/07/2010,5000266286,"2,340.00"
Children's Services,Legal & Crt Fees,Trowers & Hamlins                  ,08/07/2010,5000263860,899.32
Children's Services,Consult Fees,Elevate Partnership,05/07/2010,5000263368,299269
Children's Services,Consult Fees,BDO LLP                            ,07/07/2010,5000263607,12000
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,07/07/2010,5000263608,10027.57
Children's Services,Consult Fees,Kier London Ltd                    ,07/07/2010,5000263610,1033050
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263614,5000
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263614,2500
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263614,2500
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263615,5928
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263615,2964
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,07/07/2010,5000263615,"2,964.00"
Children's Services,Consult Fees,Kier London Ltd                    ,08/07/2010,5000263855,179450
Children's Services,Consult Fees,Norwest Holst Limited              ,08/07/2010,5000263858,242257
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,08/07/2010,5105694160,"1,500.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,08/07/2010,5105694181,"1,000.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,08/07/2010,5105694182,"1,000.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,08/07/2010,5105694185,"1,562.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,12/07/2010,5000264079,"7,500.00"
Commercial,Consult Fees,Jacobs Engineering U.K. Ltd        ,12/07/2010,5000264089,"3,600.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,14/07/2010,5000264543,1000
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,14/07/2010,5000264543,1000
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,14/07/2010,5000264543,"9,500.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,14/07/2010,5000264543,"3,000.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264632,"14,767.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264632,"7,383.50"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264632,"7,383.50"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264733,"7,050.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264734,5500
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,15/07/2010,5000264735,13500
Children's Services,Consult Fees,Trowers & Hamlins                  ,19/07/2010,5000265144,1291.5
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,22/07/2010,5000265733,8613.84
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,22/07/2010,5000265735,14079.7
Children's Services,Consult Fees,Kier London Ltd                    ,23/07/2010,5000265847,179450
Commercial,Consult Fees,REDACTED,27/07/2010,5000266110,5880
Commercial,Consult Fees,REDACTED,27/07/2010,5000266111,2490
Environment & Operations,Other Services,The Cycle School                   ,06/07/2010,5000263423,630
Environment & Operations,Other Services,The Cycle School                   ,06/07/2010,5000263424,1400
Environment & Operations,Other Services,The Cycle School                   ,06/07/2010,5000263424,1050
Commercial,Other Services,D & S Electrical Contractors       ,07/07/2010,5000263599,500
Children's Services,Other Services,Exclusive Moves                    ,19/07/2010,5000265199,"45,453.42"
Children's Services,Other Services,Exclusive Moves                    ,21/07/2010,5105696069,"20,453.42"
Commercial,Other Services,Exclusive Moves                    ,26/07/2010,5000265899,562.99
Commercial,Other Services,D & S Electrical Contractors       ,28/07/2010,5000266280,500
Commercial,Other Services,Exclusive Moves                    ,28/07/2010,5000266288,782.2
Commercial,Other Services,D & S Electrical Contractors       ,28/07/2010,5000266294,500
Commercial,Other Services,D & S Electrical Contractors       ,28/07/2010,5000266294,952
Commercial,Other Services,Exclusive Moves                    ,28/07/2010,5000266317,734.64
Commercial,Other Services,Exclusive Moves                    ,28/07/2010,5000266319,"1,037.40"
Commercial,Other Services,D & S Electrical Contractors       ,28/07/2010,5000266321,510
Commercial,Other Services,Exclusive Moves                    ,28/07/2010,5000266323,719.3
Environment & Operations,Other Services,Ringway Ltd                        ,30/07/2010,5000266547,3721.63
Children's Services,Hware Purcs,Research Machines Plc.             ,09/07/2010,5000263996,"204,423.00"
Children's Services,Hware Purcs,2e2 Solutions Limited              ,26/07/2010,5105696570,532.46
Children's Services,Hware Purcs,2e2 Solutions Limited              ,26/07/2010,5105696751,"1,358.39"
Corporate Services,Hware Maint,Cox Corporation Ltd                ,23/07/2010,5000265827,"6,032.50"
Children's Services,Grant Pmts,Cupcakes Nursery                   ,01/07/2010,1900112346,"8,891.33"
Children's Services,Grant Pmts,Cupcakes Nursery                   ,01/07/2010,1900112346,"1,200.00"
Children's Services,Grant Pmts,Cupcakes Nursery                   ,01/07/2010,1900112346,1266.67
Children's Services,Grant Pmts,Cupcakes Nursery                   ,01/07/2010,1900112346,"1,891.75"
"Planning, Housing & Regeneration",Grant Pmts,Total Hygiene Limited              ,02/07/2010,1900112365,600
"Planning, Housing & Regeneration",Grant Pmts,Amwell Construction Ltd            ,02/07/2010,1900112375,"2,694.00"
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,02/07/2010,1900112389,"4,251.83"
Children's Services,Grant Pmts,Jesus House                        ,05/07/2010,1900112422,"1,122.95"
Children's Services,Grant Pmts,Jesus House                        ,05/07/2010,1900112422,"1,078.82"
Children's Services,Grant Pmts,Jesus House                        ,05/07/2010,1900112424,"1,147.00"
Children's Services,Grant Pmts,Jesus House                        ,05/07/2010,1900112424,"2,973.23"
Children's Services,Grant Pmts,Jesus House                        ,05/07/2010,1900112424,"7,411.69"
"Planning, Housing & Regeneration",Grant Pmts,Dolphin Mobility Ltd.              ,06/07/2010,1900112474,"4,408.00"
"Planning, Housing & Regeneration",Grant Pmts,Stannah Stairlifts Ltd             ,07/07/2010,1900112484,"5,678.00"
"Planning, Housing & Regeneration",Grant Pmts,Amwell Construction Ltd            ,07/07/2010,1900112485,"6,254.00"
"Planning, Housing & Regeneration",Grant Pmts,D P Builders                       ,07/07/2010,1900112486,4270
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,07/07/2010,1900112487,"4,386.08"
"Planning, Housing & Regeneration",Grant Pmts,D P Builders                       ,07/07/2010,1900112488,"1,440.00"
"Planning, Housing & Regeneration",Grant Pmts,Arkley Ltd,07/07/2010,1900112500,"7,212.00"
"Planning, Housing & Regeneration",Grant Pmts,Effectable Construction Services   ,08/07/2010,1900112523,795
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,08/07/2010,1900112543,"6,975.00"
Children's Services,Grant Pmts,Eayc Nursery                       ,12/07/2010,1900112626,"1,796.34"
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,12/07/2010,1900112644,"5,628.63"
Children's Services,Grant Pmts,Active Learning                    ,12/07/2010,1900112649,16000
Children's Services,Grant Pmts,Busy Bees Nursery                  ,12/07/2010,1900112650,"4,225.11"
Children's Services,Grant Pmts,Edgware & District Reform Synagogue,12/07/2010,1900112656,"1,143.28"
"Planning, Housing & Regeneration",Grant Pmts,Aidapt Bathrooms Ltd               ,13/07/2010,1900112690,770.4
"Planning, Housing & Regeneration",Grant Pmts,Knowles & Co,13/07/2010,1900112696,"26,000.00"
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,13/07/2010,1900112700,"9,175.00"
"Planning, Housing & Regeneration",Grant Pmts,Ascendit Lifts Ltd                 ,16/07/2010,1900113030,"7,750.00"
"Planning, Housing & Regeneration",Grant Pmts,Amwell Construction Ltd            ,16/07/2010,1900113060,"8,083.55"
"Planning, Housing & Regeneration",Grant Pmts,R B Partnership Solicitors         ,19/07/2010,1900113067,"29,000.00"
"Planning, Housing & Regeneration",Grant Pmts,RTL Solicitors,22/07/2010,1900113200,"26,000.00"
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,22/07/2010,1900113209,"5,690.27"
"Planning, Housing & Regeneration",Grant Pmts,Aidapt Bathrooms Ltd               ,22/07/2010,1900113210,"5,310.00"
"Planning, Housing & Regeneration",Grant Pmts,South Hertfordshire                ,22/07/2010,1900113230,"4,221.00"
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,26/07/2010,1900113274,"4,945.00"
"Planning, Housing & Regeneration",Grant Pmts,Horsburg Property Maintenance,26/07/2010,1900113275,"4,951.08"
"Planning, Housing & Regeneration",Grant Pmts,Amwell Construction Ltd            ,26/07/2010,1900113276,"1,122.70"
"Planning, Housing & Regeneration",Grant Pmts,Bespoke By Brown,28/07/2010,1900113376,910.63
"Planning, Housing & Regeneration",Grant Pmts,S & D Contracting Services Ltd     ,29/07/2010,1900113410,"7,951.98"
Children's Services,Grant Pmts,Playtime Pre-School                ,29/07/2010,1900113462,"8,054.99"
Children's Services,Grant Pmts,Gainsborough Pre-School            ,29/07/2010,1900113463,1628.75
"Planning, Housing & Regeneration",Cap Payments to HAs,Warden Housing Association Ltd     ,05/07/2010,5000263244,691000
"Planning, Housing & Regeneration",Bldg Reps & Maint,London Borough Of Camden           ,09/08/2010,5000267421,153000
"Planning, Housing & Regeneration",Bldg Reps & Maint,London Borough of Camden           ,09/08/2010,5000267423,94561.19
Environment & Operations,Other Services,RM Countryside Services Ltd        ,13/08/2010,5000268421,575
Environment & Operations,Other Services,RM Countryside Services Ltd        ,16/08/2010,5000268424,550
Environment & Operations,Other Services,RM Countryside Services Ltd        ,16/08/2010,5000268494,2782
Environment & Operations,Other Services,RM Countryside Services Ltd        ,16/08/2010,5000268495,575
Environment & Operations,Other Services,RM Countryside Services Ltd        ,19/08/2010,5000268398,864
Environment & Operations,Other Services,RM Countryside Services Ltd        ,19/08/2010,5000268399,688
Environment & Operations,Other Services,RM Countryside Services Ltd        ,20/08/2010,5000268708,698
Environment & Operations,Other Services,RM Countryside Services Ltd        ,27/08/2010,5000270518,560
Commercial,Agency Staff,Cobalt Consulting Ltd              ,09/08/2010,5000267574,2222.2
Commercial,Agency Staff,Cobalt Consulting Ltd              ,09/08/2010,5000267574,2666.64
Commercial,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,"1,301.56"
Commercial,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,"1,662.50"
Commercial,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,1175
Commercial,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,1301.78
Commercial,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,"1,232.86"
Commercial,Agency Staff,Cobalt Consulting Ltd              ,11/08/2010,5000267810,"2,222.20"
Commercial,Agency Staff,Networking People Limited          ,11/08/2010,5000267821,"1,695.31"
Commercial,Agency Staff,Networking People Limited          ,11/08/2010,5000267821,788.72
Commercial,Agency Staff,Cobalt Consulting Ltd              ,17/08/2010,5000268601,2222.2
Commercial,Agency Staff,Networking People Limited          ,17/08/2010,5000268608,"1,684.38"
Commercial,Agency Staff,Networking People Limited          ,17/08/2010,5000268608,1340.06
Commercial,Agency Staff,Networking People Limited          ,19/08/2010,5000269024,1815.63
Commercial,Agency Staff,Networking People Limited          ,19/08/2010,5000269024,1248.17
Commercial,Bldg Reps & Maint,24 Seven Interiors Ltd             ,09/08/2010,5000267551,1334
Commercial,Bldg Reps & Maint,D & S Electrical Contractors       ,10/08/2010,5000267600,8230
Children's Services,Bldg Reps & Maint,Coppetts Wood Primary School       ,12/08/2010,5000268067,2800
Commercial,Bldg Reps & Maint,24 Seven Interiors Ltd             ,17/08/2010,5000268658,11200
"Planning, Housing & Regeneration",Acquisn Land & Build,HM Revenue & Customs Only          ,03/08/2010,1900113607,1500
Children's Services,Equip-Mats-Purc-Rep,Electrolux Foodservice             ,10/08/2010,5000267665,"2,134.55"
Children's Services,Equip-Mats-Purc-Rep,Electrolux Foodservice             ,10/08/2010,5000267667,2134.55
Children's Services,Equip-Mats-Purc-Rep,Electrolux Foodservice             ,12/08/2010,5000268139,2657.6
Children's Services,Equip-Mats-Purc-Rep,Williams Refrigeration Southern    ,19/08/2010,5000268968,4098
Children's Services,Equip-Mats-Purc-Rep,Williams Refrigeration Southern    ,19/08/2010,5000268968,2590
Children's Services,Equip-Mats-Purc-Rep,Williams Refrigeration Southern    ,19/08/2010,5000268968,"1,332.00"
Children's Services,Equip-Mats-Purc-Rep,Kier London Ltd                    ,20/08/2010,5000269266,"90,500.00"
Children's Services,Equip-Mats-Purc-Rep,Kier London Ltd                    ,20/08/2010,5000269266,45250
Children's Services,Equip-Mats-Purc-Rep,Kier London Ltd                    ,20/08/2010,5000269266,45250
Environment & Operations,Equip-Mats-Purc-Rep,Parkeon Limited                    ,26/08/2010,5000270008,8700
Environment & Operations,Equip-Mats-Purc-Rep,RM Countryside Services Ltd        ,31/08/2010,5000270780,1850
Children's Services,Furn-Purc-Rep,Demco Interiors                    ,03/08/2010,5000266918,3096.55
Children's Services,Consult Fees,Cambridge Education                ,02/08/2010,5000266860,30000
Corporate Services,Consult Fees,Cox Corporation Ltd                ,04/08/2010,5000267128,"1,800.00"
Children's Services,Consult Fees,Science Projects Ltd               ,04/08/2010,5000267173,1200
Children's Services,Consult Fees,Science Projects Ltd               ,04/08/2010,5000267175,33060
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,04/08/2010,5000267176,"1,500.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,04/08/2010,5000267178,"1,400.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,04/08/2010,5000267179,"1,000.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,06/08/2010,5000267326,17750
Children's Services,Consult Fees,Pondlife Ltd,06/08/2010,5000267328,"9,677.00"
Environment & Operations,Consult Fees,Quantum Theatre                    ,06/08/2010,5000267369,"6,270.00"
Children's Services,Consult Fees,Science Projects Ltd               ,06/08/2010,5000267385,"27,550.00"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,09/08/2010,5000267442,1433
Children's Services,Consult Fees,Nathaniel Lichfield Partners Ltd   ,09/08/2010,5000267444,"7,500.00"
Children's Services,Consult Fees,Kier London Ltd                    ,09/08/2010,5000267465,703250
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,09/08/2010,5000267472,1000
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,10/08/2010,5000267608,19313.2
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,10/08/2010,5000267619,8479.7
Children's Services,Consult Fees,Trowers & Hamlins                  ,10/08/2010,5000267719,28081
Corporate Services,Consult Fees,REDACTED,10/08/2010,5000267722,2940
Children's Services,Consult Fees,Kier London Ltd                    ,13/08/2010,5000268263,115430
Children's Services,Consult Fees,Kier London Ltd                    ,13/08/2010,5000268265,106101.85
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,17/08/2010,5000268766,7500
Children's Services,Consult Fees,Kier London Ltd                    ,17/08/2010,5000268767,824500
Children's Services,Consult Fees,Impact Fire Ltd                    ,18/08/2010,5000268784,1431.9
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,18/08/2010,5000268788,6300
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,19/08/2010,5000269078,"2,353.19"
Children's Services,Consult Fees,Gardiner & Theobald LLP            ,20/08/2010,5000269269,"8,000.00"
Children's Services,Consult Fees,Trowers & Hamlins                  ,23/08/2010,5000269353,"9,789.50"
Children's Services,Consult Fees,Trowers & Hamlins                  ,23/08/2010,5000269357,"11,834.90"
Children's Services,Consult Fees,Davies & Fox Ltd,24/08/2010,5000269793,"1,150.00"
Children's Services,Consult Fees,Science Projects Ltd               ,24/08/2010,5000269794,"25,721.25"
Children's Services,Consult Fees,Mouchel Management Consulting Ltd  ,24/08/2010,5000269821,"2,800.00"
Commercial,Consult Fees,Tribal Consulting Limited          ,24/08/2010,5000269822,"2,900.00"
Environment & Operations,Other Services,Building Software Ltd,03/08/2010,1900113619,"7,500.00"
Environment & Operations,Other Services,The Cycle School                   ,06/08/2010,5000267343,"2,170.00"
Environment & Operations,Other Services,The Cycle School                   ,06/08/2010,5000267343,595
Environment & Operations,Other Services,The Cycle School                   ,06/08/2010,5000267343,"2,100.00"
Environment & Operations,Other Services,The Cycle School                   ,06/08/2010,5000267387,770
Environment & Operations,Other Services,Box Clever Theatre Company         ,13/08/2010,5000268389,"1,437.50"
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268637,946.8
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268638,888.6
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268639,791.6
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268640,951.2
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268641,791.6
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268646,735.4
Commercial,Other Services,Exclusive Moves                    ,17/08/2010,5000268647,573.2
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268651,10819.04
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268652,"3,930.35"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268654,"1,043.03"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268656,"1,854.57"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268657,"2,888.75"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268660,"7,783.93"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268661,6468.63
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268662,2680.65
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268664,776.24
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268669,"6,913.42"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268670,"4,315.68"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268671,"2,267.94"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268672,"6,018.81"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268673,"4,682.56"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268674,892.89
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268675,"3,009.84"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268678,537.72
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268679,"3,553.73"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268681,"9,213.78"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268682,"5,844.01"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268683,873.27
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268684,"2,592.03"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268688,"13,970.53"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268735,"7,651.53"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268736,"1,455.74"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268737,724.89
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268738,6607.74
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268739,5525.52
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268740,3259.21
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268741,933.24
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268742,5786.35
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268743,2936.62
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268744,531.77
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268745,"11,987.75"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268746,"5,364.44"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268747,13819.06
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268748,"1,954.44"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268749,"1,785.78"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268751,7759.52
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268753,"4,874.81"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268754,6013.78
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268755,8374.08
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268756,6944.54
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268757,1453.1
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268758,"3,236.89"
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268759,2976.3
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268760,2615.78
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268761,3771.29
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268762,3025.24
Environment & Operations,Other Services,Ringway Ltd                        ,17/08/2010,5000268763,4753.55
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268880,944.66
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268881,4213.39
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268882,1569.12
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268883,3214.74
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268884,3615.01
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268887,2189.97
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,18/08/2010,5000268888,2915.88
Environment & Operations,Other Services,Ringway Ltd                        ,19/08/2010,5000268955,8592.36
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268978,2959.08
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268979,674.39
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268980,7310.81
