Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Capitalised Planned Maintenance,Heating,18-May-2016,200029921,AB Mitchell Developments,"2,487.86"
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,04-May-2016,200029823,Integral UK Ltd,980.00
Barrow Borough Council,Waste collection,Refuse collection,11-May-2016,200029856,Biffa Waste Services Ltd,"65,541.92"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,04-May-2016,200029789,Continental Landscapes Ltd,"4,967.59"
Barrow Borough Council,Suspense accounts,Income suspense account,11-May-2016,200029876,Kolek Consulting,"3,303.20"
Barrow Borough Council,Information technology,Software maintenance,11-May-2016,200029862,Bottomline Technologies Ltd,"2,918.94"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,25-May-2016,200030216,AB Mitchell Developments,"1,618.16"
Barrow Borough Council,Information technology,Data Line Rental,18-May-2016,200029927,Liberata Uk Ltd,"2,250.00"
Barrow Borough Council,Occupational health,Professional fees,25-May-2016,200030131,Your Best Option,"2,631.35"
Barrow Borough Council,A590 Seniors,Professional fees,25-May-2016,200030191,Linney PA Systems,766.25
Barrow Borough Council,Recycling,Recycling collection and processing,11-May-2016,200029856,Biffa Waste Services Ltd,"66,996.74"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,11-May-2016,200029913,Liberata Uk Ltd,"66,453.10"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,25-May-2016,200030225,Howdens Joinery Ltd,710.41
Barrow Borough Council,Conducting elections,Printing and stationery,18-May-2016,200030013,Democracy Counts Ltd,823.50
Barrow Borough Council,Tenant demand maintenance - HRA,Roofing,18-May-2016,200030056,Cumbria Roofing Ulverston,"5,584.00"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,11-May-2016,200029913,Liberata Uk Ltd,"17,647.69"
Barrow Borough Council,Playground,Grounds maintenance,04-May-2016,200029789,Continental Landscapes Ltd,722.85
Barrow Borough Council,Barrow park,Professional fees,11-May-2016,200029887,JC Blyth,"1,085.09"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,04-May-2016,200029751,Redacted Information,"1,540.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,25-May-2016,200030171,DLP Services (Northern) Ltd,"65,708.72"
Barrow Borough Council,Coast protection,CAPITA dbs fees,11-May-2016,200029893,Capita Symonds Ltd,"2,674.49"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,04-May-2016,200029775,SIG Trading Ltd,"1,883.77"
Barrow Borough Council,Craven house,Metered water,18-May-2016,200029920,United Utilities Water Plc,"1,892.88"
Barrow Borough Council,Playground,Maintenance contracts - venue,04-May-2016,200029789,Continental Landscapes Ltd,625.00
Barrow Borough Council,HRA Estates,Cleaning - other,25-May-2016,200030140,Associated Cleaning Contractors,"3,212.85"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,25-May-2016,200030154,Rexel UK Ltd,"2,076.60"
Barrow Borough Council,Information technology,Professional fees,04-May-2016,200029778,Ideagen Content Ltd,"1,224.00"
Barrow Borough Council,Crematorium,Specialised work,04-May-2016,200029790,Optech Fibres,"1,645.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-2016,200030069,Lee Bowron Glazing Ltd,"1,606.50"
Barrow Borough Council,Registration of electors,Printing and stationery,04-May-2016,200029779,Democracy Counts Ltd,641.24
Barrow Borough Council,The markets,Planned Building repairs and maintenance,18-May-2016,200030128,Bill Caulfield Electrical,"1,384.00"
Barrow Borough Council,Development control,Professional fees,25-May-2016,200030166,Treescapes Consultancy Ltd,"3,780.00"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,25-May-2016,200030213,Redacted Information,"1,275.00"
Barrow Borough Council,Town Hall,Building and construction works,04-May-2016,200029818,Cox & Allen (Kendal) Ltd,"14,352.02"
Barrow Borough Council,Dance nights - Recurring,Professional fees,11-May-2016,200029845,Jason Parkinson,868.40
Barrow Borough Council,Cost of collection,Business rates collection,11-May-2016,200029913,Liberata Uk Ltd,"20,728.83"
Barrow Borough Council,The park leisure centre,Chemicals,18-May-2016,200029923,Correct Flow Engineering Ltd,722.00
Barrow Borough Council,Finance Department,Professional fees,25-May-2016,200030192,Selima Software Ltd,979.30
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,25-May-2016,200030173,Urswick Engineering,700.00
Barrow Borough Council,Police elections,Printing and stationery,18-May-2016,200030013,Democracy Counts Ltd,"3,387.00"
Barrow Borough Council,The park leisure centre,Advertising,04-May-2016,200029792,Furness Plastics,825.00
Barrow Borough Council,Cost of collection,Court fees,11-May-2016,200029911,HMCS,567.00
Barrow Borough Council,Salthouse Road Depot,Metered water,18-May-2016,200029920,United Utilities Water Plc,"1,637.36"
Barrow Borough Council,Warden services - HRA,Professional fees,11-May-2016,200029902,Tunstall Healthcare (UK) Ltd,625.59
Barrow Borough Council,Insurance holding account,Insurance claims,25-May-2016,200030199,Zurich Insurance Group Ltd,"6,208.00"
Barrow Borough Council,Barrow park,Grounds maintenance,04-May-2016,200029789,Continental Landscapes Ltd,"19,558.00"
Barrow Borough Council,The park leisure centre,Buildings repairs and maintenance,04-May-2016,200029828,Correct Flow Engineering Ltd,"2,476.00"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,18-May-2016,200030127,Keith Wilson Elec Con Ltd,"1,371.50"
Barrow Borough Council,Dock museum,Building cleaning,25-May-2016,200030170,Elior UK Ltd,"1,254.57"
Barrow Borough Council,Information technology,Software maintenance,04-May-2016,200029778,Ideagen Content Ltd,"3,876.00"
Barrow Borough Council,The park leisure centre,Professional fees,11-May-2016,200029908,Ulverston Health Club,"2,266.00"
Barrow Borough Council,The Searchers - 14.5.16,Professional fees,18-May-2016,200030026,Alan Field Associates,"5,946.66"
Barrow Borough Council,Major works maintenance - HRA,Fencing Exmouth,04-May-2016,200029795,AK Fencing,"16,905.00"
Barrow Borough Council,Barrow park,Gas,04-May-2016,200029789,Continental Landscapes Ltd,538.34
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,18-May-2016,200029996,Diseno Associates Ltd,872.13
Barrow Borough Council,Cylical maintenance - HRA,Gas works,04-May-2016,200029780,Sure Maintenance,"6,723.07"
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,04-May-2016,200029823,Integral UK Ltd,520.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,04-May-2016,200029760,DLP Services (Northern) Ltd,"28,991.82"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,11-May-2016,200029869,DLP Services (Northern) Ltd,"10,229.28"
Barrow Borough Council,Dock museum,Planned Building repairs and maintenance,11-May-2016,200029864,ERCO Lighting Ltd,"4,601.33"
Barrow Borough Council,Mobile caretakers - HRa,Buildings repairs and maintenance,25-May-2016,200030130,GEZE UK Ltd,"1,007.90"
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,18-May-2016,200030009,Hughes Brothers,"1,002.60"
Barrow Borough Council,HRA Housing Management System,Professional fees,04-May-2016,200029783,DtL Creative Ltd,"3,950.00"
Barrow Borough Council,Forum 28,Professional fees,25-May-2016,200030211,Spektrix Ltd,863.85
Barrow Borough Council,Information technology,Data Line Rental,25-May-2016,200030162,Liberata Uk Ltd,784.46
Barrow Borough Council,Estates management,Maintenance contracts - TSU,04-May-2016,200029767,Interserve FS (UK) Ltd,688.24
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,18-May-2016,200029921,AB Mitchell Developments,"3,793.75"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,04-May-2016,200029798,Keith Wilson Elec Con Ltd,"1,387.33"
Barrow Borough Council,Forum catering,Catering contract - Forum,25-May-2016,200030170,Elior UK Ltd,"2,002.39"
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,25-May-2016,200030176,Bill Caulfield Electrical,695.67
Barrow Borough Council,Mad about the Musicals - 8.5.16,Professional fees,11-May-2016,200029843,MA Promotions,"5,676.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,18-May-2016,200030059,Benchmark Building Serv UK Ltd,676.00
Barrow Borough Council,Development control,Professional fees,25-May-2016,200030166,Treescapes Consultancy Ltd,"3,780.00"
Barrow Borough Council,Police elections,Other expenses,11-May-2016,200029870,Andrew Thompson,573.50
Barrow Borough Council,Barrow town hall,Building cleaning,25-May-2016,200030140,Associated Cleaning Contractors,"3,794.45"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,18-May-2016,200029996,Diseno Associates Ltd,582.32
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,11-May-2016,200029919,Keith Wilson Elec Con Ltd,"7,316.43"
Barrow Borough Council,Police elections,Postage,25-May-2016,200030159,Royal Mail,"1,929.30"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,18-May-2016,200029921,AB Mitchell Developments,"4,753.36"
Barrow Borough Council,Off street car parking,Building cleaning,11-May-2016,200029848,Growing Concerns,562.50
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,04-May-2016,200029784,Rexel UK Ltd,790.49
Barrow Borough Council,Democratic representation and management,Mayor's honorarium,25-May-2016,200030208,Mayors Relief Fund Allowances Account,"2,000.00"
Barrow Borough Council,Emlyn Hughes house,Gas,04-May-2016,200029819,British Gas Business,"1,264.74"
Barrow Borough Council,Major works maintenance - HRA,Fencing Exmouth,18-May-2016,200030028,Craemer UK Ltd,"1,100.00"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,11-May-2016,200029860,ADW Testing Ltd,"1,344.60"
Barrow Borough Council,Police elections,Printing and stationery,18-May-2016,200030013,Democracy Counts Ltd,"4,040.64"
Barrow Borough Council,Coastal Communities Fund,Professional fees,11-May-2016,200029831,W Robinson Business Services,"2,257.79"
Barrow Borough Council,The park leisure centre,Professional fees,11-May-2016,200029906,Premier Commercial Cleaning Serv Ltd,928.00
Barrow Borough Council,Major works maintenance - HRA,Void repairs,25-May-2016,200030216,AB Mitchell Developments,"62,440.99"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,18-May-2016,200030034,PJ Smith (Garafix) Ltd,560.00
Barrow Borough Council,The markets,Maintenance contracts - TSU,25-May-2016,200030130,GEZE UK Ltd,528.00
Barrow Borough Council,Finance Department,Professional fees,04-May-2016,200029754,Cumbria County Council,780.00
Barrow Borough Council,Information technology,Software maintenance,11-May-2016,200029853,Oak Innovation Ltd,531.00
Barrow Borough Council,Off street car parking,AquaFund Fees,11-May-2016,200029867,Advanced Demand Side Management Ltd,560.39
Barrow Borough Council,Housing Benefits Admin,Professional fees,11-May-2016,200029913,Liberata Uk Ltd,"5,612.00"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,04-May-2016,200029823,Integral UK Ltd,800.00
Barrow Borough Council,Dock museum,AquaFund Fees,11-May-2016,200029867,Advanced Demand Side Management Ltd,560.38
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,25-May-2016,200030216,AB Mitchell Developments,806.02
Barrow Borough Council,Playground,Equipment purchase,11-May-2016,200029835,Kompan,574.20
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,18-May-2016,200030014,Sure Maintenance,"15,390.72"
Barrow Borough Council,Forum catering,Catering contract - Forum,04-May-2016,200029759,Elior UK Ltd,"2,867.61"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,11-May-2016,200029854,Garstang Timber & Building Supplies,"1,100.61"
Barrow Borough Council,Rawlinson Street Corridor,Building and construction works,18-May-2016,200029999,Top Notch Contractors Ltd,"19,825.20"
Barrow Borough Council,The markets,Planned Building repairs and maintenance,18-May-2016,200030009,Hughes Brothers,"1,839.64"
Barrow Borough Council,Russell Kane - 27.5.16,Professional fees,11-May-2016,200029874,Off The Kerb Productions,"2,500.00"
Barrow Borough Council,The park leisure centre,Planned Building repairs and maintenance,18-May-2016,200030129,DD Solutions,"1,176.00"
Barrow Borough Council,Housing Benefits Admin,Professional fees,11-May-2016,200029912,Furness Audit Ltd,"2,415.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,18-May-2016,200029921,AB Mitchell Developments,"5,448.79"
Barrow Borough Council,Forum 28,AquaFund Fees,11-May-2016,200029867,Advanced Demand Side Management Ltd,"1,097.37"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,18-May-2016,200029981,Rexel UK Ltd,"2,101.50"
Barrow Borough Council,IT Equipment & Development,Purchase of software,18-May-2016,200030012,Ideagen Content Ltd,"4,391.00"
Barrow Borough Council,Dock museum,Gas,04-May-2016,200029819,British Gas Business,"4,351.20"
Barrow Borough Council,Public conveniences,Building cleaning,04-May-2016,200029816,Growing Concerns,"1,508.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,25-May-2016,200030143,Diseno Associates Ltd,"1,013.66"
Barrow Borough Council,Forum shop,TIC - third party income,11-May-2016,200029900,Stagecoach,"2,541.00"
Barrow Borough Council,Deemon,Professional fees,25-May-2016,200030191,Linney PA Systems,782.45
Barrow Borough Council,Parks and open spaces,Grounds maintenance,04-May-2016,200029789,Continental Landscapes Ltd,"26,418.90"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,04-May-2016,200029798,Keith Wilson Elec Con Ltd,"4,916.30"
Barrow Borough Council,Barrow town hall,Gas,04-May-2016,200029819,British Gas Business,"2,337.33"
Barrow Borough Council,Major works maintenance - HRA,Void repairs,11-May-2016,200029886,AB Mitchell Developments,"29,141.54"
Barrow Borough Council,The markets,Water - other,04-May-2016,200029821,United Utilities Water Plc,716.93
Barrow Borough Council,Capitalised Planned Maintenance,Heating,04-May-2016,200029824,AB Mitchell Developments,"1,718.10"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,18-May-2016,200029921,AB Mitchell Developments,"4,260.00"
Barrow Borough Council,Streetcare Team,Vehicles lease /rental,11-May-2016,200029872,Lex Autolease Ltd,"2,748.48"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,11-May-2016,200029913,Liberata Uk Ltd,"49,928.53"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,04-May-2016,200029760,DLP Services (Northern) Ltd,"11,137.65"
Barrow Borough Council,Estates management,Planned Building repairs and maintenance,11-May-2016,200029870,Andrew Thompson,"11,913.40"
Barrow Borough Council,The park leisure centre,Maintenance contracts - venue,04-May-2016,200029828,Correct Flow Engineering Ltd,"4,537.00"
Barrow Borough Council,Information technology,Agency staff,18-May-2016,200030031,Hays Senior Finance,767.64
Barrow Borough Council,Democratic representation and management,Subscriptions,04-May-2016,200029812,Local Government Association,"6,868.98"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,18-May-2016,200030023,FTS Fire & Secuirty Ltd,501.65
Barrow Borough Council,Conducting elections,Printing and stationery,18-May-2016,200030013,Democracy Counts Ltd,"1,080.50"
Barrow Borough Council,Forum 28,Gas,04-May-2016,200029819,British Gas Business,"4,042.33"
Barrow Borough Council,Crematorium,Grounds maintenance,04-May-2016,200029789,Continental Landscapes Ltd,"1,435.13"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,11-May-2016,200029919,Keith Wilson Elec Con Ltd,"1,519.42"
Barrow Borough Council,Corporate Costs,Professional Fees,03-May-2016,DD030516,Security Plus,745.51
Barrow Borough Council,HR,Childcare Costs,05-May-2016,DD050516,P&MM Ltd,"2,228.30"
Barrow Borough Council,Corporate Costs,Bank Charges,13-May-2016,DD130516,HSBC,642.84
Barrow Borough Council,HRA Estates,Tenants Water Charges,13-May-2016,DD130516,United Utilities Water Plc,"179,657.88"
Barrow Borough Council,The Well 1-5 Lawson St,Grants,23-May-2016,DD230516,The Well,"183,000.00"
Barrow Borough Council,Crematorium,Building & Construction,26-May-2016,DD260516,Allison Construction,"43,453.32"
Barrow Borough Council,Corporate Costs,Professional Fees,26-May-2016,DD260516,Allpay,"5,133.68"
Barrow Borough Council,Corporate Costs,Professional Fees,26-May-2016,DD260516,Capita Business Services Limited,"2,311.57"
