2009,"48,081","39,355",-,-,"1,700,534","970,280",-,"3,848",-,"1,463",-,-,"8,162","42,900",-,"2,929,368","23,044","49,950",,148,,,
2010,"43,898","27,134",-,-,"1,749,132","1,035,128",-,"2,678",-,-,-,-,"6,836",-,-,-,"31,860","49,200",,189,,,
,,,,,,,,,,,,,,,,,,,,,,,
Countryside management and advisory work,,,,,,,,,,,,,,,,,,,,,,,
Year,Bat Conservation Trust,Botanical Society for the British Isles,British Waterways,British Trust for Conservation Volunteers,British Trust for Ornithology,Butterfly Conservation,Exmoor National Park,Lake District National Park,Loch Lomond National Park,North Yorkshire Moors National Park,Northumberland National Park,Peak District National Park,Plantlife,Royal Society for the Protection of Birds,Soils Association,The Wildlife Trusts,Woodland trust,Natural England,,"Index
(2000 = 100)",,,
2000,-,-,-,"533,250",-,-,-,-,-,-,-,-,504,"166,781",-,-,-,-,,100,,,
2001,-,-,-,"596,484",-,-,-,-,-,-,-,-,900,"171,117",-,-,-,"37,800",,94,,,
2002,-,-,-,"563,004",-,-,-,-,-,-,-,-,"1,008","223,809",-,-,"87,115",,,112,,,
2003,-,-,-,"562,410",-,"103,000",-,-,-,-,-,-,720,"265,846",-,-,"82,419","72,324",,116,,,
2004,-,-,-,"561,168",-,"108,000",-,-,-,"45,112",-,-,"2,610","259,724",-,-,"134,553","85,008",,124,,,
2005,-,-,-,"597,456",-,"113,520",-,-,-,-,-,-,"2,496","310,604",-,-,"227,540","82,488",,141,,,
2006,-,-,-,"836,226",-,"133,000",-,"19,035",-,"30,818",-,-,"2,826","343,477",-,-,"216,698","94,416",,171,,,
2007,-,-,-,"871,836",-,"153,520",-,"20,558",-,"38,527",-,-,"1,630","309,644",-,-,"208,626","101,976",,174,,,
2008,-,-,-,"854,028",-,"153,520",-,"23,460",-,"59,958",-,-,"1,817","385,060",-,-,"201,551","116,676",,183,,,
2009,-,-,-,"890,916",-,"153,520",-,"26,438",-,"73,790",-,-,"4,501","407,627",-,-,"168,621","139,860",,190,,,
2010,-,-,-,-,-,"153,520",-,"25,448",-,-,-,-,"1,457",-,-,-,"245,681","141,624",,187,,,
,,,,,,,,,,,,,,,,,,,,,,,
Administrative and office support,,,,,,,,,,,,,,,,,,,,,,,
Year,Bat Conservation Trust,Botanical Society for the British Isles,British Waterways,British Trust for Conservation Volunteers,British Trust for Ornithology,Butterfly Conservation,Exmoor National Park,Lake District National Park,Loch Lomond National Park,North Yorkshire Moors National Park,Northumberland National Park,Peak District National Park,Plantlife,Royal Society for the Protection of Birds,Soils Association,The Wildlife Trusts,Woodland trust,Natural England,,"Index
(2000 = 100)",,,
2000,322,"3,750",-,-,"53,120",-,-,-,-,-,-,-,-,"27,937",-,-,-,-,,100,,,
2001,350,"3,750",-,-,"38,000",-,-,-,-,-,-,-,-,"19,699",-,-,-,"1,900",,75,,,
2002,350,"3,750",-,-,"53,120",-,-,-,-,-,-,-,-,"19,114",-,-,827,-,,94,,,
2003,"1,023","3,750",-,-,"53,120","21,000",-,-,-,-,-,-,-,"16,717",-,-,"1,318","3,100",,97,,,
2004,"1,006","3,750",-,-,"53,880","21,000",-,-,-,-,-,-,"3,092","22,343",-,-,"1,188","2,900",,106,,,
2005,"2,430","3,750",-,-,"54,630","21,968",-,-,-,-,-,-,"3,363","27,068",-,-,"1,275","3,900",,114,,,
2006,"2,089","3,750",-,-,"55,380","21,000",-,"5,505",-,-,-,-,"2,400","32,256","1,482",-,"4,357","4,400",,122,,,
2007,"2,132","3,750",-,-,"68,566","20,352",-,"5,250",-,45,-,-,"1,370","28,668",78,-,"1,327","4,800",,125,,,
2008,"2,950","3,750",-,-,"73,110","20,563",-,"5,805",-,-,-,-,693,"26,624",312,-,742,"5,200",,128,,,
2009,"2,753","3,750",-,-,"76,639","22,880",-,"5,115",-,150,-,-,214,"41,269",858,-,567,"8,800",,150,,,
2010,"3,141","3,750",-,-,"73,646","22,880",-,"4,335",-,-,-,-,"3,359",-,468,-,"2,381","8,500",,145,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Other voluntary conservation work (e.g., fundraising, training, and education)",,,,,,,,,,,,,,,,,,,,,,,
Year,Bat Conservation Trust,Botanical Society for the British Isles,British Waterways,British Trust for Conservation Volunteers,British Trust for Ornithology,Butterfly Conservation,Exmoor National Park,Lake District National Park,Loch Lomond National Park,North Yorkshire Moors National Park,Northumberland National Park,Peak District National Park,Plantlife,Royal Society for the Protection of Birds,Soils Association,The Wildlife Trusts,Woodland trust,Natural England,,"Index
(2000 = 100)",,,
2000,-,-,-,"454,250",-,-,"2,000",-,-,-,-,"33,075",-,"432,345",-,-,-,-,,100,,,
2001,-,-,-,"508,116",-,-,"2,000",-,-,-,-,"21,300",-,"372,355",-,-,"3,726",-,,97,,,
2002,-,-,-,"479,596",-,-,"2,500",-,393,-,-,"22,763",-,"383,036",-,-,"3,639",-,,97,,,
2003,-,-,-,"479,090",-,-,"3,000",-,-,-,-,"23,265",-,"301,903",-,-,"3,315",-,,89,,,
2004,-,-,-,"478,032",-,-,"2,796",-,585,-,-,"21,990",-,"337,478",-,-,"5,169",-,,93,,,
2005,-,-,-,"508,944",-,-,"3,346",-,"2,140",-,-,"26,115",-,"337,069",-,-,"4,686",-,,97,,,
2006,-,-,-,"757,806",-,-,"2,338","10,560","2,698","7,195",-,-,-,"361,501",-,"50,700","5,069",-,,128,,,
2007,-,-,-,-,-,-,"2,182","10,673","2,928","7,385",-,-,-,"469,559",-,"50,700","8,601",-,,126,,,
2008,-,-,-,"541,104",-,-,"6,921","10,643","2,973","13,325",-,-,-,"429,268",-,"50,700","6,159",-,,116,,,
2009,-,-,-,"488,208",-,-,"12,150","9,525","4,027",7675,-,"67,650","5,486","439,860",-,"50,700","10,426",-,,113,,,
2010,-,-,"60,925",-,-,-,"14,000","7,508",-,-,-,-,254,-,-,-,"3,559",-,,138,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
