Department of Health,Shropshire County PCT,11/08/2011,Non-NHS Trade Payables < 1 Year,Payables,SHROPSHIRE COUNCIL,SFF005268,5639.95
Department of Health,Shropshire County PCT,11/08/2011,APMS Total Expenditure,GP Led Health Centre,MALLING HEALTH LLP,903,33056.49
Department of Health,Shropshire County PCT,11/08/2011,APMS Total Expenditure,GP Led Health Centre,MALLING HEALTH LLP,904,33056.49
Department of Health,Shropshire County PCT,11/08/2011,APMS Total Expenditure,GP Led Health Centre,MALLING HEALTH LLP,905,33056.49
Department of Health,Shropshire County PCT,11/08/2011,APMS Total Expenditure,GP Led Health Centre,MALLING HEALTH LLP,935,33364.21
Department of Health,Shropshire County PCT,15/08/2011,Community Health Services,NHS Contract Older People,WYE VALLEY NHS TRUST,0000308027,27999.25
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,MID CHESHIRE HOSPITALS NHS FOUNDATION  TRUST,0000106091,25329.33
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,0000144338,340815
Department of Health,Shropshire County PCT,15/08/2011,General And Acute Elective,NCA - General & Acute,SALFORD ROYAL NHS FOUNDATION TRUST,1000123885,16827.74
Department of Health,Shropshire County PCT,15/08/2011,General And Acute Non-elective,NCA - General & Acute,SALFORD ROYAL NHS FOUNDATION TRUST,1000123885,3476.96
Department of Health,Shropshire County PCT,15/08/2011,General And Acute Outpatients,NCA - General & Acute,SALFORD ROYAL NHS FOUNDATION TRUST,1000123885,1829.01
Department of Health,Shropshire County PCT,15/08/2011,Accident And Emergency,NCA - General & Acute,SALFORD ROYAL NHS FOUNDATION TRUST,1000123885,545.57
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NCA - General & Acute,SALFORD ROYAL NHS FOUNDATION TRUST,1000123885,8282.4
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73555,26786.42
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10056795,186379
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,AUG11,10475000
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,BIRMINGHAM CHILDRENS HOSPITAL NHS FOUNDATION TRUST,15652974,44032.25
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,ROBERT JONES AND AGNES HUNT NHS TRUST,AUG11,2128812
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,HEART OF ENGLAND NHS FOUNDATION TRUST,125483,65434.3
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,1000011438,44680
Department of Health,Shropshire County PCT,15/08/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0000032788,29735.83
Department of Health,Shropshire County PCT,15/08/2011,FP10'S,DAT Methadone FP10s,NHS BUSINESS SERVICES AUTHORITY,PHS1000028103,35997.48
Department of Health,Shropshire County PCT,15/08/2011,PPA FP10 Income,DAT Methadone FP10s,NHS BUSINESS SERVICES AUTHORITY,PHS1000028103,-1930.97
Department of Health,Shropshire County PCT,15/08/2011,Community Health Services,Community Services - NHS Contracts,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,50000274,3959111
Department of Health,Shropshire County PCT,18/08/2011,Learning Difficulties,LD Continuing Care,SHROPSHIRE COUNCIL,SFF005349,370776.62
Department of Health,Shropshire County PCT,18/08/2011,Learning Difficulties,S117 Learning Disabilities,SHROPSHIRE COUNCIL,SFF005349,156350.89
Department of Health,Shropshire County PCT,18/08/2011,Mental Illness,MH Continuing Care,SHROPSHIRE COUNCIL,SFF005349,4766.51
Department of Health,Shropshire County PCT,18/08/2011,Mental Illness,S117 Mental Health,SHROPSHIRE COUNCIL,SFF005349,42140.34
Department of Health,Shropshire County PCT,18/08/2011,Community Health Services,Continuing Care Older People,SHROPSHIRE COUNCIL,SFF005349,893708.18
Department of Health,Shropshire County PCT,18/08/2011,Community Health Services,S117 Older People,SHROPSHIRE COUNCIL,SFF005349,60306.06
Department of Health,Shropshire County PCT,22/08/2011,Ophthalmic,GP Practice Payments,Visionplus Shrewsbury Ltd.,,30797.01
Department of Health,Shropshire County PCT,22/08/2011,Ophthalmic,GP Practice Payments,Visionplus Oswestry Ltd.,,33627.56
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,NHS Contract - Gen & Acute,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,AUG11,34330
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,NHS Contract - Gen & Acute,WYE VALLEY NHS TRUST,0000308021,199786
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,NHS Contract - Gen & Acute,ALDER HEY CHILDRENS NHS FOUNDTION TRUST,AUG11,43680
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,Stroke,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10054471,31661
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,Stroke,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10056098,28277
Department of Health,Shropshire County PCT,24/08/2011,General And Acute,NHS Contract - Gen & Acute,BETSI CADWALADR UNIVERSITY LHB,AUG11,229167
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Westbury Medical Practice,,30238.68
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Radbrook Green Surgery,,92437.52
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Albrighton Medical Practice,,65159.34
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Caxton Surgery,,93117.98
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Ellesmere Medical Practice,,60601.37
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Cleobury Mortimer Medical Practice,,52029.65
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,Hodnet Medical Practice,,30313.83
Department of Health,Shropshire County PCT,25/08/2011,Personal Medical Services,GP Practice Payments,South Hermitage Surgery,,55437.63
Department of Health,Shropshire County PCT,25/08/2011,User Agreements/Running Costs,Acute Commissioning Directorate,SHROPSHIRE DOCTORS CO-OP LTD,1005,38000
Department of Health,Shropshire County PCT,25/08/2011,General And Acute - Patient Choice,NCA - General & Acute,NUFFIELD HEALTH,ECN June,25073
Department of Health,Shropshire County PCT,30/08/2011,Dispensing drugs,GP Practice Payments,Westbury Medical Practice,,41559.25
Department of Health,Shropshire County PCT,30/08/2011,Dispensing drugs,GP Practice Payments,Albrighton Medical Practice,,43098.20
Department of Health,Shropshire County PCT,30/08/2011,Dispensing drugs,GP Practice Payments,Ellesmere Medical Practice,,44575.54
Department of Health,Shropshire County PCT,30/08/2011,Dispensing drugs,GP Practice Payments,Hodnet Medical Practice,,67753.43
Department of Health,Shropshire County PCT,30/08/2011,Dispensing drugs,GP Practice Payments,Alveley Medical Practice,,35161.07
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Mytton Oak Medical Practice,,70001.97
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Bridgnorth Medical Practice,,99725.41
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Plas Ffynnon Medical Practice,,70794.43
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Riverside Medical Practice,,74161.37
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Church Stretton Medical Practice,,59474.55
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Market Drayton Medical Practice,,112652.58
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Shawbury Medical Practice,,27829.34
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Station Drive Surgery,,53474.97
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Cae Glas Surgery,,35906.77
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Clive Surgery,,30020.00
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Bayston Hill Surgery,,44850.71
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Much Wenlock & Cressage surgery,,57648.07
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Baschurch Medical Practice,,41869.46
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Brown Clee Medical Practice,,26165.79
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Willow Street Medical Practice,,43941.34
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Pontesbury Medical Practice,,43217.49
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Albert Road Medical Practice,,50269.53
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Bishops Castle Medical Practice,,36804.96
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Claremont Bank Surgery,,48959.11
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Wem & Prees Medical Practice,,73668.95
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Shifnal & Priorslee Medical Practice,,68137.59
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Marysville Medical Practice,,31304.98
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Portcullis Surgery,,54562.06
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Dodington Surgery,,37798.53
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Drumcarrig Surgery,,33077.50
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Craven Arms Medical Practice,,30778.58
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Marden Medical Practice,,43288.15
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Belvidere Medical Practice,,33943.84
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Mount Pleasant Medical Practice,,49634.31
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Broseley Medical Practice,,35389.89
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,Richmond House Surgery,,25493.77
Department of Health,Shropshire County PCT,31/08/2011,General Medical Services,GP Practice Payments,The Meadows Medical Practice,,26996.71
