Entity,GL Date,Merchant name,Amount,Description
NE,17/03/2016,LW ADV SALE(SENTINEL2),"1,013.76","Notice inserted into local newspaper notifying the public of an opportunity to comment on applications and expressions of interest received by Natural England in relation to licences to control badger populations in specified counties in the South West, in line with Defra's guidance to Natural England - 18 February-16 March 2016"
NE,17/03/2016,NEWSQUEST MEDIA,636.72,"Notice inserted into local newspaper notifying the public of an opportunity to comment on applications and expressions of interest received by Natural England in relation to licences to control badger populations in specified counties in the South West, in line with Defra's guidance to Natural England - 18 February-16 March 2016"
NE,17/03/2016,NEWSQUEST MEDIA,"2,018.40","Notice inserted into local newspaper notifying the public of an opportunity to comment on applications and expressions of interest received by Natural England in relation to licences to control badger populations in specified counties in the South West, in line with Defra's guidance to Natural England - 18 February-16 March 2016"
NE,17/03/2016,NOVOTEL HOTELS,566.9,"Bed, breakfast and evening meals for one person for five nights to attend Common Agricultural Policy Delivery meetings - 10-14 January 2016"
NE,17/03/2016,WWW.BBOFFICESUPPLIES.CO.UK,858.9,Specialist office equipment and furniture for specific health and safety requirements
NE,17/03/2016,WWW.NEOPOST.CO.UK,"2,492.60",Franking machine Top-up for sending out Countryside Stewardship applications and Annual Claims forms - Reading office (11 February 2016)
NE,23/03/2016,IZ  SIMON WHALLEY,975,Support to help facilitate a workshop on a recent National Nature Reserve strategy consultation for 20 people for 1 day - 28 January 2016
NE,24/03/2016,GEORGE CARR POWER PRODUCTS,"1,830.17",Three chainsaws to replace old equipment for H&S purposes at Langley Wood National Nature Reserve 
NE,29/03/2016,ROYAL MAIL,"1,660.00",Postage for initial and second letters sent to land owners who may be affected by the alignment of the England Coast Path on the south coast for the Coastal Access South Hub
NE,29/03/2016,SHAWCITY LTD,636.6,Detection gas tubes for investigating suspected illegal gassing of fox earths and badger setts.  Cost will be reclaimed from the Health and Safety Executive
NE,31/03/2016,WWW.THEWATERFRONT.CO.UK,-538.8,Credit for non-attendance for one person for two days at the Nationally Significant Infrastructure Projects Forum - 9-10 February 2016
APHA,01/03/2016,WWW.NEOPOST.CO.UK,"1,030.00","Top up Franking Machine, Polwhele office"
APHA,08/03/2016,WWW.NEOPOST.CO.UK,515,"Top up Franking Machine, Polwhele office"
APHA,11/03/2016,WWW.NEOPOST.CO.UK,515,"Top up Franking Machine, Bury office"
APHA,16/03/2016,WWW.SANGER.AC.UK,540,Staff member’s attendance at the Virus Genomics and Evolution 2016 conference in Cambridgeshire - conference registration fee and accommodation
APHA,17/03/2016,WWW.NEOPOST.CO.UK,515,"Top up Franking Machine, Bury office"
APHA,21/03/2016,WWW.ROYALMAIL.COM,882,"Prepaid Envelopes, Polwhele office"
APHA,23/03/2016,TERRAPINN HOLDINGS LTD,"1,523.33","Registration fee for staff member's attendance to World Veterinary Vaccine Congress in Barcelona, 10-12 October 2016."
APHA,24/03/2016,WWW.NEOPOST.CO.UK,510,"Top up Franking Machine, Bury St Edmunds office"
RPA,03/03/2016,R N I B,625,Snow 7HD Handheld Magnifier [H&S req]
RPA,16/03/2016,Amazon UK Marketplace,621.69,10 x Fonerange 128 [for NMT Voice restock]
RPA,23/03/2016,Amazon UK Marketplace,854.65,10 x Blackberry 9720 [NMT Voice Restock]
RPA,23/03/2016,Bedifol GmbH,"2,406.55",500 x Vikuiti MySunshadeDisplay Screen Protector DQCM30 for Leica CS25
RPA,09/03/2016,Media and Communications Limited,678,30 x Berkshire 200 handsets for Reading
RPA,22/03/2016,Software Box,"1,209.82",BMC software support & maintenance renewal
VMD,14/03/2016,Informa Subscriptions,"1,656.00",Animal Pharm annual subscription.
CEFAS,25/02/2016,MOVENPICK HOTEL WEST B,822,"Accommodation for two people for four nights in Doha to attend the Society of Environmental Toxicology and Chemistry, Arabian Gulf Branch conference and to hold business development meeting with the Environmental Science Centre at Qatar University. "
CEFAS,26/02/2016,SOAS,798,Deposit for a conference venue. Cost will be funded through delegate fees. 
CEFAS,26/02/2016,BRITISH A,"1,539.95",Return flight for one person from London to Jakarta to speak at a Foreign and Commonwealth Office seminar on Food Security.
CEFAS,28/02/2016,Amazon EU,"1,466.75",20 Wireless Headsets for Skype Use. 
CEFAS,29/02/2016,WWW.DISCOUNTLEISUREPRO,579.95,Swimming pool to be used as a study tank for the effects of chemical control methods on invasive crayfish under semi naturalised conditions. 
CEFAS,02/03/2016,PROTEOGENIX,512.45,Synthetic peptides generated for use in serology test development -Consisting of 70 amino acids. 
CEFAS,03/03/2016,FLYBE.COM 26740690924970,554.06,Return flight for two people from Norwich to Edinburgh to attend a one day Scallop conference. 
CEFAS,03/03/2016,CROWNE PLAZA GALLERIA,732.84,Accommodation for one person for five nights in the Philippines to attend business development meetings with potential new clients in the fisheries ministry (Philippines Government) and identify port development opportunities in Manila. 
CEFAS,03/03/2016,WWW.TRAVELUP.CO.UK,887.09,Return flight for one person from London to Mexico to present and attend a workshop. Organised by the Food and Agriculture Organisation and International Council for exploration of the sea on Fishing Gear and Fish Behaviour Symposium.
CEFAS,09/03/2016,LEITHS AT THE EICC,"2,122.20",Hospitality for two days at Ocean Energy Forum Conference delivered on behalf of the customer (European Commission). Cost fully recovered from project. 
CEFAS,10/03/2016,hugincom,"1,460.07",One software license used for data analysis and data modelling to deliver environmental assessments and forecasts to various research and development projects
CEFAS,10/03/2016,SETAC Europe,595.49,Conference registration fee for one person to attend Society of Environmental Toxicology and Chemistry workshop.  
CEFAS,10/03/2016,TRAVEL RESERVATION,776.79,"Accommodation for one person for six nights to attend World Fisheries Congress conference in Busan, South Korea. "
CEFAS,11/03/2016,UMCP BURSAR NET PAY,"1,794.61",One registration fee for International Food Safety Training Laboratory course on risk assessment and detection of seafood-borne pathogens. 
CEFAS,12/03/2016,Amazon UK Marketplace,528.35,"Five hard drives for the Marine Protected Area programme, used to store collected data. "
CEFAS,14/03/2016,TRAVEL RESERVATION,804.9,"Accommodation for one person for six nights to attend World Fisheries Congress conference in Busan, South Korea. "
CEFAS,15/03/2016,OFF DE TOURISME,"1,388.97",Accommodation for four people for five nights to attend an EU Reference Laboratories conference. Cost fully recovered from project. 
CEFAS,15/03/2016,BRAMMER UK,795.54,50 Variseals for SmartBuoy Instruments.
CEFAS,15/03/2016,LIVEGROUP.CO.UK,756.72,Conference registration for one person to attend Food Standards Agency and European Food Safety Authority Foodborne Virus Workshop. 
CEFAS,16/03/2016,WHITEHALL & INDUST,540,Training course for one person on 'enhancing personal impact and presence'.
CEFAS,17/03/2016,BRITISH A,522.45,Return flight for one person from London to Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,18/03/2016,WINCHESTER ROYAL HOTEL,900,Accommodation for one person for ten nights to attend Marine Geological and Biological Habitat Mapping conference. 
CEFAS,18/03/2016,BRITISH A,714.45,Return flight for one person from London to Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,21/03/2016,VET-TECH SOLUTIONS,674.94,Surgical sutures used to close tag implantation incision - acoustic tag insertion into salmon smolts for subsequent tracking. 
CEFAS,21/03/2016,LOWESTOFT CAR HIRE,819.66,20 day vehicle hire with tow bar in order to move boat for sampling. 
CEFAS,22/03/2016,SETAC Europe,539.33,Conference registration fee for one person to attend Society of Environmental Toxicology and Chemistry workshop.  
CEFAS,23/03/2016,DIAGNOSTIC TECHNOLOG,"1,031.06",6 Phytoxigene kits to test water samples for organisms that have the ability to produce Paralytic Shellfish Toxins (Saxitoxins).
CEFAS,23/03/2016,I.Q.P.C. EVENTS,"1,198.80",Conference registration for one person to attend a workshop on Oceanographic Survey Vessels. 
CEFAS,23/03/2016,BIOMED CENTRAL,894,Open access fee in BioMed Central Ltd for Journal: Pacific Northwest genotype of Vibrio parahaemolyticus responsible for seafood outbreak in Spain.
CEFAS,24/03/2016,IN  EXOPRISE SYSTEMS I,582.21,Office 365 infrastructure monitoring software. 
CEFAS,24/03/2016,ICE MACHINES UK LTD,"1,477.50",Ice making machine for laboratory molecular work. 
CEFAS,24/03/2016,CARIBBEAN,601.89,Return flight for one person from New York to Georgetown to attend Caribbean Fisheries Forum. Cost fully recovered from Foreign and Commonwealth project. 
CEFAS,24/03/2016,CARIBBEAN,689.41,Return flight for one person from New York to Georgetown to attend Caribbean Fisheries Forum. Cost fully recovered from Foreign and Commonwealth project. 
CEFAS,24/03/2016,VIRGIN ATLANTIC,791.65,Return flight for one person from London to New York to attend Caribbean Fisheries Forum. Cost fully recovered from Foreign and Commonwealth project. 
CEFAS,24/03/2016,VIRGIN ATLANTIC,"1,436.17",Return flight for one person from London to New York to attend Caribbean Fisheries Forum. Cost fully recovered from Foreign and Commonwealth project. 
CEFAS,24/03/2016,HOLIDAY INNS,609.99,Accommodation for one person for four nights in Kuwait for Environmental Monitoring Information System of Kuwait project. Cost fully recovered from commercial contract. 
CEFAS,25/03/2016,HOOTSUITE MEDIA INC.,595.88,Social media software in order to manage and report on the CEFAS Twitter accounts. 
KEW,02/03/2016,VISTAPR VISTAPRINT.UK,677.89,Vistaprint on March credit card statement is for Grow Wild branded materials for the Volunteer Mentor programme
KEW,08/03/2016,WP-INSTANTSSL CERTIFIC,2075.09, SSL certificates
KEW,09/03/2016,WWW.AGENTUR-KONSENS.DE,839.85,SPNCH Conference booking  - see attached
KEW,10/03/2016,"KUBEACADEMY, LLC",500,"Conference fees - delegate attendance at KubeCon Europe 2016 in London, UK"
KEW,10/03/2016,"KUBEACADEMY, LLC",500,"Conference fees - delegate attendance at KubeCon Europe 2016 in London, UK"
KEW,16/03/2016,VIAJES INSULAR,726.42,accommodation costs for three Kew staff attending a conference in Spain 
KEW,21/03/2016,EBUYER (UK) LTD,992.26,IT spares (disks & connectors etc)
KEW,24/03/2016,EBUYER (UK) LTD,897.13,data cables
KEW,24/03/2016,CLARK UNIVERSITY IDRIS,930.7,TerrSet Geospatial Monitoring and Modeling Software (GIS)
KEW,30/03/2016,WWW.XYZMAPS.COM,790.8,Map Publisher : Software to Spatial analysis to intergrate ARCGIS mapping and Adobe products
,,,,
EA,01/03/2016,ACLAND PLANT HIRE LTD,638.84,One day hire of a Case CX210B for excavation work at Loe Bar.
EA,01/03/2016,AIR FRANC 05723750625316,541.21,Return flight from Paris to Newcastle after attending a National Ecosystem Assessment meeting.
EA,01/03/2016,CIWEMSERVIC,583.2,One day training course for three people on water and environmental management
EA,01/03/2016,D S BENNETT UK LTD,796.5,Three pairs chainsaw trousers for use by Field Services Central Team members
EA,01/03/2016,DEVORAN METALS LTD,624.24,400 metres chamfer edge profile and twenty kilograms of reelfix wire for use on site at Tolgus new Shed Scheme
EA,01/03/2016,GLIDDON & SQUIRE GDN M,515.8,"Servicing and repairs to three strimmers and two hedge trimmers, and supply five new nylon heads"
EA,01/03/2016,GREEN SCHEME SOLUTIONS,1222.76,25 brown plastic profile sheets for use on sites under the Rain gauge Improvements Scheme
EA,01/03/2016,Hilti (Gt. Britain) Lt,1561.79,Chemical resin to fix tail coffer dam at Penton Hook
EA,01/03/2016,HOLIDAY INN BRISTO,13200,Accommodation for 25 people for five nights whilst undertaking second year of foundation degree at University of the West of England.
EA,01/03/2016,HOLIDAY INN BRISTO,4730,Accommodation for 22 people for two nights whilst undertaking rivers and coastal erosion degree at University of the West of England.
EA,01/03/2016,HOLIDAY INN BRISTO,2527,Accommodation for seven people for three nights whilst undertaking rivers and coastal erosion degree at University of the West of England.
EA,01/03/2016,HOLIDAY INN BRISTO,1080,Accommodation for three people for three nights whilst undertaking rivers and coastal erosion degree at University of the West of England.
EA,01/03/2016,HOLIDAY INNS,2000,Accommodation for eight people for two nights whilst undertaking rivers and coastal erosion degree at University of the West of England.
EA,01/03/2016,HOLIDAY INNS,750,Accommodation for three people for two nights whilst undertaking rivers and coastal erosion degree at University of the West of England.
EA,01/03/2016,I O M CONSULTING LTD,3499.8,Shoreham Adur Tidal Walls asbestos surveys
EA,01/03/2016,KEY INDUSTRIAL EQUIPME,910.8,Support stand 450mm steel roller conveyor for sandbag production for depot stores at Alverdiscott Depot and for use out at various sites
EA,01/03/2016,NIGHTSEARCHER LTD,778.83,"Rechargeable flashlights, headlamps, USB charging adaptors and USB rechargeable head torches for Bradney Depot."
EA,01/03/2016,NIGHTSEARCHER LTD,752.5,"Three 12v batteries for flood light repair, and a Solaris lite Li-on 1600 lumens 18a/h with charger for flood work"
EA,01/03/2016,NORTHERN POWERTOOLS &,948,"Miscellaneous tools and materials, such as scythes, batteries, woodscrews, cable ties, and portable floodlight, for use across various sites"
EA,01/03/2016,PACOSYSTEMS,555.55,Underwater cement for sealing Penton Hook tail coffer dam
EA,01/03/2016,PRESS TO PRINT,832.8,Printing of 45 sets of papers for Thames Regional Flood and Coastal Committee meeting
EA,01/03/2016,R SLEEP LTD.,836.14,"Petrol pressure washer, screws and batteries for use in Field Services West area"
EA,01/03/2016,RAINHAM STEEL COMPANY,1512,Steel for Penton Hook tail coffer dam fabrication
EA,01/03/2016,RED SURVEY,510,50m reel of underground pipe tracer for general use in Cornwall Field Services area
EA,01/03/2016,SAFETY-KLEEN UK LTD,1179,"Collection and disposal of electrical waste, oil contaminated items and paint/grease contaminated items"
EA,01/03/2016,SAFETY-KLEEN UK LTD,1578,"Disposal of operational waste, such as grease cartridges and oily waste, as part of Launceston Depot clean-up"
EA,01/03/2016,SAFETY-KLEEN UK LTD,583.2,Disposal of 23 large batteries used in Cornwall
EA,01/03/2016,STANTON HOPE LTD,1274.03,Chainsaw protective equipment for two people for use during safety training course and on future work.
EA,01/03/2016,THE WESLEY,863,"One day room hire for eighteen people, including lunch and refreshments, for a coastal group chairs meeting."
EA,01/03/2016,THE WESLEY,570,One day room hire for estates team leadership meeting for ten people with lunch
EA,01/03/2016,THE WISHINGWELL,669.5,Accommodation for mutual aid staff working during the winter floods 2015-16
EA,01/03/2016,WEIR & CARMICHAEL,2946,"3,200 sandbags and 590 bulk bags for emergency response use."
EA,01/03/2016,WORLD OF TRAVEL,1204.88,Two days room hire for eleven people for a western operations quarterly review session
EA,01/03/2016,WURTH UK LTD,521.46,"Six bottles of bond and seal, six cans black spray paint, ten pairs safety glasses, 25 bottles screen wash, two metal hacksaws, ten boxes of various sized screws, and three boxes rawl plugs kept in Alverdiscott depot stores for general maintenance of assets for various North Devon flood schemes."
EA,01/03/2016,WWW.ARCO.CO.UK,762.36,"Replacement of gloves, paper rolls hand wipes used by the operations team at Spalding depot "
EA,02/03/2016,GRIFFITHS HIRE SHOPS L,3336.04,"Four 18V combi drills, a hundred litre petrol air compressor, and a Honda two inch water pump with various pipes and couplings for use in erecting flood defences at Frankwell and Hereford."
EA,02/03/2016,SCREWFIX DIRECT,717.88,Mooring chain and shackles for Brigg boat club river anchormen
EA,02/03/2016,SPOT ON CONCRETE,1894.2,Eighteen cubic metres of concrete required during winter flooding 2015-16
EA,02/03/2016,STEATITE LIMITED,824.4,Replacement fish counter video unit to replace faulty unit which could not be repaired.
EA,02/03/2016,TCS (SHROPSHIRE) LTD,1548,"Transportation of temporary flood defences to Croston, Lancashire to assist in floods."
EA,02/03/2016,WWW.BBOFFICESUPPLIES.C,717.74,Ergonomic chair for member of staff with health problems following workplace assessment.
EA,02/03/2016,WWW.OBARTPUMPS.CO.,1262.4,Heavy Duty industrial pressure washer for general use
EA,03/03/2016,BANNER BUSINESS SERVIC,524.88,"30 boxes of A4 paper, 15 boxes of black pens, 15 boxes of blue pens and ten A4 case bound books"
EA,03/03/2016,INSTITUTION OF CHEMICA,660,Registration fees for one person to attend the Institution of Chemical Engineers sustainable nuclear energy conference 2016.
EA,03/03/2016,K INTERNATIONAL PLC,1800,Use of a translator for two public events in Boston on 25th November and 2 December 2015
EA,03/03/2016,KABA LTD,735.53,Five shackle locks for site security access bollards at Sele Mill Siphon to replace existing damaged locks.
EA,03/03/2016,NORTH LAKES HOTEL,4000,Accommodation for mutual aid staff during winter floods 2015-16
EA,03/03/2016,NORTHERN DIVER (INTNL),1089,Two custom dry suits to EA specification for fisheries operations.
EA,03/03/2016,PAYPAL  RRC,1226.49,"Registration fees for three people, including accommodation, to attend the river restoration centre conference."
EA,03/03/2016,THE MET F AND B,2401,"One day room hire for seventeen people, including lunch, refreshments, equipment and overnight accommodation, for a national capital programme management service team meeting in Leeds."
EA,03/03/2016,WORLD OF TRAVEL,517.94,"One day room hire for seventeen people, including lunch and refreshments, for a Creating Asset Management Capacity phase two benefits workshop."
EA,03/03/2016,WORLD OF TRAVEL,858.18,"One day room hire for 24 people, including lunch, refreshments and equipment, for a national capital programme management service business team meeting in London."
EA,03/03/2016,WWW.FIRSTFENCE.NET,522.96,Twelve 2m pedestrian safety barriers for fisheries incident management
EA,04/03/2016,ADLER & ALLAN LTD,2767.2,Disposal of used absorbents used to clean up oil spills.
EA,04/03/2016,CLAD SAFETY,828.12,Ten pairs of Gore-Tex boots for the Gloucester field services team.
EA,04/03/2016,CREWSAVER,522.29,Four Ergofit offshore lifejackets and rearm packs for Gloucester field services team
EA,04/03/2016,CSG Ltd Waste Serv,696,Tanker to clean and empty interceptor tank located within wash-down bay at Chichester Depot
EA,04/03/2016,ELECTRAFISH LIMITE,588,"Quarterly servicing of electric fishing equipment at Rivers House, Blandford"
EA,04/03/2016,ELECTRO FISHING SERVIC,830.1,Quarterly servicing of electric fishing equipment.
EA,04/03/2016,ELECTRO FISHING SERVIC,546,Quarterly servicing of electric fishing equipment used on fish population surveys
EA,04/03/2016,ELECTRO FISHING SERVIC,541.8,Quarterly servicing of electric fishing equipment used on fish population surveys
EA,04/03/2016,ERMINE ENGINEERING COM,2277.6,Stoplog for Louth Tilting gate
EA,04/03/2016,FIBRELITE,1086,"Two lightweight manhole covers and associated fixings to replace broken, unsuitable ones covering two groundwater monitoring boreholes at Tyneside House, Newcastle"
EA,04/03/2016,GUILDBOURNE PRINTING S,555.6,Three part driver hours books in accordance with O licence lorry regulations to ensure driver compliance and transparency of agreed rest periods
EA,04/03/2016,HAWKSMERE LTD,1614,Cost for five professional training courses with the Royal Town Planning Institute to be used over the next year.
EA,04/03/2016,HEMSLEY FRASER GROUP L,682.8,One day training course for one person on writing with clarity and purpose
EA,04/03/2016,HIPPODROME LTD,1102,"One day hire of two rooms for 26 people, including lunch and refreshments, for a quarterly meeting of the national health, safety and wellbeing action group."
EA,04/03/2016,M K SCALES LTD,660,Two scales purchased for waste weighing at Depots.
EA,04/03/2016,PEGASUS MECHANICAL,542.78,"Lifting gear equipment consists of strops in various lengths, pulley blocks and bow shackles with the necessary test conformity notes"
EA,04/03/2016,ROBERTS WASTE DISPOSAL,549.6,Skip hire for Bradney Depot waste electrical and electronic equipment
EA,04/03/2016,ROGER YOUNG JAGUAR SAL,3510,39 tail gate damper kits for new Isuzu D-Max badged vehicles as a health and safety requirement.
EA,04/03/2016,ROGER YOUNG JAGUAR SAL,2788.8,Fourteen rolls of fluorescent tape for chevrons to be applied to the rear of new Isuzu D-Max vehicles.
EA,04/03/2016,ROGER YOUNG JAGUAR SAL,2550,Remove and replace decals for 25 vehicles.
EA,04/03/2016,SEALS + DIRECT LTD,1131.6,104 metres of new seals for band screens at Short Ferry pumping station
EA,04/03/2016,SERVERPARTS.CO.UK,1392,"Four 240GB Serial ATA disks to upgrade the disk space of the new telemetry server at Quadrant, Sheffield"
EA,04/03/2016,SGUK LTD,3128.87,Overnight security to ensure safety of plant and equipment on site at the River Trent
EA,04/03/2016,WWW.CHESTER.AC.UK,550,Two days training course for one person on flood modelling.
EA,07/03/2016,A A ELECTRICAL WHOLESA,870,200 fluorescent tubes and ten ballasts/control gears for use in lamps at the EA office in Sheffield
EA,07/03/2016,A.1. ROPES & RIGG,514.01,Three safety harnesses for working on trash screens
EA,07/03/2016,ALLENS WASTE DISPOSAL,1253.04,Removal and replacement of skips at Altmouth pumping station for the automatic weedscreen cleaner.
EA,07/03/2016,ALLENS WASTE DISPOSAL,1015.44,Removal and replacement of skips at Fine Jane depot for routine maintenance debris collected from watercourses.
EA,07/03/2016,AQUARIUS X1 LTD,900,Annual servicing of the Thames Barrier water coolers.
EA,07/03/2016,ASSA ABLOY ENT SYS LTD,640.8,Survey and repairs of automatic doors on level 2 of the Thames Barrier
EA,07/03/2016,BOOLES TOOLS&PIPE FTTN,560.52,Steel to be put around a Hydrometric station to prevent public entering the grounds for health and safety
EA,07/03/2016,BTS GROUP LIMITED,2500,"Three visits to carry out grounds maintenance at Waterside House, Lincoln in July"
EA,07/03/2016,BTS GROUP LIMITED,1800,"Two visits to carry out grounds maintenance at Waterside House, Lincoln in September"
EA,07/03/2016,BTS GROUP LIMITED,1800,"Two visits to carry out grounds maintenance at Waterside House, Lincoln in August"
EA,07/03/2016,CAMPBELL ASSOCIATE,1876.8,"Calibration of Beverley, York and Leeds hand held sound level meter and replacement of Leeds dehumidifier"
EA,07/03/2016,CAMPBELL ASSOCIATE,1876.8,Calibration of seven noise monitoring equipment.
EA,07/03/2016,CARE SIGNS,1980,Replacement eight metre by six metre welcome sign at Camber harbour entrance
EA,07/03/2016,CIVIL SERVICE,875,"One day room hire for 25 people, including lunch and refreshments, for a Defra fleet services launch seminar."
EA,07/03/2016,CIVIL SERVICE COLLEGE,1440,Payment to external facilitator to take an 'effective minute taking' course for fourteen people at an EA office.
EA,07/03/2016,CLAD SAFETY,1915.56,34 pairs of wellington boots for operations team members.
