Among users of e-government services ,,,,,,,,,,,,,,,,,,
Online government services are more convenient ,83%,84%,84%,78%,89%,,,,,,,,,,,,,
Online government services save me time ,82%,83%,79%,80%,85%,,,,,,,,,,,,,
I prefer to access government services online ,75%,76%,72%,67%,81%,,,,,,,,,,,,,
Online government services are well designed ,62%,62%,64%,61%,60%,,,,,,,,,,,,,
I engage with government services\ policies more since accessing them ,58%,58%,62%,53%,61%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Ofcom research through Kantar Media Omnibus,,,,,,,,,,,,,,,,,,
"Base: All with internet access: UK (N=2271), England (N=1325), Scotland (N=399), Wales (N=297), Northern Ireland (N=250). All ever used e-government services: the UK (N=1294), England (N=779), Scotland (N=217), Wales (N=187), Northern Ireland (N=109).Q.9 Thinking about the kinds of services I have just shown you please tell me to what extent you agree or disagree with each of the following statements.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.05,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.5 ,,,,,,,,,,,,,,,,,,
"Proportion of internet users shopping online, by nation",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Used in the past week,Used less often,Total,,,,,,,,,,,,,,,
UK,32%,30%,62%,,,,,,,,,,,,,,,
England,33%,29%,62%,,,,,,,,,,,,,,,
Scotland,22%,43%,65%,,,,,,,,,,,,,,,
Wales,37%,25%,62%,,,,,,,,,,,,,,,
Northern Ireland,38%,22%,60%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Ofcom technology tracker research, Quarter 1 2013",,,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who use the internet at home or elsewhere 2013. % purchasing good/services/tickets etc online. (UK= 2918, England=1787, Scotland=394,Wales=361, Northern Ireland=376). QE5. Which, if any, of these do you use the internet for? Note figures in the chart below are not directly comparable to figures on internet from previous years due to changes in question wording",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.06,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.6,,,,,,,,,,,,,,,,,,
"Proportion of people shopping online through devices, by nation",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,UK,England ,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,
Laptop/Netbook ,51%,50%,51%,53%,54%,,,,,,,,,,,,,
Tablet ,48%,46%,43%,57%,55%,,,,,,,,,,,,,
Desktop ,47%,46%,40%,55%,48%,,,,,,,,,,,,,
Smartphone ,29%,28%,28%,32%,35%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Ofcom research through Kantar Media Omnibus,,,,,,,,,,,,,,,,,,
Base: All who have each device. Desktop: UK (N=913) England (N=567) Scotland (N=133) Wales (N=119) Northern Ireland (N=94). Laptop/netbook: UK (N=1647) England (N=951) Scotland (N=303) Wales (N=211) Northern Ireland (N=182). Tablet: UK (N=608) England (N=334) Scotland (N=113) Wales (N=79) Northern Ireland (N=82). Smartphone: UK (N=1230) England (N=715) Scotland (N=213) Wales (N=157) Northern Ireland (N=145). Bases are 75+ respondents. Question: Q.1A Which of these activities do you use your device for nowadays? ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.07,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.7 ,,,,,,,,,,,,,,,,,,
"Perceptions of security when shopping online, by nation ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Feel secure when paying for products or services online (rating 4 or 5),,,,,,,,,,,,,,,,,,
,UK,,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
,76%,,77%,70%,79%,74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Ofcom research through Kantar Media Omnibus,,,,,,,,,,,,,,,,,,
"Base: All who use online shopping in the UK (N=1221), England (N=689) Scotland (N=211) Wales (N=179) Northern Ireland (N=142). Question: Q.11A Generally, when ordering online how secure do you feel when paying for products or services online? Using a scale form 1-5, where 1 means not at all secure and 5 means very secure. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.08,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.8 ,,,,,,,,,,,,,,,,,,
"Online shoppers’ choice of websites for shopping, by nation",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,
I only buy items from websites that I have previously bought from,25,25,19,40,39,,,,,,,,,,,,,
"I would buy an item from a website that I had never previously bought from, once I had made certain checks and was satisfied the website was trusthworthy",67,67,73,48,56,,,,,,,,,,,,,
I would buy an item from a website that I had never previously bought from as long as it sold what I wanted,8,8,8,12,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, fieldwork carried out by Saville Rossiter-Base",,,,,,,,,,,,,,,,,,
"Base: All who say they shop online, September to November 2012, (1076 UK, 667 England, 151 Scotland, 139 Wales, 119 Northern Ireland) Significance testing shows any difference between any nation and the UK.IN33E– When you want to buy something online, which of the following statements most closely applies? (Prompted responses, single coded) ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.09,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.9 ,,,,,,,,,,,,,,,,,,
"Confidence in delivery when shopping online, by nation ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,UK,,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Feel confident when ordering online that goods will arrive on time and in good condition (rating 4 or 5),79%,,80%,75%,79%,79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Ofcom research through Kantar Media Omnibus,,,,,,,,,,,,,,,,,,
"Base: All who use online shopping in the UK (N=1221), England (N=689) Scotland (N=211) Wales (N=179) Northern Ireland (N=142). Q.11B Generally, when ordering online how confident are you that the goods will arrive on time and in good condition? Using a scale form 1-5, where 1 means not at all confident and 5 means very confident. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.10 ,,,,,,,,,,,,,,,,,,
"Delivery concerns preventing online purchasing, by nation",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,
Any delivery concerns prevented online shopping,40%,41%,37%,34%,53%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Delivery costs too high,25%,26%,26%,19%,32%,,,,,,,,,,,,,
Not be at home to receive delivery,11%,13%,7%,8%,9%,,,,,,,,,,,,,
Item too valuable to send by post,6%,7%,2%,5%,7%,,,,,,,,,,,,,
Delivery not available in area,6%,4%,8%,4%,24%,,,,,,,,,,,,,
Did not want to use particular delivery provider,3%,3%,2%,3%,4%,,,,,,,,,,,,,
Other,1%,2%,1%,5%,2%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Ofcom research through Kantar Media Omnibus,,,,,,,,,,,,,,,,,,
"Base: All who use online shopping in the UK (N=1221), England (N=689) Scotland (N=211) Wales (N=179) Northern Ireland (N=142). Question: Q.14 Have delivery concerns ever prevented you from buying items online? If yes, which of the following reasons prevented you from shopping?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mobile phone users who have ever experienced problems with reception,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Kantar Media omnibus, (14th – 20th November 2012) Base: All who use a mobile phone (N=1743/195/95/103) Q13: Thinking about your mobile reception with ... in the UK, do you ever experience any of the following issues?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,Any problem,No problem,No signal/ reception on phone,Poor sound quality/ call breaks up,Call ends unexpectedly,Unable to use mobile internet,Unable to make/connect a call,Text message does not arrive/ arrives late,Unable to send text messages,Unable to send/ receive emails,,,,,,,,
England,52,43,32,15,14,15,12,12,12,8,,,,,,,,
Scotland,51,48,31,17,13,9,12,12,9,6,,,,,,,,
Wales,60,39,42,13,14,22,11,16,11,9,,,,,,,,
Northern Ireland,75,24,59,26,30,25,34,33,30,13,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Most important element when considering mobile provider, by nation and urban/rural",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Kantar Media omnibus, (14th – 20th November 2012) Base: All who use a mobile phone (N=2136/1743/195/95/103/1757/379) Q.10 And which is the ... important to you when thinking about your mobile operator? Most important. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,Ability to make/ receive calls,Cost of phone service\contract,Speed or reliability of internet ,Handset - type and functionality,Quality of customer service,,,,,,,,,,,,,
Total,37,34,8,7,7,,,,,,,,,,,,,
England,37,35,7,7,8,,,,,,,,,,,,,
Scotland,34,38,8,8,5,,,,,,,,,,,,,
Wales,52,25,6,9,2,,,,,,,,,,,,,
Northern Ireland,47,28,14,6,4,,,,,,,,,,,,,
Urban,37,35,8,7,8,,,,,,,,,,,,,
Rural,45,30,6,9,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Net satisfaction/importance – ability to make calls in different locations (Q17/Q18),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Kantar Media omnibus, (14th – 20th November 2012) Base: All who use a mobile phone (N=2136/1743/195/95/103) Q17: How important is it for you to be able to make calls in the following locations?Q18: How satisfied do you feel with the ability to make calls in each of these locations?Net figures shown for very important/somewhat important and very satisfied/somewhat satisfied",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Indoor ,,,Outdoor ,,,,,,,,,,,,,
,,Home,Work / place of study ,General ,Places go to regularly ,Rural ,Urban ,,,,,,,,,,,
UK ,Importance  ,83,70,82,87,80,84,,,,,,,,,,,
,Satisfaction  ,76,66,75,78,67,78,,,,,,,,,,,
,S-I ,-7,-4,-7,-9,-13,-6,,,,,,,,,,,
England ,Importance  ,82,70,81,86,79,83,,,,,,,,,,,
,Satisfaction  ,76,66,74,78,67,77,,,,,,,,,,,
,S-I ,-6,-4,-7,-8,-12,-6,,,,,,,,,,,
Scotland ,Importance  ,86,71,89,90,84,88,,,,,,,,,,,
,Satisfaction  ,80,66,80,82,71,80,,,,,,,,,,,
,S-I ,-6,-5,-9,-8,-13,-8,,,,,,,,,,,
Wales ,Importance  ,83,73,85,96,87,90,,,,,,,,,,,
,Satisfaction  ,77,68,75,84,62,77,,,,,,,,,,,
,S-I ,-6,-5,-10,-12,-25,-13,,,,,,,,,,,
Northern Ireland ,Importance  ,92,76,91,94,93,90,,,,,,,,,,,
,Satisfaction  ,72,58,77,76,70,80,,,,,,,,,,,
Scotland cmr- 1.14,,,,,-18,-23,-10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.14,,,,,,,,,,,,,,,,,,
"Change in levels of satisfaction with ability to make calls in different locations compared to 12 months ago, by nation",,,,,,,,,,,,,,,,,,
"1.Source: Kantar Media omnibus, (14th – 20th November 2012) ",,,,,,,,,,,,,,,,,,
2.Base: All who use a mobile phone (N=2136/1743/195/95/103/1757/379),,,,,,,,,,,,,,,,,,
3. Q.10 And which is the ... important to you when thinking about your mobile operator? Most important.  ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
City population and premises data,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Source: Analysys Mason,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
City   ,Population  ,Total premises  ,Business premises  ,Residential premises  ,,,,,,,,,,,,,,
Glasgow  ,c.0.59 million ,"c.315,000  ","c.15,000  ","c.300,000  ",,,,,,,,,,,,,,
,,urban,-3,8,,,,,,,,,,,,,,
Scotland cmr- 1.17,,,,14,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,,
Figure 1.17,,,,10,,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,,
Fixed network infrastructure premises passed availability,,,,14,,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,,
Proportion of premises passed,,,,16,,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,,
"Source: Analysys Mason, Ofcom Infrastructure Report",,,,12,,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,,
 ,First-generation broadband,NGA (current),NGA (future),15,,,,,,,,,,,,,,
BT,100%,36%,71%,14,,,,,,,,,,,,,,
Virgin Media,39%,39%,39%,,,,,,,,,,,,,,,
Total,100%,63%,83%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Percentage of lines that have a speed of less than 2Mbit/s, and relative positioning",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason, Ofcom Infrastructure Report",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,Column1,,,,,,,,,,,,,,,,,
% Glasgow lines <2Mbit/s,7.50%,,,,,,,,,,,,,,,,,
Average for 11 cities,5.50%,,,,,,,,,,,,,,,,,
Average for UK,10%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Number of exchanges and % of lines with access to basic broadband,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
No. of exchanges serving city postcodes  ,% of lines that have access to both ADSL & ADSL Max  ,Average number of lines per exchange  ,,,,,,,,,,,,,,,,
33,100%,"9,600",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"FTTC status of exchanges serving city postcodes according to BT’s roll-out plans",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,Already upgraded exchanges,Other in-plan exchanges,Series 3,,,,,,,,,,,,,,,
London,84.30%,9.50%,2,,,,,,,,,,,,,,,
Birmingham,39.00%,34.10%,2,,,,,,,,,,,,,,,
Manchester,87.50%,12.50%,3,,,,,,,,,,,,,,,
Cambridge,29.00%,0.00%,5,,,,,,,,,,,,,,,
Exeter,20.00%,0.00%,,,,,,,,,,,,,,,,
Glasgow,30.30%,36.30%,,,,,,,,,,,,,,,,
Inverness,0.00%,33.00%,,,,,,,,,,,,,,,,
Cardiff,71.40%,28.60%,,,,,,,,,,,,,,,,
Bangor,100.00%,0.00%,,,,,,,,,,,,,,,,
Belfast,100.00%,0.00%,,,,,,,,,,,,,,,,
Derry~Londonderry,100.00%,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Key city hotspot data",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
City total  ,"Total hotspots per 10,000 city residents (city benchmark)  ","Total hotspots per 10,000 city residents (11 city average)  ",Percentage difference from 11 city average  ,,,,,,,,,,,,,,,
350,6,6.2,-3%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"3G mobile coverage in city",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason ,Ofcom Infrastructure Report",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
% of premises with 3G signal from 4 operators (city benchmark) ,% of premises with 3G signal from 4 operators (11 city average) ,% of premises with 3G signal from 4 operators (UK average) ,Percentage difference from 11 city average  ,,,,,,,,,,,,,,,
100%,95.70%,77.30%,4.30%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Key city exchange data",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Ofcom classification  ,Number of the city exchanges  ,% of total exchanges  ,% of premises passed  ,,,,,,,,,,,,,,,
3,32,97%,>99%  ,,,,,,,,,,,,,,,
2,0,0%,0%,,,,,,,,,,,,,,,
1,1,3%,<1%  ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Average maximum modem synch. speed compared to other cities",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of premises passed,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: Analysys Mason ,Ofcom Infrastructure Report",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Excluding SFBB lines  ,,,Including SFBB lines  ,,,,,,,,,,,,,,,
Average maximum speed (Mbit/s)  ,City average (Mbit/s)  ,% difference from city average ,Average maximum speed (Mbit/s) ,City average (Mbit/s)  ,UK average (Mbit/s) ,% difference from city average ,,,,,,,,,,,,
14.2,14.1,1%,27.3,29.9,12.7,-9%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
" Fixed broadband take-up, by city",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of adults (%),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (April 2012 to March 2013; GB 79406, Birmingham 2557, Brighton 1090, Glasgow 1398, Leeds, 1412, Newcastle 1149; Scotland 6840; Dundee 90; Edinburgh 89)Q: Is your access to the internet AT HOME cable broadband, ADSL broadband, broadband but you don’t know  type or non-broadband?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Q1 2005,Q1 2006,Q1 2007,GB,Birmingham,Brighton,Leeds,Liverpool,Manchester,Newcastle,Scotland,Dundee,Edinburgh,Glasgow,Glasgow,,,
Fixed,66,69,71,77.4,72.6,81.2,92.1,85.2,75.8,68.7,68.1,70.9,87.5,50.2,50.2,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Home internet access, by technology, by city ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of adults (%),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (April 2012 to March 2013; GB 79406, Birmingham 2557, Brighton 1090, Glasgow 1398, Leeds, 1412, Newcastle 1149; Scotland 6840; Dundee 90; Edinburgh 89)Q: Is your access to the internet AT HOME cable broadband, ADSL broadband, broadband but you don’t know  type or non-broadband?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Q1 2005,Q1 2006,Q1 2007,GB,Birmingham,Brighton,Leeds,Liverpool,Manchester,Newcastle,Scotland,Dundee,Edinburgh,Glasgow,Glasgow,,,
Dial-up,66,69,71,0.7,0.3,0,0.1,0.3,0.5,1.1,0.8,0.9,1.1,1.1,1.1,,,
Fixed,66,69,71,77.4,72.6,81.2,92.1,85.2,75.8,68.7,68.1,70.9,87.5,50.2,50.2,,,
Mobile ,,,,2.4,1.6,0.5,1.5,0.8,1.3,4.4,2.8,0,3.9,3.8,3.8,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Fixed broadband take-up, by city: 2011 and 2012/2013",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of adults (%),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (April 2012 to March 2013; GB 79406, Birmingham 2557, Brighton 1090, Glasgow 1398, Leeds, 1412, Newcastle 1149, January to September 2011 GB 62669, Birmingham 1880, Brighton 590, Glasgow  594, Leeds 648, Liverpool 671, Manchester 1423, Newcastle 731)Q: Is your access to the internet AT HOME cable broadband, ADSL broadband, broadband but you don’t know  type or non-broadband?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Birmingham,Brighton,Glasgow,Leeds,Liverpool,Manchester,Newcastle,,,,,,,,,,
2011,,76,81,50,86,77,75,64,,,,,,,,,,
2012/13,,73,81,50,92,85,76,69,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Scotland cmr- 1.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 1.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Demographic profile, by city",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Proportion of adults (%),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (April 2012 to March 2013; GB 79406, Birmingham 2557, Brighton 1090, Glasgow 1398, Leeds, 1412, Newcastle 1149)Q: Is your access to the internet AT HOME cable broadband, ADSL broadband, broadband but you don’t know  type or non-broadband?",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
