Department of Health,NEWCASTLE PCT (COMMISSIONING),18/02/2011,SERVICES FROM PCTS,CONTRACTING FINANCE,NEWCASTLE CARE HOMES PROJECT,4,102850
Department of Health,NEWCASTLE PCT (COMMISSIONING),04/02/2011,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,NORFOLK PCT,5000000249,90951
Department of Health,NEWCASTLE PCT (COMMISSIONING),01/02/2011,TAX AND SOCIAL SECURITY COSTS < ONE YEAR,PAYROLL,HM REVENUE AND CUSTOMS,504PS00113964 MONTH 10 - JAN 11,307344.17
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - PCTS,CONTRACTING FINANCE,COUNTY DURHAM PCT,510140,624034
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - PCTS,CONTRACTING FINANCE,COUNTY DURHAM PCT,510145,4205117
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,51708,249987
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,520091,170313
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTH TYNESIDE PCT,65001135,1770799
Department of Health,NEWCASTLE PCT (COMMISSIONING),25/02/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,NORTH TYNESIDE PCT,65001145,40000
Department of Health,NEWCASTLE PCT (COMMISSIONING),04/02/2011,OTHER CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,6590 JAN 11,161104.61
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,GLOBAL SUM,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,745,37658.33
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,QUALITY ASPIRATION,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,745,658.33
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,ENHANCED SERVICES - LES,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,745,383.34
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,GLOBAL SUM,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,746,37658.33
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,QUALITY ASPIRATION,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,746,658.33
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,ENHANCED SERVICES - LES,PRIMARY CARE FINANCE,MALLING HEALTH (UK) LTD,746,383.34
Department of Health,NEWCASTLE PCT (COMMISSIONING),14/02/2011,HEALTHCARE FROM VOLUNTARY SECTOR,CENTRAL FINANCE,NEWCASTLE PROPS,AGH/0327,25000
Department of Health,NEWCASTLE PCT (COMMISSIONING),08/02/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBN/00068,63351.74
Department of Health,NEWCASTLE PCT (COMMISSIONING),18/02/2011,N.H.S. CREDITORS < ONE YEAR,PAYROLL,NHS PENSIONS AGENCY,EA6590A,328159.22
Department of Health,NEWCASTLE PCT (COMMISSIONING),21/02/2011,HEALTHCARE - NHS TRUSTS,CONTRACTING FINANCE,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,H0016683,36966.96
Department of Health,NEWCASTLE PCT (COMMISSIONING),21/02/2011,HEALTHCARE - NHS TRUSTS,CONTRACTING FINANCE,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,H0037237,-33994.56
Department of Health,NEWCASTLE PCT (COMMISSIONING),18/02/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0004965158,197167.1
Department of Health,NEWCASTLE PCT (COMMISSIONING),04/02/2011,ADDITIONS - NON RESIDENTIAL BUILDINGS,ASSETS,ROBERTSON CONSTRUCTION NEE LTD,N588/,81212.48
Department of Health,NEWCASTLE PCT (COMMISSIONING),04/02/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTHUMBRIA POLICE AUTHORITY,NP209164350,158186
Department of Health,NEWCASTLE PCT (COMMISSIONING),11/02/2011,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,MENTAL HEALTH CONCERN,NPCT-JM/MC11/Q04,125271
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,MINOR WORKS,CENTRAL FINANCE,NORLAND MANAGED SERVICES LTD,P00001227,76708.14
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0159227,821000
Department of Health,NEWCASTLE PCT (COMMISSIONING),04/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0161975,3687265.97
Department of Health,NEWCASTLE PCT (COMMISSIONING),25/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0162240,178671.8
Department of Health,NEWCASTLE PCT (COMMISSIONING),21/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0162337,31759.15
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0162573,108248
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0162990,14779475
Department of Health,NEWCASTLE PCT (COMMISSIONING),18/02/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,S28 PAYMENT FEB-11,431923.42
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Saville MG,,182876.71
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Prospect House MG,,124792.66
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Thornfield MG,,103262.68
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Park Medical Group,,93897.65
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,The Grove MG,,93835.83
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,AJ Smith & Partners,,90268.7
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Walker Medical,,86602.12
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Drs Turner Antoun,,81479.74
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Bookless,,80217.67
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Betts Avenue MG,,77960.85
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Gosforth Memorial MG,,77038.18
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Holmside MG,,72380.34
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Palmer & Partners,,67847.85
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Lovedale & Partners,,63612.21
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,PMS,EV - Exeter,Biddlestone HC,,62080.72
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Edmunds & Partners,,56059.66
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Cogan & Partners,,54592.11
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,University MG,,53443.27
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Parkway MG,,51607.07
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,GMS,EV - Exeter,Dilston MC,,51437.98
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,St Anthony MG,,51007.66
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Falcon House MG,,50425.54
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Heaton Road Surgery,,48532.91
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Dr Scott & Partners,,41736.14
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Roseworth Surgery,,40840.5
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,PMS,EV - Exeter,Denton Park MG,,37503.13
Department of Health,NEWCASTLE PCT (COMMISSIONING),15/02/2011,OPT,S/Alone,Ncle Visionplus,,36411.23
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Elmfield HC,,35859.34
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,The Surgery,,34660.81
Department of Health,NEWCASTLE PCT (COMMISSIONING),28/02/2011,GMS,EV - Exeter,Drs Wadge Stack,,27205.85
