Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,FORREST RECRUITMENT LTD,182271,451.67 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,IM&T,MAX 20 LTD,182572,481.72 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,IM&T,FORREST RECRUITMENT LTD,182478,523.13 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,IM&T,MAX 20 LTD,182573,"1,168.75 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182541,518.56 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182541,"4,444.80 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182541,"-2,963.20 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182541,-259.28 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182542,623.90 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182542,"3,565.10 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182542,"-1,782.55 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182542,-311.95 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,REAL RESOURCING LTD,182551,"1,950.00 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,REAL RESOURCING LTD,182551,341.25 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,FORREST RECRUITMENT LTD,182480,499.02 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,MAX 20 LTD,182573,206.25 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,IM&T,FORREST RECRUITMENT LTD,182622,442.91 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182628,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182630,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182631,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182633,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182628,-900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182630,-900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182631,-900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,ESTATES,RANDSTAD CPE LTD,182633,-900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182817,255.23 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182817,"1,458.45 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,FORREST RECRUITMENT LTD,182623,440.74 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,IM&T,FORREST RECRUITMENT LTD,183088,523.13 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,REAL RESOURCING LTD,182891,"1,170.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,REAL RESOURCING LTD,182891,204.75 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182895,"1,852.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,FINANCE,HAYS PLC,182895,324.10 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,FORREST RECRUITMENT LTD,183085,437.10 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,NPFIT SECTOR FUNDING,FORREST RECRUITMENT LTD,183091,528.16 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182571,455.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182570,465.80 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182564,490.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182569,490.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182567,497.86 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY ADMIN AND CLERICAL,SOUTH MEDICAL SECRETARIES,ROBERT HALF LTD,182563,513.75 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,178081,318.44 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,178081,371.51 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,178081,"4,245.82 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,178081,"-2,122.91 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,178081,-371.51 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181285,591.64 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181290,591.64 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181285,"3,380.80 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181290,"3,380.80 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181287,620.82 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181288,620.82 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181287,"3,547.57 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181288,"3,547.57 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181685,698.00 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181685,122.15 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181683,591.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181683,"3,380.80 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181680,624.60 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181680,"3,569.16 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182281,510.52 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182281,"2,917.24 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181684,213.58 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,181684,"1,220.47 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182442,235.68 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182442,"1,346.72 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,PULSE,181600,654.29 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,PULSE,181595,654.29 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,PULSE,181600,"3,738.80 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,PULSE,181595,"3,738.80 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182333,502.73 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182333,"2,872.77 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182444,400.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182444,"2,288.56 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182445,591.64 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182445,"3,380.80 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182337,"3,490.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182721,"3,490.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182337,610.75 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182721,610.75 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182443,646.97 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY CONSULTANTS,NORTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182443,"3,696.98 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182547,235.68 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,AGENCY CONSULTANTS,SOUTH GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182547,"1,346.72 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182614,475.85 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,AGENCY CONSULTANTS,CENTRAL GENERAL ADULT MEDICAL STAFF,EVERGOOD ASSOCIATES LTD,182614,"2,719.16 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182661,93.71 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182661,535.50 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182660,714.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182660,124.95 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182659,156.19 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY HCAS AND SUPPORT STAFF,CENTRAL CMHT - WEST TEAM,HAYS PLC,182659,892.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181590,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181602,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181590,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181602,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181590,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,SAFIRE UNIT,PULSE,181602,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH OLDER AGE MEDICAL STAFF,PULSE,181604,445.34 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH OLDER AGE MEDICAL STAFF,PULSE,181607,445.34 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH OLDER AGE MEDICAL STAFF,PULSE,181604,"2,544.80 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH OLDER AGE MEDICAL STAFF,PULSE,181607,"2,544.80 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,181601,"1,476.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,181601,258.30 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,181594,"2,460.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,EARLY INTERVENTION MEDICAL STAFF,PULSE,181594,430.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181591,"2,460.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181592,"2,460.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181593,"2,460.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181591,430.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181592,430.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,181593,430.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182276,425.88 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182276,"2,433.60 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,181590,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,181602,229.64 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,181590,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,PULSE,181602,"1,312.20 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182338,425.88 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,AGENCY OTHER CAREER GRADES,CENTRAL GENERAL ADULT MEDICAL STAFF,MEDACS HEALTHCARE PLC,182338,"2,433.60 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182590,"1,968.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182590,344.40 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182592,441.26 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182592,"2,521.50 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,AGENCY OTHER CAREER GRADES,NORTH GENERAL ADULT MEDICAL STAFF,PULSE,182582,445.34 
