Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,04/07/2016,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900138403,"33,322.72",Employee Training,DL1 9HN,,,,
HMRC,HMRC,04/07/2016,Domestic consumables,Estates & Support Services,FLEXIFORM LTD,5100025437,"50,550.10",Additional furniture to support Business Expansion - Broadway House Birmingham,BD3 7AE,,,,
HMRC,HMRC,04/07/2016,Computer Equipment a,Information Management Services,RCDTS LTD,5100026331,"1,020,000.00",RCDTS May 2016 invoice charges,SW1A 2BQ,,,,
HMRC,HMRC,04/07/2016,Computer Equipment a,Information Management Services,RCDTS LTD,5100026331,"1,357,846.54",RCDTS May 2016 invoice charges,SW1A 2BQ,,,,
HMRC,HMRC,04/07/2016,RCDTS (Rec VAT),Information Management Services,RCDTS LTD,5100026331,"2,674,390.96",RCDTS May 2016 invoice charges,SW1A 2BQ,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,100.34,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,117.14,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,300.05,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,508.55,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,526.8,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,614.97,Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"1,030.78",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"1,575.24",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"2,669.84",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"3,196.74",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"5,411.60",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"6,129.73",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"9,107.18",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"11,724.20",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"13,500.26",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"16,782.89",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"26,000.26",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"32,181.09",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"47,812.64",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"61,552.07",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"70,876.33",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"71,697.75",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"136,501.39",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"187,380.11",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"376,413.19",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100026341,"983,745.55",Utility payment,WD17 1HN,,,,
HMRC,HMRC,04/07/2016,Govt dept services,Specialist PT,NORTHERN IRELAND COURTS & TRIBUNAL,5100026358,"49,791.26",FY 15/16 annual invoice for solicitor costs re the Child Trust Fund for N.Ireland    ,BT1 3LA,,,,
HMRC,HMRC,04/07/2016,Dept forms Non Stock,PT Director,DVLA,5100026365,"60,199.07",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director . ,SA6 7JL,,,,
HMRC,HMRC,05/07/2016,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100026400,"25,342.40",Monthy charge for facilities management,HG3 1UF,,,,
HMRC,HMRC,05/07/2016,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100026400,"28,577.61",Monthy charge for facilities management,HG3 1UF,,,,
HMRC,HMRC,05/07/2016,Maintenance fees,BT Corporate Centre,FINANCIAL REPORTING COUNCIL,5100026405,"77,070.05",Annual HMRC charge for hosting & support costs to Taxonomy Development System. Transferred out to E&C BC&S RIS KAI & CTIS on a pro-rata share basis.,EC2Y 5AS,,,,
HMRC,HMRC,05/07/2016,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100026419,"40,040.87",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,05/07/2016,Software coding,Information Management Services,COMPUTER ASSOCIATES UK LTD,5100026811,"62,142.80",Charges for IT Specialists,SL3 9LL,,,,
HMRC,HMRC,06/07/2016,Domestic consumables,Estates & Support Services,FLEXIFORM LTD,5100025440,"91,200.00",Additional furniture to support Business Expansion - Broadway House Birmingham,BD3 7AE,,,,
HMRC,HMRC,06/07/2016,Diesel fuel,Fraud Investigation Service (FIS),ALLSTAR BUSINESS SOLUTIONS LTD,5100026887,"49,686.70",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,06/07/2016,OGD costs,Estates & Support Services,THE SCOTTISH GOVERNMENT,5100026903,"99,573.00",Quarterly MOTO costs,EH6 6QQ,,,,
HMRC,HMRC,06/07/2016,OGD costs,Estates & Support Services,HM LAND REGISTRY,5100026907,777.56,Charges for occupation under MOTO arrangement. ,CR0 2AQ,,,,
HMRC,HMRC,06/07/2016,OGD costs,Estates & Support Services,HM LAND REGISTRY,5100026907,"38,100.32",Charges for occupation under MOTO arrangement. ,CR0 2AQ,,,,
HMRC,HMRC,06/07/2016,IT consultancy,Information Management Services,EQUAL EXPERTS UK LTD,5100026909,"60,480.00",June-16 Contractors for Data Engineering ,WC1H 9BB,,,,
HMRC,HMRC,06/07/2016,Diesel fuel,Fraud Investigation Service (FIS),ALLSTAR BUSINESS SOLUTIONS LTD,5100026931,"54,364.65",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,06/07/2016,OHS,HR,RIGHT CORECARE,5100026942,"27,410.22",Outsourced contract for Welfare and help-line services,PO15 7AL,,,,
HMRC,HMRC,06/07/2016,OHS,HR,RIGHT CORECARE,5100026945,"30,289.36",Outsourced contract for Welfare and help-line services,PO15 7AL,,,,
HMRC,HMRC,07/07/2016,Disposal Seized Gds,Fraud Investigation Service (FIS),ENVA NORTHERN IRELAND LTD,5100027010,"144,000.00",Disposal Seized Goods,BT24 8LS,,,,
HMRC,HMRC,07/07/2016,Disposal Seized Gds,Fraud Investigation Service (FIS),ENVA NORTHERN IRELAND LTD,5100027011,"61,269.12",Disposal Seized Goods,BT24 8LS,,,,
HMRC,HMRC,07/07/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100027025,"157,447.50",Scrum costs,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100027026,"156,420.00",Scrum costs,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100027028,"102,165.00",Scrum costs,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100027039,"29,950.84",Fujitsu June-16 Invoice charges for the Customs Handling Inward Export Freight systems,W1U 3BW,,,,
HMRC,HMRC,07/07/2016,Software coding,Digital,EQUAL EXPERTS UK LTD,5100027084,"39,150.00",May Equal Expert contractor charges for work carried out in the Southbank Digital Delivery Centre.,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,Govt dept services,S&ID,Ministry of Defence,5100027085,"41,750.50","Consultation - Vetting services for May 16
",L2 3YL,,,,
HMRC,HMRC,07/07/2016,Software coding,Change Portfolio,EQUAL EXPERTS UK LTD,5100027118,"184,312.50",May contractor charges working on the Multi Digital Tax Platform.,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,Software coding,Change Portfolio,EQUAL EXPERTS UK LTD,5100027119,"128,355.00",May contractor charges working on the Multi Digital Tax Platform.,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,Software coding,Change Portfolio,EQUAL EXPERTS UK LTD,5100027121,"206,865.00",May contractor charges working on the Multi Digital Tax Platform.,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100027125,"168,645.00",Scrum costs,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100027127,"84,390.00",Scrum costs,WC1H 9BB,,,,
HMRC,HMRC,07/07/2016,Network Voice Serv,Information Management Services,VODAFONE LTD,5100027128,"108,830.00",Vodafone June 16 invoice charges for Equipment Services ,RG14 5FF,,,,
HMRC,HMRC,07/07/2016,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100027166,"120,532.20",Custody Suite Upgrade at Priory Court Dover (HOPG works),WD17 1HN,,,,
HMRC,HMRC,07/07/2016,Min AW struc non-VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100027170,"160,715.75",LED Flat Panels at Grayfield House Edinburgh,WD17 1HN,,,,
HMRC,HMRC,07/07/2016,Rent,Estates & Support Services,ENERGY COAST WEST CUMBRIA,5100027178,"95,220.00",Monthly rent payment payable to the Landlord,CA14 3YT,,,,
HMRC,HMRC,07/07/2016,Software licences,Digital,CLEARVISION,5100027183,"30,754.64",Renewal of software licence for the Southbank Digital Delivery Dentre.,SO23 2AH,,,,
HMRC,HMRC,08/07/2016,IT consultancy,Information Management Services,ADVANCED 365 LTD,5100027238,"247,895.84",Specialist Support to remediate and migrate HMRCs VME plaform to Cloud,KT11 1TF,,,,
HMRC,HMRC,08/07/2016,Security services,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100027354,"64,042.08",Additional security services for Shipley - as original contingent moved to Future House following flood damage,WD17 1HN,,,,
HMRC,HMRC,11/07/2016,Proprietry sys maint,Information Management Services,DWP,5100027420,"117,512.00",Government Gateway - monthly charges,FY5 3TA,,,,
HMRC,HMRC,11/07/2016,IT consultancy,Information Management Services,EQUAL EXPERTS UK LTD,5100027433,"54,810.00",Customs Declaration Services Risk Stream Equal Experts INV1515,WC1H 9BB,,,,
HMRC,HMRC,11/07/2016,IT consultancy,Information Management Services,EQUAL EXPERTS UK LTD,5100027438,"88,305.00",Customs Declaration Services Risk Stream Equal Experts INV1514,WC1H 9BB,,,,
HMRC,HMRC,11/07/2016,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100027444,"130,474.57",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,11/07/2016,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100027447,"130,000.00",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,11/07/2016,Gov Bank Serv Charge,Corporate Finance,SANTANDER UK PLC,5100027516,"33,373.72",Monthly Bank Charges for Transcash payments made to HMRC via the Post Office and Santander.,L30 4GB,,,,
HMRC,HMRC,11/07/2016,Software coding,Digital,REDROCK CONSULTING LTD,5100027534,"71,059.20",June Redrock contractor charges for work carried out in the Southbank Digital Delivery Centre.,BS8 3BA,,,,
HMRC,HMRC,11/07/2016,Valuation Services,Risk & Intelligence,VALUATION OFFICE AGENCY,5100027574,"697,707.84",Property valuations in respect of Inheritance Tax and other Tax cases - monthly payment ,W1D 5BU,,,,
HMRC,HMRC,12/07/2016,Electricity,Estates & Support Services,CROWN COMMERCIAL SERVICES (CCS),5100028323,"12,590.62",100PS heating charges,L3 9PP,,,,
HMRC,HMRC,12/07/2016,Electricity,Estates & Support Services,CROWN COMMERCIAL SERVICES (CCS),5100028323,"66,100.75",100PS heating charges,L3 9PP,,,,
HMRC,HMRC,12/07/2016,Dept books Non Stock,Tax Professionalism & Assurance,WILLIAMS LEA LTD,5100028405,"37,280.06",Printing material for Tax Professional Learning Courses,WF6 1TN,,,,
HMRC,HMRC,12/07/2016,Disposal Seized Gds,Fraud Investigation Service (FIS),SHRED STATION LTD,5100028421,"137,599.92",Haulage Storage & Disposal,NR13 6LH,,,,
HMRC,HMRC,12/07/2016,Grant in Aid Funding,PT Customer Product & Process,ADVICE NI LTD,5100028429,"35,000.00",Grant in Aid Funding,BT7 3FP,,,,
HMRC,HMRC,12/07/2016,Grant in Aid Funding,PT Customer Product & Process,CITIZENS ADVICE ISLE OF WIGHT,5100028436,"46,901.25",Grant in Aid Funding,PO30 1SS,,,,
HMRC,HMRC,13/07/2016,Samplng & Analytical,Fraud Investigation Service (FIS),LGC LTD,5100028461,"138,063.60",Forensic Services,TW11 0LY,,,,
HMRC,HMRC,13/07/2016,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100028533,"525,470.37",Debt Collection Services,LS1 4AP,,,,
HMRC,HMRC,13/07/2016,Maintenance fees,Information Management Services,SKYSCAPE CLOUD SERVICES LTD,5100028558,"375,106.67",Skyscape June-16 invoice charges for server hosting,SN13 0RP,,,,
HMRC,HMRC,13/07/2016,WAN maint or supp,Information Management Services,VODAFONE,5100028559,"236,497.42",Vodafone 16/17 Quarter 1 for GSI Network ,RG12 1XL,,,,
HMRC,HMRC,14/07/2016,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900158509,"149,497.69",Employee Training,DL1 9HN,,,,
HMRC,HMRC,14/07/2016,Vehicle leasing,Fraud Investigation Service (FIS),INCHCAPE FLEET SOLUTIONS,5100028592,"51,368.09",Vehicle Fleet Services,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Fleet mgmt services,PT Operations,INCHCAPE FLEET SOLUTIONS,5100028622,599.26,Vehicle Leasing,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Vehicle servicing ma,PT Operations,INCHCAPE FLEET SOLUTIONS,5100028622,602.5,Vehicle Leasing,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Vehicle repairs,PT Operations,INCHCAPE FLEET SOLUTIONS,5100028622,"2,107.66",Vehicle Leasing,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Vehicle servicing ma,PT Operations,INCHCAPE FLEET SOLUTIONS,5100028622,"9,063.57",Vehicle Leasing,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Vehicle leasing,PT Operations,INCHCAPE FLEET SOLUTIONS,5100028622,"17,449.74",Vehicle Leasing,P06 4RP,,,,
HMRC,HMRC,14/07/2016,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100028911,"67,244.28",Custody Suite Upgrade at Priory Court Dover (HOPG works),WD17 1HN,,,,
HMRC,HMRC,14/07/2016,Software coding,Information Management Services,ACTICA CONSULTING LTD,5100028946,"48,450.00",Charges for IT Specialists,GU2 7RF,,,,
HMRC,HMRC,14/07/2016,Software coding,Information Management Services,ACTICA CONSULTING LTD,5100028951,"28,800.00",Charges for IT Specialists,GU2 7RF,,,,
HMRC,HMRC,14/07/2016,Software coding,Information Management Services,LIFECYCLE SOURCING LTD,5100028990,"308,850.00",Charges for IT Specialists,CF23 8AA,,,,
HMRC,HMRC,14/07/2016,Network Voice Serv,Information Management Services,VODAFONE LTD,5100029022,1,Vodafone June 16 invoice charges for Equipment Services ,RG14 5FF,,,,
HMRC,HMRC,14/07/2016,Network Voice Serv,Information Management Services,VODAFONE LTD,5100029022,"2,392.21",Vodafone June 16 invoice charges for Equipment Services ,RG14 5FF,,,,
HMRC,HMRC,14/07/2016,Network Voice Serv,Information Management Services,VODAFONE LTD,5100029022,"12,436.07",Vodafone June 16 invoice charges for Equipment Services ,RG14 5FF,,,,
HMRC,HMRC,14/07/2016,Network Voice Serv,Information Management Services,VODAFONE LTD,5100029022,"27,950.72",Vodafone June 16 invoice charges for Equipment Services ,RG14 5FF,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029028,"1,111.45",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029028,"117,820.23",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029031,"6,945.50",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029031,"736,259.24",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029032,"4,239.96",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029032,"449,458.34",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029033,644.84,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029033,"68,356.48",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029034,"112,799.56",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029036,"1,603.54",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029036,"169,982.65",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029037,"9,815.26",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100029037,"1,040,468.65",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,14/07/2016,Proprietry sys maint,Information Management Services,DWP,5100029039,"37,049.00",Government Gateway - monthly charges,FY5 3TA,,,,
HMRC,HMRC,14/07/2016,Network Voice Serv,Information Management Services,LEVEL 3 COMMUNICATIONS UK LTD,5100078868,"68,000.00",Level 3 June 16 invoice charges for Communication Services,EC4M 7RB,,,,
HMRC,HMRC,15/07/2016,Proprietry sys maint,Information Management Services,DEPARTMENT FOR WORK & PENSIONS,5100029252,"95,080.59",Government Gateway - monthly charges,FY5 3TA,,,,
HMRC,HMRC,15/07/2016,Software coding,Digital,ESYNERGY SOLUTIONS LTD,5100029290,"25,836.00",June eSynergy contractor charges for work carried out in the Southbank Digital Delivery Centre.,EC3M 3JY,,,,
HMRC,HMRC,15/07/2016,Software coding,Digital,ESYNERGY SOLUTIONS LTD,5100029290,"30,684.00",June eSynergy contractor charges for work carried out in the Southbank Digital Delivery Centre.,EC3M 3JY,,,,
HMRC,HMRC,15/07/2016,Software coding,Digital,ESYNERGY SOLUTIONS LTD,5100029290,"81,450.00",June eSynergy contractor charges for work carried out in the Southbank Digital Delivery Centre.,EC3M 3JY,,,,
HMRC,HMRC,15/07/2016,Proprietry sys maint,Information Management Services,DEPARTMENT FOR WORK & PENSIONS,5100029303,"68,965.20",Government Gateway - monthly charges,FY5 3TA,,,,
HMRC,HMRC,15/07/2016,Telephone Support,Change Portfolio,KCOM GROUP PLC,5100029327,"40,070.42",Call off contract with Kcom (Telephoney supplier) for work carried out in July,HU1 3RE,,,,
HMRC,HMRC,18/07/2016,Management Agreement,Information Management Services,ACCENTURE (UK) LTD,5100027162,"187,275.38",Accenture June 16 invoice Charge for Management of Agreement,EC3M 3BD,,,,
HMRC,HMRC,18/07/2016,Sys Software Maint,Information Management Services,ACCENTURE (UK) LTD,5100027162,"609,411.10",Core Business Platform Accenture Limit order - Jnl to 220626,EC3M 3BD,,,,
HMRC,HMRC,18/07/2016,Sys Software Maint,Information Management Services,CAPGEMINI,5100027164,"-51,763.73",Capgemini May-16 invoice credit for S02 SAP,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100027164,-282.32,Capgemini June 16 Invoice charges for Work Place Services.S05.888,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Grant in Aid Funding,PT Customer Product & Process,TAXAID,5100029384,"107,500.00",Grant in Aid Funding,SE1 0LH,,,,
HMRC,HMRC,18/07/2016,Crown Sol's Off NI,Debt Management,CROWN SOLICITORS OFFICE,5100029394,"47,299.80",High Court costs,BT1 3JY,,,,
HMRC,HMRC,18/07/2016,Software coding,Information Management Services,CLOUDERA INC,5100029418,"26,827.50",Cloudera Professional Services for the Enterprise Data Hub ,94304,,,,
HMRC,HMRC,18/07/2016,Temp clerical/admin,Commercial Directorate,BUYINGTEAM LTD t/a Proxima,5100029452,"171,720.00",Expenditure relates to the provision of services by the Commercial Delivery Team - 'BuyingTeam Ltd trading as Proxima' during the month of May 2016.,EC2V 6DN,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,146.9,Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,200,Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,589.5,Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"1,076.10",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"1,856.80",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"2,458.30",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"3,684.40",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"4,890.90",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"5,590.30",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"6,448.40",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"8,842.40",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"9,210.90",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
HMRC,HMRC,18/07/2016,Software Coding,Change Portfolio,CAPGEMINI,5100029524,"9,861.80",Capgemini invoice charge for IT Software changes to support day to day HMRC business,TF3 3BD,,,,
