Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,55518.75 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,188467.65 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,36895.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,13160.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,58045.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,2940.44 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,4935.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,ICD's,Medicine,BOSTON SCIENTIFIC LTD,0000961191,8812.50 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,188467.65 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,58045.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,55518.75 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,36895.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,13160.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,2940.44 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,8812.50 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemakers,Medicine,BOSTON SCIENTIFIC LTD,0000961191,4935.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000961924,38108.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000962557,42161.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0000962683,-32684.09
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,SLA Central Mcr Virology,Diagnostics & Clinical Support,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0000962717,491603.58 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0000962733,250142.64 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,SLA Central Mcr Virology,Diagnostics & Clinical Support,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0000963053,70229.08 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,Leased Car Expenses,Corporate Services Other,NORTHUMBRIA H'CARE NHS FOUNDATION TRUST,0000963065,29506.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Consultancy Services,Corporate Services Other,ERNST & YOUNG LLP,0000963076,100000.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101223,M & S Equipment,Capital,G E MEDICAL SYSTEMS,0000963534,429756.25 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,M & S Equipment,Capital,OLYMPUS KEYMED,0000964399,431.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,M & S Equipment,Capital,OLYMPUS KEYMED,0000964399,50136.07 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,M & S Equipment,Capital,OLYMPUS KEYMED,0000964399,32745.49 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,M & S Equipment,Capital,OLYMPUS KEYMED,0000964399,281.50 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0000964753,53910.06 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0000964755,119411.05 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0000964757,75605.65 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0000964760,34036.86 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,Specialty Registrar(ST1 & ST2),Corporate Services Other,NORTH LANCASHIRE PCT,0000964787,281266.28 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000964926,38108.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101209,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000964958,42161.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0000965822,385363.27 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965831,8674.93 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965831,22148.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965832,32450.10 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965832,12709.62 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965833,55689.94 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965833,2494.51 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,TAILORED FIRE & SECURITY MANCHESTER LTD,0000965889,55887.04 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965959,30875.48 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000965959,17518.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,M & S Equipment,Capital,SONOSITE LTD,0000966106,51372.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,M & S Equipment,Capital,SONOSITE LTD,0000966111,30096.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,M & S Equipment,Capital,QUILL INTERNATIONAL INDUSTRIES,0000966275,26437.50 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101209,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000966346,38108.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000966409,54146.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0000967159,53638.53 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0000967159,8955.22 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000967345,38108.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Clean Ext Contracts Tender,Estates and Facilities,ISS MEDICLEAN LIMITED,0000967625,79813.95 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000967629,42161.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000967674,42161.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000968076,1912.89 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000968076,75436.51 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000968156,631.47 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000968156,37495.77 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101203,Bld Contract Pennine Acute,Capital,JOE BROWN BUILDING CONTS LTD,0000968196,30326.63 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0000968545,34840.60 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Computer Hardware & Software,Corporate Services Other,ISOFT,0000968759,52875.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101214,Clean Ext Contracts Tender,Estates and Facilities,ISS MEDICLEAN LIMITED,0000969267,192511.03 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Water & Sewerage,Estates and Facilities,UNITED UTILITIES WATER,0000969338,45973.56 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0000969416,278174.69 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101206,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0000969417,266929.76 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Rates,Estates and Facilities,ROCHDALE METROPOLITAN BOROUGH COUNCIL,0000969521,41636.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Rates,Estates and Facilities,OLDHAM M B,0000969526,82800.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Rates,Estates and Facilities,MANCHESTER CITY COUNCIL,0000969527,74106.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Rates,Estates and Facilities,BURY MBC,0000969529,69966.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Credit Union,Credit Union,METRO MONEYWISE,0000969534,37184.76 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101207,Reagent - Abbott,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0000969563,98273.83 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101209,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0000969955,245523.71 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Computer Hardware & Software,Corporate Services Other,ISOFT,0000970247,84893.75 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000970276,50093.78 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,M & S Equipment,Capital,PHILIPS HEALTHCARE,0000970382,58729.92 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101223,PACS Support & Maintenance,Corporate Services Other,CSC CHORLEY,0000970427,113937.23 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0000970933,261132.63 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0000971015,19167.64 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0000971015,94172.21 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,UNISON,UNISON,UNISON,0000971180,27709.96 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Hospital Saturday Fund,Hospital Saturday Fund,HEALTHSURE GROUP LTD,0000971233,25465.58 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Auditors Remuneration,Corporate Services Other,KPMG LLP,0000971271,41125.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Auditors Remuneration,Corporate Services Other,KPMG LLP,0000971272,40537.50 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,M & S Equipment,Capital,COOK(UK) LTD,0000971413,29375.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101213,Pressure Relieving Equipment,Corporate Services Other,TALLEY GROUP LIMITED,0000971632,34944.56 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Pacemaker Singular/Dual Chambr,Medicine,MEDTRONIC LTD,0000971678,31901.25 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Security Services,Estates and Facilities,SECURITAS SECURITY SERVICES,0000971961,57340.05 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Bld Contract Pennine Acute,Capital,TAILORED FIRE & SECURITY MANCHESTER LTD,0000972467,26448.18 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Oldham Pharmacy,Oldham Pharmacy,AAH CUSTOMER SERVICE,0000972668,207204.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Rochdale Pharmacy,Rochdale Pharmacy,AAH CUSTOMER SERVICE,0000972669,65883.19 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,Bury Pharmacy,Bury Pharmacy,AAH CUSTOMER SERVICE,0000972677,153642.71 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101216,North Manchester Pharmacy,North Manchester Pharmacy,AAH CUSTOMER SERVICE,0000972679,310344.13 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101223,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0000972834,42161.35 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973241,98473.09 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973241,4341.33 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973243,96168.21 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973243,8942.64 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973246,1497.30 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973246,28018.97 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973251,50026.68 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0000973251,2204.58 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101220,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0000974372,301565.82 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101223,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0000976043,290943.16 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101223,Consultancy Services,Corporate Services Other,ISOFT,0000976403,27695.00 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000976738,18411.42 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000976738,10446.20 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000976739,1619.26 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0000976739,36149.86 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Reagent - Abbott,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0000976921,10858.71 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Reagent - Abbott,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0000976921,56362.90 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Reagent - Abbott,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0000976921,10996.46 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977277,981.36 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977277,58252.94 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977342,2726.95 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977342,106617.49 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977345,-75436.51
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977345,-1912.89
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,MEDWAY HEATING (BOLTON) LTD,0000977350,28760.20 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,MEDWAY HEATING (BOLTON) LTD,0000977350,50689.84 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977353,2120.64 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0000977353,82946.74 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,BROWNS CONSTRUCTION GROUP LTD,0000977493,3771.82 
Department of Health,The Pennine Acute Hospitals NHS Trust,20101229,Bld Contract Pennine Acute,Capital,BROWNS CONSTRUCTION GROUP LTD,0000977493,84205.93 
,,,,,,,
