,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q50. Thinking about your personal communications in general, how often do you use the following to communicate with family and friends?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,More than 10 times a day,2-10 times a day,At least once a day,At least once a week,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,
Text messaging,11%,25%,21%,20%,76%,76%,73%,79%,78%,,,,,,,,
Emails,8%,22%,22%,20%,72%,72%,73%,74%,67%,,,,,,,,
Meeting face to face,6%,14%,21%,26%,67%,68%,61%,73%,71%,,,,,,,,
Voice calls,2%,12%,20%,28%,61%,61%,60%,66%,52%,,,,,,,,
Social media,5%,15%,17%,17%,54%,53%,60%,58%,52%,,,,,,,,
Instant messaging,7%,13%,13%,16%,49%,49%,50%,47%,57%,,,,,,,,
Comments on general websites/forums,1%,5%,7%,10%,23%,23%,26%,20%,15%,,,,,,,,
Picture messaging,1%,4%,5%,10%,21%,21%,20%,14%,21%,,,,,,,,
VOIP - video,1%,2%,4%,11%,17%,17%,16%,17%,20%,,,,,,,,
Tweeting,2%,4%,5%,7%,17%,17%,13%,23%,8%,,,,,,,,
VOIP - voice,0%,2%,3%,9%,15%,14%,17%,19%,20%,,,,,,,,
Post,0%,2%,2%,7%,12%,12%,10%,9%,12%,,,,,,,,
Personal blog/blog sites,0%,2%,2%,3%,8%,8%,8%,7%,1%,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Preferred methods of communicating with friends and family,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with family members and close friends.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Family members,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Face to face,69%,69%,69%,69%,76%,,,,,,,,,,,,
Voice calls,10%,10%,12%,7%,9%,,,,,,,,,,,,
Text messaging,6%,6%,7%,6%,2%,,,,,,,,,,,,
Emails,5%,5%,4%,7%,9%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Close friends,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Face to face,64%,64%,66%,58%,69%,,,,,,,,,,,,
Text messaging,11%,11%,10%,11%,11%,,,,,,,,,,,,
Emails,7%,7%,8%,9%,4%,,,,,,,,,,,,
Voice calls,6%,6%,10%,6%,11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Preferred method of communicating with groups of friends and family: once a week or more often, by nation",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with groups of family and friends.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Meet face to face,37%,38%,38%,35%,36%,,,,,,,,,,,,
Social media sites/apps e.g. Facebook ,17%,17%,23%,17%,21%,,,,,,,,,,,,
Emails,14%,14%,10%,11%,8%,,,,,,,,,,,,
Instant Messaging,8%,8%,10%,5%,5%,,,,,,,,,,,,
Text messaging,8%,8%,6%,18%,12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Preferred method of making birthday greetings and congratulations,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who send greetings for occasions and events such as birthdays, get well, congratulations, etc.Q52. And which of these methods do you prefer to communicate for …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
"Post (Letters, cards or packages)",38%,38%,35%,48%,36%,,,,,,,,,,,,
Meet face to face,20%,19%,24%,16%,25%,,,,,,,,,,,,
Through social media sites and apps such as Facebook or LinkedIn,15%,14%,17%,21%,10%,,,,,,,,,,,,
Text messaging,7%,8%,5%,5%,6%,,,,,,,,,,,,
Emails,7%,7%,6%,5%,3%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Preferred method of communicating with people less well known,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with friends not known so well and people never met in person.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Friend you don't know so well,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Emails,23%,23%,21%,22%,25%,,,,,,,,,,,,
Face to face,17%,17%,17%,11%,28%,,,,,,,,,,,,
Text messaging,17%,16%,24%,19%,29%,,,,,,,,,,,,
Social media sites/apps e.g. Facebook ,22%,22%,17%,32%,9%,,,,,,,,,,,,
Instant messaging,6%,6%,3%,3%,3%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
People never met in person,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Emails,41%,42%,34%,43%,32%,,,,,,,,,,,,
Social media ,14%,14%,15%,10%,22%,,,,,,,,,,,,
Face to face,7%,7%,9%,8%,11%,,,,,,,,,,,,
Voice calls,7%,8%,4%,2%,9%,,,,,,,,,,,,
Text messaging,6%,6%,7%,12%,4%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Use of different online activities to make new contacts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ and all website users aged 16+.Q70. And have you ever used the following types of site ?Q70a. And have you ever made new friendships of contacts online?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ever used the following types of websites,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Group messaging e.g. Whatsapp,36%,36%,31%,40%,40%,,,,,,,,,,,,
Discussion forums/bulletin boards,23%,23%,25%,25%,29%,,,,,,,,,,,,
Online dating sites,18%,18%,15%,19%,18%,,,,,,,,,,,,
Chat functions on gaming sites,11%,11%,14%,13%,13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Made new friendships or contacts online,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Group messaging e.g. Whatsapp,20%,20%,18%,31%,24%,,,,,,,,,,,,
Discussion forums/bulletin boards,31%,31%,28%,41%,23%,,,,,,,,,,,,
Online dating sites,56%,58%,40%,55%,45%,,,,,,,,,,,,
Chat functions on gaming sites,42%,43%,38%,30%,29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Websites and apps ever used, by nation: top ten responses",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+  (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q60. Which of the following websites have you ever used? (Top ten responses shown)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Facebook,77%,77%,80%,83%,65%,,,,,,,,,,,,
YouTube,71%,71%,70%,72%,65%,,,,,,,,,,,,
Twitter,40%,40%,32%,48%,33%,,,,,,,,,,,,
Whatsapp,37%,38%,29%,40%,40%,,,,,,,,,,,,
Google+,34%,33%,40%,38%,37%,,,,,,,,,,,,
LinkedIn,28%,28%,28%,24%,16%,,,,,,,,,,,,
Instagram,22%,23%,20%,23%,12%,,,,,,,,,,,,
Pinterest,19%,19%,15%,23%,26%,,,,,,,,,,,,
MySpace,16%,16%,13%,22%,11%,,,,,,,,,,,,
Snapchat,14%,15%,13%,16%,14%,,,,,,,,,,,,
Flickr,12%,13%,13%,11%,9%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Site or app most recently added,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Online website users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All website users aged 16+ (n=1179), England (n=1457), Scotland (n=161), Wales (n=90), Northern Ireland (n=71).Q61d. Which one is your most recent addition? Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
Whatsapp,14%,14%,15%,19%,8%,,,,,,,,,,,,
Twitter,10%,10%,10%,14%,11%,,,,,,,,,,,,
Pinterest,10%,9%,13%,7%,13%,,,,,,,,,,,,
Facebook,10%,9%,18%,8%,7%,,,,,,,,,,,,
Google+,7%,7%,10%,7%,6%,,,,,,,,,,,,
LinkedIn,7%,7%,5%,6%,6%,,,,,,,,,,,,
Instagram,6%,7%,3%,9%,1%,,,,,,,,,,,,
YouTube,5%,5%,5%,6%,9%,,,,,,,,,,,,
Snapchat,5%,5%,6%,2%,8%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Extent to which people are ‘hooked’ on social media, by nation",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+  (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q91. If you had to choose a number between 1 and 10, where 1 represented 'I'm not at all hooked on social media’ and 10 represented 'I'm completely hooked on social media’, which number would you choose for yourself?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Low (1-3),Moderate (4-6),High (7-10),,,,,,,,,,,,,,
UK,47%,31%,22%,,,,,,,,,,,,,,
England,48%,30%,22%,,,,,,,,,,,,,,
Scotland,40%,37%,23%,,,,,,,,,,,,,,
Wales,46%,32%,22%,,,,,,,,,,,,,,
N. Ireland,43%,34%,23%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Level of agreement with statements about social media,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults 16+ =2290 Q90 How much do you agree or disagree with the following statements regarding social media?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,Agree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,
I can’t understand why people share personal information with people they don’t know well or at all,72%,19%,9%,,,,,,,,,,,,,,
People waste too much time on social media and it gets in the way of spending real time with real people,70%,22%,8%,,,,,,,,,,,,,,
People aren’t their real selves on social media,59%,33%,8%,,,,,,,,,,,,,,
Social media creates pressure to be active/get comments/likes,50%,31%,19%,,,,,,,,,,,,,,
Social media creates pressure to stay in the loop/keep in touch,49%,33%,18%,,,,,,,,,,,,,,
I have put things on social media I wish I hadn’t,19%,21%,59%,,,,,,,,,,,,,,
I am happy to share information online that a wide audience can see,16%,27%,57%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Network expectations for voice calls in various locations,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Average minutes of viewing/day by TV region: Total TV, Individuals 4+",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Source: BARB. Note: New BARB panel introduced 1 January 2010. As a result pre- and post-panel change data must be treated with caution (see dotted line). Note: Year-on-year percentage changes are calculated on data to two decimal places.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Network,Scotland,Wales,Northern Ireland,Scotland year on year differences ,Wales year on year differences,NI year on year differences,,,,,,,,,,
2006,216,236,202,193,,,,,,,,,,,,,
2007,218,241,196,194,4,-7,1,,,,,,,,,,
2008,225,251,205,203,10,9,9,,,,,,,,,,
2009,225,253,217,208,2,12,5,,,,,,,,,,
2010,242,267,272,250,14,56,42,,,,,,,,,,
2011,242,267,265,252,0,-7,2,,,,,,,,,,
2012,241,258,270,244,-9,4,-8,,,,,,,,,,
2013,232,246,263,242,-12,-7,-2,,,,,,,,,,
2014,220,239,251,227,-7,-12,-15,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Network expectations for voice calls in various locations,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Source: BARB. Reach criteria = 15 consecutive minutes of viewing at least once in the average week. Full weeks used. Note: New BARB panel introduced 1 Jan 2010. As a result pre- and post-panel change data must be treated with caution (see dotted line).,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Areas >>,Network,Northern Ireland,Wales,Scotland,,,,,,,,,,,,,
2006,92.2,90.3,92.3,91.4,,,,,,,,,,,,,
2007,92.6,91.1,92.1,92.1,,,,,,,,,,,,,
2008,92.4,90.6,91.8,92.2,,,,,,,,,,,,,
2009,92.9,91.5,93,93,,,,,,,,,,,,,
2010,93.1,93.6,93.9,93.5,,,,,,,,,,,,,
2011,94.1,93.8,95.2,94.7,,,,,,,,,,,,,
2012,94,93.5,95.3,94,,,,,,,,,,,,,
2013,93.4,93.2,94.9,92.9,,,,,,,,,,,,,
2014,92.4,92.7,93.5,91.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage point change 2013-2014,-1,-0.4,-1.4,-1.1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Use of Catch-up, standalone video subscription and PVRs in Scotland ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, W1 2015Base: All adults aged 16+ (UK 2014 = 3740, Scotland 2014 = 501; UK 2015 = 3756, Scotland 2015 = 492)QH17 (QH46): Thinking about your personal use of TV programmes and films online and on demand services that you may use on any device (e.g. smartphone, TV set, tablet or laptop) anywhere, which of the following, if any, have you personally ever used? QR1A-B: Does your household have Sky+/ Virgin TiVo or V+? QR1C-E: Does your Freesat set top box/ Freeview box or Freeview TV set / broadband TV service allow you to record and store TV programmes, and also pause and rewind live TV programmes? QR1F-G: Do you have a YouView/ Now TV set top box?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Watching TV programmes/ films on catch up services,Watching TV/ films online via a standalone video subscription service,PVR household ownership,,,,,,,,,,,,,
Scot,2014,48%,9%,64%,,,,,,,,,,,,,
Scot,2015,49%,21%,58%,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Claimed changes in key audio-visual activities over the past year (%), by nation",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Average weekly reach by TV region: Total TV, Individuals 4+ (15 min+)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: GfK NOP omnibus, April 2015. Base: All adults (1878). Question wording: QA, For each of the following activities please say if you are doing this more, the same amount, or less, now compared to a year go? This reports the ‘net gain’ or ‘net loss’ for an activity. For example, if 20% of respondents said they did an activity more and 5% said they did an activity less, the net gain would be +15% doing the activity more.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Net change,,,,,,,,,,,,,,,
,,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,
,,1878,1568,163,99,110,,,,,,,,,,,
Screen,Watching via TV set,-7%,-7%,-6%,15%,-10%,,,,,,,,,,,
,Watching via other screens,13%,13%,16%,25%,23%,,,,,,,,,,,
Location of viewing,In home,0,-2%,6%,12%,2%,,,,,,,,,,,
,Out of home,-4%,-6%,0,7%,7%,,,,,,,,,,,
Traditional or non-traditional viewing,At time of broadcast,-19%,-17%,-34%,-19%,-25%,,,,,,,,,,,
,Personally recorded,13%,11%,24%,18%,32%,,,,,,,,,,,
,Catch-up/on-demand,26%,23%,36%,40%,39%,,,,,,,,,,,
,Subscription-demand e.g. Netflix,8%,7%,15%,13%,22%,,,,,,,,,,,
,Pay-per-view,-3%,-3%,-3%,-2%,4%,,,,,,,,,,,
Public Service Broadcasting ,"Watching BBC, ITV/STV/UTV, C4, Five programmes",-6%,-5%,-3%,-9%,-28%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Claimed changes in activities over the past year (%): Scotland ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: GfK NOP omnibus, April 2015. Base: All adults 16+ in Scotland  (163). Question wording: QA, For each of the following activities please say if you are doing this more, the same amount or less now compared to a year go?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Pay-per-view,Subscription-demand e.g. Netfix,Catch-up/on-demand,Personally recorded,At time of broadcast,,Out of home,In home,,Via other screens,Via TV set,,,,,,
Doing less,-9,-4,-4,-12,-41,,-11,-9,,-7,-19,,,,,,
Doing more,6,19,40,36,7,,11,15,,23,13,,,,,,
,,,,,,,,,,,,,,,,,
,Going out/socialising,Social media,Games on computers/phones etc,Cinema,DVDs,,International online,International satellite,,Films,Series or boxsets,Short clips,,BBC/ITV/C4/Five progs,,,
Doing less,-31,-8,-11,-44,-46,,-1,-3,,-9,-10,-3,,-20,,,
Doing more,11,22,13,10,4,,2,2,,24,27,21,,17,,,
,,,,,,,,,,,,,,,,,
NI 1.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Differences between 2013/2014 and 2014/2015 Glasgow sample,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Source: British Population Survey. Base: All adults 15+ (Glasgow 2014/2015 – 542  Glasgow 2013/2014 - 1405),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow Profile,2013/2014,2014/2015,Difference,,,,,,,,,,,,,,
Male,50%,50%,0%,,,,,,,,,,,,,,
Female,50%,50%,0%,,,,,,,,,,,,,,
15-24,13%,13%,0%,,,,,,,,,,,,,,
25-34,19%,15%,-4%,,,,,,,,,,,,,,
35-44,15%,15%,0%,,,,,,,,,,,,,,
45-54,18%,19%,1%,,,,,,,,,,,,,,
55-64,15%,16%,1%,,,,,,,,,,,,,,
65+,19%,22%,3%,,,,,,,,,,,,,,
AB,16%,11%,-5%,,,,,,,,,,,,,,
C1,23%,24%,1%,,,,,,,,,,,,,,
C2,17%,24%,7%,,,,,,,,,,,,,,
D,24%,31%,7%,,,,,,,,,,,,,,
E,21%,10%,-11%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Comparison of fixed broadband and mobile take-up in Glasgow,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyThe perctange in brackets gives the percentage of all Glasgow respondents in that category.Base: All adults 15+ (Glasgow 2015 – 543, Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: Is your access to the internet at home cable broadband, ADSL broadband, or broadband but you don’t know  type?Q: Do you have a web-enabled phone?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,15-24,25-34,35-44,45-64,65+,,,,,,,,,,,,
Mobile and Fixed,93,98,92,69,45,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fixed only,75,87,77,56,36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Web-enabled phone,75,88,81,58,26,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mobile device only,18,11,15,13,9,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Changes in fixed home internet,  by age group: 2012-2015",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Glasgow 2015 – 543, Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: Is your access to the internet at home cable broadband, ADSL broadband, broadband but you don’t know  type or non-broadband?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
  ,15-24,25-34,35-44,45-64,65+,,,,,,,,,,,,
Glasgow - 2015,75,89,77,57,36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2014,81,78,69,62,32,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2013,67,66,61,44,16,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Glasgow - 2012,70,68,58,35,12,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NI 1.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 1.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Changes in take-up, by socio-economic status: 2012-2015",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: British Population SurveyBase: All adults 15+ (Glasgow 2015 – 543, Glasgow 2014 - 1405, Glasgow - 2013 1398, Glasgow – 2011/2012 597 )Q: Is your access to the internet at home cable broadband, ADSL broadband, broadband but you don’t know  type, or non-broadband?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
