Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Craven house,Electricity,20-Jul-2017,200035941,NPower,"6,214.36"
Barrow Borough Council,Public conveniences,Metered water,26-Jul-2017,200035995,Water Plus Ltd,540.89
Barrow Borough Council,Forum shop,TIC - third party income,05-Jul-2017,200035687,Stagecoach,942.77
Barrow Borough Council,Planning Policy,Countryside management,12-Jul-2017,200035770,Tullie House Museum & Art Gallery Trust,"1,500.00"
Barrow Borough Council,The park leisure centre,Electricity,26-Jul-2017,200036023,NPower,"6,108.31"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Jul-2017,200035743,Sure Maintenance,"2,025.00"
Barrow Borough Council,Community services management,Professional fees,20-Jul-2017,200035901,The Sport Leisure & Culture Consultancy Ltd,"1,906.71"
Barrow Borough Council,Mobile caretakers - HRa,Planned Building repairs and maintenance,26-Jul-2017,200036051,Bill Caulfield Electrical,"1,204.13"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,26-Jul-2017,200036067,Keith Wilson Elec Con Ltd,"4,245.18"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,20-Jul-2017,200035950,Alpha Electrics & Building Serv Ltd,"8,000.00"
Barrow Borough Council,The park leisure centre,Professional fees,12-Jul-2017,200035826,Premier Commercial Cleaning Serv Ltd,"1,040.00"
Barrow Borough Council,Barrow park,Grounds maintenance - other works,26-Jul-2017,200036059,Continental Landscapes Ltd,"1,195.75"
Barrow Borough Council,Food safety,Professional fees,20-Jul-2017,200035926,Buckingham Futures Ltd,"1,326.10"
Barrow Borough Council,Finance Department,Professional fees,05-Jul-2017,200035734,Version 1,"3,990.00"
Barrow Borough Council,Homelessness,Professional fees,20-Jul-2017,200035912,The Riverside Group Ltd,641.76
Barrow Borough Council,The park leisure centre,Electricity,26-Jul-2017,200036023,NPower,"6,153.63"
Barrow Borough Council,Major works maintenance - HRA,Decoration vouchers,05-Jul-2017,200035691,Wilko Retail Ltd,975.00
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,26-Jul-2017,200036065,Integral UK Ltd,907.51
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,26-Jul-2017,200036059,Continental Landscapes Ltd,"4,226.03"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,26-Jul-2017,200036007,Top Notch Contractors Ltd,"1,586.53"
Barrow Borough Council,Forum catering,Catering contract - Forum,12-Jul-2017,200035802,Elior UK Ltd,970.33
Barrow Borough Council,Dock museum,Electricity,26-Jul-2017,200036023,NPower,"1,351.50"
Barrow Borough Council,Major works maintenance - HRA,Decoration vouchers,20-Jul-2017,200035976,Wilko Retail Ltd,"1,875.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,26-Jul-2017,200036009,Diseno Associates Ltd,836.41
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,26-Jul-2017,200036017,Farrer Huxley Associates,"3,846.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Jul-2017,200035744,Rexel UK Ltd,507.43
Barrow Borough Council,Crematorium,Software maintenance,26-Jul-2017,200036037,Gower Consultants Ltd,818.23
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,26-Jul-2017,200036065,Integral UK Ltd,565.17
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,20-Jul-2017,200035879,Tythe Barn Nurseries Ltd,"27,545.00"
Barrow Borough Council,Dock museum,Equipment purchase,20-Jul-2017,200035961,Cater-Kwik Ltd,"2,199.99"
Barrow Borough Council,Barrow park,Planned Building repairs and maintenance,20-Jul-2017,200035880,Bill Caulfield Electrical,"1,000.00"
Barrow Borough Council,Corporate management,External Audit fees,05-Jul-2017,200035717,Grant Thornton UK LLP,"2,808.00"
Barrow Borough Council,Kennels,Buildings repairs and maintenance,20-Jul-2017,200035887,Gilmour Fabrications,"1,709.00"
Barrow Borough Council,Licensing,Solicitors fees,05-Jul-2017,200035685,Brown Barron Solicitors,"2,718.75"
Barrow Borough Council,The park leisure centre,Chemicals,12-Jul-2017,200035860,Correct Flow Engineering Ltd,834.00
Barrow Borough Council,Emlyn Hughes house,Window cleaning,26-Jul-2017,200036012,Nic Bannister Escape,800.00
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,12-Jul-2017,200035792,Diseno Associates Ltd,872.58
Barrow Borough Council,Coastal Communities Fund,Property rents,12-Jul-2017,200035774,Trinity Enterprise Centre Ltd,"1,337.50"
Barrow Borough Council,Dock museum,HLF Project - Barnes Wallis Exhibition 2017,12-Jul-2017,200035776,Jamie Barnes,500.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,26-Jul-2017,200036068,Plumbing Trade Supplies,"3,494.26"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,26-Jul-2017,200036065,Integral UK Ltd,800.00
Barrow Borough Council,Waste collection,Abandoned cars,26-Jul-2017,200036034,Envirocasting,698.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,20-Jul-2017,200035913,Rexel UK Ltd,"1,489.32"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,05-Jul-2017,200035758,Integral UK Ltd,800.00
Barrow Borough Council,Salthouse Road Depot,Electricity,20-Jul-2017,200035941,NPower,"1,142.03"
Barrow Borough Council,Barrow town hall,Electricity,26-Jul-2017,200036023,NPower,"2,215.91"
Barrow Borough Council,Cylical maintenance - HRA,Gas works,20-Jul-2017,200035915,Sure Maintenance,"5,597.87"
Barrow Borough Council,Finance Department,Professional fees,12-Jul-2017,200035827,Capita Business Services Limited,"1,045.00"
Barrow Borough Council,Barrow town hall,Gas,12-Jul-2017,200035821,British Gas Business,"1,870.76"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jul-2017,200035711,Lee Bowron Glazing Ltd,"3,240.00"
Barrow Borough Council,E - Ranulph Fiennes 10.07.17,Professional fees,20-Jul-2017,200035892,Speakers from the Edge Ltd,"6,292.61"
Barrow Borough Council,The park leisure centre,Gas,12-Jul-2017,200035785,Corona Energy,"2,369.05"
Barrow Borough Council,HRA administration,Staff advertising,20-Jul-2017,200035923,Newsquest Media Group,672.39
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jul-2017,200035813,Alpha Electrics & Building Serv Ltd,"1,018.50"
Barrow Borough Council,Crematorium,Maintenance contracts - venue,12-Jul-2017,200035828,The Phoenix Partnership,"2,178.00"
Barrow Borough Council,Cemeteries,Grounds maintenance - other works,05-Jul-2017,200035673,Continental Landscapes Ltd,"1,627.70"
Barrow Borough Council,Dock museum,Electricity,26-Jul-2017,200036023,NPower,"1,677.54"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,26-Jul-2017,200036026,Premier Tiles (Barrow-in-Furness) Ltd,"3,850.92"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,12-Jul-2017,200035814,Baker Mallett,535.50
Barrow Borough Council,Emlyn Hughes house,Electricity,12-Jul-2017,200035807,NPower,536.10
Barrow Borough Council,Office support - admin,Photocopying charges,05-Jul-2017,200035715,Ricoh UK Ltd,"2,410.27"
Barrow Borough Council,HRA administration,Professional fees,26-Jul-2017,200036001,DtL Creative Ltd,"2,400.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Jul-2017,200035680,Plumbing Trade Supplies,"2,278.29"
Barrow Borough Council,Information technology,Data Line Rental,26-Jul-2017,200036048,Vodafone Ltd,"2,907.37"
Barrow Borough Council,Barrow town hall,Building cleaning,20-Jul-2017,200035929,Associated Cleaning Contractors,"4,329.44"
Barrow Borough Council,Waste collection,Abandoned cars,20-Jul-2017,200035955,Envirocasting,586.00
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jul-2017,200035731,Dolphin Stairlifts Cumbria,"2,170.00"
Barrow Borough Council,Street cleansing,Street cleansing,05-Jul-2017,200035753,FCC Enviroment Services (UK) Ltd,"46,688.33"
Barrow Borough Council,D - Rhythm of the Dance 07.07.17,Professional fees,12-Jul-2017,200035760,New Birth Theatre Productions Ltd,"7,664.12"
Barrow Borough Council,Cost of collection,Business rates collection,12-Jul-2017,200035772,Liberata Uk Ltd,"21,817.75"
Barrow Borough Council,Corporate support,Subscriptions,20-Jul-2017,200035907,Due North Ltd,"2,140.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Jul-2017,200035741,Hughes Brothers,"24,512.00"
Barrow Borough Council,Dock museum,Electricity,26-Jul-2017,200036023,NPower,"1,620.68"
Barrow Borough Council,Craven house,Electricity,20-Jul-2017,200035941,NPower,"6,486.05"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,12-Jul-2017,200035772,Liberata Uk Ltd,"52,551.38"
Barrow Borough Council,Democratic representation and management,Subscriptions,12-Jul-2017,200035783,Suffolk County Council,665.00
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,26-Jul-2017,200036019,DLP Services (Northern) Ltd,"28,124.01"
Barrow Borough Council,Parliamentary elections,Postage,20-Jul-2017,200035864,Royal Mail,"2,744.63"
Barrow Borough Council,Local land charges,Search fees/stamp duties,12-Jul-2017,200035861,Cumbria County Council,"2,303.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Jul-2017,200035791,Dolphin Stairlifts Cumbria,691.00
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,05-Jul-2017,200035723,Farrer Huxley Associates,"1,100.00"
Barrow Borough Council,Licensing,Solicitors fees,05-Jul-2017,200035685,Brown Barron Solicitors,872.42
Barrow Borough Council,Current assets - stocks,Postage stock,05-Jul-2017,200035738,Pitney Bowes Ltd,"4,040.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Jul-2017,200035682,Keith Wilson Elec Con Ltd,"2,694.37"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jul-2017,200035780,Hughes Brothers,"39,686.00"
Barrow Borough Council,Information technology,Data Line Rental,20-Jul-2017,200035904,Liberata Uk Ltd,784.46
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,26-Jul-2017,200036067,Keith Wilson Elec Con Ltd,"2,102.17"
Barrow Borough Council,Forum 28,Equipment rental,12-Jul-2017,200035812,Initial Washroom Solutions,680.64
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,05-Jul-2017,200035758,Integral UK Ltd,980.00
Barrow Borough Council,Universal Credit,Professional fees,05-Jul-2017,200035718,Barrow Citizens Advice Bureau,696.50
Barrow Borough Council,Licensing,Solicitors fees,26-Jul-2017,200036050,Brown Barron Solicitors,"1,218.00"
Barrow Borough Council,Current assets - stocks,Postage stock,26-Jul-2017,200036004,Pitney Bowes Ltd,"4,040.00"
Barrow Borough Council,Barrow park,Grounds maintenance - schedule of works,26-Jul-2017,200036059,Continental Landscapes Ltd,"21,674.79"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,12-Jul-2017,200035801,DLP Services (Northern) Ltd,"3,038.77"
Barrow Borough Council,Barrow town hall,Gas,26-Jul-2017,200036003,Corona Energy,607.11
Barrow Borough Council,Forum 28,Maintenance contracts - venue,12-Jul-2017,200035789,Indepth Hygiene Services Ltd,"1,890.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,20-Jul-2017,200035915,Sure Maintenance,"3,088.95"
Barrow Borough Council,Forum 28,Equipment purchase,20-Jul-2017,200035891,Lavastar,"2,380.00"
Barrow Borough Council,Playground,Grounds maintenance - other works,20-Jul-2017,200035922,EXECAST,"1,137.36"
Barrow Borough Council,Salthouse Road Depot,Electricity,20-Jul-2017,200035941,NPower,762.03
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,05-Jul-2017,200035741,Hughes Brothers,"27,881.53"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Jul-2017,200035741,Hughes Brothers,"53,922.56"
Barrow Borough Council,The markets,Electricity,26-Jul-2017,200036023,NPower,750.56
Barrow Borough Council,Forum 28,Metered water,05-Jul-2017,200035748,Water Plus Ltd,"5,100.68"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jul-2017,200035731,Dolphin Stairlifts Cumbria,"2,170.00"
Barrow Borough Council,Human Resources,Conferences and seminars,26-Jul-2017,200035985,The Learn Centre Ltd,943.15
Barrow Borough Council,Crematorium,Gas,12-Jul-2017,200035785,Corona Energy,"2,690.80"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,20-Jul-2017,200035913,Rexel UK Ltd,946.40
Barrow Borough Council,Human Resources,Subscriptions,20-Jul-2017,200035872,Cumbria County Council,"1,075.20"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jul-2017,200035731,Dolphin Stairlifts Cumbria,"1,465.00"
Barrow Borough Council,Allotments,Grounds maintenance - other works,26-Jul-2017,200036049,Greaves Tree Services Ltd,600.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,26-Jul-2017,200036019,DLP Services (Northern) Ltd,"24,648.11"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jul-2017,200035815,Garstang Timber & Building Supplies,576.58
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Jul-2017,200035883,Plumbing Trade Supplies,"2,909.22"
Barrow Borough Council,Cemeteries,Grounds maintenance - schedule of works,05-Jul-2017,200035673,Continental Landscapes Ltd,"10,944.34"
Barrow Borough Council,Craven house,Electricity,12-Jul-2017,200035807,NPower,"7,449.35"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,12-Jul-2017,200035801,DLP Services (Northern) Ltd,"28,065.68"
Barrow Borough Council,Dock museum,Gas,12-Jul-2017,200035785,Corona Energy,"1,159.35"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,26-Jul-2017,200036059,Continental Landscapes Ltd,"3,715.85"
Barrow Borough Council,Craven house,Electricity,12-Jul-2017,200035807,NPower,"-8,493.38"
Barrow Borough Council,A - Abbey musical society,Hire of halls,12-Jul-2017,200035810,Abbey Musical Society,"-1,393.61"
Barrow Borough Council,The markets,Electricity,26-Jul-2017,200036023,NPower,827.73
Barrow Borough Council,Capitalised Planned Maintenance,Heating,26-Jul-2017,200036068,Plumbing Trade Supplies,"2,120.32"
Barrow Borough Council,A - Abbey musical society,Recoverable charges,12-Jul-2017,200035810,Abbey Musical Society,-852.60
Barrow Borough Council,Dock museum,Museum conservation,12-Jul-2017,200035835,Lancashire County Council,"2,500.00"
Barrow Borough Council,Licensing,Solicitors fees,05-Jul-2017,200035685,Brown Barron Solicitors,514.75
Barrow Borough Council,Dock museum,Museum conservation,26-Jul-2017,200036016,York Archaeological Trust,770.00
Barrow Borough Council,Forum 28,Electricity,26-Jul-2017,200036023,NPower,"5,029.18"
Barrow Borough Council,HRA Estates,Grounds maintenance - other works,20-Jul-2017,200035980,Greaves Tree Services Ltd,800.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Jul-2017,200035682,Keith Wilson Elec Con Ltd,"10,999.04"
Barrow Borough Council,Forum catering,Catering contract - Forum,12-Jul-2017,200035802,Elior UK Ltd,691.62
Barrow Borough Council,Community services management,Professional fees,12-Jul-2017,200035768,Lambert Smith Hampton,"7,860.00"
Barrow Borough Council,Forum 28,Professional fees,12-Jul-2017,200035811,Spektrix Ltd,"1,318.26"
Barrow Borough Council,Barrow town hall,Gas,26-Jul-2017,200036003,Corona Energy,959.21
Barrow Borough Council,Playground,Grounds maintenance - schedule of works,26-Jul-2017,200036059,Continental Landscapes Ltd,752.19
Barrow Borough Council,Community involvement - HRA,Newsletters,20-Jul-2017,200035869,HSP Milners,"1,253.00"
Barrow Borough Council,Recycling,Recycling collection and processing,05-Jul-2017,200035753,FCC Enviroment Services (UK) Ltd,"37,352.57"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jul-2017,200035681,South Lakes Construction Ltd,"3,080.00"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,05-Jul-2017,200035758,Integral UK Ltd,565.17
Barrow Borough Council,Information technology,Software maintenance,12-Jul-2017,200035839,Phoenix Software Ltd,"1,444.58"
Barrow Borough Council,Kennels,Electricity,12-Jul-2017,200035807,NPower,515.98
Barrow Borough Council,Customer services,Customer services contract,12-Jul-2017,200035772,Liberata Uk Ltd,"9,387.29"
Barrow Borough Council,Parliamentary elections,Postage,20-Jul-2017,200035864,Royal Mail,753.62
Barrow Borough Council,Forum 28,Gas,12-Jul-2017,200035785,Corona Energy,"1,493.58"
Barrow Borough Council,Barrow town hall,Electricity,26-Jul-2017,200036023,NPower,"2,214.44"
Barrow Borough Council,Emlyn Hughes house,Electricity,26-Jul-2017,200036023,NPower,807.54
Barrow Borough Council,Suspense accounts,Income suspense account,12-Jul-2017,200035765,Burgess Roughton Ltd,"4,015.19"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,26-Jul-2017,200036059,Continental Landscapes Ltd,"27,142.68"
Barrow Borough Council,Forum 28,Maintenance contracts - venue,26-Jul-2017,200035983,Zoeftig-SIS Ltd,800.00
Barrow Borough Council,Barrow town hall,Planned Building repairs and maintenance,05-Jul-2017,200035683,Bill Caulfield Electrical,782.88
Barrow Borough Council,HRA administration,Staff advertising,05-Jul-2017,200035694,Cumbrian Newspapers Ltd,501.12
Barrow Borough Council,Regeneration,GIS Resources,12-Jul-2017,200035806,SoftCat Ltd,818.02
Barrow Borough Council,Crematorium,Equipment maintenance,12-Jul-2017,200035796,IFZW Maintenance UK,502.75
Barrow Borough Council,Occupational health,Professional fees,20-Jul-2017,200035935,Your Best Option,"1,021.35"
Barrow Borough Council,Barrow BID,Other bodies expenditure,05-Jul-2017,200035747,Barrow BID Company Ltd,"6,644.50"
Barrow Borough Council,Local land charges,Search fees/stamp duties,12-Jul-2017,200035861,Cumbria County Council,"2,052.00"
Barrow Borough Council,Barrow park,Grounds maintenance - other works,26-Jul-2017,200036073,Peter H Smith Limited,544.70
Barrow Borough Council,Barrow town hall,Window cleaning,26-Jul-2017,200036012,Nic Bannister Escape,950.00
