Department,Entity,Pay Date,Product Family,Expense Area,Supplier Name,Transaction Number, Net Amount 
BEIS,UKAEA,06/02/2018,ICT,Support Services,Advatek UK Ltd,5028473," £1,206.36 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Batt Cables Plc,5028474, £98.00 
BEIS,UKAEA,06/02/2018,Personnel Related,Support Services,Equality Challenge Unit,5028475, £661.60 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Cadline Ltd,5028476, £136.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028479, £104.21 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Acrona Engineering Ltd,5028480, £798.47 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,MDC Vacuum Ltd,5028481, £926.00 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,MDC Vacuum Ltd,5028481, £25.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Oxford Bolts & Bearings,5028482, £248.46 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028483, £54.40 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028484, £457.05 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Oxford Bolts & Bearings,5028485, £225.66 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Ind-Tech Ltd,5028486, £199.80 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Ind-Tech Ltd,5028486, £12.95 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Screwfix Direct Ltd,5028487, £191.58 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Mouser Electronics,5028488, £61.08 
BEIS,UKAEA,07/02/2018,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5028490," £1,433.88 "
BEIS,UKAEA,06/02/2018,Research,Fusion,Heriot-Watt University,5028492," £8,334.00 "
BEIS,UKAEA,06/02/2018,Learning and Development,Support Services,Gas Safe Consultants Ltd.,5028493," £2,820.00 "
BEIS,UKAEA,06/02/2018,Facilities,Fusion,Lyreco UK Limited,5028494, £4.08 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,Lyreco UK Limited,5028495, £58.30 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Lyreco UK Limited,5028495, £17.71 
BEIS,UKAEA,06/02/2018,ICT,Fusion,RS Components Ltd,5028496, £31.63 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028496, £68.29 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Kaiser & Kraft Ltd,5028497, £482.40 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028498, £12.56 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Thorlabs Ltd,5028499," £1,400.72 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028500, £101.12 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,R&M Electrical Group Ltd,5028502, £616.60 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,R&M Electrical Group Ltd,5028502, £10.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Forgeweld Ltd,5028503, £48.00 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Forgeweld Ltd,5028503, £8.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Phoenix Materials Testing Ltd,5028504," £1,420.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Oxford Bolts & Bearings,5028505, £34.78 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028506," £1,442.73 "
BEIS,UKAEA,06/02/2018,ICT,Fusion,RS Components Ltd,5028506, £92.46 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,Lyreco UK Limited,5028507, £70.40 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,Lyreco UK Limited,5028508, £41.28 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,Lyreco UK Limited,5028509, £115.52 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Lyreco UK Limited,5028509, £28.75 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Lyreco UK Limited,5028509, £11.96 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028510, £59.25 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028510, £9.22 
BEIS,UKAEA,07/02/2018,Engineering Goods,Fusion,BOC Ltd,5028511," £6,841.77 "
BEIS,UKAEA,07/02/2018,Engineering Goods,Fusion,BOC Ltd,5028512," £1,534.44 "
BEIS,UKAEA,06/02/2018,Research,Fusion,Oxford University - GBP,5028513," £7,568.81 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Edmundson Electricals Ltd,5028514, £287.66 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Flexible Reinforcement Limited,5028515," £2,470.00 "
BEIS,UKAEA,06/02/2018,Professional Services,Support Services,Keoghs,5028516, £283.50 
BEIS,UKAEA,06/02/2018,Research,Fusion,Heriot-Watt University,5028517,"-£6,250.37 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028518, £30.40 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028519, £62.71 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028519, £24.80 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,Lyreco UK Limited,5028520, £102.97 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028527, £98.19 
BEIS,UKAEA,06/02/2018,ICT,Fusion,Farnell Electronic Components Ltd,5028528, £16.36 
BEIS,UKAEA,06/02/2018,Travel,Support Services,Leasedrive Rental Management Ltd,5028530, £70.47 
BEIS,UKAEA,06/02/2018,Energy and Fuels,Fusion,EOn UK Plc,5028531," £7,099.34 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,A W Clarke,5028532, £251.25 
BEIS,UKAEA,06/02/2018,ICT,Fusion,Millgate Computer Systems Ltd,5028533, £826.64 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Screwfix Direct Ltd,5028534,-£4.99 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028535, £59.52 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028536, £62.47 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028537, £17.91 
BEIS,UKAEA,06/02/2018,Travel,Other,Leasedrive Rental Management Ltd,5028538, £149.38 
BEIS,UKAEA,06/02/2018,Professional Services,Support Services,Burges Salmon,5028539," £3,318.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028540, £100.19 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028541, £45.23 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028542, £376.17 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Feedwater Ltd,5028543, £572.83 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028544, £19.80 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Screwfix Direct Ltd,5028545, £38.62 
BEIS,UKAEA,07/02/2018,Facilities,Fusion,Gunnebo UK Ltd,5028546," £1,503.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028547, £62.51 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,The Valve & Actuator Company Ltd,5028548, £986.00 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,The Valve & Actuator Company Ltd,5028548, £25.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Sundry Supplier,5028549," £3,879.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028550, £62.19 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Feedwater Ltd,5028551, £719.80 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Kurt J Lesker,5028552, £63.00 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,BSI Standards Ltd,5028553, £159.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028554, £203.30 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028555, £693.50 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Ind-Tech Ltd,5028557, £554.33 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Protective Packaging Ltd,5028558, £395.04 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Protective Packaging Ltd,5028558, £395.04 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Protective Packaging Ltd,5028558, £30.77 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028559, £54.59 
BEIS,UKAEA,06/02/2018,Facilities,Fusion,RS Components Ltd,5028559, £29.61 
BEIS,UKAEA,07/02/2018,Engineering Goods,Fusion,BOC Ltd,5028560, £6.65 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Hutton Engineering (Precision) Ltd,5028561," £1,244.40 "
BEIS,UKAEA,07/02/2018,Engineering Goods,Fusion,BOC Ltd,5028562,-£146.50 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,A W Clarke,5028563, £86.95 
BEIS,UKAEA,07/02/2018,Facilities,Fusion,Lorne Stewart Plc,5028564, £360.68 
BEIS,UKAEA,07/02/2018,Facilities,Fusion,Lorne Stewart Plc,5028565," £8,819.37 "
BEIS,UKAEA,06/02/2018,Professional Services,Fusion,Oxford University - GBP,5028566," £22,429.74 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028567," £1,689.45 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028568," £4,437.94 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028569," £2,030.04 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028570," £9,509.79 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028571," £3,621.94 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028572," £4,943.16 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028573," £7,162.30 "
BEIS,UKAEA,07/02/2018,Facilities,Fusion,Lorne Stewart Plc,5028574, £742.64 
BEIS,UKAEA,07/02/2018,Facilities,Other,Lorne Stewart Plc,5028575, £126.63 
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028576," £1,896.24 "
BEIS,UKAEA,07/02/2018,Facilities,Property,Lorne Stewart Plc,5028577," £7,887.76 "
BEIS,UKAEA,06/02/2018,Learning and Development,Support Services,Capita Business Services Ltd,5028578, £785.37 
BEIS,UKAEA,06/02/2018,Professional Services,Property,Gerald Honey Partnership,5028579," £1,968.75 "
BEIS,UKAEA,06/02/2018,Professional Services,Property,Water Hygiene Centre,5028580," £1,169.70 "
BEIS,UKAEA,06/02/2018,Professional Services,Fusion,Water Hygiene Centre,5028580," £1,169.70 "
BEIS,UKAEA,06/02/2018,Facilities,Fusion,Amluc Ltd T/A Pirtek Oxford,5028581," £1,060.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Key Industrial Equipment Ltd,5028582, £253.00 
BEIS,UKAEA,07/02/2018,Facilities,Fusion,Lorne Stewart Plc,5028583," £12,323.06 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Scientific Manufacturing Solution Ltd,5028584," £1,567.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Scientific Manufacturing Solution Ltd,5028584," £1,234.00 "
BEIS,UKAEA,06/02/2018,Facilities,Fusion,RS Components Ltd,5028585, £26.56 
BEIS,UKAEA,09/02/2018,Engineering Goods,Fusion,Misumi Europa GmbH,5028588, £14.80 
BEIS,UKAEA,06/02/2018,Learning and Development,Support Services,Newbury College,5028589," £2,565.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Forgeweld Ltd,5028590, £896.52 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,FISHERSCIENTIFIC,5028591, £123.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028592, £128.83 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028593, £31.71 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5028596, £75.28 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028597, £25.24 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028597, £16.84 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028599, £9.60 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Cromwell Ltd,5028600, £63.15 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028601, £24.07 
BEIS,UKAEA,06/02/2018,Office Solutions,Other,MPS Services Ltd,5028602, £194.00 
BEIS,UKAEA,06/02/2018,Professional Services,Fusion,Moog Controls Ltd,5028603," £5,140.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028604, £117.50 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028605, £19.55 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028606, £94.28 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028607, £16.15 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,FISHERSCIENTIFIC,5028608, £71.62 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Arco Ltd,5028609, £85.47 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028610, £7.22 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028611, £39.92 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028611, £47.81 
BEIS,UKAEA,06/02/2018,Facilities,Fusion,Leybold UK Ltd,5028612," £6,793.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Feedwater Ltd,5028613, £572.83 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Feedwater Ltd,5028614, £572.83 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Leybold UK Ltd,5028615, £647.83 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Other,Leybold UK Ltd,5028615, £20.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,PHS Group Plc,5028616, £49.75 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Carillon Industrial Services Ltd,5028617, £57.99 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Carillon Industrial Services Ltd,5028618, £28.64 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Carillon Industrial Services Ltd,5028619, £351.26 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Stauff UK,5028620, £13.25 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Stauff UK,5028620, £45.18 
BEIS,UKAEA,06/02/2018,ICT,Fusion,Millgate Computer Systems Ltd,5028621, £675.00 
BEIS,UKAEA,06/02/2018,ICT,Support Services,Millgate Computer Systems Ltd,5028621, £675.00 
BEIS,UKAEA,06/02/2018,ICT,Other,Millgate Computer Systems Ltd,5028621, £675.00 
BEIS,UKAEA,06/02/2018,ICT,Other,Millgate Computer Systems Ltd,5028621," £2,025.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Farnell Electronic Components Ltd,5028622, £20.09 
BEIS,UKAEA,06/02/2018,Facilities,Other,Farnell Electronic Components Ltd,5028622, £36.33 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Millgate Computer Systems Ltd,5028623, £132.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Shropshire Stainless & Aluminium Ltd,5028624," £9,400.40 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028627, £40.93 
BEIS,UKAEA,06/02/2018,Professional Services,Property,Carter Jonas LLP,5028628, £900.00 
BEIS,UKAEA,06/02/2018,Learning and Development,Support Services,Buckinghamshire New University,5028629," £9,000.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Wolseley UK Limited,5028630, £224.84 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028631, £370.57 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028631, £134.80 
BEIS,UKAEA,06/02/2018,Learning and Development,Support Services,Buckinghamshire New University,5028632," £9,000.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,CPC Plc,5028634, £30.05 
BEIS,UKAEA,06/02/2018,Communications,Fusion,Onefix Recruitment Ltd,5028635, £215.00 
BEIS,UKAEA,06/02/2018,Professional Services,Support Services,Government Actuary'S Department,5028636," £12,804.65 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Edmundson Electricals Ltd,5028638, £211.04 
BEIS,UKAEA,06/02/2018,Engineering Goods,Support Services,Arco Ltd,5028639, £34.11 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Edmundson Electricals Ltd,5028640, £105.52 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Edmundson Electricals Ltd,5028641, £18.00 
BEIS,UKAEA,06/02/2018,Operational Goods,Fusion,Arco Ltd,5028642, £712.30 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,LR Engineering,5028643, £914.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Arco Ltd,5028644, £442.85 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Arco Ltd,5028645, £19.98 
BEIS,UKAEA,06/02/2018,Operational Goods,Fusion,Arco Ltd,5028646, £45.59 
BEIS,UKAEA,06/02/2018,Operational Goods,Fusion,Arco Ltd,5028647, £47.99 
BEIS,UKAEA,07/02/2018,Engineering Goods,Property,BOC Ltd,5028648, £36.88 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,TVH,5028649, £191.50 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Edmundson Electricals Ltd,5028650, £192.55 
BEIS,UKAEA,09/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - EUR,5028651," £2,111.11 "
BEIS,UKAEA,09/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - EUR,5028652," £1,444.44 "
BEIS,UKAEA,09/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - EUR,5028653," £1,222.23 "
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - GBP,5028654," £2,280.00 "
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - GBP,5028655," £1,080.00 "
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - GBP,5028656," £1,080.00 "
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - GBP,5028657, £840.00 
BEIS,UKAEA,06/02/2018,Office Solutions,Fusion,IOP Publishing Ltd - GBP,5028658, £600.00 
BEIS,UKAEA,09/02/2018,Engineering Goods,Fusion,BOA Flexible Solutions S.A.S,5028659," £10,416.94 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Swagelok London,5028660, £226.39 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Swagelok London,5028660, £32.50 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Complete PCB Services Ltd,5028661," £1,109.42 "
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Complete PCB Services Ltd,5028661, £20.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,A W Clarke,5028662, £65.00 
BEIS,UKAEA,06/02/2018,ICT,Other,Sundry Supplier,5028663," £8,703.00 "
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Nor-Cal UK Ltd,5028664, £289.20 
BEIS,UKAEA,06/02/2018,Logistics and Shipping,Fusion,Nor-Cal UK Ltd,5028664, £13.50 
BEIS,UKAEA,07/02/2018,Engineering Goods,Fusion,BOC Ltd,5028665, £334.97 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Scientific Manufacturing Solution Ltd,5028666, £570.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Other,Scientific Manufacturing Solution Ltd,5028666, £108.00 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028667, £17.95 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028668, £125.78 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028668, £13.70 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028669, £159.05 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,RS Components Ltd,5028669, £9.21 
BEIS,UKAEA,06/02/2018,Engineering Goods,Fusion,Portakabin (Site Accommodation) Limited,5028670, £402.00 
