Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Barrow town hall,Planned Building repairs and maintenance,06-Jan-2016,200028269,Vinci Construction UK Ltd,907.03
Barrow Borough Council,Major works maintenance - HRA,Adaptations,20-Jan-2016,200028372,AB Mitchell Developments,"2,772.00"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,27-Jan-2016,200028547,AB Mitchell Developments,"1,420.00"
Barrow Borough Council,Voids maintenance - HRA,Routine Maintenance,20-Jan-2016,200028430,FCC Recycling (UK) Ltd,728.00
Barrow Borough Council,Dock museum,Professional fees,27-Jan-2016,200028531,Emma Chaplin Heritage & Museum Servs Ltd,"1,750.00"
Barrow Borough Council,Universal Credit,Professional fees,27-Jan-2016,200028559,Liberata Uk Ltd,"1,044.20"
Barrow Borough Council,Estates management,Planned Building repairs and maintenance,27-Jan-2016,200028512,Andrew Thompson,"10,800.00"
Barrow Borough Council,Barrow park,Buildings repairs and maintenance,06-Jan-2016,200028310,Bill Caulfield Electrical,672.73
Barrow Borough Council,Capitalised Planned Maintenance,Heating,06-Jan-2016,200028307,Plumbing Trade Supplies,"1,194.88"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,27-Jan-2016,200028523,Diseno Associates Ltd,"1,168.24"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028233,SIG Trading Ltd,"11,318.94"
Barrow Borough Council,Suspense accounts,Receivables refunds,20-Jan-2016,200028454,Dannic Ltd,718.70
Barrow Borough Council,Pantomime - Jack and The Beanstalk - 14.12.15 - 30.12.15,Professional fees,13-Jan-2016,200028349,Linney PA Systems,"6,381.05"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,13-Jan-2016,200028342,Greaves Tree Services Ltd,600.00
Barrow Borough Council,HRA Estates,Cleaning - other,27-Jan-2016,200028577,Wilko Retail Ltd,532.89
Barrow Borough Council,Corporate management,External Audit fees,06-Jan-2016,200028271,Grant Thornton UK LLP,"18,310.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Adaptations,06-Jan-2016,200028222,Northgate Public Services (UK) Ltd,"1,250.00"
Barrow Borough Council,The park leisure centre,Equipment purchase,27-Jan-2016,200028541,Sportsafe UK Ltd,"1,469.65"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,06-Jan-2016,200028291,AB Mitchell Developments,550.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,06-Jan-2016,200028291,AB Mitchell Developments,852.26
Barrow Borough Council,Community involvement - HRA,Newsletters,13-Jan-2016,200028369,HSP Milners,"2,764.00"
Barrow Borough Council,Forum 28,Gas,13-Jan-2016,200028352,British Gas Business,"3,189.04"
Barrow Borough Council,Forum shop,TIC - third party income,20-Jan-2016,200028383,Stagecoach,"2,805.00"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,20-Jan-2016,200028472,EE Ltd,"1,047.25"
Barrow Borough Council,Cost of collection,Council tax collection,13-Jan-2016,200028361,Liberata Uk Ltd,"67,855.93"
Barrow Borough Council,Corporate management,External Audit fees,06-Jan-2016,200028271,Grant Thornton UK LLP,"2,250.00"
Barrow Borough Council,Forum catering,Catering contract - Forum,20-Jan-2016,200028485,Elior UK Ltd,911.54
Barrow Borough Council,Development control,Professional fees,20-Jan-2016,200028478,UDREP,"1,019.00"
Barrow Borough Council,Forum 28,Electricity,20-Jan-2016,200028473,NPower,"5,081.13"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jan-2016,200028447,Hughes Brothers,"6,334.45"
Barrow Borough Council,Office support - admin,Photocopier rental,20-Jan-2016,200028475,Ricoh UK Ltd,"1,035.95"
Barrow Borough Council,Rawlinson Street Corridor,Building and construction works,20-Jan-2016,200028437,Top Notch Contractors Ltd,"23,807.93"
Barrow Borough Council,The markets,Electricity,27-Jan-2016,200028504,NPower,906.06
Barrow Borough Council,Dock museum,Gas,13-Jan-2016,200028352,British Gas Business,"2,721.34"
Barrow Borough Council,Dance tazia,Professional fees,06-Jan-2016,200028251,Linney PA Systems,607.50
Barrow Borough Council,Major works maintenance - HRA,Fencing Exmouth,20-Jan-2016,200028429,AK Fencing,"1,179.50"
Barrow Borough Council,Suspense accounts,Receivables refunds,20-Jan-2016,200028375,Cumbria County Council,622.43
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jan-2016,200028372,AB Mitchell Developments,720.00
Barrow Borough Council,Voids maintenance - HRA,Void repairs,13-Jan-2016,200028364,AB Mitchell Developments,"27,176.10"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,27-Jan-2016,200028547,AB Mitchell Developments,"12,199.24"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,27-Jan-2016,200028509,The Technology Forge,"2,976.00"
Barrow Borough Council,HRA Estates,Tenants content insurance,20-Jan-2016,200028490,Thistle Tenant Risks,"1,443.25"
Barrow Borough Council,HRA share of CDC/NDC,External Audit fees,06-Jan-2016,200028271,Grant Thornton UK LLP,"2,555.95"
Barrow Borough Council,Forum 28,Postage,06-Jan-2016,200028295,HSP Milners,"4,322.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028273,DLP Services (Northern) Ltd,"4,632.96"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,20-Jan-2016,200028372,AB Mitchell Developments,"10,992.25"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,27-Jan-2016,200028567,Keith Wilson Elec Con Ltd,"2,125.30"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,06-Jan-2016,200028290,Integral UK Ltd,800.00
Barrow Borough Council,Crematorium,Maintenance contracts - venue,06-Jan-2016,200028228,The Phoenix Partnership,"3,300.00"
Barrow Borough Council,Public conveniences,Building cleaning,06-Jan-2016,200028256,Growing Concerns,"1,508.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028277,SBP Ltd - Permadoor,"2,631.24"
Barrow Borough Council,The park leisure centre,Maintenance contracts - venue,13-Jan-2016,200028368,Terry Chemicals Ltd,"2,558.40"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028233,SIG Trading Ltd,845.26
Barrow Borough Council,Kennels,Professional fees,20-Jan-2016,200028408,Grove Veterinary Centre,741.04
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028273,DLP Services (Northern) Ltd,"7,803.17"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,27-Jan-2016,200028568,Bill Caulfield Electrical,"2,951.75"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028273,DLP Services (Northern) Ltd,"3,618.53"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,20-Jan-2016,200028372,AB Mitchell Developments,550.00
Barrow Borough Council,Emlyn Hughes house,Window cleaning,06-Jan-2016,200028276,Nic Bannister Escape,800.00
Barrow Borough Council,Cost of collection,Court fees,27-Jan-2016,200028581,HMCS,"1,203.00"
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,06-Jan-2016,200028290,Integral UK Ltd,980.00
Barrow Borough Council,Crematorium,Equipment maintenance,06-Jan-2016,200028228,The Phoenix Partnership,"1,980.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Jan-2016,200028486,DLP Services (Northern) Ltd,"17,828.40"
Barrow Borough Council,Local land charges,Search fees/stamp duties,13-Jan-2016,200028367,Cumbria County Council,"2,819.50"
Barrow Borough Council,Rural Regeneration Roa Island Jetty,Incidental costs,20-Jan-2016,200028436,Marine Management Organisation,"2,610.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,06-Jan-2016,200028273,DLP Services (Northern) Ltd,"3,312.25"
Barrow Borough Council,Registration of electors,Printing and stationery,13-Jan-2016,200028332,Democracy Counts Ltd,"1,092.40"
Barrow Borough Council,Licensing,Advertising,27-Jan-2016,200028549,Furness Newspapers Ltd,580.16
Barrow Borough Council,Forum catering,Catering contract - Forum,20-Jan-2016,200028485,Elior UK Ltd,"2,645.07"
Barrow Borough Council,Dock museum,Publicity,27-Jan-2016,200028525,A-ha Distribution Ltd,"1,725.00"
Barrow Borough Council,Crematorium,Professional fees,20-Jan-2016,200028388,Stuart Brahney Assoc,604.00
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,06-Jan-2016,200028290,Integral UK Ltd,980.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,06-Jan-2016,200028307,Plumbing Trade Supplies,"3,624.21"
Barrow Borough Council,HRA Property inspectors,Professional fees,27-Jan-2016,200028523,Diseno Associates Ltd,871.68
Barrow Borough Council,HRA Property inspectors,Professional fees,27-Jan-2016,200028523,Diseno Associates Ltd,"1,085.55"
Barrow Borough Council,Disabled Facilities Grant,Grants,13-Jan-2016,200028328,Dolphin Stairlifts Cumbria,"1,950.00"
Barrow Borough Council,The park leisure centre,Licences,13-Jan-2016,200028327,PRS for Music,"4,819.34"
Barrow Borough Council,Forum 28,Professional fees,13-Jan-2016,200028314,Spektrix Ltd,"1,688.06"
Barrow Borough Council,Barrow town hall,Building cleaning,20-Jan-2016,200028491,Associated Cleaning Contractors,"3,794.45"
Barrow Borough Council,Development control,Professional fees,27-Jan-2016,200028507,UDREP,587.00
Barrow Borough Council,The park leisure centre,Licences,20-Jan-2016,200028461,PPL,"3,003.20"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,06-Jan-2016,200028290,Integral UK Ltd,565.17
Barrow Borough Council,The mall and shops,Buildings repairs and maintenance,27-Jan-2016,200028544,A Holdens Ltd,706.00
Barrow Borough Council,HRA administration,Professional fees,27-Jan-2016,200028586,HouseMark Ltd,"5,524.52"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,13-Jan-2016,200028361,Liberata Uk Ltd,"17,647.69"
Barrow Borough Council,Coastal Communities Fund,Professional fees,06-Jan-2016,200028289,S&T Klosinski Economic Dev Conulstants Ltd,"5,038.16"
Barrow Borough Council,Cluster of Empty Homes,Professional fees,20-Jan-2016,200028440,Slater and Gordon (UK) LLP,"1,820.40"
Barrow Borough Council,Forum 28,Publicity,06-Jan-2016,200028295,HSP Milners,"3,708.00"
Barrow Borough Council,Dance Fusion,Professional fees,06-Jan-2016,200028251,Linney PA Systems,520.57
Barrow Borough Council,Cylical maintenance - HRA,Consultancy fees,20-Jan-2016,200028433,Bob Pedley Safety Services,750.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,27-Jan-2016,200028547,AB Mitchell Developments,"5,032.38"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,20-Jan-2016,200028378,Keith Wilson Elec Con Ltd,"1,961.73"
Barrow Borough Council,Information technology,Data Line Rental,27-Jan-2016,200028573,Vodafone Ltd,"2,820.71"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,20-Jan-2016,200028421,Howdens Joinery Ltd,"1,055.18"
Barrow Borough Council,Barrow park,Grounds maintenance,13-Jan-2016,200028340,Sinkfall Recycling,"1,950.00"
Barrow Borough Council,Legal,Solicitors fees,06-Jan-2016,200028224,Brown Barron Solicitors,643.50
Barrow Borough Council,KOFAC,Publicity and promotion,06-Jan-2016,200028236,Conservative Campaign Headquarters,"6,000.00"
Barrow Borough Council,The park leisure centre,Electricity,27-Jan-2016,200028504,NPower,682.36
Barrow Borough Council,Crematorium,Professional fees,27-Jan-2016,200028539,Chris Bugler,"1,000.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Adaptations,06-Jan-2016,200028222,Northgate Public Services (UK) Ltd,"1,250.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,20-Jan-2016,200028486,DLP Services (Northern) Ltd,"24,407.85"
Barrow Borough Council,The park leisure centre,Publicity and promotion,20-Jan-2016,200028428,Furness Plastics,"1,781.25"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,20-Jan-2016,200028378,Keith Wilson Elec Con Ltd,"4,155.33"
Barrow Borough Council,Forum 28,Building cleaning,20-Jan-2016,200028485,Elior UK Ltd,"3,020.30"
Barrow Borough Council,Dock museum,Other expenses,27-Jan-2016,200028535,Carol Davies,500.00
Barrow Borough Council,Emlyn Hughes house,Gas,13-Jan-2016,200028352,British Gas Business,636.03
Barrow Borough Council,Parks and open spaces,Grounds maintenance,20-Jan-2016,200028423,Continental Landscapes Ltd,"24,789.27"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,06-Jan-2016,200028291,AB Mitchell Developments,"5,407.11"
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,13-Jan-2016,200028362,Gilmour Fabrications,"1,988.00"
Barrow Borough Council,Cost of collection,Business rates collection,13-Jan-2016,200028361,Liberata Uk Ltd,"20,728.83"
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Jan-2016,200028528,Paul Wilcock Building & Plastering,"1,295.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,06-Jan-2016,200028308,Keith Wilson Elec Con Ltd,"2,624.16"
Barrow Borough Council,Coastal Communities Fund,Professional fees,06-Jan-2016,200028231,Goldscript Administration Support,"2,612.29"
Barrow Borough Council,Playground,Equipment purchase,06-Jan-2016,200028234,Fenland Leisure Products Ltd,"2,265.25"
Barrow Borough Council,Forum 28,Computer hardware purchase,06-Jan-2016,200028265,Stimare Ltd (UK),"1,010.50"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,20-Jan-2016,200028377,Plumbing Trade Supplies,"3,201.84"
Barrow Borough Council,Craven house,Electricity,20-Jan-2016,200028473,NPower,"6,444.39"
Barrow Borough Council,Walney Musical Theatre Co (was Walney amateurs),Professional fees,06-Jan-2016,200028251,Linney PA Systems,912.86
Barrow Borough Council,The park leisure centre,Metered water,20-Jan-2016,200028370,United Utilities Water Plc,"5,981.00"
Barrow Borough Council,Pop In To Christmas - 9.12.15,Professional fees,06-Jan-2016,200028260,Denis Horan,500.00
Barrow Borough Council,Coast protection,CAPITA dbs fees,06-Jan-2016,200028296,Capita Symonds Ltd,"2,674.49"
Barrow Borough Council,Development control,Professional fees,20-Jan-2016,200028376,WYG Environment Planning Transport Ltd,"1,806.50"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,13-Jan-2016,200028361,Liberata Uk Ltd,"49,928.53"
Barrow Borough Council,Crematorium,Memorials,13-Jan-2016,200028311,Classic Garden Furniture Co,526.67
Barrow Borough Council,Sports development and community recreation,Buildings repairs and maintenance,06-Jan-2016,200028269,Vinci Construction UK Ltd,502.28
Barrow Borough Council,Information technology,Data Line Rental,20-Jan-2016,200028426,Liberata Uk Ltd,784.46
Barrow Borough Council,The park leisure centre,Chemicals,27-Jan-2016,200028550,Correct Flow Engineering Ltd,970.96
Barrow Borough Council,Voids maintenance - HRA,Void repairs,06-Jan-2016,200028291,AB Mitchell Developments,"13,807.62"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,06-Jan-2016,200028308,Keith Wilson Elec Con Ltd,"2,708.64"
Barrow Borough Council,Tenant demand maintenance - HRA,Adaptations,06-Jan-2016,200028222,Northgate Public Services (UK) Ltd,"1,250.00"
Barrow Borough Council,Development control,Professional fees,27-Jan-2016,200028570,Brown Barron Solicitors,"3,302.25"
Barrow Borough Council,Finance Department,Professional fees,27-Jan-2016,200028584,Selima Software Ltd,964.10
Barrow Borough Council,Barrow park,Grounds maintenance,13-Jan-2016,200028342,Greaves Tree Services Ltd,800.00
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,13-Jan-2016,200028331,Hughes Brothers,"76,625.89"
Barrow Borough Council,Corporate Costs,Professional Fees,04-Jan-2016,DD04016,Security Plus,734.85
Barrow Borough Council,HR,Childcare Vouchers,06-Jan-2016,DD060116,P&MM Ltd,"1,792.69"
Barrow Borough Council,Forum,Pantomine,06-Jan-2016,DD060116,Strictly Panto,"24,454.46"
Barrow Borough Council,Corporate management,Bank Charges,11-Jan-2016,DD110116,HSBC,553.88
Barrow Borough Council,Inland Revenue Account,CIS Tax,18-Jan-2016,DD180116,HMRC,926.47
Barrow Borough Council,Corporate management,Bank Charges,19-Jan-2016,DD190116,HSBC,618.80
Barrow Borough Council,HR,Professional Fees,21-Jan-2016,DD210116,DBS,"1,012.00"
Barrow Borough Council,Housing,Court Costs,25-Jan-2016,DD250116,HMCS,"1,250.00"
Barrow Borough Council,Corporate Costs,Professional Fees,26-Jan-2016,DD260116,Allpay,"4,695.06"
Barrow Borough Council,Corporate Costs,Professional Fees,26-Jan-2016,DD260116,Capita Business Services,"2,338.43"
Barrow Borough Council,Licensing,Other expenses,27-Jan-2016,DD270116,Gosschalks Solicitors,"17,439.14"
Barrow Borough Council,Legal,Subscriptions,27-Jan-2016,DD270116,ICO,500.00
Barrow Borough Council,Barrow Park,Grounds maintenance,29-Jan-2016,DD290116,EXECAST,"3,049.44"
