Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,11/03/2011,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10041135,R,"24,030.84",100 6366 17,
NHS,NHS Hertfordshire,18/03/2011,Cancer Services,Cancer Research Network,EAST AND NORTH HERTS NHST,10042492,0,"30,930.00",,
NHS,NHS Hertfordshire,21/03/2011,Cancer Services,Cancer Research Network,EAST AND NORTH HERTS NHST,10042557,0,"141,114.08",,
NHS,NHS Hertfordshire,21/03/2011,Cancer Services,Cancer Research Network,EAST AND NORTH HERTS NHST,10042560,0,"144,097.66",,
NHS,NHS Hertfordshire,01/03/2011,Catering Contract,Facilities Management,ISS MEDICLEAN LTD,10039360,R,"11,829.57",GB417115775,
NHS,NHS Hertfordshire,02/03/2011,Catering Contract,Facilities Management,ISS MEDICLEAN LTD,10039444,R,"12,696.09",GB417115775,
NHS,NHS Hertfordshire,04/03/2011,Catering Contract,Facilities Management,WHITEOAKS,10039908,R,"6,666.46",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Catering Contract,Facilities Management,WHITEOAKS,10039908,R,"7,999.05",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Catering Contract,Facilities Management,WHITEOAKS,10042947,R,"6,666.46",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Catering Contract,Facilities Management,WHITEOAKS,10042947,R,"7,999.05",466 4777 01,
NHS,NHS Hertfordshire,24/01/2011,CATS - Dermatology (DACCOM),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10034617,0,927.00,,
NHS,NHS Hertfordshire,15/02/2011,CATS - Dermatology (DACCOM),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10037851,0,"1,308.60",,
NHS,NHS Hertfordshire,18/03/2011,CATS - Dermatology (DACCOM),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10042316,0,484.00,,
NHS,NHS Hertfordshire,15/02/2011,CATS - Dermatology (Hertsmere),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10037851,0,"8,518.00",,
NHS,NHS Hertfordshire,18/03/2011,CATS - Dermatology (Hertsmere),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10042316,0,"6,652.00",,
NHS,NHS Hertfordshire,24/01/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10034617,0,"7,677.00",,
NHS,NHS Hertfordshire,24/01/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10034617,0,"20,383.20",,
NHS,NHS Hertfordshire,15/02/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10037851,0,"22,465.00",,
NHS,NHS Hertfordshire,18/03/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10042316,0,"19,012.65",,
NHS,NHS Hertfordshire,28/03/2011,CATS - Dermatology (St Albans),Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10043726,0,"28,987.20",,
NHS,NHS Hertfordshire,15/02/2011,CATS - Dermatology Watford,Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10037851,0,319.00,,
NHS,NHS Hertfordshire,18/03/2011,CATS - Dermatology Watford,Primary Care Clinical Services (CATS),WEST HERTFORDSHIRE HOSPITALS N,10042316,0,121.00,,
NHS,NHS Hertfordshire,09/03/2011,CATS - ENT (St Albans),Primary Care Clinical Services (CATS),THE ELMS MEDICAL PRACTICE,10040572,0,"30,351.92",,
NHS,NHS Hertfordshire,11/02/2011,CATS - Eye Service (DACCOM),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10037400,0,"4,455.20",927298975,
NHS,NHS Hertfordshire,11/02/2011,CATS - Eye Service (Hertsmere),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10037400,0,"1,896.20",927298975,
NHS,NHS Hertfordshire,11/02/2011,CATS - Eye Service (St Albans),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10037400,0,"20,669.60",927298975,
NHS,NHS Hertfordshire,11/02/2011,CATS - Eye Service (THE RED HOUSE),Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10037400,0,947.60,927298975,
NHS,NHS Hertfordshire,16/03/2011,CATS - Gynae (St Albans),Primary Care Clinical Services (CATS),DR KEDIA & PARTNERS,10041955,0,"27,923.17",,
NHS,NHS Hertfordshire,23/12/2010,CATS - Herts eye Service,Primary Care Clinical Services (CATS),THE HERTFORDSHIRE EYE HOSPITAL,10031576,0,"46,827.00",,
NHS,NHS Hertfordshire,24/03/2011,CATS - MSK (St Albans),PBC CATS,HERTFORDSHIRE COMMUNITY NHS TRUST,10043415,0,"55,131.82",,
NHS,NHS Hertfordshire,28/03/2011,CATS - MSK (St Albans),PBC CATS,WEST HERTFORDSHIRE HOSPITALS N,10043729,0,"89,437.50",,
NHS,NHS Hertfordshire,11/02/2011,CATS - Ophthalmology Watford,Primary Care Clinical Services (CATS),THE PRACTICE SERVICES LTD,10037400,0,710.40,927298975,
NHS,NHS Hertfordshire,21/03/2011,CATS - Urology (Hertsmere),Primary Care Clinical Services (CATS),BARNET AND CHASE FARM NHST,10042631,0,"42,753.58",,
NHS,NHS Hertfordshire,02/03/2011,Community Drug and Alcohol,Other Mental Health/LD - Children,HERTFORDSHIRE COUNTY COUNCIL,10039430,0,"28,158.92",,
NHS,NHS Hertfordshire,08/03/2011,Community Eqt Services,Integrated Community Equipment Service,HERTFORDSHIRE COUNTY COUNCIL,10040328,0,"678,218.00",,
NHS,NHS Hertfordshire,04/03/2011,Computer Hardware & Software,Balance Sheet Capital,BT GLOBAL SERVICES,10039831,0,"28,719.54",,
NHS,NHS Hertfordshire,02/03/2011,Computer Hardware & Software,Balance Sheet Capital,HEWLETT-PACKARD LTD,10039565,NR,"47,923.20",GB 314 1496 79,
NHS,NHS Hertfordshire,24/02/2011,Continuing Care - Block,Continuing Care -  Adults with Physical Disability,BUPA CARE HOMES,10038934,0,"277,434.72",,
NHS,NHS Hertfordshire,04/03/2011,Continuing Care - Block,Continuing Care -  Adults with Physical Disability,RAMSAY NEUROLOGICAL SERVICES,10039849,0,"213,708.85",,
NHS,NHS Hertfordshire,11/03/2011,Continuing Care - Non Residential,Continuing Care - Children,EAST AND NORTH HERTS NHST,10041151,0,"99,153.00",,
NHS,NHS Hertfordshire,15/03/2011,Continuing Care - Non Residential,Continuing Care - Children,HERTFORDSHIRE COMMUNITY NHS TRUST,10041574,0,"126,826.56",,
NHS,NHS Hertfordshire,24/03/2011,Continuing Care - Non Residential,Continuing Care - Children,HERTFORDSHIRE COMMUNITY NHS TRUST,10043483,0,"109,655.42",,
NHS,NHS Hertfordshire,01/03/2011,Continuing Care - Residential,Continuing Care - LD,ESSEX COUNTY COUNCIL,10039290,0,"35,826.00",GB 104252813,
NHS,NHS Hertfordshire,03/02/2011,Continuing Care - Residential,Continuing Care - Children,HERTFORDSHIRE COUNTY COUNCIL,10036116,0,"704,246.21",,
NHS,NHS Hertfordshire,18/03/2011,Continuing Care - Residential,Continuing Care - LD,HERTFORDSHIRE COUNTY COUNCIL,10042283,0,"127,267.79",,
NHS,NHS Hertfordshire,23/03/2011,Continuing Care - Residential,Continuing Care - Children,HERTFORDSHIRE COUNTY COUNCIL,10043254,0,"445,413.41",,
NHS,NHS Hertfordshire,01/03/2011,Contract Cleaning,Facilities Management,ISS MEDICLEAN LTD,10039360,R,"7,578.16",GB417115775,
NHS,NHS Hertfordshire,02/03/2011,Contract Cleaning,Facilities Management,ISS MEDICLEAN LTD,10039444,R,"7,546.76",GB417115775,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.30,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.30,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.30,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,384.59",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,730.74",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,384.59",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,346.15,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,765.32,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,730.74",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,952.13,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,038.45",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,730.74",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,346.15,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"6,370.24",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,558.06,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,384.59",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,865.37,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.26,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,384.59",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"2,229.33",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,445.43,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,211.52",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"6,161.53",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"5,982.67",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,038.45",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,038.45",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,865.37,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,038.45",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,211.52",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,038.22",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"1,384.59",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,"6,569.19",238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.30,238 0343 79,
NHS,NHS Hertfordshire,14/03/2011,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10041281,R,692.30,238 0343 79,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"1,935.73",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"23,421.71",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"2,904.03",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,866.22,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"1,664.49",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"2,827.01",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,718.55,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,912.49,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,716.86,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"2,349.77",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,502.40,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"10,358.83",466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,322.00,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,322.00,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,324.27,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,741.91,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,973.04,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,286.54,466 4777 01,
NHS,NHS Hertfordshire,04/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10039908,R,"3,316.30",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,718.55,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,912.49,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,716.86,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"2,349.77",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,502.40,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"1,935.73",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"10,358.83",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,741.91,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,973.04,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"3,316.30",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,286.54,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,13.68,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,18.74,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,20.43,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,322.00,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,322.00,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,324.27,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"23,421.71",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"2,904.03",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,866.22,466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"1,664.49",466 4777 01,
NHS,NHS Hertfordshire,22/03/2011,Contract Cleaning,Facilities Management,WHITEOAKS,10042947,R,"2,827.01",466 4777 01,
NHS,NHS Hertfordshire,18/08/2010,CSO Fixed Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10016543,0,"21,828.75",,
NHS,NHS Hertfordshire,08/12/2010,CSO Fixed Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10029693,0,"15,772.00",,
NHS,NHS Hertfordshire,22/03/2011,CSO Fixed Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10042828,0,"39,369.24",,
NHS,NHS Hertfordshire,18/08/2010,CSO Testing Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10016543,0,"48,864.40",,
NHS,NHS Hertfordshire,08/12/2010,CSO Testing Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10029693,0,"50,895.80",,
NHS,NHS Hertfordshire,18/08/2010,CSO Treatment Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10016543,0,"2,429.30",,
NHS,NHS Hertfordshire,08/12/2010,CSO Treatment Costs,Chlamydia Screening,LUTON PRIMARY CARE TRUST,10029693,0,"15,432.50",,
NHS,NHS Hertfordshire,24/03/2011,Diagnostic Kits,Chlamydia Screening,THE DOCTORS LABORATORY,10043514,0,"30,000.00",690 8434 10,
NHS,NHS Hertfordshire,04/01/2011,Drug Misuse-Stevenage Community Projects,Primary Care Community Projects (East),HERTFORDSHIRE COUNTY COUNCIL,10032000,0,"98,602.00",,
NHS,NHS Hertfordshire,30/03/2011,Engineering - External Contracts,Balance Sheet Capital (Commissioner),DB MECHANICAL & ELECTRICAL LTD,10044050,R,"42,621.44",888 6152 70,
NHS,NHS Hertfordshire,30/03/2011,Engineering - External Contracts,Balance Sheet Capital (Commissioner),DB MECHANICAL & ELECTRICAL LTD,10044057,R,"22,781.43",888 6152 70,
NHS,NHS Hertfordshire,28/01/2011,Estate Management Consultant Fees,Balance Sheet Capital (DQHH),ASSEMBLE COMM.PARTNERSHIP LTD,10035416,0,"36,059.83",927 2571 13,
NHS,NHS Hertfordshire,11/02/2011,Estate Management Consultant Fees,Balance Sheet Capital (DQHH),ASSEMBLE COMM.PARTNERSHIP LTD,10037494,R,"26,512.76",927 2571 13,
NHS,NHS Hertfordshire,15/03/2011,External Audit - Audit Fee,Finance & Commercial Development,AUDIT COMMISSION,10041713,NR,"26,150.40",,
NHS,NHS Hertfordshire,18/02/2011,Family Planning Supplies,Herts Holistic Sexual Health,WEST HERTFORDSHIRE HOSPITALS N,10038350,0,"26,258.19",,
NHS,NHS Hertfordshire,24/03/2011,Family Planning Supplies,Herts Holistic Sexual Health,WEST HERTFORDSHIRE HOSPITALS N,10043593,0,"43,000.00",,
NHS,NHS Hertfordshire,09/03/2011,FT - Block,NHS SLA,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10040644,0,"1,935,882.00",654 9105 28,
NHS,NHS Hertfordshire,09/03/2011,FT - Block,NHS SLA,GUYS ST.THOMAS NHS F.TRUST,10040652,0,"318,695.00",654923417,
NHS,NHS Hertfordshire,14/03/2011,FT - Block,NHS SLA,LUTON AND DUNSTABLE NHS. F.TRUST,10041376,0,"1,533,755.76",,
NHS,NHS Hertfordshire,09/03/2011,FT - Block,NHS SLA,MOORFIELDS EYE HOSP. NHSFT,10040667,0,"336,601.00",,
NHS,NHS Hertfordshire,09/03/2011,FT - Block,NHS SLA,PAPWORTH HOSPITAL NHSFT,10040649,0,"98,169.00",654 9359 94,
NHS,NHS Hertfordshire,14/03/2011,FT - Block,NHS SLA,UCLH NHS F. TRUST,10041440,0,"1,689,176.00",GB 105/654 9486 87,
NHS,NHS Hertfordshire,05/11/2010,FT - NCA,Non Contract Activity,EAST KENT HOSPITALS NHS TRUST,10025668,0,"38,704.00",654970700,
NHS,NHS Hertfordshire,09/11/2010,FT - NCA,Non Contract Activity,FRIMLEY PARK HOSP.NHS FT,10026257,0,"25,438.00",GB 654 9220 28,
NHS,NHS Hertfordshire,04/02/2011,FT - NCA,Non Contract Activity,GLOUCESTERSHIRE HOSPS. NHSFT,10036398,0,"48,272.63",6549 199 90,
NHS,NHS Hertfordshire,29/10/2010,FT - NCA,Non Contract Activity,JAMES PAGET HEALTHCARE NHST,10024839,0,"45,905.00",GB654926212,
NHS,NHS Hertfordshire,10/02/2011,FT - NCA,Non Contract Activity,SALFORD ROYAL NHS F.TRUST,10037211,0,"28,135.80",654939786,
NHS,NHS Hertfordshire,28/10/2010,FT - NCA,Non Contract Activity,SOUTHEND UNI HOSPITAL NHSFT,10024509,0,"27,172.22",654942902,
NHS,NHS Hertfordshire,19/11/2010,FT - Under/Overperf,NHS SLA - Variable,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10027818,0,"220,181.29",654 9105 28,
NHS,NHS Hertfordshire,22/11/2010,FT - Under/Overperf,NHS SLA - Variable,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10027877,0,"144,145.10",654 9105 28,
NHS,NHS Hertfordshire,06/12/2010,FT - Under/Overperf,NHS SLA - Variable,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10029405,0,"82,892.53",654 9105 28,
NHS,NHS Hertfordshire,04/03/2011,FT - Under/Overperf,NHS SLA,GUYS ST.THOMAS NHS F.TRUST,10039922,0,"220,955.00",654923417,
NHS,NHS Hertfordshire,16/12/2010,FT - Under/Overperf,NHS SLA - Variable,LUTON AND DUNSTABLE NHS. F.TRUST,10030895,0,"592,881.61",,
NHS,NHS Hertfordshire,14/03/2011,FT - Under/Overperf,NHS SLA,LUTON AND DUNSTABLE NHS. F.TRUST,10041376,0,"760,526.39",,
