Department of Health,Devon PCT,27/10/2010,Hcare Srv Rec NHS Trust,DEVON PARTNERSHIP TRUST,DEVON PARTNERSHIP NHS TRUST,7304072,"54,600.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,IDTS,DEVON PARTNERSHIP NHS TRUST,7192550,"43,749.99"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,NORTH BRISTOL NHS TRUST,NORTH BRISTOL NHS TRUST,7183935,"66,252.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,NORTH BRISTOL NHS TRUST,NORTH BRISTOL NHS TRUST,7231073,"-28,382.00"
Department of Health,Devon PCT,01/10/2010,Hcare Srv Rec NHS Trust,NORTHERN DEVON HEALTHCARE,NORTHERN DEVON HEALTHCARE NHS TRUST,7069261,"331,000.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,NORTHERN DEVON HEALTHCARE,NORTHERN DEVON HEALTHCARE NHS TRUST,7220225,"9,351,875.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,NORTHERN DEVON HEALTHCARE,NORTHERN DEVON HEALTHCARE NHS TRUST,7240541,"117,378.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,PLYMOUTH HOSPITALS TRUST,PLYMOUTH HOSPITALS NHS TRUST,7220251,"4,430,561.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,PRISON HEALTHCARE,DEVON PARTNERSHIP NHS TRUST,7211181,"367,639.25"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,Plymouth Hosp Trust SLA,PLYMOUTH HOSPITALS NHS TRUST,7160921,"112,064.00"
Department of Health,Devon PCT,01/10/2010,Hcare Srv Rec NHS Trust,RYL CNWALL HOSPITAL TRUST,ROYAL CORNWALL HOSPITALS NHS TRUST,7147598,"38,219.00"
Department of Health,Devon PCT,27/10/2010,Hcare Srv Rec NHS Trust,RYL CNWALL HOSPITAL TRUST,ROYAL CORNWALL HOSPITALS NHS TRUST,7312591,"38,219.00"
Department of Health,Devon PCT,15/10/2010,Hcare Srv Rec NHS Trust,S W AMBULANCE TRUST,SOUTH WESTERN AMBULANCE SERVICE NHS TRUST,7220176,"1,961,787.00"
Department of Health,Devon PCT,27/10/2010,Hcare Srv Rec NHS Trust,S'PTON UNI HOSPITALNHS TR,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST,7272852,"30,938.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,PLYMOUTH PCT  - MH & LD SERVICES,PLYMOUTH TEACHING PCT,7166519,"72,265.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,Plymouth PCT - Community Services,PLYMOUTH TEACHING PCT,7201073,"46,819.00"
Department of Health,Devon PCT,01/10/2010,Healthcare Srv Rec PCTs,SCG Hosted,BRISTOL PCT,7147577,"4,855,387.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,SOMERSET PARTNERSHIP,PLYMOUTH TEACHING PCT,7160892,"223,294.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,SOMERSET PARTNERSHIP,PLYMOUTH TEACHING PCT,7160893,"-98,484.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,SOMERSET PARTNERSHIP,PLYMOUTH TEACHING PCT,7160897,"-98,484.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,SOMERSET PARTNERSHIP,PLYMOUTH TEACHING PCT,7160898,"-124,810.00"
Department of Health,Devon PCT,15/10/2010,Healthcare Srv Rec PCTs,SOMERSET PARTNERSHIP,PLYMOUTH TEACHING PCT,7166505,"223,294.00"
Department of Health,Devon PCT,27/10/2010,Healthcare Srv Rec PCTs,Torbay Care Trust,TORBAY CARE TRUST,7291120,"27,500.00"
Department of Health,Devon PCT,27/10/2010,Healthcare Srv Rec PCTs,Torbay Care Trust,TORBAY CARE TRUST,7291121,"27,500.00"
Department of Health,Devon PCT,27/10/2010,Healthcare Srv Rec PCTs,Torbay Care Trust,TORBAY CARE TRUST,7304068,"71,712.80"
Department of Health,Devon PCT,01/10/2010,Hlthcre-Foundation Trsts,ROYAL DEVON+ EXETER TRUST,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7104359,"20,100,402.00"
Department of Health,Devon PCT,15/10/2010,Hlthcre-Foundation Trsts,ROYAL DEVON+ EXETER TRUST,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7183898,"67,536.00"
Department of Health,Devon PCT,15/10/2010,Hlthcre-Foundation Trsts,ROYAL DEVON+ EXETER TRUST,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7183932,"887,092.00"
Department of Health,Devon PCT,27/10/2010,Hlthcre-Foundation Trsts,SOMERSET PARTNERSHIP,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,7279984,"49,275.00"
Department of Health,Devon PCT,15/10/2010,Hlthcre-Foundation Trsts,SOUTH DEVON HLTHCARETRUST,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,7183906,"6,353,000.00"
Department of Health,Devon PCT,15/10/2010,Hlthcre-Foundation Trsts,TAUNTON + SOMERSET NHS,TAUNTON & SOMERSET NHS FOUNDATION TRUST,7231076,"438,151.92"
Department of Health,Devon PCT,15/10/2010,Hlthcre-Foundation Trsts,UBHT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,7192606,"117,707.00"
Department of Health,Devon PCT,26/10/2010,Independent Sector,BreAst Screening,INHEALTH LTD,7304078,"123,577.00"
Department of Health,Devon PCT,22/10/2010,Independent Sector,COMPLEX CARE - CHILD,DEVON COUNTY COUNCIL,7265790,"82,853.50"
Department of Health,Devon PCT,15/10/2010,Independent Sector,COMPLEX CARE - CHILD,FOUR SEASONS HEALTH CARE LTD,7211133,"40,225.50"
Department of Health,Devon PCT,26/10/2010,Independent Sector,Mental Health Contracts,UNIVERSITY OF EXETER,7272748,"35,429.78"
Department of Health,Devon PCT,01/10/2010,Independent Sector,PRISONS BEDWATCH,HM PRISON SERVICE,7137247,"27,845.02"
Department of Health,Devon PCT,26/10/2010,Lease Rents,TIVERTON - LOCALITY MANAGEMENT,TIVERTON HEALTHCARE FACILITIES LTD,7304123,"122,996.91"
Department of Health,Devon PCT,26/10/2010,Local Enhanced Servs GMS,GP PRESCRIBING,SCRIPT SWITCH LTD,7304080,"103,988.29"
Department of Health,Devon PCT,26/10/2010,OOH Comms Equip/GP Rotas, GP OUT OF HOURS CONTRACT,DEVON DOCTORS LTD,7304106,"1,023,900.00"
Department of Health,Devon PCT,01/10/2010,Other Operatg Rev Non NHS,Walking for Health,WESTBANK,7154950,"31,319.00"
Department of Health,Devon PCT,19/10/2010,Other Public Sector,Continuing NHS-funded Healthcare,DEVON COUNTY COUNCIL,7258162,"29,401.19"
Department of Health,Devon PCT,29/10/2010,Other Public Sector,FUNDED NURSING CARE,DEVON COUNTY COUNCIL,7297441,"440,000.00"
Department of Health,Devon PCT,26/10/2010,Other Public Sector,SECT 28A OLDER PEOPLE,DEVON COUNTY COUNCIL,7304071,"86,695.52"
Department of Health,Devon PCT,01/10/2010,Other Public Sector,VOLUNTARY GRANTS,TORBAY CARE TRUST,7137242,"39,307.00"
Department of Health,Devon PCT,08/10/2010,PMS Bal Exp incl baseline,GP in A&E - Exeter,DEVON HEALTH,7183882,"51,333.00"
Department of Health,Devon PCT,22/10/2010,PMS Bal Exp incl baseline,GP in A&E - Exeter,DEVON HEALTH,7272749,"51,333.00"
Department of Health,Devon PCT,15/10/2010,Services Received - NHSTs,COMMISSIONING FINANCE,PLYMOUTH HOSPITALS NHS TRUST,7160921,"30,422.00"
Department of Health,Devon PCT,01/10/2010,Services Received - NHSTs,EASTERN CAT ABCD,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7154944,"25,616.87"
Department of Health,Devon PCT,27/10/2010,Services Received - NHSTs,EASTERN CAT ABCD,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7304145,"34,214.25"
Department of Health,Devon PCT,15/10/2010,Services Received - NHSTs,EASTERN CLUSTERS RD&E SERVICES RECEIVED,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7220156,"164,232.00"
Department of Health,Devon PCT,15/10/2010,Services Received - NHSTs,INFORMATION TECHNOLOGY,PLYMOUTH HOSPITALS NHS TRUST,7166510,"77,524.00"
Department of Health,Devon PCT,27/10/2010,Services Received - PCTs,Other Commissioning Costs,TORBAY CARE TRUST,7291111,"40,000.00"
Department of Health,Devon PCT,15/10/2010,SrvcsRecd-FoundationTrust,COMMUNITY THEATRES RECHARGE,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7183903,"238,873.21"
Department of Health,Devon PCT,15/10/2010,SrvcsRecd-FoundationTrust,EASTERN CLUSTERS RD&E SERVICES RECEIVED,ROYAL DEVON&EXETER NHS FOUNDATION TRUST,7160920,"704,150.43"
Department of Health,Devon PCT,01/10/2010,SrvcsRecd-FoundationTrust,South Provider Reserves,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,7154882,"58,845.12"
Department of Health,Devon PCT,27/10/2010,SrvcsRecd-FoundationTrust,South Provider Reserves,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,7249095,"78,698.81"
Department of Health,Devon PCT,19/10/2010,Voluntary Sector,Hospice Services,HOSPISCARE,7258307,"96,922.00"
Department of Health,Devon PCT,08/10/2010,Voluntary Sector,Hospice Services,NORTH DEVON HOSPICE,7201207,"64,075.36"
Department of Health,Devon PCT,26/10/2010,Voluntary Sector,Hospice Services,ST LUKES HOSPICE PLYMOUTH,7304077,"222,107.00"
Department of Health,Devon PCT,01/10/2010,Voluntary Sector,Hospice Services,TORBAY CARE TRUST,7069320,"450,000.00"
Department of Health,Devon PCT,15/10/2010,Voluntary Sector,VOLUNTARY GRANTS,DEVON COUNTY COUNCIL,7231071,"36,935.20"
Department of Health,Devon PCT,19/10/2010,Contr Other External,COMMISSIONING FINANCE,SSC SBS STANDING ORDER,5QQ - SBS/SLA,"49,089.02"
