Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Department of Health,NHS Blood and Transplant,19/10/2012,DIRECT CONSUMABLES,Specialist and Customer Services,VH BIO LTD,1647158,2748,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS OTHER,Specialist and Customer Services,VH BIO LTD,1647158,55020,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647169,40384.51,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647171,46669.73,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647173,30675.46,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,05/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647192,25724.16,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,05/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647195,47328.77,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,05/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1647212,50480.64,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,VEHICLE FUEL & OILS,Estates & Logistics,EMO OIL LTD,1647243,25266.28,Charges for vehicle fuel
Department of Health,NHS Blood and Transplant,19/10/2012,OTHER PROFESSIONAL FEES,Business Transformation Services,GARTNER UK LTD,1647897,32400,Other professional fees - Blood Donor portal review
Department of Health,NHS Blood and Transplant,26/10/2012,IT HARDWARE MAINTENANCE,General and Other,SAVANT LIMITED,1647940,29778.71,Maintenance costs of IT hardware
Department of Health,NHS Blood and Transplant,05/10/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1648114,41750.61,External courier and transport company costs
Department of Health,NHS Blood and Transplant,19/10/2012,PREMISES MAINTENANCE - PLANNED,Estates & Logistics,MITIE TECHNICAL FACILITIES MANAGEMENT,1648565,66155.09,Planned / scheduled premises maintenace costs
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1648580,50480.64,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1648589,25724.16,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,VEHICLE FUEL & OILS,Organ Donation & Transplantation,ALLSTAR BUSINESS SOLUTIONS LTD,1648712,62.35,Charges for vehicle fuel
Department of Health,NHS Blood and Transplant,19/10/2012,VEHICLE FUEL & OILS,Blood Supply,ALLSTAR BUSINESS SOLUTIONS LTD,1648712,1933.21,Charges for vehicle fuel
Department of Health,NHS Blood and Transplant,19/10/2012,VEHICLE FUEL & OILS,Estates & Logistics,ALLSTAR BUSINESS SOLUTIONS LTD,1648712,36903.92,Charges for vehicle fuel
Department of Health,NHS Blood and Transplant,19/10/2012,STEAM,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1648873,1768.21,Steam power costs
Department of Health,NHS Blood and Transplant,19/10/2012,WATER & SEWERAGE,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1648873,2265.17,Charges relating to water and sewerage costs
Department of Health,NHS Blood and Transplant,19/10/2012,ELECTRICITY,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1648873,24376.7,Electricity costs
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HEPB,Blood Supply,ABBOTT LABORATORIES LTD,1648999,30616.52,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HIV,Blood Supply,ABBOTT LABORATORIES LTD,1648999,44904.42,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HEPC,Blood Supply,ABBOTT LABORATORIES LTD,1648999,215337.32,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,26/10/2012,TEST KITS HIV,Blood Supply,ABBOTT LABORATORIES LTD,1649008,24493.32,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,26/10/2012,TEST KITS HEPB,Blood Supply,ABBOTT LABORATORIES LTD,1649008,27833.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,26/10/2012,TEST KITS HEPC,Blood Supply,ABBOTT LABORATORIES LTD,1649008,156608.96,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HEPB,Blood Supply,ABBOTT LABORATORIES LTD,1649011,18091.58,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HIV,Blood Supply,ABBOTT LABORATORIES LTD,1649011,22452.21,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,TEST KITS HEPC,Blood Supply,ABBOTT LABORATORIES LTD,1649011,117456.72,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1649016,40856.11,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1649019,38548.22,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1649037,62208,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,IT HARDWARE MAINTENANCE,Business Transformation Services,SOFTCAT LTD,1649082,42756.05,Maintenance costs of IT hardware
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS HEPB,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649135,8503.75,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS HTLV,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649135,28382.34,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS NAT,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649135,446008.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS HTLV,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649144,30088.8,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS NAT,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649144,481055.25,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS HEPB,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649145,10702.5,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS HTLV,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649145,14440.86,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,19/10/2012,TEST KITS NAT,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1649145,227125.8,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,05/10/2012,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,FRAIKIN LTD,1649187,-21404,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,19/10/2012,AVERAGE COST VARIANCE,General and Other,HAEMONETICS LIMITED,1649195,18,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,HAEMONETICS LIMITED,1649195,117679.68,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,AVERAGE COST VARIANCE,General and Other,HAEMONETICS LIMITED,1649208,18,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,HAEMONETICS LIMITED,1649208,54270.72,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,AVERAGE COST VARIANCE,General and Other,HAEMONETICS LIMITED,1649213,18,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,HAEMONETICS LIMITED,1649213,60016.32,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1649242,51840,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,EXTERNAL MARKETING SERVICES,Blood Supply,M4C,1649268,35491.5,"External costs of marketing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,19/10/2012,IMPORTS FRESH FROZEN PLASMA,Blood Supply,MACO PHARMA UK LTD,1649278,55440,Imports of Fresh Frozen Plasma
Department of Health,NHS Blood and Transplant,19/10/2012,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,LIFE TECHNOLOGIES LTD APPLIED BIOSYSTEMS,1649311,93000,Purchase of Fixed Assets
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1649356,31104,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,EQUIPMENT MAINTENANCE CONTRACT,Blood Supply,CONTRONICS LTD,1649416,1195.2,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,26/10/2012,EQUIPMENT MAINTENANCE CONTRACT,Clinical,CONTRONICS LTD,1649416,12748.8,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,26/10/2012,EQUIPMENT MAINTENANCE CONTRACT,Specialist and Customer Services,CONTRONICS LTD,1649416,17131.2,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,26/10/2012,EQUIPMENT MAINTENANCE CONTRACT,Blood Supply,CONTRONICS LTD,1649416,365444.8,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,26/10/2012,EQUIPMENT PURCHASES,Blood Supply,RENFREW GROUP INTERNATIONAL,1649427,134900.33,Purchase of Equipment
Department of Health,NHS Blood and Transplant,05/10/2012,ELECTRICITY,Estates & Logistics,EDF ENERGY,1649467,25091.68,Electricity costs
Department of Health,NHS Blood and Transplant,05/10/2012,ELECTRICITY,Estates & Logistics,EDF ENERGY,1649473,29877.83,Electricity costs
Department of Health,NHS Blood and Transplant,05/10/2012,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,REDFERN TRAVEL LTD,1649475,202512.97,Travel and hotel costs arising from central booking system used
Department of Health,NHS Blood and Transplant,19/10/2012,CLEANING CONTRACT,Estates & Logistics,REGENT CLEANING SERVICES,1649505,32460.7,External cleaning contracts
Department of Health,NHS Blood and Transplant,19/10/2012,AVERAGE COST VARIANCE,General and Other,REGENT CLEANING SERVICES,1649671,-0.01,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,19/10/2012,TEMPORARY OTHER,Estates & Logistics,REGENT CLEANING SERVICES,1649671,2155.24,Temporary Staff costs
Department of Health,NHS Blood and Transplant,19/10/2012,CLEANING CONTRACT,Estates & Logistics,REGENT CLEANING SERVICES,1649671,20674.65,External cleaning contracts
Department of Health,NHS Blood and Transplant,26/10/2012,WATER & SEWERAGE,Estates & Logistics,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1649852,1280.68,Charges relating to water and sewerage costs
Department of Health,NHS Blood and Transplant,26/10/2012,ELECTRICITY,Estates & Logistics,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1649852,25078.41,Electricity costs
Department of Health,NHS Blood and Transplant,26/10/2012,IT SOFTWARE,Business Transformation Services,SAVANT LIMITED,1650006,94514.73,Purchase of IT software
Department of Health,NHS Blood and Transplant,19/10/2012,DONOR AWARDS,Communication & Public Affairs,BADGES PLUS LIMITED,1650041,31656.18,Commemorative awards given to donors in recognition of acheiving a variety of donation milestones
Department of Health,NHS Blood and Transplant,12/10/2012,EXTERNAL MARKETING SERVICES,Blood Supply,TELEPERFORMANCE LIMITED,1650042,227574.4,"External costs of marketing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,12/10/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1650110,39672.56,External courier and transport company costs
Department of Health,NHS Blood and Transplant,12/10/2012,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1650112,21502.05,External courier and transport company costs
Department of Health,NHS Blood and Transplant,19/10/2012,EXTERNAL MARKETING SERVICES,Blood Supply,TELEPERFORMANCE LIMITED,1650118,194436.16,"External costs of marketing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,26/10/2012,EXTERNAL MAILING SERVICES,Blood Supply,TELEPERFORMANCE LIMITED,1650119,87020.06,"External costs of mailing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,12/10/2012,RENT/LEASE,Business Transformation Services,BIO PRODUCTS LABORATORY,1650135,34250,Property rent costs
Department of Health,NHS Blood and Transplant,26/10/2012,OTHER PROFESSIONAL FEES,Estates & Logistics,FRAIKIN LTD,1650141,735,Other professional fees - management fee relating to fleet repair contract
Department of Health,NHS Blood and Transplant,26/10/2012,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,FRAIKIN LTD,1650141,41554.54,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,12/10/2012,ELECTRICITY,Estates & Logistics,EDF ENERGY,1650304,59488.92,Electricity costs
Department of Health,NHS Blood and Transplant,12/10/2012,OTHER PROFESSIONAL FEES,Organ Donation & Transplantation,QUINTILES LIMITED,1650413,25000,Other professional fees - monthly charge for UKT/ODT data collection services
Department of Health,NHS Blood and Transplant,12/10/2012,EXTERNAL SERVICES OTHER,Clinical,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1650620,33985.87,External costs of providing other services
Department of Health,NHS Blood and Transplant,12/10/2012,EXTERNAL SERVICES OTHER,Clinical,UNIVERSITY OF OXFORD,1650621,45302,External costs of providing other services
Department of Health,NHS Blood and Transplant,26/10/2012,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,EXPOTEL,1650777,98982.4,Travel and hotel costs arising from central booking system used
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1650848,51840,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,19/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1650852,72576,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,EXTERNAL SERVICES OTHER,Finance,NHS SHARED BUSINESS SERVICES LTD,1650895,27333.33,External costs of providing other services
Department of Health,NHS Blood and Transplant,19/10/2012,EXTERNAL MAILING SERVICES,Blood Supply,STRALFORS,1650921,55040.59,"External costs of mailing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,19/10/2012,POSTAGE,Blood Supply,STRALFORS,1650931,76761.18,Postage costs
Department of Health,NHS Blood and Transplant,26/10/2012,IMPORTS FRESH FROZEN PLASMA,Blood Supply,MACO PHARMA UK LTD,1650962,49104,Imports of Fresh Frozen Plasma
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1651065,25853.76,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1651101,43948.8,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1651198,103680,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1651237,62208,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,12/10/2012,TEST KITS NAT,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1651264,-475206.6,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,12/10/2012,TEST KITS HTLV,Blood Supply,ROCHE DIAGNOSTICS LIMITED,1651264,-30240.42,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1651487,72576,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,26/10/2012,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO BCT EUROPE NV/SA,1651489,82944,Items purchased for warehouses (and subsequent issue to operational departments)
