Transaction Date,Transaction Reference,Merchant,Total
15/05/2014,502871853,Hogg Robinson Group Ltd,£984.95
16/05/2014,PCCL1717736,HOTEL PALOMAR WASH DC    ,1071.62
16/05/2014,PCCL1718031,ST.REGIS DOHA HOTEL      ,513.7
16/05/2014,PCCL1717705,BANNER BUSINESS SERVIC   ,778.85
16/05/2014,502565248,Hogg Robinson Group Ltd,"-£4,015.55"
16/05/2014,502871861,Hogg Robinson Group Ltd,"£1,635.25"
16/05/2014,502871857,Hogg Robinson Group Ltd,"£4,178.25"
19/05/2014,503419446,Hogg Robinson Group Ltd,"£4,950.75"
20/05/2014,503725369,Hogg Robinson Group Ltd,-£800.00
20/05/2014,503725370,Hogg Robinson Group Ltd,"£1,261.65"
20/05/2014,503725383,Hogg Robinson Group Ltd,"£4,244.35"
20/05/2014,503725382,Hogg Robinson Group Ltd,"£4,244.35"
20/05/2014,503725371,Hogg Robinson Group Ltd,"£5,009.95"
20/05/2014,503725372,Hogg Robinson Group Ltd,"£5,675.95"
20/05/2014,503725379,Hogg Robinson Group Ltd,"£6,000.30"
21/05/2014,PCCL1718070,GRAND HYATT SEOUL        ,1009.58
21/05/2014,PCCL1717789,FAIRWAY INTERNATIONAL    ,1430.56
21/05/2014,PCCL1717839,FAIRWAY INTERNATIONAL    ,1764.4
21/05/2014,PCCL1717840,FAIRWAY INTERNATIONAL    ,2000
21/05/2014,503717248,Hogg Robinson Group Ltd,"-£4,121.05"
21/05/2014,504028041,Hogg Robinson Group Ltd,"£1,444.35"
21/05/2014,504028053,Hogg Robinson Group Ltd,"£1,631.25"
21/05/2014,504028046,Hogg Robinson Group Ltd,"£3,445.60"
21/05/2014,504028045,Hogg Robinson Group Ltd,"£5,043.65"
21/05/2014,503725709,Hogg Robinson Group Ltd,"£6,395.80"
22/05/2014,504028048,Hogg Robinson Group Ltd,"-£3,694.15"
22/05/2014,504028052,Hogg Robinson Group Ltd,"-£1,172.90"
22/05/2014,504412691,Hogg Robinson Group Ltd,-£800.00
23/05/2014,504411963,Hogg Robinson Group Ltd,"£1,688.95"
23/05/2014,504411962,Hogg Robinson Group Ltd,"£4,745.28"
24/05/2014,PCCL1717752,WESTIN HARBOUR ISLAND    ,1320.49
24/05/2014,PCCL1717777,WESTIN HARBOUR ISLAND    ,1295.95
26/05/2014,PCCL1718034,HOTEL DIPLOMAT           ,679.82
27/05/2014,505095815,Hogg Robinson Group Ltd,£604.50
27/05/2014,505385509,Hogg Robinson Group Ltd,"£1,637.69"
27/05/2014,505095813,Hogg Robinson Group Ltd,"£2,208.95"
27/05/2014,505095814,Hogg Robinson Group Ltd,"£2,256.01"
27/05/2014,505095807,Hogg Robinson Group Ltd,"£6,351.25"
28/05/2014,505796748,Hogg Robinson Group Ltd,£741.72
28/05/2014,505796747,Hogg Robinson Group Ltd,£741.72
28/05/2014,505382179,Hogg Robinson Group Ltd,"£2,316.85"
28/05/2014,505382178,Hogg Robinson Group Ltd,"£4,565.35"
29/05/2014,505384363,Hogg Robinson Group Ltd,"£1,124.10"
29/05/2014,505791462,Hogg Robinson Group Ltd,"£4,690.40"
30/05/2014,505798470,Hogg Robinson Group Ltd,£599.22
30/05/2014,505798471,Hogg Robinson Group Ltd,£599.50
30/05/2014,506077487,Hogg Robinson Group Ltd,"£1,328.25"
30/05/2014,505792494,Hogg Robinson Group Ltd,"£1,408.10"
30/05/2014,506348882,Hogg Robinson Group Ltd,"£6,414.52"
02/06/2014,506348899,Hogg Robinson Group Limited,£510.80
02/06/2014,506348898,Hogg Robinson Group Limited,£510.80
02/06/2014,506533067,Hogg Robinson Group Limited,"£1,013.72"
02/06/2014,506348897,Hogg Robinson Group Limited,"£1,593.25"
02/06/2014,506348902,Hogg Robinson Group Limited,"£2,101.95"
02/06/2014,506348901,Hogg Robinson Group Limited,"£2,101.95"
02/06/2014,506348906,Hogg Robinson Group Limited,"£2,318.45"
03/06/2014,506538102,Hogg Robinson Group Limited,£694.80
03/06/2014,506348894,Hogg Robinson Group Limited,£904.15
03/06/2014,506348893,Hogg Robinson Group Limited,£904.15
03/06/2014,506530330,Hogg Robinson Group Limited,"£1,750.35"
03/06/2014,506348895,Hogg Robinson Group Limited,"£5,683.75"
04/06/2014,507334761,Hogg Robinson Group Limited,£619.80
04/06/2014,506937701,Hogg Robinson Group Limited,"£1,631.25"
04/06/2014,506937703,Hogg Robinson Group Limited,"£7,455.17"
05/06/2014,507340954,Hogg Robinson Group Limited,£630.60
05/06/2014,507340955,Hogg Robinson Group Limited,"£1,593.25"
05/06/2014,507331558,Hogg Robinson Group Limited,"£5,858.75"
05/06/2014,507331559,Hogg Robinson Group Limited,"£5,858.75"
06/06/2014,507648349,Hogg Robinson Group Limited,"£1,393.70"
06/06/2014,507339057,Hogg Robinson Group Limited,"£7,608.67"
09/06/2014,507927921,Hogg Robinson Group Limited,"£1,416.44"
10/06/2014,507926158,Hogg Robinson Group Limited,£513.35
10/06/2014,508225760,Hogg Robinson Group Limited,"£1,147.41"
11/06/2014,508225857,Hogg Robinson Group Limited,"-£3,077.55"
11/06/2014,508529721,Hogg Robinson Group Limited,£526.06
11/06/2014,508969518,Hogg Robinson Group Limited,£859.31
11/06/2014,508524707,Hogg Robinson Group Limited,£948.51
11/06/2014,508969511,Hogg Robinson Group Limited,"£3,810.56"
12/06/2014,PCCL1718696,HYATT HOTELS             ,1173.34
12/06/2014,508972995,Hogg Robinson Group Limited,"£1,987.70"
12/06/2014,508965576,Hogg Robinson Group Limited,"£6,424.05"
13/06/2014,508965380,Hogg Robinson Group Limited,"-£4,891.25"
13/06/2014,509250316,Hogg Robinson Group Limited,£513.23
13/06/2014,509537807,Hogg Robinson Group Limited,£556.04
17/06/2014,509839837,Hogg Robinson Group Limited,"£2,464.45"
17/06/2014,509538615,Hogg Robinson Group Limited,"£3,051.40"
17/06/2014,510146641,Hogg Robinson Group Limited,"£3,229.42"
18/06/2014,510556863,Hogg Robinson Group Limited,£591.25
18/06/2014,510556862,Hogg Robinson Group Limited,£591.25
18/06/2014,509835964,Hogg Robinson Group Limited,"£2,914.55"
19/06/2014,PCCL1718575,THE DIPLOMAT RADISSON BLU,512.25
19/06/2014,PCCL1719083,MERCURE PARIS            ,762.27
19/06/2014,PCCL1718830,THE DIPLOMAT RADISSON BLU,500.06
19/06/2014,PCCL1718785,GRAND HARBOUR HOTEL DC   ,1237.49
19/06/2014,510548443,Hogg Robinson Group Limited,-£534.90
19/06/2014,510552381,Hogg Robinson Group Limited,£684.30
19/06/2014,510818952,Hogg Robinson Group Limited,£729.85
20/06/2014,PCCL1718932,DAN PANORAMA TEL AVIV    ,604.92
24/06/2014,511135314,Hogg Robinson Group Limited,"-£3,122.55"
24/06/2014,511389997,Hogg Robinson Group Limited,£713.03
24/06/2014,511748915,Hogg Robinson Group Limited,£802.99
24/06/2014,511389996,Hogg Robinson Group Limited,£901.53
25/06/2014,511743767,Hogg Robinson Group Limited,£595.60
25/06/2014,511743769,Hogg Robinson Group Limited,"£1,702.21"
25/06/2014,511743763,Hogg Robinson Group Limited,"£2,406.11"
25/06/2014,511743772,Hogg Robinson Group Limited,"£2,883.51"
25/06/2014,511749096,Hogg Robinson Group Limited,"£3,239.51"
25/06/2014,511749095,Hogg Robinson Group Limited,"£3,533.51"
27/06/2014,512701740,Hogg Robinson Group Limited,"-£1,257.04"
27/06/2014,512705840,Hogg Robinson Group Limited,£736.24
27/06/2014,512437362,Hogg Robinson Group Limited,"£2,358.01"
28/06/2014,PCCL1718647,RED LION HOTELS/INNS     ,963.61
28/06/2014,511986345,Hogg Robinson Group Limited,"£7,699.57"
28/06/2014,511986371,Hogg Robinson Group Limited,"£7,724.57"
30/06/2014,512707029,Hogg Robinson Group Limited,£589.30
30/06/2014,512707031,Hogg Robinson Group Limited,£589.30
30/06/2014,512707030,Hogg Robinson Group Limited,£589.30
30/06/2014,512702690,Hogg Robinson Group Limited,"£1,140.91"
30/06/2014,512702689,Hogg Robinson Group Limited,"£2,395.91"
30/06/2014,512702693,Hogg Robinson Group Limited,"£3,479.01"
30/06/2014,512702696,Hogg Robinson Group Limited,"£4,111.31"
