Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE BLACKPOOL LLP,5677934,"31,990.00",,809Z474
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Serv Recd-Oth NHS,CLINICAL ASSESSMENT AND TREATMENT CENTRES,NHS ENGLAND,5677949,"155,404.26",654442045,7000011460
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST,5678053,"31,100.00",,5110002423
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,5678145,"1,910,168.00",,1010007001
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,5678156,"1,718,925.00",,1010006979
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5696324,"56,761.00",,1000156452
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,5696423,"32,538.00",,2110016123
Department of Health,NHS Oldham CCG,30/11/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,5696435,"81,052.00",,7300001932
Department of Health,NHS Oldham CCG,30/11/2014,Charges from CSU,QUALITY ASSURANCE,NHS GREATER MANCHESTER CSU,5696460,"256,724.00",,7300001948
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5714332,"31,717.00",,6210014086
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,HIGH COST DRUGS,BUPA HOME HEALTHCARE LTD,5747456,"38,610.00",,SINV1454275
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,HIGH COST DRUGS,BUPA HOME HEALTHCARE LTD,5747776,"45,581.25",,SINV1484991
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,OLDHAM DISTRICT CITIZENS ADVICE BUREAU,5763506,"32,028.81",,11
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,OLDHAM DISTRICT CITIZENS ADVICE BUREAU,5763511,"32,028.81",,12
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Drugs,COMMUNITY SERVICES,ROCHE PRODUCTS LTD,5763570,"27,524.64",,1321726664
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Voluntary Sector,HOSPICES,DR KERSHAWS HOSPICE,5764063,"51,341.50",,74
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Voluntary Sector,HOSPICES,DR KERSHAWS HOSPICE,5779571,"37,930.00",,6.7141E+12
Department of Health,NHS Oldham CCG,30/11/2014,Other Transport Costs,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,5811030,"29,319.94",,1002108
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Othe Public Sector,NCAS/OATS,BETSI CADWALADR UNIVERSITY LHB,5831586,"34,582.00",654439550,355778
Department of Health,NHS Oldham CCG,30/11/2014,Printing Costs,CORPORATE COSTS & SERVICES,DANWOOD GROUP LTD,5854056,"31,680.00",,3814695
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Serv Recd-Oth NHS,CLINICAL ASSESSMENT AND TREATMENT CENTRES,NHS ENGLAND,5884872,"162,026.56",654442045,7000011800
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,LANCASTER HOUSE CONS DIAGNOSTIC & SURGICAL,5885718,"192,750.48",,LANUROLM09141114
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,LANCASTER HOUSE CONS DIAGNOSTIC & SURGICAL,5885728,"240,265.74",,LANCONTLM09141114
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,LANCASTER HOUSE CONS DIAGNOSTIC & SURGICAL,5885739,"31,115.32",,LANUROLM05140814ADJ
Department of Health,NHS Oldham CCG,30/11/2014,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,LANCASTER HOUSE CONS DIAGNOSTIC & SURGICAL,5885749,"49,919.00",,LANUROLM1314OVERPERFORMANCE
Department of Health,NHS Oldham CCG,30/11/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,5885763,"8,452,606.00",,114036
,,,,,,,,,
