Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020983,M/RB018610,Civica UK Limited,R4534-LTC101,IT - Maint Agreements,08/11/2013,860.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020493,181013,Clara Helen Hambling (Artist),R4400-CUL001,Services - Professional Fees,01/11/2013,650
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021220,532495,Comensura Limited,R1100-CCM001,Agency Staff,15/11/2013,728.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021220,532495,Comensura Limited,R1100-ADB101,Agency Staff,15/11/2013,"1,078.46"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021602,532885,Comensura Limited,R1100-CCM001,Agency Staff,29/11/2013,"1,019.53"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021602,532885,Comensura Limited,R1100-ADB101,Agency Staff,29/11/2013,711.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020636,SINV847829,Commercial Limited (Office Stationery only),R4308-ADB102,Stationery,01/11/2013,755
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020960,SINV850783,Commercial Limited (Office Stationery only),R2004-CUL117,R & M of Build Programmed,22/11/2013,"3,586.95"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020954,C23580,Cotswold Drain Service Limited,R2043-OPS122,R & M of Build Drain Cleaning,08/11/2013,855
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021147,1529,County Community Projects (CCP),R6280-GBD001,Grants,15/11/2013,"3,333.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016506,A8955,Courier and Transport Services (CATS),R2206-HRA110,Removal Expenses,29/11/2013,745
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021636,PS03881,Craig Stanton T/A CSS Pools and Leisure,R2007-REC101,R & M of Plant Contracts,29/11/2013,831.49
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021558,41113,Creative Solutions,R4401-CUL107,Services - Fees and Charges,29/11/2013,"1,325.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020749,CBXM 01391,Curveball Print Media,R4300-GBD001,Printing - Services,08/11/2013,"2,175.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018195,1312,D A Jones Landscapes,R2075-ENF102,Grounds Maintenance - Contract,08/11/2013,"2,480.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020774,1314/007,Des Knight Limited,R4400-SUP009,Services - Professional Fees,01/11/2013,"1,470.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021143,910536,Disclosure & Barring Service,R1601-REG002,CRB Police Checks,22/11/2013,"1,056.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021714,160791,E.G. Carter & Co. Limited,C5001-CAP225,Contributions,29/11/2013,"23,244.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020610,301267/9/2013,Ener-G Combined Power (South) Limited,R2100-REC111,Electricity,01/11/2013,"4,238.02"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021437,gct247-09,Enfusion Limited,R4400-PLP101,Services - Professional Fees,22/11/2013,"12,310.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021289,WM004276,English Landscapes Limited t/a The Landscape Group,C1107-CAH005,Building Works,15/11/2013,"48,120.60"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021285,3770,Environmental Management Solutions Limited,C1107-CAH012,Building Works,15/11/2013,"20,313.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021065,1226831,Ermin Plant (Hire & Services) Limited,R4003-OPS002,Tools & Equipment - R & M,08/11/2013,608.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021154,213523,Essentra Packaging & Security Ltd,R4201-HLD101,Uniforms,15/11/2013,614.5
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021058,57771,Eurolink Security Installations Group Limited,R2705-CPK001,Security Systems,15/11/2013,"1,152.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021059,57779,Eurolink Security Installations Group Limited,R2705-CPK001,Security Systems,15/11/2013,"1,209.60"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020604,INV65409,Evacchair International Limited,C1105-CAP121,Design Services,01/11/2013,"2,694.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021001,1140,Frank Doric Investments Co Ltd (Dorchester House),R4971-HOM001,Bed & Breakfast payments,08/11/2013,750
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021138,SIN138539,Frontier Software plc,R4534-SUP003,IT - Maint Agreements,15/11/2013,"3,666.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021082,H3822,G & R Hyett Decorators,C1104-CAP111,Decoration,15/11/2013,"5,010.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020975,1043,GL Events Slick Seating Systems,R2004-REC111,R & M of Build Programmed,15/11/2013,"1,752.30"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020781,23933,Glide Media  Limited,R4520-CUL110,Postages - stamps,15/11/2013,722.4
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021279,627817,Global Radio Services Limited,R4400-PLP101,Services - Professional Fees,15/11/2013,"1,513.49"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020790,28102013,Gloucestershire Animal Welfare Association & Cheltenham Animal Shelter,R4701-REC007,Subscriptions,08/11/2013,800
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020788,1800290964,Gloucestershire County Council,R4400-SUP017,Services - Professional Fees,08/11/2013,"6,990.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020515,1800291080,Gloucestershire County Council,R4401-DEV001,Services - Fees and Charges,01/11/2013,"4,828.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021518,1800291995,Gloucestershire County Council,R4401-BUC004,Services - Fees and Charges,29/11/2013,"11,751.86"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021112,1800294213,Gloucestershire County Council,R4974-CPK012,Reimbursement to other L.A.'s,15/11/2013,"39,122.89"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020483,800004381,Gloucestershire Local Government Pension Scheme (LGPS ONLY),R1301-SUP038,Enhanced Pension,01/11/2013,"16,617.12"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021338,800004549,Gloucestershire Local Government Pension Scheme (LGPS ONLY),R1301-SUP038,Enhanced Pension,29/11/2013,"16,617.12"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021481,SIN137432,Gradko International Limited,R4401-REG012,Services - Fees and Charges,29/11/2013,551.1
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021131,0166/13,Graham Harper Associates Limited,C1100-CAP121,Construction,08/11/2013,575
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021168,1473,Greenway Partnership Limited T/A GPL Building Services,R2004-REC111,R & M of Build Programmed,15/11/2013,"2,110.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020641,1559,Greenway Partnership Limited T/A GPL Building Services,R2007-OPS001,R & M of Plant Contracts,01/11/2013,655
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021128,1575,Greenway Partnership Limited T/A GPL Building Services,R2083-ADB101,R&M of Build - Routine,15/11/2013,"3,987.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020751,1576,Greenway Partnership Limited T/A GPL Building Services,C1107-CAH016,Building Works,08/11/2013,"1,192.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021166,1624,Greenway Partnership Limited T/A GPL Building Services,R2083-CUL002,R&M of Build - Routine,15/11/2013,"1,240.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020808,1634,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,08/11/2013,602.5
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021177,1643,Greenway Partnership Limited T/A GPL Building Services,R2085-CUL117,R&M of Fix & Fit - Internal,15/11/2013,522.5
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020753,1667,Greenway Partnership Limited T/A GPL Building Services,R2007-OPS001,R & M of Plant Contracts,08/11/2013,"3,234.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021176,1668,Greenway Partnership Limited T/A GPL Building Services,R4408-ECD101,Other Contractors Fees,29/11/2013,"6,702.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021164,1680,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,15/11/2013,"1,330.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021792,1709,Greenway Partnership Limited T/A GPL Building Services,R2007-OPS001,R & M of Plant Contracts,29/11/2013,"2,490.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021185,630626,Group Creative Limited,R4014-REC101,Marketing,15/11/2013,"1,950.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021314,106031,Haden Browne Plastics,R4003-OPS002,Tools & Equipment - R & M,15/11/2013,532
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021300,27077,HAGS-SMP Limited,R4003-OPS002,Tools & Equipment - R & M,15/11/2013,601
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020775,8022,Halarose Limited,R4531-ELE001,IT - Purchase of Software,08/11/2013,"1,890.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021461,17124,Halcrow Group Limited,R5001-EMP001,TPP - Major External Contractors,22/11/2013,"6,612.87"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020516,SIAL/00004858,Herefordshire Housing Limited,R4401-SPP002,Services - Fees and Charges,01/11/2013,"13,693.68"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021160,Cisdeduct0610-051113,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),15/11/2013,"3,919.79"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021290,annual grant 2013/14,Holst Birthplace Museum,R6280-CUL001,Grants,15/11/2013,"3,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021653,Settlement Howlers at the Hall,Howlers Comedy Club,R9406-HLD140,Lettings,29/11/2013,"2,337.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020648,150170AA7,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,01/11/2013,"33,326.72"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020742,7001524,Idox Software Limited,R4531-DEV001,IT - Purchase of Software,22/11/2013,"3,475.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14017353,PSI023776,Intrinsic Technology Limited,R4534-SUP005,IT - Maint Agreements,08/11/2013,"21,315.30"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016914,PSI024220,Intrinsic Technology Limited,R4533-SUP005,IT - Repair and Maint,08/11/2013,"5,328.81"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020495,PSI025523,Intrinsic Technology Limited,R4533-SUP005,IT - Repair and Maint,08/11/2013,"4,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020783,SIN030507,IQLUK Limited,R4000-REC101,Equipment Purchase,08/11/2013,646
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020982,5019,J Martin Ryder FRICS MCIArb,C1107-CAH033,Building Works,29/11/2013,930
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020982,5019,J Martin Ryder FRICS MCIArb,C1107-CAH033,Building Works,29/11/2013,930
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020981,5034,J Martin Ryder FRICS MCIArb,C1107-CAH033,Building Works,29/11/2013,945
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020981,5034,J Martin Ryder FRICS MCIArb,C1107-CAH033,Building Works,29/11/2013,945
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021649,13/052,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,29/11/2013,"1,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021632,1083,Jayson R C Bayliss,R2075-OPS001,Grounds Maintenance - Contract,29/11/2013,"1,290.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021632,1083,Jayson R C Bayliss,R2075-OPS001,Grounds Maintenance - Contract,29/11/2013,"1,010.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020524,8,Joanne Maxwell Personal Training,R4446-REC101,Coaching Fees,01/11/2013,546
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020607,1903,John Robinson Electrical,R2004-CCM111,R & M of Build Programmed,01/11/2013,"1,596.96"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021204,1907,John Robinson Electrical,R2004-CCM111,R & M of Build Programmed,15/11/2013,"8,680.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021205,1908,John Robinson Electrical,R2004-CCM111,R & M of Build Programmed,15/11/2013,"9,975.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020832,5170,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,08/11/2013,"1,495.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020831,5226,JS Facilities Group Limited,R2705-CUL107,Security Systems,08/11/2013,"3,024.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020659,5256,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,01/11/2013,"4,725.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020833,5262,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,08/11/2013,"1,404.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020971,5270,JS Facilities Group Limited,R4401-REC101,Services - Fees and Charges,08/11/2013,"1,342.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021148,5273,JS Facilities Group Limited,R4401-CUL107,Services - Fees and Charges,15/11/2013,"3,860.60"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021471,5296,JS Facilities Group Limited,R4401-CUL107,Services - Fees and Charges,22/11/2013,"3,830.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020492,5317,JS Facilities Group Limited,R4401-REC101,Services - Fees and Charges,01/11/2013,958
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020489,5322,JS Facilities Group Limited,R2705-CUL107,Security Systems,01/11/2013,"3,766.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020490,5323,JS Facilities Group Limited,R2705-CUL107,Security Systems,01/11/2013,"5,099.38"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020491,5324,JS Facilities Group Limited,R2705-CUL107,Security Systems,01/11/2013,"4,328.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021567,5368,JS Facilities Group Limited,R4401-CUL107,Services - Fees and Charges,29/11/2013,"4,328.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021768,5369,JS Facilities Group Limited,R4401-CUL107,Services - Fees and Charges,29/11/2013,"3,741.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020573,1595,Leonie Cowen & Associates,R4400-SUP104,Services - Professional Fees,29/11/2013,"15,510.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020572,1601,Leonie Cowen & Associates,R4400-SUP104,Services - Professional Fees,29/11/2013,"21,710.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021483,753500,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,22/11/2013,"2,155.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021483,753500,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,22/11/2013,"9,092.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021483,753500,Liberty Gas Group,C1107-CAH020,Building Works,22/11/2013,"3,658.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021483,753500,Liberty Gas Group,C1107-CAH009,Building Works,22/11/2013,"3,485.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021482,753501,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,22/11/2013,"25,768.84"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021358,1573041106,Live Nation (Music) UK Limited,R4322-CUL110,Artists Fees,15/11/2013,"1,329.91"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021324,C 22814,Mansell Construction Services Limited,C1107-CAH007,Building Works,15/11/2013,"2,336.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021037,C22767,Mansell Construction Services Limited,C1107-CAH007,Building Works,29/11/2013,"15,702.26"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020972,2616,Mark Wroot Agricultural & Garden Services,C1107-CAH033,Building Works,08/11/2013,"5,800.00"
