ID,LSOA11CD,POPULATION,CRIMETYPE1,TIMEPERIOD,RT1000POP,NO_INCID
38,E01012576,1634,Violence Against The Person,SEP-2014 to AUG-2015,21,34
40,E01012577,1929,Violence Against The Person,SEP-2014 to AUG-2015,13,25
41,E01012578,2001,Violence Against The Person,SEP-2014 to AUG-2015,9,19
44,E01012579,1690,Violence Against The Person,SEP-2014 to AUG-2015,14,23
46,E01012580,2165,Violence Against The Person,SEP-2014 to AUG-2015,10,21
48,E01012581,1232,Violence Against The Person,SEP-2014 to AUG-2015,2,3
51,E01012582,1639,Violence Against The Person,SEP-2014 to AUG-2015,4,6
52,E01012583,1654,Violence Against The Person,SEP-2014 to AUG-2015,8,13
56,E01012584,1500,Violence Against The Person,SEP-2014 to AUG-2015,7,10
64,E01012587,1993,Violence Against The Person,SEP-2014 to AUG-2015,13,26
127,E01012606,1698,Violence Against The Person,SEP-2014 to AUG-2015,8,13
135,E01012607,1489,Violence Against The Person,SEP-2014 to AUG-2015,10,15
141,E01012609,1558,Violence Against The Person,SEP-2014 to AUG-2015,3,5
149,E01012611,1059,Violence Against The Person,SEP-2014 to AUG-2015,12,13
153,E01012612,1383,Violence Against The Person,SEP-2014 to AUG-2015,9,13
58,E01012585,1631,Violence Against The Person,SEP-2014 to AUG-2015,19,31
61,E01012586,1585,Violence Against The Person,SEP-2014 to AUG-2015,13,20
106,E01012730,1652,Violence Against The Person,SEP-2014 to AUG-2015,13,21
111,E01012731,1601,Violence Against The Person,SEP-2014 to AUG-2015,16,25
113,E01012732,1703,Violence Against The Person,SEP-2014 to AUG-2015,8,14
125,E01012738,1281,Violence Against The Person,SEP-2014 to AUG-2015,38,49
129,E01012740,1516,Violence Against The Person,SEP-2014 to AUG-2015,11,16
151,E01012750,1743,Violence Against The Person,SEP-2014 to AUG-2015,11,19
67,E01012588,2075,Violence Against The Person,SEP-2014 to AUG-2015,15,31
70,E01012589,1431,Violence Against The Person,SEP-2014 to AUG-2015,18,26
54,E01012710,1276,Violence Against The Person,SEP-2014 to AUG-2015,7,9
57,E01012711,1373,Violence Against The Person,SEP-2014 to AUG-2015,15,21
21,E01012571,1529,Violence Against The Person,SEP-2014 to AUG-2015,14,22
22,E01012572,1545,Violence Against The Person,SEP-2014 to AUG-2015,17,26
24,E01012573,1759,Violence Against The Person,SEP-2014 to AUG-2015,5,9
27,E01012574,1433,Violence Against The Person,SEP-2014 to AUG-2015,15,22
94,E01012596,1853,Violence Against The Person,SEP-2014 to AUG-2015,26,49
97,E01012597,1772,Violence Against The Person,SEP-2014 to AUG-2015,7,12
100,E01012598,3019,Violence Against The Person,SEP-2014 to AUG-2015,5,16
103,E01012599,1187,Violence Against The Person,SEP-2014 to AUG-2015,8,10
107,E01012600,1439,Violence Against The Person,SEP-2014 to AUG-2015,17,25
109,E01012601,1526,Violence Against The Person,SEP-2014 to AUG-2015,12,19
112,E01012602,1590,Violence Against The Person,SEP-2014 to AUG-2015,4,6
115,E01012603,1572,Violence Against The Person,SEP-2014 to AUG-2015,17,27
119,E01012604,1694,Violence Against The Person,SEP-2014 to AUG-2015,15,25
123,E01012605,2001,Violence Against The Person,SEP-2014 to AUG-2015,8,17
137,E01012608,1714,Violence Against The Person,SEP-2014 to AUG-2015,23,40
146,E01012610,1281,Violence Against The Person,SEP-2014 to AUG-2015,7,9
157,E01012613,1350,Violence Against The Person,SEP-2014 to AUG-2015,19,26
73,E01012590,1340,Violence Against The Person,SEP-2014 to AUG-2015,11,15
75,E01012591,1497,Violence Against The Person,SEP-2014 to AUG-2015,17,26
79,E01012592,1902,Violence Against The Person,SEP-2014 to AUG-2015,3,6
83,E01012593,1807,Violence Against The Person,SEP-2014 to AUG-2015,18,33
86,E01012594,1475,Violence Against The Person,SEP-2014 to AUG-2015,26,39
91,E01012595,1961,Violence Against The Person,SEP-2014 to AUG-2015,23,45
424,E01025223,1457,Violence Against The Person,SEP-2014 to AUG-2015,14,20
431,E01025224,2203,Violence Against The Person,SEP-2014 to AUG-2015,20,45
436,E01025225,1666,Violence Against The Person,SEP-2014 to AUG-2015,6,10
452,E01025227,1989,Violence Against The Person,SEP-2014 to AUG-2015,20,40
465,E01025229,2252,Violence Against The Person,SEP-2014 to AUG-2015,12,27
479,E01025231,1442,Violence Against The Person,SEP-2014 to AUG-2015,3,5
487,E01025233,1411,Violence Against The Person,SEP-2014 to AUG-2015,8,11
477,E01025230,1653,Violence Against The Person,SEP-2014 to AUG-2015,33,54
482,E01025232,1599,Violence Against The Person,SEP-2014 to AUG-2015,19,30
490,E01025234,1459,Violence Against The Person,SEP-2014 to AUG-2015,21,30
494,E01025235,1663,Violence Against The Person,SEP-2014 to AUG-2015,6,10
504,E01025237,1462,Violence Against The Person,SEP-2014 to AUG-2015,19,28
496,E01025236,1463,Violence Against The Person,SEP-2014 to AUG-2015,19,28
175,E01024859,1490,Violence Against The Person,SEP-2014 to AUG-2015,8,12
178,E01024860,1256,Violence Against The Person,SEP-2014 to AUG-2015,2,3
164,E01024855,1424,Violence Against The Person,SEP-2014 to AUG-2015,22,31
165,E01024856,1647,Violence Against The Person,SEP-2014 to AUG-2015,22,37
171,E01024857,1536,Violence Against The Person,SEP-2014 to AUG-2015,20,30
173,E01024858,1344,Violence Against The Person,SEP-2014 to AUG-2015,77,104
158,E01012614,1718,Violence Against The Person,SEP-2014 to AUG-2015,5,8
172,E01012618,1428,Violence Against The Person,SEP-2014 to AUG-2015,11,15
396,E01025219,1192,Violence Against The Person,SEP-2014 to AUG-2015,29,35
413,E01025221,1349,Violence Against The Person,SEP-2014 to AUG-2015,9,12
85,E01012721,1681,Violence Against The Person,SEP-2014 to AUG-2015,40,67
87,E01012722,1287,Violence Against The Person,SEP-2014 to AUG-2015,40,52
183,E01024861,1310,Violence Against The Person,SEP-2014 to AUG-2015,4,5
188,E01024862,1538,Violence Against The Person,SEP-2014 to AUG-2015,3,5
189,E01024863,1458,Violence Against The Person,SEP-2014 to AUG-2015,11,16
204,E01024866,1758,Violence Against The Person,SEP-2014 to AUG-2015,8,14
190,E01024864,1582,Violence Against The Person,SEP-2014 to AUG-2015,13,21
197,E01024865,1428,Violence Against The Person,SEP-2014 to AUG-2015,20,28
205,E01024867,1412,Violence Against The Person,SEP-2014 to AUG-2015,6,8
206,E01024868,1201,Violence Against The Person,SEP-2014 to AUG-2015,2,3
213,E01024869,1394,Violence Against The Person,SEP-2014 to AUG-2015,2,3
219,E01024870,1128,Violence Against The Person,SEP-2014 to AUG-2015,6,7
221,E01024871,1326,Violence Against The Person,SEP-2014 to AUG-2015,10,13
231,E01024872,1376,Violence Against The Person,SEP-2014 to AUG-2015,25,35
244,E01024874,1023,Violence Against The Person,SEP-2014 to AUG-2015,21,21
261,E01024877,1563,Violence Against The Person,SEP-2014 to AUG-2015,171,267
267,E01024878,1623,Violence Against The Person,SEP-2014 to AUG-2015,16,26
270,E01024879,1325,Violence Against The Person,SEP-2014 to AUG-2015,14,18
291,E01024881,1452,Violence Against The Person,SEP-2014 to AUG-2015,22,32
226,E01024882,1457,Violence Against The Person,SEP-2014 to AUG-2015,23,33
242,E01024884,1587,Violence Against The Person,SEP-2014 to AUG-2015,6,10
247,E01024885,1643,Violence Against The Person,SEP-2014 to AUG-2015,40,65
258,E01024887,1549,Violence Against The Person,SEP-2014 to AUG-2015,9,14
239,E01024873,1377,Violence Against The Person,SEP-2014 to AUG-2015,3,4
251,E01024875,1504,Violence Against The Person,SEP-2014 to AUG-2015,12,18
257,E01024876,1405,Violence Against The Person,SEP-2014 to AUG-2015,33,47
280,E01024880,1449,Violence Against The Person,SEP-2014 to AUG-2015,14,20
263,E01024888,1642,Violence Against The Person,SEP-2014 to AUG-2015,5,9
269,E01024889,1297,Violence Against The Person,SEP-2014 to AUG-2015,10,13
60,E01012712,1708,Violence Against The Person,SEP-2014 to AUG-2015,19,32
62,E01012713,1912,Violence Against The Person,SEP-2014 to AUG-2015,15,29
65,E01012714,1663,Violence Against The Person,SEP-2014 to AUG-2015,37,61
72,E01012716,1421,Violence Against The Person,SEP-2014 to AUG-2015,13,18
233,E01024883,1490,Violence Against The Person,SEP-2014 to AUG-2015,10,15
254,E01024886,1419,Violence Against The Person,SEP-2014 to AUG-2015,13,19
76,E01012717,1644,Violence Against The Person,SEP-2014 to AUG-2015,7,11
80,E01012719,1422,Violence Against The Person,SEP-2014 to AUG-2015,4,6
274,E01024890,1444,Violence Against The Person,SEP-2014 to AUG-2015,15,21
69,E01012715,1568,Violence Against The Person,SEP-2014 to AUG-2015,22,35
78,E01012718,1576,Violence Against The Person,SEP-2014 to AUG-2015,10,16
82,E01012720,1644,Violence Against The Person,SEP-2014 to AUG-2015,23,37
99,E01012727,1610,Violence Against The Person,SEP-2014 to AUG-2015,5,8
102,E01012728,1551,Violence Against The Person,SEP-2014 to AUG-2015,17,27
104,E01012729,1564,Violence Against The Person,SEP-2014 to AUG-2015,11,17
116,E01012733,1020,Violence Against The Person,SEP-2014 to AUG-2015,24,24
117,E01012734,1440,Violence Against The Person,SEP-2014 to AUG-2015,15,22
120,E01012735,1297,Violence Against The Person,SEP-2014 to AUG-2015,49,64
128,E01012739,1365,Violence Against The Person,SEP-2014 to AUG-2015,10,13
130,E01012741,1341,Violence Against The Person,SEP-2014 to AUG-2015,13,18
122,E01012736,1408,Violence Against The Person,SEP-2014 to AUG-2015,190,268
124,E01012737,1438,Violence Against The Person,SEP-2014 to AUG-2015,183,263
879,E01025080,1575,Violence Against The Person,SEP-2014 to AUG-2015,6,9
880,E01025081,1613,Violence Against The Person,SEP-2014 to AUG-2015,5,8
884,E01025082,1749,Violence Against The Person,SEP-2014 to AUG-2015,13,23
886,E01025083,1911,Violence Against The Person,SEP-2014 to AUG-2015,19,37
888,E01025084,1650,Violence Against The Person,SEP-2014 to AUG-2015,12,20
895,E01025086,1372,Violence Against The Person,SEP-2014 to AUG-2015,2,3
897,E01025087,1310,Violence Against The Person,SEP-2014 to AUG-2015,18,23
905,E01025089,1404,Violence Against The Person,SEP-2014 to AUG-2015,9,13
911,E01025091,1490,Violence Against The Person,SEP-2014 to AUG-2015,13,19
913,E01025092,1213,Violence Against The Person,SEP-2014 to AUG-2015,14,17
915,E01025093,1823,Violence Against The Person,SEP-2014 to AUG-2015,36,65
114,E01025121,1786,Violence Against The Person,SEP-2014 to AUG-2015,6,11
118,E01025122,1714,Violence Against The Person,SEP-2014 to AUG-2015,12,21
88,E01012723,1436,Violence Against The Person,SEP-2014 to AUG-2015,10,14
90,E01012724,1330,Violence Against The Person,SEP-2014 to AUG-2015,32,43
93,E01012725,1457,Violence Against The Person,SEP-2014 to AUG-2015,8,11
96,E01012726,1754,Violence Against The Person,SEP-2014 to AUG-2015,6,11
131,E01012742,1155,Violence Against The Person,SEP-2014 to AUG-2015,10,11
133,E01012743,1682,Violence Against The Person,SEP-2014 to AUG-2015,30,51
136,E01012744,1625,Violence Against The Person,SEP-2014 to AUG-2015,20,32
138,E01012745,1705,Violence Against The Person,SEP-2014 to AUG-2015,26,45
140,E01012746,1829,Violence Against The Person,SEP-2014 to AUG-2015,26,48
143,E01012747,1533,Violence Against The Person,SEP-2014 to AUG-2015,5,8
145,E01012748,1658,Violence Against The Person,SEP-2014 to AUG-2015,36,59
147,E01012749,1697,Violence Against The Person,SEP-2014 to AUG-2015,22,37
152,E01012751,1461,Violence Against The Person,SEP-2014 to AUG-2015,57,83
155,E01012752,1352,Violence Against The Person,SEP-2014 to AUG-2015,32,43
159,E01012753,1163,Violence Against The Person,SEP-2014 to AUG-2015,4,5
161,E01012754,1174,Violence Against The Person,SEP-2014 to AUG-2015,16,19
163,E01012755,1494,Violence Against The Person,SEP-2014 to AUG-2015,8,12
35,E01025094,1426,Violence Against The Person,SEP-2014 to AUG-2015,8,11
39,E01025095,1587,Violence Against The Person,SEP-2014 to AUG-2015,13,20
43,E01025096,1607,Violence Against The Person,SEP-2014 to AUG-2015,9,14
47,E01025098,1342,Violence Against The Person,SEP-2014 to AUG-2015,17,23
49,E01025099,1516,Violence Against The Person,SEP-2014 to AUG-2015,28,43
45,E01025097,1519,Violence Against The Person,SEP-2014 to AUG-2015,12,18
50,E01025100,1539,Violence Against The Person,SEP-2014 to AUG-2015,11,17
55,E01025102,1474,Violence Against The Person,SEP-2014 to AUG-2015,4,6
59,E01025103,1365,Violence Against The Person,SEP-2014 to AUG-2015,3,4
63,E01025105,6188,Violence Against The Person,SEP-2014 to AUG-2015,3,21
53,E01025101,1440,Violence Against The Person,SEP-2014 to AUG-2015,25,36
66,E01025106,2545,Violence Against The Person,SEP-2014 to AUG-2015,7,18
68,E01025107,1648,Violence Against The Person,SEP-2014 to AUG-2015,7,11
71,E01025108,1228,Violence Against The Person,SEP-2014 to AUG-2015,11,13
74,E01025109,1085,Violence Against The Person,SEP-2014 to AUG-2015,4,4
81,E01025111,1767,Violence Against The Person,SEP-2014 to AUG-2015,7,13
77,E01025110,1441,Violence Against The Person,SEP-2014 to AUG-2015,69,100
84,E01025112,1669,Violence Against The Person,SEP-2014 to AUG-2015,21,35
105,E01025118,1133,Violence Against The Person,SEP-2014 to AUG-2015,15,17
108,E01025119,1344,Violence Against The Person,SEP-2014 to AUG-2015,11,15
110,E01025120,1456,Violence Against The Person,SEP-2014 to AUG-2015,26,38
356,E01025214,1380,Violence Against The Person,SEP-2014 to AUG-2015,5,7
364,E01025215,1417,Violence Against The Person,SEP-2014 to AUG-2015,11,15
371,E01025216,2136,Violence Against The Person,SEP-2014 to AUG-2015,11,24
101,E01025117,1398,Violence Against The Person,SEP-2014 to AUG-2015,59,83
380,E01025217,1484,Violence Against The Person,SEP-2014 to AUG-2015,11,16
388,E01025218,1269,Violence Against The Person,SEP-2014 to AUG-2015,17,22
406,E01025220,1607,Violence Against The Person,SEP-2014 to AUG-2015,15,24
730,E01025028,1334,Violence Against The Person,SEP-2014 to AUG-2015,7,9
735,E01025029,1923,Violence Against The Person,SEP-2014 to AUG-2015,9,17
741,E01025030,1605,Violence Against The Person,SEP-2014 to AUG-2015,25,40
747,E01025031,1208,Violence Against The Person,SEP-2014 to AUG-2015,7,9
754,E01025032,1438,Violence Against The Person,SEP-2014 to AUG-2015,13,18
758,E01025033,2247,Violence Against The Person,SEP-2014 to AUG-2015,6,14
583,E01024955,1482,Violence Against The Person,SEP-2014 to AUG-2015,14,21
587,E01024956,1424,Violence Against The Person,SEP-2014 to AUG-2015,6,8
589,E01024957,1470,Violence Against The Person,SEP-2014 to AUG-2015,5,8
597,E01024960,1653,Violence Against The Person,SEP-2014 to AUG-2015,10,17
600,E01024961,1637,Violence Against The Person,SEP-2014 to AUG-2015,5,9
602,E01024962,1545,Violence Against The Person,SEP-2014 to AUG-2015,2,3
610,E01024964,1444,Violence Against The Person,SEP-2014 to AUG-2015,3,5
616,E01024965,1404,Violence Against The Person,SEP-2014 to AUG-2015,1,1
625,E01024966,1561,Violence Against The Person,SEP-2014 to AUG-2015,4,6
628,E01024967,1286,Violence Against The Person,SEP-2014 to AUG-2015,2,2
650,E01024970,1352,Violence Against The Person,SEP-2014 to AUG-2015,6,8
655,E01024971,1296,Violence Against The Person,SEP-2014 to AUG-2015,5,6
661,E01024972,1244,Violence Against The Person,SEP-2014 to AUG-2015,2,2
711,E01025023,1324,Violence Against The Person,SEP-2014 to AUG-2015,1,1
716,E01025024,1365,Violence Against The Person,SEP-2014 to AUG-2015,13,18
720,E01025025,1553,Violence Against The Person,SEP-2014 to AUG-2015,14,21
723,E01025026,1353,Violence Against The Person,SEP-2014 to AUG-2015,10,14
726,E01025027,1882,Violence Against The Person,SEP-2014 to AUG-2015,13,24
89,E01025113,1539,Violence Against The Person,SEP-2014 to AUG-2015,10,16
92,E01025114,1535,Violence Against The Person,SEP-2014 to AUG-2015,6,9
95,E01025115,1617,Violence Against The Person,SEP-2014 to AUG-2015,11,17
98,E01025116,1377,Violence Against The Person,SEP-2014 to AUG-2015,10,14
866,E01025071,1368,Violence Against The Person,SEP-2014 to AUG-2015,11,15
871,E01025073,1248,Violence Against The Person,SEP-2014 to AUG-2015,12,15
663,E01024973,2139,Violence Against The Person,SEP-2014 to AUG-2015,7,16
695,E01024974,1555,Violence Against The Person,SEP-2014 to AUG-2015,1,2
698,E01024975,3282,Violence Against The Person,SEP-2014 to AUG-2015,10,34
709,E01024977,2245,Violence Against The Person,SEP-2014 to AUG-2015,2,5
714,E01024978,1371,Violence Against The Person,SEP-2014 to AUG-2015,9,12
722,E01024979,1355,Violence Against The Person,SEP-2014 to AUG-2015,7,9
422,E01024993,1466,Violence Against The Person,SEP-2014 to AUG-2015,1,1
446,E01024997,1425,Violence Against The Person,SEP-2014 to AUG-2015,5,7
454,E01024998,1823,Violence Against The Person,SEP-2014 to AUG-2015,8,14
461,E01024999,1480,Violence Against The Person,SEP-2014 to AUG-2015,3,5
762,E01025034,1657,Violence Against The Person,SEP-2014 to AUG-2015,10,17
765,E01025035,1491,Violence Against The Person,SEP-2014 to AUG-2015,4,6
767,E01025036,1459,Violence Against The Person,SEP-2014 to AUG-2015,96,140
772,E01025037,1406,Violence Against The Person,SEP-2014 to AUG-2015,9,12
773,E01025038,1340,Violence Against The Person,SEP-2014 to AUG-2015,1,1
777,E01025039,1203,Violence Against The Person,SEP-2014 to AUG-2015,3,4
779,E01025040,1483,Violence Against The Person,SEP-2014 to AUG-2015,3,5
783,E01025041,1691,Violence Against The Person,SEP-2014 to AUG-2015,43,73
785,E01025042,2140,Violence Against The Person,SEP-2014 to AUG-2015,18,39
787,E01025044,1225,Violence Against The Person,SEP-2014 to AUG-2015,16,19
789,E01025045,1293,Violence Against The Person,SEP-2014 to AUG-2015,32,41
794,E01025046,1219,Violence Against The Person,SEP-2014 to AUG-2015,16,20
796,E01025048,1547,Violence Against The Person,SEP-2014 to AUG-2015,3,4
797,E01025049,1589,Violence Against The Person,SEP-2014 to AUG-2015,23,37
800,E01025050,1496,Violence Against The Person,SEP-2014 to AUG-2015,12,18
803,E01025051,1402,Violence Against The Person,SEP-2014 to AUG-2015,6,9
807,E01025052,1473,Violence Against The Person,SEP-2014 to AUG-2015,7,10
811,E01025053,1546,Violence Against The Person,SEP-2014 to AUG-2015,5,7
813,E01025054,1680,Violence Against The Person,SEP-2014 to AUG-2015,10,16
816,E01025055,1515,Violence Against The Person,SEP-2014 to AUG-2015,13,20
819,E01025056,1328,Violence Against The Person,SEP-2014 to AUG-2015,2,2
825,E01025057,1644,Violence Against The Person,SEP-2014 to AUG-2015,8,13
827,E01025058,1366,Violence Against The Person,SEP-2014 to AUG-2015,14,19
829,E01025059,1461,Violence Against The Person,SEP-2014 to AUG-2015,20,29
831,E01025060,1467,Violence Against The Person,SEP-2014 to AUG-2015,11,16
834,E01025061,1456,Violence Against The Person,SEP-2014 to AUG-2015,10,14
838,E01025062,1612,Violence Against The Person,SEP-2014 to AUG-2015,27,44
845,E01025064,1558,Violence Against The Person,SEP-2014 to AUG-2015,6,9
850,E01025065,1644,Violence Against The Person,SEP-2014 to AUG-2015,18,30
855,E01025067,1515,Violence Against The Person,SEP-2014 to AUG-2015,26,39
859,E01025068,1527,Violence Against The Person,SEP-2014 to AUG-2015,26,39
870,E01025072,1371,Violence Against The Person,SEP-2014 to AUG-2015,17,23
872,E01025074,1374,Violence Against The Person,SEP-2014 to AUG-2015,7,10
873,E01025075,1708,Violence Against The Person,SEP-2014 to AUG-2015,26,45
874,E01025076,1376,Violence Against The Person,SEP-2014 to AUG-2015,16,22
875,E01025077,1390,Violence Against The Person,SEP-2014 to AUG-2015,21,29
843,E01025063,1489,Violence Against The Person,SEP-2014 to AUG-2015,6,9
853,E01025066,1579,Violence Against The Person,SEP-2014 to AUG-2015,6,10
876,E01025078,1499,Violence Against The Person,SEP-2014 to AUG-2015,9,14
863,E01025069,1475,Violence Against The Person,SEP-2014 to AUG-2015,12,17
865,E01025070,1170,Violence Against The Person,SEP-2014 to AUG-2015,11,13
126,E01025124,1536,Violence Against The Person,SEP-2014 to AUG-2015,17,26
132,E01025125,1506,Violence Against The Person,SEP-2014 to AUG-2015,4,6
324,E01024904,1732,Violence Against The Person,SEP-2014 to AUG-2015,8,14
330,E01024905,1216,Violence Against The Person,SEP-2014 to AUG-2015,7,9
337,E01024906,1580,Violence Against The Person,SEP-2014 to AUG-2015,38,60
340,E01024907,1227,Violence Against The Person,SEP-2014 to AUG-2015,17,21
