Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,652021,481.3,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,650339,491.05,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/10/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5357326,1195.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5359847,1195.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/10/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5363324,1195.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,649460,264.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,651184,540.77,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,11/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,651183,497.56,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,25/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,652825,497.56,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,650330,504.06,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,652012,507.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,651188,268.38,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,650335,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,652017,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,652830,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,653604,399.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,652815,422.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,650323,428.02,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,18/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,652004,430.91,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,651175,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,9866,-7.56,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652818,34.7,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651177,40.49,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649454,86.76,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,648604,94.32,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652011,95.42,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652006,133.03,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649458,138.82,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,650329,138.82,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651182,143.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652824,143.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652817,345.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,650324,393.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,650337,399.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652019,399.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649453,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649468,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649474,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,650340,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,650343,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651176,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651190,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651193,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,651196,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652022,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652832,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652836,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652839,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,649472,442.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,652005,471.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653610,210.22,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653613,330.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652010,333.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652016,351.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652823,351.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652025,360.37,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652833,360.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650334,363.37,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652841,363.37,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651178,366.38,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653632,387.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652007,396.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652008,402.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651179,408.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652816,436.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652838,436.51,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652840,436.51,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652820,444.44,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651181,444.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652819,447.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651187,448.14,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650325,450.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650328,453.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651197,453.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650344,459.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650326,462.47,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653623,465.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651186,471.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652829,474.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653617,483.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652014,495.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650332,498.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652827,501.49,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653628,529.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653630,532.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653608,555.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653605,576.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653619,582.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,31/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,653609,779.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651195,259,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652023,366.66,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652831,399.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652837,407.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652024,419.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651189,430.68,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,651194,433.61,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,652018,438.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650342,518.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650341,590.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,650336,606.61,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,Business Language Services Ltd,11932,33.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/10/2012,Training,Business Support Directorate,Personal expenses name witheld,51473,99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Training,Business Support Directorate,Strategic Technology Initiatives Ltd,2031376,398,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2012,Training,Business Support Directorate,QA Ltd,ICE186215,500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2012,Training,Business Support Directorate,QA Ltd,ICE186216,500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,E Academy Ltd,21830,1500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,Business Language Services Ltd,11931,432,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Training,Central Support,Mary-Louise Associates,629,155,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2012,Training,Innovation Directorate,Whitehall & Industry Group,2120562,450,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/10/2012,Training,Innovation Directorate,ILX Group plc,259826,99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2012,Training,Innovation Directorate,Cambridge Econometrics,SP6614,1200,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2012,Training,Innovation Directorate,GovNet Communications,43374,327.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Training,Innovation Directorate,Whitehall & Industry Group,2120628,450,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/10/2012,Training,Innovation Directorate,AURIL,2129,499,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/10/2012,Training,Innovation Directorate,CEDR,41055,4750,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/10/2012,Training,Innovation Directorate,ILX Group plc,259826,198,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2012,Training,Innovation Directorate,Cambridge Marketing College,14470,1385,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/10/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,12018,114.88,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/10/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,12018,22.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Copyright and IP Enforcement Directorate,Research & Intelligence Support Centre Ltd,T/1609,330,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/10/2012,Training,Copyright and IP Enforcement Directorate,Whitehall & Industry Group,2120618,450,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/10/2012,Training,Copyright and IP Enforcement Directorate,Whitehall & Industry Group,2120619,450,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Copyright and IP Enforcement Directorate,Research & Intelligence Support Centre Ltd,T/1608,1095,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2012,Training,Copyright and IP Enforcement Directorate,BOM Group Ltd,SIN017017,1750,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2012,Training,Finance Directorate,Government Knowledge,IPO-30-7-12-IB,1900,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Training,Finance Directorate,Dod's Parliamentary Communications,PK065148,295,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/10/2012,Training,Finance Directorate,Capita Business Services  Ltd,I1252,189,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,Teamworks,1789/12/PatentsOffice/SUP/9-12,67.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2012,Training,Business Support Directorate,NAS Services,LNP6419,140,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2012,Training,Business Support Directorate,Teamworks,18721/12,250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/10/2012,Training,Business Support Directorate,Capita Business Services  Ltd,I881,580,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,Cardiff & Vale College,SLBIVS/00000185,1500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/10/2012,Training,Business Support Directorate,University of Wales Newport,25581,2660,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/10/2012,Training,Business Support Directorate,Cardiff University,51476,6260,Not applicable
