Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000014883""",237912,ISAT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,IA - SOFTWARE LICENCES - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000014883""",16368,SOFTWARE LICENCES
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,PPE-FURNITURE AND FIT (OWNED) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,FLEXIFORM BUSINESS FURNITURE LTD,"=""6000014884""",25360.3,YORK OFFICE FURNITURE
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,EXP - G & S - ACCOM & BLDNG MANAGEMENT VAT RECOV,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""6000014888""",16382.38,SERVICE CHARGE LEEDS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""6000014888""",410.2,INSURANCE LEEDS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""6000014888""",48250.33,RENT LEEDS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/02/2014,EXP - BUSINESS RATES VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""6000014888""",15879.08,RATES LEEDS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,PPE-FURNITURE AND FIT (OWNED) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,FLEXIFORM BUSINESS FURNITURE,"=""6000015073""",22192.8,OFFICE FILING SYSTEM BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000015096""",5681.99,ELECTRICITY YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,EXP - PURCHASE OF G & S - GAS NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000015096""",1224.71,GAS YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,EXP - PURCH OF G & S - WATER NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000015096""",255.65,WATER YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000015096""",72249.34,RENT YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,EXP - BUSINESS RATES VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000015096""",21078.43,RATES YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/02/2014,PPE-FURNITURE AND FIT (OWNED) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,FLEXIFORM BUSINESS FURNITURE LTD,"=""6000015171""",97265.88,YORK OFFICE FURNITURE
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,PPE- BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS VAT RECOV,BUSINESS SERVICES DIRECTORATE,FLEXIFORM BUSINESS FURNITURE,"=""6000015181""",8280,BRISTOL OFFICE FIT OUT
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,PPE-FURNITURE AND FIT (OWNED) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,FLEXIFORM BUSINESS FURNITURE,"=""6000015181""",20557.43,BRISTOL OFFICE FIT OUT
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - PURCHASE OF GOODS/SERVICES - PUBLICITY,COMMUNICTIONS DIRECTOATE,23RED LTD,"=""6000015190""",38148.79,23RED - ASBESTOS CAMPAIGN 2014
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,MAJESTIC BELFORD LTD,"=""6000015275""",125700,RENT EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - G & S - OTHER- RESEARCH - PLANNED SUPPORT,CHEMICAL REGULATIONS DIRECTORATE,OFFICE FOR NATIONAL STATISTICS,"=""6000015277""",363227.5,OFFICE FOR NATIONAL STATISTICS (ONS) FOR THE COLLECTION OF PESTICIDES SALES DATA FOR FY 2013-14.
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES,CENTRAL EXPENDITURE,SHARED SERVICES CONNECTED LTD,"=""6000015293""",141073.31,SHARED SERVICES COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,CLSH MANAGEMENT LTD,"=""6000015294""",153000,RENT ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,HIGHWAYS AGENCY,"=""6000015402""",14385,SERVICE CHARGE BEDFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,HIGHWAYS AGENCY,"=""6000015402""",36346.59,RENT BEDFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,12/02/2014,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,HIGHWAYS AGENCY,"=""6000015402""",10269,RATES BEDFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",119.52,FACILITIES MANAGEMENT NON CORE SERVICES CARLISLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",1472.68,FACILITIES MANAGEMENT NON CORE SERVICES LIVERPOOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",410.29,FACILITIES MANAGEMENT NON CORE SERVICES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",429.17,FACILITIES MANAGEMENT NON CORE SERVICES NOTTINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",187.71,FACILITIES MANAGEMENT NON CORE SERVICES NORTHAMPTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",229.08,FACILITIES MANAGEMENT NON CORE SERVICES STOKE-ON-TRENT OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",203.73,FACILITIES MANAGEMENT NON CORE SERVICES WORCESTER OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",398.03,FACILITIES MANAGEMENT NON CORE SERVICES BIRMINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",617.17,FACILITIES MANAGEMENT NON CORE SERVICES CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",3212.33,FACILITIES MANAGEMENT NON CORE SERVICES LONDON SOUTHWARK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",7461.23,FACILITIES MANAGEMENT NON CORE SERVICES BASINGSTOKE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",514.86,FACILITIES MANAGEMENT NON CORE SERVICES ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",197.29,FACILITIES MANAGEMENT NON CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",1591.18,FACILITIES MANAGEMENT NON CORE SERVICES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",158.4,FACILITIES MANAGEMENT NON CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",2231.01,FACILITIES MANAGEMENT NON CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",859.08,FACILITIES MANAGEMENT NON CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",2472.36,FACILITIES MANAGEMENT NON CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",198,FACILITIES MANAGEMENT NON CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",355.96,FACILITIES MANAGEMENT NON CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",984.89,FACILITIES MANAGEMENT NON CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",13694.52,FACILITIES MANAGEMENT NON CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015510""",79.19,FACILITIES MANAGEMENT NON CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - PURCHASE OF G & S - HOTELS & ACCOMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000015511""",47164.08,HOTEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000015511""",63661.59,TRAVEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,TANDRIDGE DISTRICT COUNCIL,"=""6000015551""",7342.02,ELECTRICITY OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,TANDRIDGE DISTRICT COUNCIL,"=""6000015551""",1305.74,SERVICE CHARGE OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - PURCHASE OF G & S - GAS NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,TANDRIDGE DISTRICT COUNCIL,"=""6000015551""",717.52,GAS OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - PURCH OF G & S - WATER NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,TANDRIDGE DISTRICT COUNCIL,"=""6000015551""",383.04,WATER OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,TANDRIDGE DISTRICT COUNCIL,"=""6000015551""",18758.48,RENT OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,14/02/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,EDF ENERGY,"=""6000015574""",43783.02,ELECTRICITY BOOTLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,14/02/2014,EXP - G & S - OTHER ICT COSTS NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015592""",3324.95,RFP 918 RM COST RECOVERY
DWP,HEALTH AND SAFETY EXECUTIVE,14/02/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015592""",6424.02,STANDARD APPLICATION CHANGES
DWP,HEALTH AND SAFETY EXECUTIVE,14/02/2014,EXP - SERVICE ELEMENT OF PFI FINANCE LEASES - ICT,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015592""",22553.5,UNITARY PAYMENT
DWP,HEALTH AND SAFETY EXECUTIVE,17/02/2014,EXP - G & S - ACCOM & BLDNG MANAGEMENT VAT RECOV,BUSINESS SERVICES DIRECTORATE,GVA,"=""6000015731""",12652,SERVICE CHARGE ASHFORD OFFICE  JUL 13 - MAR 14
DWP,HEALTH AND SAFETY EXECUTIVE,17/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,GVA,"=""6000015731""",41622,RENT ASHFORD OFFICE JUL 13 - MAR 14
DWP,HEALTH AND SAFETY EXECUTIVE,17/02/2014,EXP - G & S - OTHER- CHEMICAL REGS PROG VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,NATURAL ENGLAND,"=""6000015732""",95864.94,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,17/02/2014,EXP-G & S -OTHER- CHEMICAL REGS PROG NON VAT RECOV,CHEMICAL REGULATIONS DIRECTORATE,NATURAL ENGLAND,"=""6000015732""",32443.85,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,18/02/2014,EXP - PURCHASE OF G & S - HOTELS & ACCOMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000015783""",105118.64,HOTEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,18/02/2014,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""6000015783""",126077.46,TRAVEL CONTRACT
DWP,HEALTH AND SAFETY EXECUTIVE,19/02/2014,EXP - PURCHASE OF GOODS/SERVICES - PUBLICATIONS,OFFICE FOR NUCLEAR REGULATION,CANON UK LTD,"=""6000015902""",41441.09,FIXED CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,19/02/2014,PPE- BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000015955""",230881.34,YORK OFFICE  REFURBISHMENT
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - G & S - OTHER ICT COSTS NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015989""",34631.2,STARS CATALOGUE HARDWARE PURCHASES - HARDWARE PURCHASES
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - RENTALS UNDER PFI OPERATING LEASES - ICT,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015989""",2410,TRAINEE INSPECTOR RECRUITMENT ISAT RESOURCE COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - SERVICE ELEMENT OF PFI FINANCE LEASES - ICT,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015989""",54442.29,UNITARY PAYMENT
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,PPE- BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000015989""",20358,York Refurbishment Resource costs
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000016013""",8151.62,ELECTRICITY YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCHASE OF G & S - GAS NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000016013""",1757.01,GAS YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCH OF G & S - WATER NON VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000016013""",366.76,WATER YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000016013""",103651.83,RENT YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - BUSINESS RATES VAT RECOVERABLE,BUSINESS SERVICES DIRECTORATE,DTZ CLIENT ACCT DEFRA,"=""6000016013""",30239.97,RATES YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - G & S - OTHER- DEPARTMENTAL SUBSCRIPTIONS,BUSINESS SERVICES DIRECTORATE,SWETS INFORMATION SERVICES LTD,"=""6000016028""",60166.05,Supply of print and online subscriptions
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,FRISBY & CO SOLICITORS,"=""6000016058""",3587.4,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,FRISBY & CO SOLICITORS,"=""6000016058""",27403.53,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS DIRECTORATE,FRISBY & CO SOLICITORS,"=""6000016058""",1638,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,FRISBY & CO SOLICITORS,"=""6000016058""",3890.26,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS DIRECTORATE,VHS FLETCHERS,"=""6000016077""",3244.92,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,VHS FLETCHERS,"=""6000016077""",21790.8,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,VHS FLETCHERS,"=""6000016077""",18354,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS DIRECTORATE,VHS FLETCHERS,"=""6000016077""",684.72,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,20/02/2014,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS DIRECTORATE,VHS FLETCHERS,"=""6000016077""",13974.6,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,21/02/2014,EXP - G & S - ADVISORY DRAFTING LAWYERS VAT RECOV,LEGAL ADVISORS OFFICE,TREASURY SOLICITOR TSOL,"=""6000016150""",133666.19,TSOL LEVY
DWP,HEALTH AND SAFETY EXECUTIVE,21/02/2014,EXP - G & S - ICT OUTSOURCING & MAINT/SUPPORT NON VAT RECOV,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000016152""",172686.82,isat 3rd Party Support contracts
DWP,HEALTH AND SAFETY EXECUTIVE,21/02/2014,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES DIRECTORATE,STERIA LTD,"=""6000016152""",35247.32,isat 3rd Party Hardware support and Maintenance
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",2885.13,FACILITIES MANAGEMENT CORE SERVICES CARLISLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",1574.1,FACILITIES MANAGEMENT NON CORE SERVICES CARLISLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,24/02/2014,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES DIRECTORATE,CARILLION SERVICES LTD,"=""6000016178""",29369.47,FACILITIES MANAGEMENT CORE SERVICES LIVERPOOL OFFICE
