Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,12-Dec-2012,200013492,Liberata Uk Ltd,"16,566.62"
Barrow Borough Council,Dock museum,Museum exhibition,12-Dec-2012,200013539,Proportion London Ltd,"2,850.00"
Barrow Borough Council,Emlyn Hughes house,Buildings repairs and maintenance,19-Dec-2012,200013614,Integral UK Ltd,719.86
Barrow Borough Council,Customer services,Customer services contract,12-Dec-2012,200013492,Liberata Uk Ltd,"10,640.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"19,250.06"
Barrow Borough Council,Kennels,Miscellaneous income,19-Dec-2012,200013640,Play Safe,"3,972.65"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Dec-2012,200013721,Plumbing Trade Supplies,902.70
Barrow Borough Council,Dock museum,Museum exhibition,19-Dec-2012,200013625,HSP Milners,"3,265.00"
Barrow Borough Council,James Freel Close Business Units,Specialised work,12-Dec-2012,200013514,Bill Caulfield Electrical,785.05
Barrow Borough Council,The park leisure centre,Chemicals,12-Dec-2012,200013528,Correct Flow Engineering Ltd,791.42
Barrow Borough Council,Borough Treasurer's,Publications,12-Dec-2012,200013564,CIPFA Business Ltd,975.00
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,19-Dec-2012,200013616,AB Mitchell Developments,"8,766.82"
Barrow Borough Council,Corporate management,External Audit fees,12-Dec-2012,200013536,Audit Commission,"1,150.00"
Barrow Borough Council,Events & festivals management,Publicity and promotion,19-Dec-2012,200013677,Northern Print Distribution,"1,195.00"
Barrow Borough Council,Link Road Phase II,Specialised work,12-Dec-2012,200013514,Bill Caulfield Electrical,"2,822.57"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Dec-2012,200013616,AB Mitchell Developments,"4,042.52"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,19-Dec-2012,200013686,Redacted Information,"2,070.00"
Barrow Borough Council,Dock museum,Museum conservation,12-Dec-2012,200013599,ClickNetherfield Ltd,"1,911.00"
Barrow Borough Council,Recycling,Recycling collection and processing,12-Dec-2012,200013583,Biffa Waste Services Ltd,"65,690.27"
Barrow Borough Council,Dock Museum,Building and construction works,19-Dec-2012,200013679,L&W Wilson Ltd,"11,737.61"
Barrow Borough Council,104 Abbey Road (Cookes Building),Professional fees,19-Dec-2012,200013756,John Coward Architects Ltd,"2,333.75"
Barrow Borough Council,Phoenix Court Business Centre,Specialised work,05-Dec-2012,200013453,Fieldgate Data Services,"1,175.00"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,05-Dec-2012,200013422,Lex Autolease Ltd,"2,095.85"
Barrow Borough Council,Dance tazia,Recoverable charges,05-Dec-2012,200013432,Dance Tazia,-542.01
Barrow Borough Council,Cluster of Empty Homes,Professional fees,12-Dec-2012,200013540,Edwin Thompson,"1,900.00"
Barrow Borough Council,Crematorium,Memorials,19-Dec-2012,200013625,HSP Milners,662.00
Barrow Borough Council,Registration of electors,Licences,19-Dec-2012,200013718,Democracy Counts Ltd,"6,114.20"
Barrow Borough Council,Borough Treasurer's,Professional fees,05-Dec-2012,200013424,Pricewaterhouse Coopers LLP,"2,000.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"15,116.73"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,12-Dec-2012,200013553,Richard Coates Quantity Surveyors Ltd,"1,342.00"
Barrow Borough Council,Council tax benefits administration,Council tax benefits,12-Dec-2012,200013492,Liberata Uk Ltd,"62,382.30"
Barrow Borough Council,Barrow town hall,Buildings repairs and maintenance,19-Dec-2012,200013614,Integral UK Ltd,"1,279.88"
Barrow Borough Council,Recycling,Greenwaste recycling,19-Dec-2012,200013728,Sinkfall Recycling,"5,444.01"
Barrow Borough Council,Events & festivals management,Professional fees,05-Dec-2012,200013427,The Bay,"5,300.00"
Barrow Borough Council,Information technology,Software maintenance,19-Dec-2012,200013685,Cetus Solutions Ltd,"3,722.47"
Barrow Borough Council,IT Equipment & Development,Professional fees,05-Dec-2012,200013438,Cetus Solutions Ltd,"1,862.50"
Barrow Borough Council,Recycling,Greenwaste recycling,19-Dec-2012,200013728,Sinkfall Recycling,567.45
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Dec-2012,200013616,AB Mitchell Developments,"1,049.73"
Barrow Borough Council,Planning,Conservation area partnership,12-Dec-2012,200013556,Pickerings Scaffolding Ltd,"1,375.00"
Barrow Borough Council,Dance tazia,Hire of halls,05-Dec-2012,200013432,Dance Tazia,-792.50
Barrow Borough Council,Estates management,Buildings repairs and maintenance,05-Dec-2012,200013419,Dorma UK Ltd,"2,244.82"
Barrow Borough Council,Denis Horan - Adele & Buble,Admissions,19-Dec-2012,200013672,Denis Horan,"1,428.00"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,12-Dec-2012,200013510,Keith Wilson Elec Con Ltd,"1,920.98"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Dec-2012,200013404,Cumbria Probation Board,784.00
Barrow Borough Council,Recycling,Recycling collection and processing,19-Dec-2012,200013684,Biffa Waste Services Ltd,"65,690.27"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,05-Dec-2012,200013439,Cumbria Roofing Ulverston,"12,530.09"
Barrow Borough Council,Streetcare Team,Vehicles lease /rental,05-Dec-2012,200013422,Lex Autolease Ltd,"1,173.31"
Barrow Borough Council,Street cleansing,Street cleansing,19-Dec-2012,200013684,Biffa Waste Services Ltd,"77,226.65"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Dec-2012,200013487,Ocean Construction UK Ltd,"4,400.00"
Barrow Borough Council,102 Abbey Road,Building and construction works,12-Dec-2012,200013511,Team Northern Construction Ltd,"1,182.41"
Barrow Borough Council,Emlyn Hughes house,Electricity,05-Dec-2012,200013450,NPower,876.17
Barrow Borough Council,Food safety,Professional fees,19-Dec-2012,200013658,RSA Environmental Health Ltd,719.15
Barrow Borough Council,Public conveniences,Buildings repairs and maintenance,12-Dec-2012,200013505,Ward Contracting Ltd,594.52
Barrow Borough Council,Cost of collection,Professional fees,05-Dec-2012,200013480,Liberata Uk Ltd,"2,177.00"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,19-Dec-2012,200013725,Bill Caulfield Electrical,502.94
Barrow Borough Council,Town Centre Shop Front Grants,Grants,19-Dec-2012,200013771,Atlas Sterns,520.80
Barrow Borough Council,Refuse and Recycling Containers,Purchase of equipment,12-Dec-2012,200013583,Biffa Waste Services Ltd,"5,135.00"
Barrow Borough Council,Letz Zep,Professional fees,12-Dec-2012,200013568,ARC,"1,805.11"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Dec-2012,200013617,Edmundson Electrical Ltd,716.51
Barrow Borough Council,The markets,Buildings repairs and maintenance,19-Dec-2012,200013725,Bill Caulfield Electrical,956.70
Barrow Borough Council,Barrow town hall,Building cleaning,19-Dec-2012,200013646,Bulloughs Cleaning Serv Ltd,"3,230.47"
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013597,AJK Construction,"14,500.00"
Barrow Borough Council,Forum shop,TIC - third party income,19-Dec-2012,200013729,Stagecoach,"2,544.10"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,19-Dec-2012,200013682,Baker Mallett,570.00
Barrow Borough Council,Suspense accounts,Income suspense account,12-Dec-2012,200013574,Mayors Relief Fund,500.00
Barrow Borough Council,Planning,Countryside management,12-Dec-2012,200013499,Cumbria Wildlife Trust,"1,600.00"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,19-Dec-2012,200013719,Bryan Moncur Ltd,"1,734.68"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,12-Dec-2012,200013523,AB Mitchell Developments,"3,442.07"
Barrow Borough Council,Homelessness,Homeless support funding,19-Dec-2012,200013667,Redacted Information,575.00
Barrow Borough Council,Waste collection,Refuse collection,12-Dec-2012,200013583,Biffa Waste Services Ltd,"64,263.83"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,12-Dec-2012,200013588,Ian Whiteoak Signs,740.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Dec-2012,200013409,H Wicks (Lindal) Ltd,856.00
Barrow Borough Council,Town Centre Shop Front Grants,Grants,19-Dec-2012,200013647,Furness Plastics,"2,460.60"
Barrow Borough Council,Phoenix Business Centre,Professional fees,19-Dec-2012,200013656,FC Business Services Ltd,"2,054.36"
Barrow Borough Council,Food safety,Professional fees,19-Dec-2012,200013658,RSA Environmental Health Ltd,760.80
Barrow Borough Council,Piel Island,Specialised work,12-Dec-2012,200013600,Gary Capstick Ltd,"14,000.00"
Barrow Borough Council,Forum 28,Electricity,19-Dec-2012,200013612,British Gas Business,"3,017.27"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,12-Dec-2012,200013595,Cumbria Design Scaffold Ltd,624.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Dec-2012,200013616,AB Mitchell Developments,"30,875.38"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,12-Dec-2012,200013494,Furness Plastics,"4,974.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,12-Dec-2012,200013523,AB Mitchell Developments,"3,905.10"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Dec-2012,200013401,Plumbing Trade Supplies,"1,281.91"
Barrow Borough Council,Personnel,Management training,19-Dec-2012,200013776,HQN,"1,646.70"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Dec-2012,200013616,AB Mitchell Developments,"1,255.21"
Barrow Borough Council,The park leisure centre,Maintenance contracts,12-Dec-2012,200013521,Integral UK Ltd,812.91
Barrow Borough Council,Shakespeare Schools Festival,Professional fees,05-Dec-2012,200013446,Shakespeare Schools Festival,833.66
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,05-Dec-2012,200013402,Keith Wilson Elec Con Ltd,"3,697.59"
Barrow Borough Council,HRA administration,Management training,19-Dec-2012,200013666,Universal Credit Advice,700.00
Barrow Borough Council,Marina Village,Building and construction works,19-Dec-2012,200013690,Hindle of Marton,"25,000.00"
Barrow Borough Council,On street car parking,Professional fees,19-Dec-2012,200013635,PATROL,728.91
Barrow Borough Council,Planning,Townscape Heritage Initiative,12-Dec-2012,200013576,Signal Films,"9,365.00"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts,12-Dec-2012,200013521,Integral UK Ltd,747.00
Barrow Borough Council,Street Lighting,Christmas illuminations,19-Dec-2012,200013770,Stuart Walker Timber Haulage,500.00
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"3,189.08"
Barrow Borough Council,Police elections,Postage,19-Dec-2012,200013634,Royal Mail,"1,388.80"
Barrow Borough Council,North Central renewal,Demolition work,19-Dec-2012,200013654,Marsh Plant Hire & Contracting  Ltd,"8,756.64"
Barrow Borough Council,The park leisure centre,Professional fees,19-Dec-2012,200013755,Ulverston Health Club,"1,900.00"
Barrow Borough Council,Waste collection,Refuse collection,19-Dec-2012,200013684,Biffa Waste Services Ltd,"64,263.83"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Dec-2012,200013410,Dolphin Stairlifts Cumbria,803.16
Barrow Borough Council,Piel Island,Professional fees,19-Dec-2012,200013671,Chris Bugler,525.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Dec-2012,200013402,Keith Wilson Elec Con Ltd,"2,040.44"
Barrow Borough Council,Kennels,Electricity,19-Dec-2012,200013706,NPower,"1,088.10"
Barrow Borough Council,Sing Your Heart Out,Professional fees,12-Dec-2012,200013552,Ali Rigg,613.50
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013523,AB Mitchell Developments,"3,380.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,12-Dec-2012,200013523,AB Mitchell Developments,"5,902.03"
Barrow Borough Council,Advance Business Units - Site Adjacent to Waterside House,Building and construction works,12-Dec-2012,200013581,L&W Wilson Ltd,"6,916.60"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,19-Dec-2012,200013722,Keith Wilson Elec Con Ltd,"2,071.72"
Barrow Borough Council,Legal,Solicitors fees,19-Dec-2012,200013727,Brown Barron Solicitors,"1,282.50"
Barrow Borough Council,Coast protection,Coastal monitoring works,19-Dec-2012,200013769,Mott MacDonald Ltd,928.75
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013502,Ocean Construction UK Ltd,"13,000.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"7,290.58"
Barrow Borough Council,102 Abbey Road,Professional fees,12-Dec-2012,200013587,M&P Gadsden Consulting Eng Ltd,"2,265.00"
Barrow Borough Council,Planning,Countryside management,12-Dec-2012,200013542,Barrow Island ARLFC,"2,000.00"
Barrow Borough Council,Public conveniences,Building cleaning,19-Dec-2012,200013779,Growing Concerns,"2,502.62"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,05-Dec-2012,200013461,AB Mitchell Developments,"4,113.85"
Barrow Borough Council,Recycling,Recycling credits from contractor,12-Dec-2012,200013583,Biffa Waste Services Ltd,"-16,242.92"
Barrow Borough Council,How Lion Became King,Professional fees,19-Dec-2012,200013668,Barisons Productions Ltd,"1,931.48"
Barrow Borough Council,Group Repair Central Area E,Professional fees,05-Dec-2012,200013430,Arcus Consulting LLP,"26,990.00"
Barrow Borough Council,Off street car parking,Equipment maintenance,19-Dec-2012,200013730,Cummins-Allison Ltd,695.00
Barrow Borough Council,Crematorium,Equipment maintenance,19-Dec-2012,200013750,The Phoenix Partnership,"2,995.00"
Barrow Borough Council,Recycling,Recycling credits from contractor,19-Dec-2012,200013684,Biffa Waste Services Ltd,"-16,242.92"
Barrow Borough Council,Legal,Solicitors fees,12-Dec-2012,200013516,Brown Barron Solicitors,"2,182.30"
Barrow Borough Council,Dance nights,Professional fees,12-Dec-2012,200013565,Jason Parkinson,"1,102.39"
Barrow Borough Council,Information technology,Telephone - rentals,19-Dec-2012,200013644,Liberata Uk Ltd,784.46
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,19-Dec-2012,200013717,Vinci Construction UK Ltd,"1,631.37"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Dec-2012,200013476,Paul Cutcliffe,833.00
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,12-Dec-2012,200013523,AB Mitchell Developments,"1,331.83"
Barrow Borough Council,Emlyn Hughes house,Gas,19-Dec-2012,200013612,British Gas Business,715.24
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,12-Dec-2012,200013509,Plumbing Trade Supplies,"1,699.11"
Barrow Borough Council,Walney amateurs,Professional fees,19-Dec-2012,200013763,Linney PA Systems,"1,294.64"
Barrow Borough Council,Borough Treasurer's,Professional fees,19-Dec-2012,200013773,Selima Software Ltd,775.00
Barrow Borough Council,Information technology,Professional fees,19-Dec-2012,200013651,Infosec Technologies Ltd,"2,056.00"
Barrow Borough Council,Phoenix Business Centre,Telephone - rentals,19-Dec-2012,200013767,Furness Internet Ltd,"1,000.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,19-Dec-2012,200013617,Edmundson Electrical Ltd,"1,201.38"
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013571,ThyssenKrupp Encasa Ltd,"1,560.00"
Barrow Borough Council,Community involvement - HRA,Newsletters,19-Dec-2012,200013625,HSP Milners,"2,686.00"
Barrow Borough Council,The park leisure centre,Professional fees,12-Dec-2012,200013578,Pulse Fitness Limited,"7,465.54"
Barrow Borough Council,Local land charges,Search fees/stamp duties,12-Dec-2012,200013527,Cumbria County Council,"2,135.80"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,05-Dec-2012,200013447,Vinci Construction UK Ltd,"38,931.48"
Barrow Borough Council,Town Hall catering,Catering contract - town hall,12-Dec-2012,200013500,Sodexo Ltd,804.78
Barrow Borough Council,Crematorium,Buildings repairs and maintenance,19-Dec-2012,200013612,British Gas Business,"3,839.78"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Dec-2012,200013680,Garstang Timber & Building Supplies,"1,044.28"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Dec-2012,200013631,Howdens Joinery Ltd,916.41
Barrow Borough Council,James Freel Close Business Units,Specialised work,12-Dec-2012,200013514,Bill Caulfield Electrical,918.25
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Dec-2012,200013402,Keith Wilson Elec Con Ltd,"6,301.09"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,12-Dec-2012,200013593,Redacted Information,855.00
Barrow Borough Council,Town Centre Shop Front Grants,Grants,19-Dec-2012,200013647,Furness Plastics,"1,213.20"
Barrow Borough Council,Cylical maintenance - HRA,Consultancy fees,05-Dec-2012,200013490,Bob Pedley Safety Services,562.50
Barrow Borough Council,Dock museum,Gas,19-Dec-2012,200013612,British Gas Business,"2,200.17"
Barrow Borough Council,Recycling,Recycling collection and processing,12-Dec-2012,200013583,Biffa Waste Services Ltd,"4,076.10"
Barrow Borough Council,Tenant demand maintenance - HRA,Disrepair,19-Dec-2012,200013691,Bell Park Kerridge Solicitors,778.36
Barrow Borough Council,Capitalised Planned Maintenance,Heating,12-Dec-2012,200013509,Plumbing Trade Supplies,"3,812.12"
Barrow Borough Council,Recycling,Greenwaste recycling,19-Dec-2012,200013728,Sinkfall Recycling,"3,256.11"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Dec-2012,200013462,Edmundson Electrical Ltd,949.88
Barrow Borough Council,102 Abbey Road,Building and construction works,05-Dec-2012,200013403,Team Northern Construction Ltd,"15,159.34"
Barrow Borough Council,The park leisure centre,Professional fees,19-Dec-2012,200013752,Premier Commercial Cleaning Serv Ltd,"1,271.00"
Barrow Borough Council,Phoenix Court Business Centre,Building and construction works,12-Dec-2012,200013507,Bryan Moncur Ltd,"1,979.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Dec-2012,200013401,Plumbing Trade Supplies,"2,605.66"
Barrow Borough Council,Police elections,Other expenses,19-Dec-2012,200013717,Vinci Construction UK Ltd,"4,448.11"
Barrow Borough Council,Piel Island,Building and construction works,05-Dec-2012,200013403,Team Northern Construction Ltd,"20,962.50"
Barrow Borough Council,Information technology,Software maintenance,19-Dec-2012,200013780,Civica UK Ltd,"3,325.00"
Barrow Borough Council,Phoenix Business Centre,Buildings repairs and maintenance,12-Dec-2012,200013607,Ian Ward Carpets,"2,291.67"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,12-Dec-2012,200013509,Plumbing Trade Supplies,677.98
Barrow Borough Council,Current assets - stocks,Postage stock,05-Dec-2012,200013478,Royal Mail,"1,001.87"
Barrow Borough Council,Recycling,Greenwaste recycling,19-Dec-2012,200013728,Sinkfall Recycling,"1,763.50"
Barrow Borough Council,Events & festivals management,Advertising,05-Dec-2012,200013464,Furness Newspapers Ltd,606.87
Barrow Borough Council,Technical services,Telephone - calls,19-Dec-2012,200013644,Liberata Uk Ltd,538.02
Barrow Borough Council,An Evening of Dirty Dancing,Professional fees,12-Dec-2012,200013546,Tributes Direct,"5,281.98"
Barrow Borough Council,Phoenix Business Centre,Telephone - rentals,19-Dec-2012,200013767,Furness Internet Ltd,-500.00
Barrow Borough Council,The park leisure centre,Gas,19-Dec-2012,200013612,British Gas Business,"4,302.18"
Barrow Borough Council,Insurance holding account,Insurance premiums,19-Dec-2012,200013652,Pearce Bentley Security Services,"3,600.00"
Barrow Borough Council,Public conveniences,Building cleaning,19-Dec-2012,200013646,Bulloughs Cleaning Serv Ltd,"3,226.41"
Barrow Borough Council,Pantomime Little Red Riding Hood,Professional fees,19-Dec-2012,200013674,Duggie Chapman,"25,164.75"
Barrow Borough Council,Neighbourhood Management Team,Hartington Square Garden Scheme,19-Dec-2012,200013702,Carpe Diem Gardens Ltd,793.55
Barrow Borough Council,Dock museum,Professional fees,19-Dec-2012,200013725,Bill Caulfield Electrical,587.41
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Dec-2012,200013721,Plumbing Trade Supplies,"1,109.92"
Barrow Borough Council,Development control,Professional fees,19-Dec-2012,200013657,UDREP,"1,168.70"
Barrow Borough Council,Forum 28,Maintenance contracts,12-Dec-2012,200013521,Integral UK Ltd,812.20
Barrow Borough Council,Planning,Conservation area partnership,19-Dec-2012,200013759,Pickerings Scaffolding Ltd,"1,075.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"-44,846.45"
Barrow Borough Council,Cost of collection,Business rates collection,12-Dec-2012,200013492,Liberata Uk Ltd,"19,459.01"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,12-Dec-2012,200013492,Liberata Uk Ltd,"50,859.64"
Barrow Borough Council,Housing Benefits Admin,Professional fees,05-Dec-2012,200013480,Liberata Uk Ltd,"2,657.00"
Barrow Borough Council,Current assets - stocks,Postage stock,05-Dec-2012,200013454,TNT Post North Ltd,848.68
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,05-Dec-2012,200013472,DC Contracting,617.00
Barrow Borough Council,HRA Estates,Professional fees,19-Dec-2012,200013705,Pearson & Johnson Solicitors,"1,105.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013523,AB Mitchell Developments,"2,260.00"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,12-Dec-2012,200013521,Integral UK Ltd,628.78
Barrow Borough Council,Food safety,Professional fees,05-Dec-2012,200013452,RSA Environmental Health Ltd,771.25
Barrow Borough Council,Craven house,Maintenance contracts,12-Dec-2012,200013555,FTS Fire & Secuirty Ltd,537.40
Barrow Borough Council,Mowtowns Greatest Hits - How sweet it is,Professional fees,05-Dec-2012,200013459,Peter Brent Promotions,"5,334.72"
Barrow Borough Council,Cavendish house - HRA,Electricity,19-Dec-2012,200013706,NPower,550.08
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Dec-2012,200013401,Plumbing Trade Supplies,"4,913.30"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,05-Dec-2012,200013400,Rixonway Kitchens (Cum) Ltd,"3,727.61"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,12-Dec-2012,200013523,AB Mitchell Developments,"5,867.38"
Barrow Borough Council,Street Lighting,Christmas illuminations,12-Dec-2012,200013535,Optech Fibres,"18,000.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Dec-2012,200013605,NB Plastering,"9,715.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Dec-2012,200013695,Exel Paving,"1,350.00"
Barrow Borough Council,Information technology,Computer hardware maintenance,19-Dec-2012,200013707,SoftCat Ltd,"1,687.92"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,12-Dec-2012,200013509,Plumbing Trade Supplies,918.16
Barrow Borough Council,Cost of collection,Council tax collection,12-Dec-2012,200013492,Liberata Uk Ltd,"63,699.19"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,12-Dec-2012,200013584,Perfect,510.00
Barrow Borough Council,Cost of collection,Court fees,19-Dec-2012,200013762,HMCS,"1,500.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,12-Dec-2012,200013598,Vinci Construction UK Ltd,"38,931.48"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Dec-2012,200013720,Rixonway Kitchens (Cum) Ltd,"3,709.68"
Barrow Borough Council,104 Abbey Road,Electricity,05-Dec-2012,200013448,NPower,886.84
Barrow Borough Council,The markets,Electricity,19-Dec-2012,200013706,NPower,692.79
Barrow Borough Council,Development control,Professional fees,12-Dec-2012,200013606,UDREP,"1,338.20"
Barrow Borough Council,Marina Village,Professional fees,12-Dec-2012,200013561,Keppie Massie,"17,500.00"
Barrow Borough Council,102 Abbey Road,Building and construction works,19-Dec-2012,200013653,Briscoe Construction,"22,015.47"
Barrow Borough Council,Planning,Conservation area partnership,12-Dec-2012,200013556,Pickerings Scaffolding Ltd,975.00
Barrow Borough Council,Forum 28,Publicity,05-Dec-2012,200013440,Perfect,725.00
