Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Pre-Assessment Team,HER MAJESTY'S PASSPORT OFFICE,HMPO-PVS02251,595.05,IPS - Auto-check
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Pre-Assessment Team,HER MAJESTY'S PASSPORT OFFICE,HMPO-PVS02251,364,IPS - On-Line Service
BIS,SLC,04/03/2016,TEMPORARY STAFF,Human Resources,SEARCH RECRUITMENT & SELECTION,I1479719,561.75,Agency Temps
BIS,SLC,04/03/2016,OFFICE EQUIPMENT,Pre-Assessment Team,NEOPOST LTD,92120013,19312.54,Repairs/Maintenance - Contracted costs
BIS,SLC,04/03/2016,STORAGE COSTS,Facilities,BIZSPACE LIMITED,35123151,788,Storage
BIS,SLC,04/03/2016,STORAGE COSTS,Facilities,BIZSPACE LIMITED,35123036,1140,Storage
BIS,SLC,04/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,IMAGE DATA GROUP LIMITED,9200803,5657,Print/Copy SFE
BIS,SLC,04/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,IMAGE DATA GROUP LIMITED,9200803,1000,Print/Copy SFE
BIS,SLC,04/03/2016,HARDWARE MAINTENANCE,Networks,HP ENTERPRISE INFORMATION SECURITY UK LTD,6000496,1000.67,Computer Systems Maintenance
BIS,SLC,04/03/2016,OFFICE EQUIPMENT,Facilities,BUREAU VERITAS HS&E LTD,16002659,855,Repairs/Maintenance - Reactive costs
BIS,SLC,04/03/2016,OFFICE EQUIPMENT,Facilities,BUREAU VERITAS HS&E LTD,16002657,1565.6,Repairs/Maintenance - Reactive costs
BIS,SLC,04/03/2016,TRAINING EDUCATION,Learning and Development,IMPACT FACTORY LTD,IV14135TC,350,Training & Development  - Planning & Policy
BIS,SLC,04/03/2016,TRAINING EDUCATION,Learning and Development,IMPACT FACTORY LTD,IV14135TC,187.73,Training & Development  - Planning & Policy
BIS,SLC,04/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,STUDENT ROOM GROUP LIMITED (THE),4509,35000,Campaign Support
BIS,SLC,04/03/2016,RECRUITMENT COSTS,Human Resources,X4 GROUP LIMITED,37916,5089.14,Agency Placement Fees
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Human Resources,OPTIMA t/a WORKING ON WELLBEING LTD,0071009284,284.03,Medical Referrals and Fees
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Human Resources,OPTIMA t/a WORKING ON WELLBEING LTD,0071009284,5396.54,Medical Referrals and Fees
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Digital Delivery,THOUGHTWORKS LIMITED,IN152367,170283.33,Supplier Partner - Base
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,Facilities,AXIOM PROJECT SERVICES LTD,G1800,3000,Architects Fees
BIS,SLC,04/03/2016,TELEPHONE,Darlington - Contact Centre,KURA (CS) LIMITED,907,35710,3rd Party Telephone Services
BIS,SLC,04/03/2016,TRAINING EDUCATION,Chief Executive Office (CEO),ARGYLL FENTON,AF-000750,3373.85,Training & Development - CEO
BIS,SLC,04/03/2016,SUBSCRIPTIONS MEMBERSHIP FEES,Legal & Governance,THOMSON REUTERS PROFESSIONAL UK LTD T/A SWEET & MAXWELL,6800234604,2715,Subscriptions
BIS,SLC,04/03/2016,SUBSCRIPTIONS MEMBERSHIP FEES,Counter Fraud Management,SYNECTICS SOLUTIONS LTD,160222,2500,Subscriptions
BIS,SLC,04/03/2016,FURNITURE FIXTURES AND FITTINGS,990-Projects,POINTMEDIA CREATIVE LIMITED,18036,4765,"Furniture, Fixtures , Fittings - Clearing"
BIS,SLC,04/03/2016,OFFICE EQUIPMENT,Facilities,BAXTER STOREY SCOTLAND LIMITED,SCINV04585,499.99,Repairs/Maintenance - Reactive costs
BIS,SLC,04/03/2016,ACCOMMODATION,Service Delivery,HOLIDAY INN - CARDIFF,2016004066,700,Room Hire
BIS,SLC,04/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051665121,3579,Postage
BIS,SLC,04/03/2016,TEAM BUILDING,MarComms,PEOPLEMATTERS (EUROPE) LTD,2841,3150,Team Building
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,990-Projects,ARUM SYSTEMS LIMITED,3220,8344,Professional Services
BIS,SLC,04/03/2016,PROFESSIONAL SERVICES,990-Projects,ARUM SYSTEMS LIMITED,3221,5850,Professional Services
BIS,SLC,04/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295186,3529.4,Contractors
BIS,SLC,04/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295184,2794.1,Contractors
BIS,SLC,04/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295183,2794.1,Contractors
BIS,SLC,04/03/2016,AUDIT TAX,Financial Accounting,KPMG,5501169415,3100,Auditors Taxation Service
BIS,SLC,04/03/2016,TRAINING EDUCATION,Learning and Development,ELITE TRAINING AND CONSULTANCY (SCOTLAND) LTD,4134,3420,Training & Development - Digital Delivery
BIS,SLC,04/03/2016,PUBLIC RELATIONS,Operations Services,SCOTTISH BRAILLE PRESS,0000033478,985.25,Braille Costs
BIS,SLC,04/03/2016,TEMPORARY STAFF,Human Resources,SEARCH RECRUITMENT & SELECTION,I1492084,495.3,Agency Temps
BIS,SLC,04/03/2016,TEMPORARY STAFF,Financial Analysis,SEARCH RECRUITMENT & SELECTION,I1492082,616.97,Agency Temps
BIS,SLC,07/03/2016,TRAVEL,Commercial,HOGG ROBINSON (TRAVEL) LTD T/A HRG UK,197,408.25,Travel Booking Management Fee
BIS,SLC,07/03/2016,TRAVEL,Commercial,HOGG ROBINSON (TRAVEL) LTD T/A HRG UK,197,4442.32,Travel
BIS,SLC,08/03/2016,PROFESSIONAL SERVICES,990-Projects,FOURSYS LTD,111694,3750,Professional Services
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,EXCEPTION LIMITED,54909,11812.5,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,EXCEPTION LIMITED,54911,8025,Supplier Partner - Base
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,ADVANTIS CREDIT LIMITED,19781,1555.4,Agency Fees
BIS,SLC,08/03/2016,PROFESSIONAL SERVICES,990-Projects,MRLINUX LIMITED,0164,8800,Professional Services
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH53FEB16,6163.7,Agency Fees
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,ROSSENDALES LIMITED,418518,2915.91,Agency Fees
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,COMMERCIAL COLLECTION SERVICES LTD,66702,7304.68,Agency Fees
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH54FEB16,7626.73,Agency Fees
BIS,SLC,08/03/2016,COLLECT CHG DFES,Agency Relationship,ADVANTIS CREDIT LIMITED,19847,1791.6,Agency Fees
BIS,SLC,08/03/2016,TELEPHONE,Contact Repayments,ARYANE COMPUTERS,6064,11362,3rd Party Telephone Services
BIS,SLC,08/03/2016,TELEPHONE,Contact Repayments,ARYANE COMPUTERS,6064,37266,3rd Party Telephone Services
BIS,SLC,08/03/2016,TELEPHONE,Contact Repayments,ARYANE COMPUTERS,6064,2400,3rd Party Telephone Services
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,30723931,499.1,Paper
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,30723932,1694.4,Paper
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,31028478,467.39,Paper
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,31028479,1694.4,Paper
BIS,SLC,08/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051671849,35.74,Postage
BIS,SLC,08/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051671849,320.14,Postage
BIS,SLC,08/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051671849,923.6,Postage
BIS,SLC,08/03/2016,CHARGES,Financial Accounting,BIBIT B.V.,BM7256236,810.85,Debit Card Charges
BIS,SLC,08/03/2016,CHARGES,Financial Accounting,BIBIT B.V.,BM7256239,2220.6,Debit Card Charges
BIS,SLC,08/03/2016,CHARGES,Financial Accounting,BIBIT B.V.,BM7256237,1932.85,Debit Card Charges
BIS,SLC,08/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295185,3529.4,Contractors
BIS,SLC,08/03/2016,COLLECT CHG DFES,Contact Repayments,EXPERIAN LTD,IEX3001712746,588.42,Trace Fees
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233059,30.32,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233059,57.49,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233059,303.2,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233059,111.79,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,RECRUITMENT COSTS,Human Resources,BE-IT RESOURCING LIMITED,00256,8368.8,Agency Placement Fees
BIS,SLC,08/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020001,650.84,Miscellaneous
BIS,SLC,08/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020004,554.38,Miscellaneous
BIS,SLC,08/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020004,118.72,Miscellaneous
BIS,SLC,08/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020005,2304.44,Miscellaneous
BIS,SLC,08/03/2016,EXPENSES MISC,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020005,943.4,Miscellaneous
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,65.09,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,29.42,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN233304,101.66,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN233304,32.65,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,309.93,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,97.46,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,30.99,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,89.06,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN233304,73.6,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,129.32,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,294.23,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,29.38,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN233304,89.73,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,112.36,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,293.82,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,257.66,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,64.44,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN233304,282,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN233304,100.41,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,52.89,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN233304,326.52,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,25.77,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,TRAVEL,Service Delivery,TUSKERDIRECT LTD,SIN233304,94.9,Car Lease Scheme Debtor
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Telecoms,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,14279493,2.05,Voice Charges
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Telecoms,VODAFONE t/a CABLE & WIRELESS COMMUNICATION,14279493,6171.02,Voice Line Rental
BIS,SLC,08/03/2016,COMPUTER EQUIPMENT,990-Projects,XMA LIMITED,AE17831,23850,Computer Equipment - Clearing
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,4200,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,20621.33,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,7725.4,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,43834.2,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,18050,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,18369.33,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,31512.49,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SOPRA STERIA LTD,100087021,11340,Supplier Partner - Base
BIS,SLC,08/03/2016,HEALTH SAFETY,Facilities,HETLEYS (UK) LTD,2653,440,Health and Safety
BIS,SLC,08/03/2016,PUBLIC RELATIONS,Event Management,THE ACTIVE EVENTS COMPANY LIMITED,AE1595,1180,Student Support Seminar
BIS,SLC,08/03/2016,COMPUTER CONSUMABLES,ICT Service Delivery,DOCUMENT MANAGEMENT GROUP,12269,1250,Consumables
BIS,SLC,08/03/2016,COMPUTER CONSUMABLES,Telecoms,XMA LIMITED,AF40005,3498,Consumables
BIS,SLC,08/03/2016,AUDIT TAX,Internal Audit,SCOTT-MONCRIEFF,50184,9600,Computer Audit Services
BIS,SLC,08/03/2016,PROFESSIONAL SERVICES,990-Projects,AXIOM PROJECT SERVICES LTD,G1799,4350,Professional Services
BIS,SLC,08/03/2016,COMPUTER CONSUMABLES,ICT Service Delivery,XMA LIMITED,AE84813,570,Consumables
BIS,SLC,08/03/2016,TRAINING EDUCATION,Learning and Development,AXIOS SYSTEMS LTD,UKI009303,3600,Training & Development  - Infrastructure & Service Delivery
BIS,SLC,08/03/2016,IT LICENCES,990-Projects,PHOENIX SOFTWARE LTD,OP/I772106,599.69,IT Licenses - Clearing
BIS,SLC,08/03/2016,PUBLIC RELATIONS,990-Projects,IMAGE DATA GROUP LIMITED,9201246,1332,Print ALG
BIS,SLC,08/03/2016,SOFTWARE LICENSES,ICT Service Delivery,PHOENIX SOFTWARE LTD,OP/I771982,770,Software Misc. Licences
BIS,SLC,08/03/2016,PROFESSIONAL SERVICES,990-Projects,IBM GLOBAL SERVICES,3A02160094,3518.5,Professional Services
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,SPECIALIST COMPUTER CENTRES PLC,OP/M128270,715.16,Supplier Partner - Base
BIS,SLC,08/03/2016,SOFTWARE MAINTENANCE,ICT Service Delivery,PITNEY BOWES SOFTWARE EUROPE LTD,IN228498,215620,CDS Maintenance
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,EMERGN,12775,888.89,Supplier Partner Resource
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Testing Services,EDGE TESTING SOLUTIONS,2444,26250,Supplier Partner - Base
BIS,SLC,08/03/2016,SERVICE DELIVERY RESOURCE,Testing Services,EDGE TESTING SOLUTIONS,2444,40800,Supplier Partner - Base
BIS,SLC,08/03/2016,COMPUTER CONSUMABLES,Facilities,ID BUREAU SERVICES,18815,442,Office Stationery
BIS,SLC,08/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,PROLOG,SIN16011632,500.01,Translation
BIS,SLC,08/03/2016,STORAGE DATA LINKS,Networks,VERIZON UK LIMITED,W010567754,5751.04,Point to Point
BIS,SLC,08/03/2016,STORAGE DATA LINKS,Server & Storage,VERIZON UK LIMITED,W010567754,11520.46,Data Fibre Channel 1Gb
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Networks,VERIZON UK LIMITED,W010569748,16031,MPLS
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Networks,VERIZON UK LIMITED,W010569748,13742,MPLS - Llandundo
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Networks,VERIZON UK LIMITED,W010569748,11260,MPLS - Lingfield Pt
BIS,SLC,08/03/2016,DISASTER RECOVERY,Facilities,VERIZON UK LIMITED,W010569915,5891,Workplace Recovery Site - Desks & PC's
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Telecoms,VERIZON UK LIMITED,W010569824,608,ISDN Lines
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Infrastructure Services,VERIZON UK LIMITED,W010570217,73150,Co Locate
BIS,SLC,08/03/2016,VOICE VIDEO & DATA,Infrastructure Services,VERIZON UK LIMITED,W010570217,16625,Co Locate
BIS,SLC,08/03/2016,PREMISES COSTS,Facilities,EDF ENERGY PLC,000001411879,26847.74,Utilities - Glasgow
BIS,SLC,08/03/2016,PREMISES COSTS,Facilities,EDF ENERGY PLC,000001413101,14285.84,Utilities - Hillington
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,31468962,1508.8,Paper
BIS,SLC,08/03/2016,STATIONERY,Facilities,BANNER BUSINESS SERVICES LTD,31468960,1169.32,Paper
BIS,SLC,08/03/2016,TRAVEL,Commercial,GLASGOW TAXIS,346357,509.34,Taxis
BIS,SLC,08/03/2016,PROFESSIONAL SERVICES,990-Projects,GRAVEN IMAGES LIMITED,9868,11471.25,Professional Services
BIS,SLC,10/03/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN230043,140.16,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,42.31,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN230043,46.54,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,18.57,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN230043,12.99,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN230043,35.69,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,13.48,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN230043,18.24,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN230043,40.96,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN230043,75.32,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN230043,129.91,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,12.7,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN230043,182.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN230043,38.41,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN230043,65.57,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN230043,60.75,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,63.47,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,52.89,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN230043,96.51,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN230043,124.32,Car Lease Scheme Debtor
BIS,SLC,10/03/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN230043,42.8,Car Lease Scheme Debtor
