Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,32962,"28,376.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,32976,"294,109.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTH TYNESIDE PCT,65002327,"725,038.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - PCTS,CONTRACTING FINANCE,NORTH TYNESIDE PCT,65002339,"1,733,154.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/17/12,SERVICES FROM LOCAL AUTHORITIES,CENTRAL FINANCE,NORTHUMBERLAND COUNTY COUNCIL,56778,"60,000.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/24/12,SERVICES FROM LOCAL AUTHORITIES,CENTRAL FINANCE,NORTHUMBERLAND COUNTY COUNCIL,57572,"37,500.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTHUMBERLAND COUNTY COUNCIL,57980,"152,758.80"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTHUMBERLAND COUNTY COUNCIL,57981,"2,398,534.43"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,524098,"3,737,754.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,524312,"52,829.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,56627,"62,478.86"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,56628,"69,071.83"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57019,"67,409.06"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/17/12,SERVICES FROM NHS FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57908,"47,822.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,58358,"55,358.13"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,60344,"68,755.29"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,61537,"66,788.96"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,62920,"58,121.94"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,63185,"65,485.69"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/10/2012,LEASE RENTS,CENTRAL FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,63330,"57,798.80"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/17/12,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,64231,"28,750.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/27/12,DOCTORS' DRUG COSTS AND REMUNERTATION - PRESCRIBING MEDICAL PRACTITIONERS - COSTS OF DRUGS,PRIMARY CARE FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,64254,"307,453.13"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,64294,"16,005,565.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,35096093,"31,138.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/17/12,SERVICES FROM PCTS,CENTRAL FINANCE,SOUTH TYNESIDE PCT,3982,"102,287.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/05/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,UNDERWOOD HALL LTD TA WENTWORTH GRANGE,04-Jan-12,"51,866.21"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Hirst MG,,"792,516.22"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Anderson & Partners,,"162,889.17"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,GMS,Contractual ,Ponteland MG,,"156,027.23"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Brockwell MG,,"119,915.25"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Murphy & Partners,,"106,653.76"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Cleverley & Partners,,"104,720.05"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Coquet MG,,"94,259.76"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,GMS,Contractual ,White MG,,"88,298.35"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Dunbar & Partners,,"85,195.63"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Bondgate Practice,,"81,628.50"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Station MG,,"80,968.58"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Allen & Partners,,"80,609.24"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Bedlingtonshire MG,,"79,578.67"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Infirmary Drive MG,,"79,578.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Smith & Partners,,"78,369.35"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Greystoke Surgery,,"76,757.14"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Cunningham & Partners,,"71,514.61"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Guidepost MG,,"68,994.73"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,GMS,Contractual ,Riversdale,,"65,694.79"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Coquet MG,,"64,240.25"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Union Brae MG,,"59,802.49"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Cameron & Hunt,,"51,405.54"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Drs Brown Holding & Quayle,,"51,151.57"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,GMS,Contractual ,Sele MG,,"50,694.66"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Quilliam & Partners,,"49,694.29"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Tallantyre & Harrison,,"49,560.82"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Bondgate Practice,,"47,837.37"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Haltwhistle MG,,"47,326.18"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Humshaugh & Wark MG,,"46,044.66"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Dr Cunningham & Partners,,"45,523.13"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Foster & Partners,,"42,397.24"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Belford MG,,"42,192.32"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Colver & Partners,,"41,864.00"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Drs Leith & Bourne,,"41,432.53"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Feeney Corbett,,"41,255.33"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Belford MG,,"38,975.55"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Collingwood Practice,,"38,856.02"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Bellingham Practice,,"37,103.15"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Humshaugh & Wark MG,,"31,720.82"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Lambourn & Batley,,"30,194.66"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Widdrington MG,,"29,850.56"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,Ophthalmic,Stand Alone,Blyth Vision Plus,,"29,536.21"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/13/12,PMS,Contractual ,Dr Ford & Partners Haydon Bridge,,"29,242.48"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Infirmary Drive MG,,"28,755.48"
Department of Health,NORTHUMBERLAND CARE TRUST (COMM),01/31/12,PMS,Contractual ,Drs Winslow & Menage,,"26,845.16"
